"tru","start_date","end_date","status_description","street_activity","premise_no","street_name","borough","zip_code","facility_aka","facility_type","bin","block","lot","cross_street_on","cross_street_between","cross_street_and","building_owner_name","contractor_name","air_monitor_name","entire_floor","floor","section","acm_type","acm_amount","acm_unit","abatement_type","procedure_name","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"TRU2526MN22","2023-07-24T00:00:00.000","2023-10-11T00:00:00.000","Submitted","No","511","W 182nd Street","Manhattan","10033","JHS 143M","School","1063703","02155","0035",,,,"NYC School Construction Authority (NYCSCA)","U.S. Environmental Abatement, Corp.","Langan Engineering, Environmental, Surveying, Land","No","1st Floor","East Elevation","Lintel Flashing/Rust Inhibitor","372","Square Feet","Removal","Exterior Vertical Surface","40.848908","-73.930948","12","10","269","1021550035","Washington Heights North"
"TRU6710BK18","2018-10-05T00:00:00.000","2019-09-20T00:00:00.000","Closed","No","2057","Linden Blvd","Brooklyn","11207","East NY Family Academy - K599","School","3097444","04328","0015",,,,"NYC School Construction Authority (NYCSCA)","A.S.A.R. International Corporation","ATC Group Services LLC","No","1st Floor","South corridor, Auditorium store room","Pipe insulation","45","Linear Feet","Removal","Subchapter G","40.661072","-73.886942","5","42","1104","3043280015","East New York"
"TRU1081BK23","2023-06-08T00:00:00.000","2024-05-28T00:00:00.000","Closed","No","1214","Dean Street","Brooklyn","11216",,"Residence","3030361","01213","0016",,,,"Restoring Urban Neighborhoods LLC","Level 1 Remediation LLC","The ALC Group, LLC dba ALC Environmental","No","Facade","3rd - 4th Level","Asphalt Sidings","900","Square Feet","Removal","Exterior Vertical Surface","40.676814","-73.948904","8","36","315","3012130016","Crown Heights North"
"TRU6199MN17","2018-01-02T00:00:00.000","2018-12-11T00:00:00.000","Closed","No","170","William Street","Manhattan","10038","NYP/Lower Manhattan Hospital","Hospital","1001352","00100","0001",,,,"New York Presbyterian Hospital","Degmor Environmental Services, LLC","Lawrence Env LLC","No","3rd","rooms 326/354","Window Caulking/Glazing","8","Square Feet","Removal","DEP Variance","40.710479","-74.005515","1","1","1501","1001000001","Battery Park City-Lower Manhattan"
"TRU1085MN19","2019-05-20T00:00:00.000","2020-05-04T00:00:00.000","Closed","No","98","Riverside Drive","Manhattan","10024",,"Residence","1033758","01244","0090",,,,"98 Riverside Drive LLC","Branch Restoration, Inc.","The ALC Group, LLC dba ALC Environmental","No","3","Apt. 3H, Living Room North Wall","Decorative Plaster","90","Square Feet","Removal","Full Containment","40.786636","-73.98081","7","6","167","1012440090","Upper West Side"
"TRU7368MN18","2019-02-27T00:00:00.000","2019-09-09T00:00:00.000","Submitted","No","874","Broadway","Manhattan","10003",,"Commercial","1016147","00847","0024",,,,"The MacIntyre Building Corp.","New York Insulation Inc.","DPV Consultants, Inc.","No","Roof","Bulkhead Roof","Roof Membrane","350","Square Feet","Removal","Exterior Foam","40.737899","-73.990087","5","2","52","1008470024","Hudson Yards-Chelsea-Flatiron-Union Square"
"TRU0472QN20","2020-08-18T00:00:00.000","2021-07-06T00:00:00.000","Closed","No","22-11","31 Street","Queens","11105","22-29 31st Street","Other","4017056","00833","0024",,,,"Ditmars 31s Street Associates LLC","New York Insulation Inc.","J.C. Broderick & Associates Inc.","No","Roof","One-Story Rear South Roof","Roof Membrane","2000","Square Feet","Removal","Exterior Foam","40.775901","-73.910964","1","22","115","4008330024","Steinway"
"TRU1012MN21","2021-05-27T00:00:00.000","2022-05-19T00:00:00.000","Closed","No","890","East 6th Street","Manhattan","10009","Wald Bldg #7","Residence","1078051","00356","0001",,,,"New York City Housing Authority (NYCHA)","New York Environmental Systems, Inc.","Genesis Environmental Consultants Inc.","No","4TH","4A","Floor Tile","662","Square Feet","Removal","VAT Protocol in NYCHA Apt","40.722144","-73.976081","3","2","20","1003560001","Lower East Side"
"TRU0131QN20","2020-02-12T00:00:00.000","2021-02-03T00:00:00.000","Closed","No","95-20","63rd Rd","Queens","11374",,"Commercial","4050422","02088","0001",,,,"Quest 95 LLC","Black Hawk Restoration Inc.","Silver Wolf Environmental, Inc.","No","Basement","Middle, rear, front and right elevations","VAT","3500","Square Feet","Removal","Interior Foam","40.730373","-73.861961","6","29","71701","4020880001","Rego Park"
"TRU0845BK22","2022-05-06T00:00:00.000","2023-04-27T00:00:00.000","Postponed","No","2960","West 31 Street","Brooklyn","11224","Bldg SG-1-Coney Island Houses GR1904063","Residence","3321770","07049","0015",,,,"New York City Housing Authority (NYCHA)","Atco Contracting Group, Inc.","The Saban Engineering Group, Inc.","No","Cellar","Perimeter of Windows","Caulk","15","Square Feet","Removal","DEP Variance","40.57364","-73.997217","13","47","342","3070490015","Seagate-Coney Island"
"TRU2879MN22","2023-02-20T00:00:00.000","2023-11-22T00:00:00.000","Submitted","No","32","Avenue of the Americas","Manhattan","10013",,"Residence","1002192","00192","0001",,,,"Rudin Management","At Work Environmental L.P.","Advanced Environmental Corp.","No","7","North Elevation","Lintel Tar / Flashing","1","Square Feet","Removal","Exterior Vertical Surface","40.72008","-74.005184","1","1","33","1001920001","SoHo-TriBeCa-Civic Center-Little Italy"
"TRU0017BX19","2019-02-15T00:00:00.000","2020-01-08T00:00:00.000","Closed","No","2750","Throop Ave.","Bronx","10469",,"School","2054253","04526","0001",,,,"NYC School Construction Authority (NYCSCA)","International Asbestos Removal, Inc.","ATC Group Services LLC","No","1","120A","Floor Tile","375","Square Feet","Removal","Interior Foam","40.86608","-73.850982","11","13","348","2045260001","Allerton-Pelham Gardens"
"TRU1642BX22","2022-12-16T00:00:00.000","2023-12-08T00:00:00.000","Closed","No","711","Magenta Street","Bronx","10467","Gun Hill Bldg #1","Residence","2093513","04629","0050",,,,"New York City Housing Authority (NYCHA)","New York Environmental Systems, Inc.","LiRo Engineers, Inc.","No","6TH","6C","Floor Tile","442","Square Feet","Removal","VAT Protocol in NYCHA Apt","40.875066","-73.865989","12","12","374","2046290050","Williamsbridge-Olinville"
"TRU2403MN22","2022-10-24T00:00:00.000","2023-09-26T00:00:00.000","Closed","No","637","West 49 Street","Manhattan","10019","W49th St Substation","Other","1086175","01097","0011",,,,"Consolidated Edison   Company of NY, Inc.","Consolidated Edison Company Of New York, Inc.","Omega Environmental Services, Inc.","No","1","Control Room Cabinet C3","Arc Proof Tape","100","Linear Feet","Removal","DEP Variance","40.765604","-73.995913","4","3","129","1010970011","Clinton"
"TRU7345MN18","2018-09-17T00:00:00.000","2019-09-06T00:00:00.000","Closed","No","216","Bowery","Manhattan","10012",,"Residence","1007399","00492","0027",,,,"Cholla 216 LLC","New York Insulation Inc.","Stateside Environmental Group Inc.","No","2","Setback Roof","Tar on Mechanical Ducts","30","Square Feet","Removal","Exterior Vertical Surface","40.721828","-73.993467","2","1","43","1004920027","SoHo-TriBeCa-Civic Center-Little Italy"
"TRU2163MN19","2019-08-20T00:00:00.000","2020-08-11T00:00:00.000","Closed","No","201","West 54th Street","Manhattan","10019",,"Other","1024852","01026","0029",,,,"201 W 54 LLC c/o Extell Development Company","Alba Environmental Inc.","GCI Environmental Advisory, Inc.","No","3rd Floor","Exterior Facade","Window Caulking","12","Square Feet","Removal","Exterior Vertical Surface","40.763668","-73.981586","5","4","137","1010260029","Midtown-Midtown South"
"TRU0882BK20","2020-08-07T00:00:00.000","2021-07-30T00:00:00.000","Closed","No","130","Moore Street","Brooklyn","11206","NYCHA BW1830617 Bushwick Houses, Building #8","Residence","3338434","03129","0001",,,,"New York City Housing Authority (NYCHA)","GNP Environmental Inc.","Genesis Environmental Consultants Inc.","No","5","Exterior Facade - Elevations #1 - 26","Tar / Flashing at Lintel / Spandrel Beam","150","Square Feet","Removal","Exterior Vertical Surface","40.703939","-73.940418","1","34","489","3031290001","Bushwick South"
"TRU1166QN21","2021-11-05T00:00:00.000","2022-10-21T00:00:00.000","Closed","No","145-01","119th Ave","Queens","11436","PS123Q","School","4260828","12019","0010",,,,"NYC School Construction Authority (NYCSCA)","Luxury Construction Co. Inc.","Environmental Management Solutions Of New York, In","No","2nd floor","Library Bathroom","Pipe insulation","5","Linear Feet","Removal","Tent","40.678296","-73.79562","12","28","18402","4120190010","Baisley Park"
"TRU0003BX23","2023-01-26T00:00:00.000","2024-01-02T00:00:00.000","Submitted","No","905","Tinton Avenue","Bronx","10456","McKinley Houses Bldg. 7","Residence","2091959","02638","0090",,,,"New York City Housing Authority (NYCHA)","Abatement Unlimited, Inc.","EGR Environmental Inc.","No","11","Elevator Lobby","VAT & Mastic","5","Square Feet","Removal","DEP Variance","40.821902","-73.903477","3","16","133","2026380090","Morrisania-Melrose"
"TRU0208BX20","2020-03-16T00:00:00.000","2021-02-27T00:00:00.000","Closed","No","1041","Pugsley Avenue","Bronx","10472",,"Residence","2025666","03788","0021",,,,"Chatterton Terrace Inc.  c/o Century Management","KLG Contracting, Inc.","Environmental Management Services, Inc.","No","6th Floor","Exterior Facade","Vertical Expansion Joint","5","Square Feet","Removal","Exterior Vertical Surface","40.827716","-73.856386","9","18","4001","2037880021","Soundview-Bruckner"
"TRU5931MN18","2018-06-05T00:00:00.000","2019-04-18T00:00:00.000","Closed","No","35","East 10th Street","Manhattan","10003",,"Residence","1077913","00562","0040",,,,"Caroline Schulte","Alvo Corp.","Wald Environmental inc.","No","6th","Apt 6E, kitchen area","Floor tile","49","Square Feet","Removal","Tent","40.732319","-73.992812","2","2","61","1005620040","West Village"
"TRU5618BK18","2018-04-26T00:00:00.000","2019-04-11T00:00:00.000","Closed","No","2737","West 33rd Street","Brooklyn","11224","NYCHA Gravesend Bld. #14 - GR1508593",,"3331096","06964","0002",,,,"New York City Housing Authority (NYCHA)","Maven Construction Corp.","Genesis Environmental Consultants Inc.","No","7","Exterior Facade - Elevation A - D","Exterior Window Frame Caulking (Inner and Outer)","2","Square Feet","Removal","Exterior Vertical Surface","40.578754","-74.000288","13","47","330","3069640002","Seagate-Coney Island"
"TRU1109BK23","2023-10-09T00:00:00.000","2024-05-31T00:00:00.000","Submitted","No","183","Ten Eyck Walk","Brooklyn","11206","Bldg.10; Stairhall #65","Residence","3327889","03026","0001",,,,"New York City Housing Authority (NYCHA)","T L D Services Inc","Airtek Environmental Corp.","No","3rd","APT. #3B  Floor at New Heating Riser","VAT & Mastic","1","Square Feet","Removal","DEP Variance","40.710401","-73.942605","1","34","493","3030260001","Bushwick South"
"TRU1350BK23","2023-07-17T00:00:00.000","2024-07-04T00:00:00.000","Submitted","No","50","Ave X","Brooklyn","11223","John Dewey H.S.","School","3194998","07185","0020",,,,"NYC School Construction Authority (NYCSCA)","Kiss Construction Inc.","Airtek Environmental Corp.","No","1st Floor","East Elevation Exterior Facade @ Windows / Detail # 1 on H107 Drawing","Exterior window Glazing putty","36","Square Feet","Removal","Exterior Vertical Surface","40.589268","-73.981738","13","47","308","3071850020","Gravesend"
"TRU2000BK19","2019-12-05T00:00:00.000","2020-11-25T00:00:00.000","Closed","No","512","Mother Gaston Boulevard","Brooklyn","11212","Brownsville Houses Bldg.# 12","Residence","3326509","03544","0001",,,,"New York City Housing Authority (NYCHA)","AMC United, Inc.","The ALC Group, LLC dba ALC Environmental","No","6","6A","VAT","518","Square Feet","Removal","VAT Protocol in NYCHA Apt","40.66645","-73.906049","16","41","912","3035440001","Brownsville"
"TRU1396BK23","2023-12-18T00:00:00.000","2024-07-12T00:00:00.000","Submitted","No","186","Ten Eyck Walk","Brooklyn","11206","Bldg. 12; Stairhall #77","Residence","3327888","03026","0001",,,,"New York City Housing Authority (NYCHA)","T L D Services Inc","Airtek Environmental Corp.","No","3rd","APT. #3A Floor at New Heating Riser","VAT & Mastic","1","Square Feet","Removal","Tent","40.710327","-73.942699","1","34","493","3030260001","Bushwick South"
"TRU6119QN18","2018-10-26T00:00:00.000","2019-10-08T00:00:00.000","Closed","No","199-16","Hillside Avenue","Queens","11423",,"Residence","4434580","10494","0123",,,,"Hampton Gardens Inc","Total Air Corp.","3E Environmental Inc.","No","Basement","Boiler Room","Pipe Insulation","93","Linear Feet","Removal","Tent & Glovebag","40.71937","-73.76338","12","23","478","4104940123","Jamaica Estates-Holliswood"
"TRU5719BX18","2018-07-24T00:00:00.000","2019-06-26T00:00:00.000","Closed","No","570","St. Mary's Street","Bronx","10454",,"Residence","2003689","02556","0023",,,,"Diego Beekman","U.S. Environmental Abatement Corp.","Lawrence Env LLC","No","4th Floor","Apartment 4A","Debris","700","Square Feet","Removal","DEP Variance","40.810359","-73.915072","1","8","33","2025560023","Mott Haven-Port Morris"
"TRU0693BK21","2021-05-24T00:00:00.000","2022-05-12T00:00:00.000","Closed","No","470","Kent Avenue","Brooklyn","11249",,"Commercial","3251678","02134","0001",,,,"470 KENT AVE ASSOCIATES LLC","Alba Environmental Inc.","DVD Environmental, Inc.","No","Roof","Around Water tanks","Tar Materials","300","Square Feet","Removal","Exterior Foam","40.707947","-73.968433","1","33","547","3021340001","North Side-South Side"
"TRU1722MN23","2023-07-28T00:00:00.000","2024-07-18T00:00:00.000","Postponed","No","185","Wadsworth Avenue","Manhattan","10033","M132","School","1063947","02165","0026",,,,"NYC School Construction Authority (NYCSCA)","GPA Environmental Group Inc","WSP USA Inc.","No","1st Floor","Cafeteria/Storage Room below Staircase","Floor Fill Materials","4","Square Feet","Removal","Tent","40.850626","-73.934377","12","10","271","1021650026","Washington Heights North"
"TRU5734MN18","2018-07-19T00:00:00.000","2019-03-29T00:00:00.000","Closed","No","154","West 93rd Street","Manhattan","10025","PS 333 M","School","1032522","01223","0005",,,,"NYC School Construction Authority (NYCSCA)","U.S. Environmental Abatement Corp.","J.C. Broderick & Associates, Inc.","No","1st","Auditorium","Ceiling Plaster","8","Square Feet","Removal","Tent","40.791709","-73.970802","7","6","177","1012230005","Upper West Side"
"TRU0231QN19","2019-04-02T00:00:00.000","2020-03-07T00:00:00.000","Closed","No","43-19","54th Street","Queens","11377",,"Residence","4030968","01323","0061",,,,"43-19 54 st Realty LLC","Total Air Corp.","Intersight Construction and Environmental Group","No","1st Floor","Hallway Left Wall","Wall Plaster","126","Square Feet","Removal","Full Containment","40.744111","-73.910663","2","26","251","4013230061","Woodside"
"TRU1208QN19","2019-11-20T00:00:00.000","2020-11-09T00:00:00.000","Postponed","No","29-27","41st Avenue","Queens","11101",,"Commercial","4004872","00403","0009",,,,"QPP LLC","Incinia Contracting Inc","Langan Engineering, Environmental, Surveying, Land","No","3rd","East Elevation","Window Caulking","5","Square Feet","Removal","Exterior Vertical Surface","40.7507","-73.936644","1","26","33","4004030009","Queensbridge-Ravenswood-Long Island City"
"TRU2402MN22","2022-10-07T00:00:00.000","2023-09-26T00:00:00.000","Closed","No","881","7th Avenue","Manhattan","10019","Carnegie Hall","Commercial","1023449","01009","0001",,,,"Carnegie Hall Corporation","P.A.L. Environmental Safety Corp. dba PAL Environm","Airtek Environmental Corp.","No","10","West Elevation","Tar","7","Square Feet","Removal","Exterior Vertical Surface","40.764941","-73.980445","5","4","137","1010090001","Midtown-Midtown South"
"TRU5418MN18","2018-02-22T00:00:00.000","2019-02-21T00:00:00.000","Closed","No","2698","Frederick Douglas Boulevard","Manhattan","10030","Drew Hamilton Houses","Residence","1060431","02029","0001",,,,"New York City Housing Authority (NYCHA)","New York Environmental Systems, Inc.","Genesis Environmental Consultants Inc.","No","13th","APTS E,F,H,K,M","Floor Tile and Mastic","5","Square Feet","Removal","Tent","40.821706","-73.94273","10","9","232","1020290001","Central Harlem North-Polo Grounds"
"TRU0980MN22","2022-05-11T00:00:00.000","2023-04-20T00:00:00.000","Closed","No","1647","First Ave","Manhattan","10028",,"Residence","1050022","01548","0127",,,,"First LLC","New York Insulation, Inc.","AIM Environmental LLC","No","1st","Rear Elevation Exterior Facade Behind Gutters","wall tar","32","Square Feet","Removal","Exterior Vertical Surface","40.77666","-73.949545","8","5","14601","1015480127","Yorkville"
"TRU0891MN20","2020-06-16T00:00:00.000","2021-06-08T00:00:00.000","Postponed","No","2100","First Avenue","Manhattan","10029","2120-2130 First Ave.","Residence","1083954","01701","0001",,,,"1199 Housing Corp.","New York Insulation, Inc.","Assessment Resources & Technologies, Inc.","No","10","Drop # 19","Shelf Angle Tar","10","Square Feet","Removal","DEP Variance","40.791191","-73.93891","11","8","162","1017010001","East Harlem South"
"TRU0489BX20","2020-07-14T00:00:00.000","2021-06-28T00:00:00.000","Closed","No","1625","East 174 Street","Bronx","10472","Bronx River Houses Bldg.#3 Contract # 1835764","Residence","2092902","03886","0002",,,,"New York City Housing Authority (NYCHA)","Zoria Housing, LLC","Genesis Environmental Consultants Inc.","No","4th","Exterior Facade Elevations #4,10&23","Lintel Tar/Flashing","35","Square Feet","Removal","Exterior Vertical Surface","40.834024","-73.875601","9","18","62","2038860002","West Farms-Bronx River"
"TRU1987MN19","2019-08-05T00:00:00.000","2020-07-24T00:00:00.000","Closed","No","365","Columbus Ave","Manhattan","10024","AMNH - Bldg 15 & 15A","Other","1083849","01130","0001",,,,"The American Museum of Natural History","A.S.A.R. International Corp.","ATC Group Services LLC","No","2nd Floor","Multiple locations","Pipe insulation","20","Linear Feet","Removal","Tent","40.780761","-73.976331","7","6","165","1011300001","Upper West Side"
"TRU0452BK23","2023-04-11T00:00:00.000","2024-03-11T00:00:00.000","Submitted","Yes",,,"Brooklyn","11201",,,,,,"Jay Street","Willoughby Street","Cathedral Place","Consolidated Edison   Company of NY, Inc.","Delta Environmental, Inc.","Omega Laboratories, Inc.","No","Street Ex","Jay Street b/t Tillary Street & Cathedral Place","Coal Tar Wrap","736","Linear Feet","Removal","DEP Variance",,,,,,,
"TRU0888BX21","2021-12-06T00:00:00.000","2022-08-10T00:00:00.000","Closed","No","1808","Anthony Ave","Bronx","10457",,"Residence","2009370","02892","0009",,,,"1808 anthony realty LLC","Calvin W. Knight III dba Prolific Restoration Serv","Avi Jay Inc.","Yes","Roof",,"Roof Flashing","50","Square Feet","Removal","Exterior Foam","40.84632","-73.903818","5","15","231","2028920009","Mount Hope"
"TRU1599MN19","2019-06-27T00:00:00.000","2020-06-18T00:00:00.000","Closed","No","444","W 56 Street","Manhattan","10019","PS M834","School","1026841","01065","0001",,,,"NYC Dept of Education (NYCDOE)","Excellence Consulting Corp.","KAM Consultants Corp.","No","3rd floor","room 3043","Floor tile","950","Square Feet","Removal","Interior Foam","40.767791","-73.987531","4","3","139","1010650001","Clinton"
"TRU1318MN21","2021-07-14T00:00:00.000","2022-06-28T00:00:00.000","Submitted","No","111","Wall Street","Manhattan","10005",,"Commercial","1000868","00035","0010",,,,"111 Wall Holdings, LLC.","JVN Restoration Inc.","Environmental Management Services Inc.","No","20th Floor","South Elevation Exterior","Fireproofing","175","Square Feet","Removal","DEP Variance","40.704553","-74.006636","1","1","7","1000350010","Battery Park City-Lower Manhattan"
"TRU0354MN20","2020-02-24T00:00:00.000","2021-02-12T00:00:00.000","Closed","No","630","Third Avenue","Manhattan","10017",,"Commercial","1036149","01295","0040",,,,"630 Third Avenue Associates, LP","J & G Cleaning Solutions Corporation","JJB Consultants Inc.","No","16 Fl","Bathroom","Pipe insulation","8","Linear Feet","Removal","Tent","40.749798","-73.975165","6","4","80","1012950040","Murray Hill-Kips Bay"
"TRU1557MN19","2019-07-01T00:00:00.000","2020-06-15T00:00:00.000","Closed","No","701","Fort Washington Avenue","Manhattan","10040",,"School","1064382","02179","0511",,,,"Missionary Sisters of the Sacred Heart","New York Insulation Inc.","JLC Environmental Consultants, Inc.","No","Roof","Conference Room Roof","Base Flashing","90","Square Feet","Removal","Exterior Foam","40.857801","-73.9351","12","10","273","1021790511","Washington Heights North"
"TRU0490MN21","2021-06-25T00:00:00.000","2022-03-16T00:00:00.000","Closed","No","333","east 4th street","Manhattan","10009","PS 15M","School","1004415","00374","0020",,,,"NYC School Construction Authority (NYCSCA)","Slovit, Inc.","SAI Environmental Consultants, Inc.","No","basement","INCINERATOR ROOM","INCINERATOR INSULATION","250","Square Feet","Removal","Full Containment","40.721791","-73.978986","3","2","2601","1003740020","Lower East Side"
"TRU0137MN23","2023-03-02T00:00:00.000","2024-01-22T00:00:00.000","Postponed","No","675","Water Street","Manhattan","10002",,"Residence","1077587","00243","0056",,,,"John Chen","ESG, Inc.","H.A. Bader Consultants, Inc.","No","4","Unit A - Living Room","Vertical Pipe Insulation","16","Linear Feet","Removal","DEP Variance","40.711446","-73.98173","3","1","202","1002430056","Lower East Side"
"TRU1363BX21","2021-12-02T00:00:00.000","2022-11-15T00:00:00.000","Closed","No","1802","Story Avenue","Bronx","10473","NYCHA BW1830617 Monroe, Bld. #8","Residence","2092757","03637","0001",,,,"New York City Housing Authority (NYCHA)","Roma Scaffolding, Inc.","Airtek Environmental Corp.","No","Roof","Bulkhead","Window Sill Tar / Flashing","2","Square Feet","Removal","Exterior Vertical Surface","40.823425","-73.864551","9","18","42","2036370001","Soundview-Castle Hill-Clason Point-Harding Park"
"TRU0485MN23","2023-03-01T00:00:00.000","2024-03-04T00:00:00.000","Closed","No","711","7th Ave","Manhattan","10036","168 West 48th Street 170 West 48th Street","Commercial","1022687","01000","0064",,,,"Raj Guru","New York Insulation, Inc.","Assessment Resources & Technologies, Inc.","No","1st","Open Area - Structural Beams - Ceiling","spray-on insulation","800","Square Feet","Removal","Full Containment","40.759543","-73.98437","5","4","125","1010000064","Midtown-Midtown South"
"TRU0776QN19","2019-07-23T00:00:00.000","2020-07-27T00:00:00.000","Submitted","No","102-39","Russell Street","Queens","11414",,"Residence","4296330","14234","0873",,,,"NYC Housing Preservation & Development (NYCHPD)","Alpha Environmental Services, Inc","New York Environmental & Analytical Laboratories,","No","2nd","Hallway","Linoleum Floor","35","Square Feet","Removal","Interior Foam","40.65622","-73.829217","10","32","884","4142340873","Lindenwood-Howard Beach"
"TRU0157QN22","2022-03-01T00:00:00.000","2023-02-14T00:00:00.000","Closed","No","102-01","Rockaway Boulevard","Queens","11417","John Adams H.S. (Q480) III","School","4202058","09525","0046",,,,"NYC School Construction Authority (NYCSCA)","Vestar Inc.","Taylor Environmental Group, Inc.","No","Roof","Roof 1L@Parapet","Concealed Red Rust Inhibitor Coating@Steel Lintel","80","Square Feet","Removal","Exterior Vertical Surface","40.679708","-73.837651","10","32","94","4095250046","South Ozone Park"
"TRU1134QN22","2022-11-28T00:00:00.000","2023-10-05T00:00:00.000","Closed","No","157-43","17th Road","Queens","11357",,"Residence","4618982","04746","0035",,,,"Clearview Gardens Corporation","Maspeth Remodeling Co. Inc. DBA Maspeth Environmen","Twin Peaks Environmental LLC","No","Cellar","Crawlspace","Pipe Insulation","75","Linear Feet","Removal","Tent","40.782631","-73.803811","7","19","1029","4047460035","Whitestone"
"TRU0760QN23","2023-07-07T00:00:00.000","2024-06-28T00:00:00.000","Submitted","No","89-25","161st Street","Queens","11432",,"School","4440105","09760","0031",,,,"JJSS Jamaica LLC Scott Barone","JLS Services Group Inc","DSA Environmental LLC","No","3rd Floor","classroom 7","Plaster Ceiling","96","Square Feet","Removal","DEP Variance","40.706075","-73.799777","12","24","44601","4097600031","Jamaica"
"TRU0412QN22","2022-05-09T00:00:00.000","2023-04-04T00:00:00.000","Submitted","No","64-22","Kissena Blvd.","Queens","11367","Queens College - Gertz Hall","School","4439920","06517","0001",,,,"Dormitory Authority State of New York (DASNY)","Atco Contracting Group, Inc.","LiRo Engineers, Inc.","No","1st","Computer Room","1x1 Wall Tiles & Mastic","456","Square Feet","Removal","CODE 56 State Owned Bldgs","40.737676","-73.814805","8","24","809","4065170001","Kew Gardens Hills"
"TRU0804MN19","2019-08-14T00:00:00.000","2020-04-02T00:00:00.000","Closed","No","1095","Park Avenue","Manhattan","10128",,"Residence","1048101","01517","0069",,,,"Zachary & Rina Kestenbaum","Alba Environmental Inc.","H.A. Bader Consultants, Inc.","No","1st Floor","Apt. 1C","Floor Tiles and Mastic Material","620","Square Feet","Removal","Interior Foam","40.781925","-73.955915","8","4","14802","1015170069","Upper East Side-Carnegie Hill"
"TRU1980BK21","2022-10-07T00:00:00.000","2022-11-28T00:00:00.000","Submitted","No","472","Columbia Street","Brooklyn","11231","NYCHA BW1835698 Red Hook West, Bld. #22","Residence","3326977","00533","0001",,,,"New York City Housing Authority (NYCHA)","Roma Scaffolding, Inc.","Airtek Environmental Corp.","No","6","Exterior Facade - Elevations #1 - 28","Window Sill Caulking","19","Square Feet","Removal","Exterior Vertical Surface","40.675667","-74.007221","6","38","85","3005330001","Carroll Gardens-Columbia Street-Red Hook"
"TRU5617MN18","2018-04-09T00:00:00.000","2019-03-15T00:00:00.000","Submitted","No","35","East 76th Street","Manhattan","10021","The Carlyle Hotel","Commercial","1041797","01391","0021",,,,"Hotel Carlyle Owners Corp.","Pal Environmental Safety Corp.","H.A. Bader Consultants, Inc.","No","07th","Guestroom #711-714","Flooring Paper","50","Square Feet","Removal","DEP Variance","40.774267","-73.963285","8","4","130","1013910021","Upper East Side-Carnegie Hill"
"TRU1102BK22","2022-08-10T00:00:00.000","2023-05-30T00:00:00.000","Submitted","No","2533","Batchelder Street","Brooklyn","11235",,"Residence","3320933","07449","0001",,,,"Vintage Real Estate Services","ESG, Inc.","People's Environmental, Inc","No","Cellar","Room 305","Pipe insulation","100","Linear Feet","Removal","DEP Variance","40.591193","-73.937217","15","48","626","3074490001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"TRU0128MN23","2023-02-06T00:00:00.000","2024-01-19T00:00:00.000","Submitted","No","150","East 18th Street","Manhattan","10003","150 E 18th street","Residence","1017857","00873","0040",,,,"Siba Management","New York Insulation, Inc.","Hillmann Consulting, LLC","No","14th","South Facade","exterior window caulk","2","Square Feet","Removal","Exterior Vertical Surface","40.736199","-73.986353","6","2","50","1008730040","Gramercy"
"TRU1243MN23","2023-06-02T00:00:00.000","2024-05-22T00:00:00.000","Submitted","No","576","Fifth Avenue","Manhattan","10036",,"Commercial","1034338","01262","0041",,,,"SJD LLC","Alba Environmental Inc.","Enviro-Pro Unltd Corp.","No","Roof","Roof 3 (Cooling Tower Roof)","Wall Tar","135","Square Feet","Removal","Exterior Vertical Surface","40.756509","-73.978686","5","4","96","1012620041","Midtown-Midtown South"
"TRU3278MN19","2020-01-27T00:00:00.000","2020-12-17T00:00:00.000","Submitted","No","2120","First Avenue","Manhattan","10029","2120-2130 First Ave.","Residence","1083955","01701","0001",,,,"1199 Housing Corp.","New York Insulation, Inc.","Assessment Resources & Technologies, Inc.","No","9","Drop # 16","Shelf Angle Tar","10","Square Feet","Removal","DEP Variance","40.791737","-73.938508","11","8","162","1017010001","East Harlem South"
"TRU0246BX21","2021-04-01T00:00:00.000","2022-03-16T00:00:00.000","Closed","No","2055","Mc Graw Avenue","Bronx","10462","Parkchester South","Residence","2096658","03938","7501",,,,"Parkchester South  Condominiums","JVN Restoration Inc.","Environmental Health Investigations, Inc.","No","roof","buckhead b base flashing","flashing","104","Square Feet","Removal","Exterior Foam","40.835426","-73.856565","9","18","212","2039387501","Parkchester"
"TRU6587MN18","2018-06-28T00:00:00.000","2019-06-20T00:00:00.000","Submitted","No","435","East 52 Street","Manhattan","10022",,"Residence","1040155","01364","0022",,,,"River House Realty Co.","New York Insulation Inc.","BSI Services and Solutions (NYC) Inc.","No","Roof","South Tower Roof - Main Roof - Bulkhead #1","Roof Membrane & Base Flashing","125","Square Feet","Removal","Exterior Foam","40.754763","-73.964361","6","4","8603","1013640022","Turtle Bay-East Midtown"
"TRU0789BK22","2022-04-14T00:00:00.000","2023-04-19T00:00:00.000","Closed","No","429","Dumont Avenue","Brooklyn","11212","Van Dyke Houses Bldg# 17","Residence","3328046","03777","0001",,,,"New York City Housing Authority (NYCHA)","New York Environmental Systems, Inc.","Genesis Environmental Consultants Inc.","No","3rd","Apt A","Penetration Packing Material","1","Square Feet","Removal","Tent","40.664999","-73.903311","16","41","910","3037770001","Brownsville"
