"maprojid","magency","projectid","descriptio","ccnonexemp","ccexempt","totalcityp","nccstate","nccfederal","nccother","totalnonci","totalplann","totalspend","maxdate","mindate","magencyacr","magencynam","typecatego","ccpversion","the_geom"
"056SANDWARE","056","SANDWARE","23RD STR WAREHOUSE RECONSTRUCTION","1562000","0.0","1562000","0.0","14047000","0.0","14047000","15609000","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","NYPD","Police Department","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00202458693663 40.66454471015024))"
"071HH112FWBO","071","HH112FWBO","FT. WASHINGTON ARMORY -  BOILER UPGRADE","1044000","0.0","1044000","0.0","0.0","0.0","0.0","1044000","1761431.5","2023-06-01T00:00:00.000","2016-02-24T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94129359629409 40.842117673647664))"
"071HH112FWFR","071","HH112FWFR","FORT WASHINGTON ARMORY-DORMITORIES FLOOR REPLACEMENT","5196000","0.0","5196000","0.0","0.0","0.0","0.0","5196000","135000","2026-06-01T00:00:00.000","2018-04-30T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94129359629409 40.842117673647664))"
"071HH112GDFC","071","HH112GDFC","GEORGE DALY FACADE AND WINDOWS","5505000","0.0","5505000","0.0","0.0","0.0","0.0","5505000","138750.0","2027-06-01T00:00:00.000","2018-04-30T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.98126359006937 40.722979698161176))"
"071HH112HWCR","071","HH112HWCR","HELP WOMEN'S CENTER ROOF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45000","2023-06-01T00:00:00.000","2018-08-22T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.90052961957547 40.67314770470092))"
"071HH112KITC","071","HH112KITC","PROJECT RENEWAL-EAST 3RD STREET KITCHEN NC#13-260288T82144","2483000","0.0","2483000","0.0","0.0","0.0","0.0","2483000","61603.8","2024-06-01T00:00:00.000","2015-06-01T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99087458723787 40.725802697534846))"
"071HH112PAFL","071","HH112PAFL","PAMOJA  HOUSE FLOOR","1350000","0.0","1350000","0.0","0.0","0.0","0.0","1350000","38500","2024-06-01T00:00:00.000","2018-01-22T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.93727860704891 40.68511670447426))"
"071HH112THFC","071","HH112THFC","8 EAST THIRD ST SHELTER FACADE AND STAIRS","1960000","0.0","1960000","0.0","0.0","0.0","0.0","1960000","0.0","2025-06-01T00:00:00.000","2023-06-01T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99087458723787 40.725802697534846))"
"071HH115BFRR","071","HH115BFRR","Bushwick Family  Roof Replacement","3800000","0.0","3800000","0.0","0.0","0.0","0.0","3800000","78500","2025-06-01T00:00:00.000","2018-10-09T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.91241161436437 40.68441670297405))"
"071HH115CTBU","071","HH115CTBU","78 CATHERINE STREET - BATHROOM UPGRADE","2014000","0.0","2014000","0.0","0.0","0.0","0.0","2014000","2547943.5","2023-06-01T00:00:00.000","2014-11-10T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99790258525358 40.71074770094477))"
"071HH115CTEF","071","HH115CTEF","CATHERINE STREET ELECTRICAL UPGRADE","3650000","0.0","3650000","0.0","0.0","0.0","0.0","3650000","82913.0","2030-06-01T00:00:00.000","2018-04-30T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99790258525358 40.71074770094477))"
"071HH115FLRF","071","HH115FLRF","FLATLANDS ROOF REPLACEMENT","4053000","0.0","4053000","0.0","0.0","0.0","0.0","4053000","82500","2026-06-01T00:00:00.000","2017-12-18T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.89912662062953 40.65645870878897))"
"071HH115JAEX","071","HH115JAEX","JAMAICA FAMILY EXTERIOR","3000000","0.0","3000000","0.0","0.0","0.0","0.0","3000000","76062.08","2026-06-01T00:00:00.000","2018-07-11T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.78657665360947 40.710928694065075))"
"071HH115JAFA","071","HH115JAFA","JAMAICA ASSESSMENT FIRE ALARM SYSTEM","567000","0.0","567000","0.0","0.0","0.0","0.0","567000","55800","2022-08-01T00:00:00.000","2016-04-18T00:00:00.000","DHS","Department of Homeless Services","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.78657665360947 40.710928694065075))"
"071HH115REBO","071","HH115REBO","REGENT BOILER","1800000","0.0","1800000","0.0","0.0","0.0","0.0","1800000","143855.0","2026-06-01T00:00:00.000","2018-10-29T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.96773758945436 40.79977968270767))"
"071HH115RECL","071","HH115RECL","REGENT CEILINGS","1758000","0.0","1758000","0.0","0.0","0.0","0.0","1758000","83485.86","2027-06-01T00:00:00.000","2018-04-30T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.96773758945436 40.79977968270767))"
"071HH115RFRE","071","HH115RFRE","REGENT FAMILY RESIDENCE LIFE SAFETY UPGRADE, FIRE SAFETY","1200000","0.0","1200000","0.0","0.0","0.0","0.0","1200000","2632049.86","2023-06-01T00:00:00.000","2014-06-30T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.96773758945436 40.79977968270767))"
"071HH115UNBT","071","HH115UNBT","UNIVERSITY FAMILY KITCHEN BATHROOMS AND VENTILATION","2130000","0.0","2130000","0.0","0.0","0.0","0.0","2130000","0.0","2027-06-01T00:00:00.000","2025-06-01T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92588860083245 40.84038267299074))"
"071HH115UNEU","071","HH115UNEU","UNIVERSITY FAMILY RESIDENCE ROOF REPLACEMENT","1350000","0.0","1350000","0.0","0.0","0.0","0.0","1350000","943493.43","2028-06-01T00:00:00.000","2015-01-28T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92588860083245 40.84038267299074))"
"071HH115WMFA","071","HH115WMFA","WAYSIDE MACDONOUGH FAMILY RESIDENCE - FIRE ALARM UPGRADE","47000","0.0","47000","0.0","0.0","0.0","0.0","47000","577948.52","2023-06-01T00:00:00.000","2015-11-23T00:00:00.000","DHS","Department of Homeless Services","Fixed Asset","fisa_2023","MULTIPOINT ((-73.915591614154 40.68446870330574))"
"071HHCN002","071","HHCN002","RENOVATION OF BEDFORD ATLANTIC ARMORY INTO RECREATIONAL CTR.","3000000","0.0","3000000","0.0","0.0","0.0","0.0","3000000","0.0","2029-06-01T00:00:00.000","2024-06-01T00:00:00.000","DHS","Department of Homeless Services","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.95382260134272 40.67841870554766))"
"071HHCN003","071","HHCN003","BEDFORD ATLANTIC ARMORY ATHLETIC CENTER","250000","0.0","250000","0.0","0.0","0.0","0.0","250000","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","DHS","Department of Homeless Services","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.95382260134272 40.67841870554766))"
"071HLCN014","071","HLCN014","PROJECT RENEWAL , INC. - NEW PROVIDENCE BACKUP GENERATOR","275000","0.0","275000","0.0","0.0","0.0","0.0","275000","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","DHS","Department of Homeless Services","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.97206259131107 40.752516692137505))"
"072C138FEDER","072","C138FEDER","NIC Power Feder Replacement","1758000","0.0","1758000","0.0","0.0","0.0","0.0","1758000","66998.0","2028-06-01T00:00:00.000","2019-04-29T00:00:00.000","DOC","Department of Correction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.88263961827633 40.7911176814872))"
"072C138PROB5","072","C138PROB5","POST FIRE PURGE SYSTEM UPGRADE AT OBCC 500 BED ADDITION","2003000","0.0","2003000","0.0","0.0","0.0","0.0","2003000","1403130.68","2028-06-01T00:00:00.000","2016-07-08T00:00:00.000","DOC","Department of Correction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.88263961827633 40.7911176814872))"
"072C138PURGR","072","C138PURGR","POST FIRE PURGE SYSTEM AT GRVC","1848000","0.0","1848000","0.0","0.0","0.0","0.0","1848000","83551.13","2030-06-01T00:00:00.000","2017-01-11T00:00:00.000","DOC","Department of Correction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.88263961827633 40.7911176814872))"
"072C75GRVCHV","072","C75GRVCHV","GRVC HVAC Upgrades and Related Housing Area Renovations","3674000","0.0","3674000","0.0","0.0","0.0","0.0","3674000","209409.41","2028-06-01T00:00:00.000","2019-04-08T00:00:00.000","DOC","Department of Correction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.88263961827633 40.7911176814872))"
"072C75GRVRFW","072","C75GRVRFW","GRVC Roof Replacement, Exterior Facades, Windows, Court Yard","17600000","0.0","17600000","0.0","0.0","0.0","0.0","17600000","636256.69","2029-06-01T00:00:00.000","2019-04-29T00:00:00.000","DOC","Department of Correction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.88263961827633 40.7911176814872))"
"072C75NICA/C","072","C75NICA/C","NIC Air Conditioning -Benjamin Ventilation Order","464000","0.0","464000","0.0","0.0","0.0","0.0","464000","7322014.86","2028-06-01T00:00:00.000","2010-04-19T00:00:00.000","DOC","Department of Correction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.88263961827633 40.7911176814872))"
"072C75NICADA","072","C75NICADA","NIC Annex Shower-2010 ADA Compliance-Dorm 1& 2B","143000","0.0","143000","0.0","0.0","0.0","0.0","143000","102880.0","2028-06-01T00:00:00.000","2020-02-03T00:00:00.000","DOC","Department of Correction","Lump Sum","fisa_2023","MULTIPOINT ((-73.88263961827633 40.7911176814872))"
"072C75VLAUND","072","C75VLAUND","VCBC Laundry System Installation","309000","0.0","309000","0.0","0.0","0.0","0.0","309000","548421.05","2028-06-01T00:00:00.000","2015-01-12T00:00:00.000","DOC","Department of Correction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.87730461856628 40.803413679280325))"
"072SANDVCBC","072","SANDVCBC","Hurricane Sandy - VCBC Reconstruction Due To Storm Damage","294000","0.0","294000","0.0","2591000","0.0","2591000","2885000","127083.89","2024-06-01T00:00:00.000","2013-04-29T00:00:00.000","DOC","Department of Correction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.87730461856628 40.803413679280325))"
"111PO187-20B","111","PO187-20B","READERS PRINTERS","26000","0.0","26000","0.0","0.0","0.0","0.0","26000","45770.0","2027-06-01T00:00:00.000","2014-07-01T00:00:00.000","UK","Unknown","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-74.0017945845034 40.71220270089259))"
"111PO187-PH2","111","PO187-PH2","CUSTOM DIGITAL ENLARGEMENT SYSTEM","97000","0.0","97000","0.0","0.0","0.0","0.0","97000","15552.72","2030-06-01T00:00:00.000","2010-01-12T00:00:00.000","UK","Unknown","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-74.0017945845034 40.71220270089259))"
"850PWDNMOBLE","850","PWDNMOBLE","SMART Mobile Cooking Classroom - 13-261252-V8857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-74.00525508614345 40.72412534116554))"
"037LNCA17PBY","037","LNCA17PBY","PELHAM BAY - ADA Restrooms, New Roof","1300000","0.0","1300000","0.0","0.0","0.0","0.0","1300000","0.0","2028-06-01T00:00:00.000","2025-06-01T00:00:00.000","NYPL","New York Public Library","Fixed Asset","fisa_2023","MULTIPOINT ((-73.827888541805 40.84428467875479))"
"037LNCM15STB","037","LNCM15STB","South Beach - New Roof","200000","0.0","200000","0.0","0.0","0.0","0.0","200000","0.0","2028-06-01T00:00:00.000","2026-06-01T00:00:00.000","NYPL","New York Public Library","Fixed Asset","fisa_2023","MULTIPOINT ((-74.06300997917359 40.59577154747573))"
"037LNDMACOMB","037","LNDMACOMB","MACOMB'S BRIDGE - New Branch","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2024-06-01T00:00:00.000","2023-06-01T00:00:00.000","NYPL","New York Public Library","Lump Sum","fisa_2023","MULTIPOINT ((-73.93593818897513 40.82655908656104))"
"801HHNC004","801","HHNC004","COALITION FOR THE HOMELESS- BUILDING RENOVATION (2ND FLOOR)","693000","0.0","693000","0.0","0.0","0.0","0.0","693000","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","EDC","Economic Development Corporation","Lump Sum","fisa_2023","MULTIPOINT ((-74.00738958265372 40.71031970149547))"
"801SANDCD15","801","SANDCD15","PIER 36 ELECTRICAL CONDUIT","96000","0.0","96000","0.0","672000","0.0","672000","768000","74076.48","2024-06-01T00:00:00.000","2019-12-24T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.9863495892194 40.70957270122934))"
"806HAM08RUHI","806","HAM08RUHI","RUTGERS HOUSES ENERGY INITIATIVES","275000","0.0","275000","0.0","0.0","0.0","0.0","275000","4252028.87","2026-06-01T00:00:00.000","2010-02-19T00:00:00.000","HPD","Department of Housing Preservation and Development","Lump Sum","fisa_2023","MULTIPOINT ((-73.99108858796595 40.71185670083158))"
"806HAM09SINB","806","HAM09SINB","STANLEY ISAACS NEIGHBORHOOD CENTER SENIOR CENTER KITCHEN","14000","0.0","14000","0.0","0.0","0.0","0.0","14000","272523.06","2023-06-01T00:00:00.000","2016-06-23T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94501959797398 40.781609685783984))"
"806HAM10WYCR","806","HAM10WYCR","WYCKOFF GARDENS COMMUNITY ROOM","641000","0.0","641000","0.0","0.0","0.0","0.0","641000","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.98382059225705 40.68253370630247))"
"806HAM11VLFA","806","HAM11VLFA","VLADECK HOUSES- GOOD COMPANIONS/HENRY ST, FIRE ALARM SYSTEM","189000","0.0","189000","0.0","0.0","0.0","0.0","189000","18250.0","2023-06-01T00:00:00.000","2021-04-12T00:00:00.000","HPD","Department of Housing Preservation and Development","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.98138559102395 40.71246170064544))"
"806HAM12MCPL","806","HAM12MCPL","MARCY HOUSES DAY CARE CENTER PLAYGROUND","40000","0.0","40000","0.0","0.0","0.0","0.0","40000","143443.12","2024-06-01T00:00:00.000","2018-05-03T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.95110860130407 40.69650070255981))"
"806HAM12UPDO","806","HAM12UPDO","UNITY PLAZA COMMUNITY CENTER UPGRADE","1000","0.0","1000","0.0","0.0","0.0","0.0","1000","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.89743561998439 40.66681070597884))"
"806HAM12WYCC","806","HAM12WYCC","WYCKOFF GARDENS COMMUNITY CENTER UPGRADE","810000","0.0","810000","0.0","0.0","0.0","0.0","810000","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.98382059225705 40.68253370630247))"
"806HAM13BRPG","806","HAM13BRPG","BRONX RIVER  HOUSES PLAYGROUND RENOVATION","42000","0.0","42000","0.0","0.0","0.0","0.0","42000","408487.66","2031-06-01T00:00:00.000","2015-12-04T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.87664661659944 40.834963672337366))"
"806HAM13BXVA","806","HAM13BXVA","SECURITY CAMERAS AND LAYERED ACCESS AT PELHAM PARKWAY","2000","0.0","2000","0.0","0.0","0.0","0.0","2000","3318648.0","2026-06-01T00:00:00.000","2014-11-05T00:00:00.000","HPD","Department of Housing Preservation and Development","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.85993662099416 40.86200166693229))"
"806HAM13CLEV","806","HAM13CLEV","CLINTON HOUSES ELEVATOR REHABILITATION","713000","0.0","713000","0.0","0.0","0.0","0.0","713000","4452000","2031-06-01T00:00:00.000","2015-07-16T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94584659784672 40.794175683367094))"
"806HAM13SURF","806","HAM13SURF","SUMNER HOUSES ROOF REPLACEMENT","1057000","0.0","1057000","0.0","0.0","0.0","0.0","1057000","9376054.43","2025-06-01T00:00:00.000","2015-01-16T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.9394086050926 40.69759770189683))"
"806HAM14KBEY","806","HAM14KBEY","KINGSBOROUGH AND EXTENSION ENERGY IMPROVEMENTS","160000","0.0","160000","0.0","0.0","0.0","0.0","160000","2346400.82","2023-06-01T00:00:00.000","2021-01-21T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92506261099352 40.67549170580032))"
"806HAM14MRSR","806","HAM14MRSR","MONROE HOUSES SENIOR CENTER RENOVATION","422000","0.0","422000","0.0","0.0","0.0","0.0","422000","313556.53","2023-06-01T00:00:00.000","2020-12-03T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.86537962174232 40.82369767484002))"
"806HAM14VAUP","806","HAM14VAUP","Major Renovations-Brickwork and Roofs at Sotomayer Houses","13304000","0.0","13304000","0.0","0.0","0.0","0.0","13304000","16447902.74","2024-06-01T00:00:00.000","2019-01-09T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.86649762048516 40.82649867417474))"
"806HAM15ICNB","806","HAM15ICNB","STANLEY ISAACS UPGRADE OF SENIOR AND YOUTH CENTER COMP. UPGR","211000","0.0","211000","0.0","0.0","0.0","0.0","211000","1779155.85","2024-06-01T00:00:00.000","2017-05-30T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94501959797398 40.781609685783984))"
"806HAM15ODPA","806","HAM15ODPA","O'DWYER GARDENS PLAYGROUND UPGRADES","100000","0.0","100000","0.0","0.0","0.0","0.0","100000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.9988465939066 40.57377772819679))"
"806HAM15RFGR","806","HAM15RFGR","REDFERN COMMUNITY CENTER PLAYGROUND","150000","0.0","150000","0.0","0.0","0.0","0.0","150000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.75174767078674 40.61016371230276))"
"806HAM15SHGC","806","HAM15SHGC","STEBBINS AVENUE-HEWITT  PLACE INFRASTRUCTURE IMPROVEMENTS","863000","0.0","863000","0.0","0.0","0.0","0.0","863000","559526.8","2026-06-01T00:00:00.000","2017-04-21T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.8993746105595 40.81942067657042))"
"806HAM16CMPL","806","HAM16CMPL","CARLTON MANOR PLAYGROUND RENOVATIONS BASKETBALL COURTS","250000","0.0","250000","0.0","0.0","0.0","0.0","250000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.79994665627655 40.59117271802266))"
"038LBC10PSFE","038","LBC10PSFE","Park Slope FF&E","4000","0.0","4000","0.0","0.0","0.0","0.0","4000","239977.05","2024-06-01T00:00:00.000","2012-09-19T00:00:00.000","BPL","Brooklyn Public Library","Fixed Asset","fisa_2023","MULTIPOINT ((-73.983428859723 40.66820497775235))"
"038LBC11SPFE","038","LBC11SPFE","SUNSET PARK - FF&E","1329000","0.0","1329000","0.0","0.0","0.0","0.0","1329000","0.0","2024-06-01T00:00:00.000","2023-06-01T00:00:00.000","BPL","Brooklyn Public Library","Fixed Asset","fisa_2023","MULTIPOINT ((-74.01368953283881 40.64586710813013))"
"038LBC16RHIT","038","LBC16RHIT","RED HOOK MULTIMEDIA ROOM","200000","0.0","200000","0.0","0.0","0.0","0.0","200000","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","BPL","Brooklyn Public Library","Fixed Asset","fisa_2023","MULTIPOINT ((-74.01038505031276 40.675178214699564))"
"806HAM16HPBR","806","HAM16HPBR","HOPE GARDENS INSTALLATION OF BOILERS AND RELATED EQUIPMENT","1000000","0.0","1000000","0.0","0.0","0.0","0.0","1000000","0.0","2031-06-01T00:00:00.000","2031-06-01T00:00:00.000","HPD","Department of Housing Preservation and Development","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.91883661180287 40.69562870133918))"
"806HAM16HWRD","806","HAM16HWRD","HOWARD HOUSES TENANTS COUNCIL - SECURITY CAMERAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","277359.09","2023-06-01T00:00:00.000","2019-03-13T00:00:00.000","HPD","Department of Housing Preservation and Development","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.90927361684437 40.67165970531165))"
"806HAM16MODC","806","HAM16MODC","JAMES MONROE HOUSES RENOVATE COMMUNITY CENTER","1000000","0.0","1000000","0.0","0.0","0.0","0.0","1000000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.86537962174232 40.82369767484002))"
"806HAM16SURF","806","HAM16SURF","SURF GARDENS DEVELOPMENT - PLAYGROUND RENOVATION","250000","0.0","250000","0.0","0.0","0.0","0.0","250000","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99785359420618 40.573933728001016))"
"806HAM17AHPL","806","HAM17AHPL","ASTORIA HOUSES PLAYGROUND UPGRADE","38000","0.0","38000","0.0","0.0","0.0","0.0","38000","123487.65","2023-06-01T00:00:00.000","2021-10-20T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.9348486026285 40.77354268665684))"
"806HAM17BPSC","806","HAM17BPSC","BAISLEY PARK INSTALLATION OF SECURITY CAMERAS","66000","0.0","66000","0.0","0.0","0.0","0.0","66000","424885.48","2023-06-01T00:00:00.000","2018-12-24T00:00:00.000","HPD","Department of Housing Preservation and Development","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.78250965605551 40.685065698274386))"
"806HAM17FORF","806","HAM17FORF","ROOF REPLACEMENT AT FOREST HOUSES","19027000","0.0","19027000","0.0","0.0","0.0","0.0","19027000","246437.0","2025-06-01T00:00:00.000","2018-03-19T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.90402160912195 40.82399667532928))"
"806HAM17LGPL","806","HAM17LGPL","LATIMER GARDENS PLAYGROUND UPGRADE","37000","0.0","37000","0.0","0.0","0.0","0.0","37000","312724.06","2023-06-01T00:00:00.000","2019-01-07T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.83040363577274 40.76583368477453))"
"806HAM17MRPL","806","HAM17MRPL","MORRIS HOUSES PLAYGROUND RENOVATION","205000","0.0","205000","0.0","0.0","0.0","0.0","205000","145681.55","2024-06-01T00:00:00.000","2021-01-21T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.9047586086413 40.83407367358917))"
"806HAM17PHCC","806","HAM17PHCC","PATTERSON HOUSES COMMUNITY CENTER REHAB","200000","0.0","200000","0.0","0.0","0.0","0.0","200000","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92281760316186 40.814626678361876))"
"806HAM17SHSC","806","HAM17SHSC","SHELTON HOUSES INSTALLATION OF CCTV'S AND LAC'S","38000","0.0","38000","0.0","0.0","0.0","0.0","38000","462284.99","2023-06-01T00:00:00.000","2018-09-07T00:00:00.000","HPD","Department of Housing Preservation and Development","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.79866665018135 40.70650169517971))"
"806HAM17SOSK","806","HAM17SOSK","PLAYGROUND UPGRADE AT SOTOMAYOR HOUSES","500000","0.0","500000","0.0","0.0","0.0","0.0","500000","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.86649762048516 40.82649867417474))"
"039LQCORENOV","039","LQCORENOV","CORONA : Branch Expansion and Renovation","28705000","0.0","28705000","0.0","0.0","0.0","0.0","28705000","0.0","2029-06-01T00:00:00.000","2023-06-01T00:00:00.000","QBPL","Queens Public Library","Fixed Asset","fisa_2023","MULTIPOINT ((-73.8619754668046 40.75088609845578))"
"039LQD122MV1","039","LQD122MV1","MIDDLE VILLAGE - New Site Acquisition","100000","0.0","100000","0.0","0.0","0.0","0.0","100000","0.0","2027-06-01T00:00:00.000","2027-06-01T00:00:00.000","QBPL","Queens Public Library","Fixed Asset","fisa_2023","MULTIPOINT ((-73.88086289352614 40.71293559622178))"
"806HAM17THTV","806","HAM17THTV","Todt Hill Cameras -- CCTV Security Cameras","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","HPD","Department of Housing Preservation and Development","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-74.11964955294528 40.60764072565998))"
"806HAM17WHPL","806","HAM17WHPL","WOODSIDE HOUSES PLAYGROUND UPGRADE","5000","0.0","5000","0.0","0.0","0.0","0.0","5000","344600.54","2023-06-01T00:00:00.000","2019-07-17T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.9097466113948 40.75612668941221))"
"806HAM17WISR","806","HAM17WISR","WHITMAN HOUSES - WILLOUGHBY SENIOR CENTER HVAC","100000","0.0","100000","0.0","0.0","0.0","0.0","100000","0.0","2023-06-01T00:00:00.000","2022-09-01T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.976890593105 40.69386770395787))"
"806HAM19ADEL","806","HAM19ADEL","ADAMS HOUSES ELEVATOR REPLACEMENT","12384000","0.0","12384000","0.0","0.0","0.0","0.0","12384000","70000","2023-06-01T00:00:00.000","2021-11-01T00:00:00.000","HPD","Department of Housing Preservation and Development","Fixed Asset","fisa_2023","MULTIPOINT ((-73.90635160910708 40.81663467742498))"
