"license_nbr","lic_status","business_name","business_name2","building","street","city","state","zip","swc_type","swc_sq_ft","swc_tables","swc_chairs","dohmh","final_x","final_y","community_district","city_council_district","cd_url","app_id","app_swc_type","app_sq_ft","app_tables","app_chairs","app_status","app_status_date","expiration_date","app_too_date","submit_date","intake","intake_dd","dpqa","send_package_dd","cp","cp_dd","cb","cb_dd","hearing","hearing_dd","hearing_public","hearing_public_dd","cc","cc_dd","moo","moo_dd","issuance","issuance_dd"
"2054430-DCA","Active","NEWTOWN BAR LLC","NULL","3202","BROADWAY","ASTORIA","NY","11106","Unenclosed","253","9","18","50060606","1005153","216662","401","22","http://www.nyc.gov/html/qnscb1/html/home/home.shtml","1215-2020-RSWC","Unenclosed","253","9","18","Pending Review","2020-01-22T00:00:00.000","2020-04-21T00:00:00.000","2020-04-21T00:00:00.000","2020-01-17T00:00:00.000","Ready For Review","2020-01-17T00:00:00.000","Under Review","2020-01-22T00:00:00.000","Pending Review","2020-01-22T00:00:00.000","Review Period Expired","2020-03-25T00:00:00.000","Waived","2020-03-25T00:00:00.000","NULL",,"Review Period Expired","2020-04-15T00:00:00.000","Pending Review",,"Pending Review",
"2054516-DCA","Inactive","AMSTERDAM AVE BAGELS INC","BAGELS & CO","172","W 79TH ST","NEW YORK","NY","10024","Unenclosed","207","12","28","50038038","990403","224463","107","6","http://www.nyc.gov/mcb7","26983-2019-RSWC","Unenclosed","207","12","28","Pending Review","2020-06-05T00:00:00.000","2020-06-23T00:00:00.000","2020-06-23T00:00:00.000","2019-09-18T00:00:00.000","Ready For Review","2019-09-18T00:00:00.000","Issued Temp Op Letter","2019-09-19T00:00:00.000","Pending Review","2019-09-19T00:00:00.000","Recommend Approval","2019-11-08T00:00:00.000","Waived","2019-11-12T00:00:00.000","NULL",,"Review Period Expired","2019-12-03T00:00:00.000","Pending Review",,"Pending Review",
"2055190-DCA","Inactive","76 HENRY ST INC","KOGANE RAMEN","76","HENRY ST","BROOKLYN","NY","11201","Unenclosed","166","7","16","50042642","986305","193798","302","33","http://www.nyc.gov/html/bkncb2/html/home/home.shtml","1256-2020-RSWC","Unenclosed","166","7","16","Pending Review","2020-06-15T00:00:00.000","2020-07-15T00:00:00.000","2020-07-15T00:00:00.000","2020-01-21T00:00:00.000","Ready For Review","2020-01-21T00:00:00.000","Issued Temp Op Letter","2020-01-22T00:00:00.000","Pending Review","2020-01-22T00:00:00.000","Review Period Expired","2020-03-12T00:00:00.000","Waived","2020-03-12T00:00:00.000","NULL",,"Review Period Expired","2020-04-02T00:00:00.000","Pending Review",,"Pending Review",
"2055193-DCA","Inactive","BARAWINE LLC","BARAWINE","27","W 120TH ST","NEW YORK","NY","10027","Unenclosed","335","19","38","50000038","998916","232393","110","9","http://www.nyc.gov/html/mancb10/html/home/home.shtml","26098-2019-RSWC","Unenclosed","335","19","38","Pending Review","2019-12-23T00:00:00.000","2020-01-23T00:00:00.000","2020-01-23T00:00:00.000","2019-08-29T00:00:00.000","Ready For Review","2019-08-29T00:00:00.000","Issued Temp Op Letter","2019-08-30T00:00:00.000","Pending Review","2019-08-30T00:00:00.000","Review Period Expired","2019-10-25T00:00:00.000","Waived","2019-10-25T00:00:00.000","NULL",,"Review Period Expired","2019-11-15T00:00:00.000","Pending Review",,"Pending Review",
"2055194-DCA","Inactive","CRAFT LLC","CRAFT RESTAURANT","43","E 19TH ST","NEW YORK","NY","10003","Unenclosed","289","10","20","40873175","987299","208213","105","2","http://www.cb5.org","3152-2020-RSWC","Unenclosed","289","10","20","Pending Review","2020-02-12T00:00:00.000","2020-02-28T00:00:00.000","2020-02-28T00:00:00.000","2020-02-12T00:00:00.000","Ready For Review","2020-02-12T00:00:00.000","Issued Temp Op Letter","2020-02-12T00:00:00.000","Pending Review","2020-02-12T00:00:00.000","Pending Review","2020-02-12T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-04-01T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2055672-DCA","Inactive","AIN JUPITER LLC","LA SIRENE UWS","416","AMSTERDAM AVE","NEW YORK","NY","10024","Unenclosed","98","5","10","50064117","990326","224859","107","6","http://www.nyc.gov/mcb7","3026-2020-RSWC","Unenclosed","98","5","10","Pending Review","2020-03-05T00:00:00.000","2020-04-05T00:00:00.000","2020-04-05T00:00:00.000","2020-02-11T00:00:00.000","Ready For Review","2020-02-11T00:00:00.000","Issued Temp Op Letter","2020-02-12T00:00:00.000","Pending Review","2020-02-12T00:00:00.000","Pending Review","2020-02-12T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-04-01T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2055674-DCA","Inactive","BALCONY CAFE INC.","NULL","78","READE ST","NEW YORK","NY","10007","Unenclosed","237","13","26","50002454","982273","199938","101","1","http://www.nyc.gov/html/mancb1/html/home/home.shtml","2421-2020-RSWC","Unenclosed","237","13","26","Pending Review","2020-03-05T00:00:00.000","2020-03-28T00:00:00.000","2020-03-28T00:00:00.000","2020-01-31T00:00:00.000","Ready For Review","2020-01-31T00:00:00.000","Issued Temp Op Letter","2020-01-31T00:00:00.000","Pending Review","2020-01-31T00:00:00.000","Pending Review","2020-01-31T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-03-18T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2055688-DCA","Inactive","RENAISSANCE HARLEM CORP","RENAISSANCE HARLEM","2245","ADAM CLAYTON POWELL JR BLVD","NEW YORK","NY","10027","Unenclosed","534","27","58","50061531","999514","235602","110","9","http://www.nyc.gov/html/mancb10/html/home/home.shtml","2373-2020-RSWC","Unenclosed","534","27","58","Pending Review","2020-03-05T00:00:00.000","2020-03-31T00:00:00.000","2020-03-31T00:00:00.000","2020-01-31T00:00:00.000","Ready For Review","2020-01-31T00:00:00.000","Issued Temp Op Letter","2020-02-03T00:00:00.000","Pending Review","2020-02-03T00:00:00.000","Pending Review","2020-02-03T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-03-25T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2055690-DCA","Inactive","SONNY LOU INC","PEPE GIALLO","195","10TH AVE","NEW YORK","NY","10011","Unenclosed","120","6","12","50063757","982867","211405","104","3","http://www.nyc.gov/mcb4","33224-2019-RSWC","Unenclosed","120","6","12","Pending Review","2020-06-05T00:00:00.000","2020-08-18T00:00:00.000","2020-08-18T00:00:00.000","2019-11-21T00:00:00.000","Ready For Review","2019-11-21T00:00:00.000","Issued Temp Op Letter","2019-11-21T00:00:00.000","Pending Review","2019-11-21T00:00:00.000","Review Period Expired","2020-01-24T00:00:00.000","Waived","2020-01-24T00:00:00.000","NULL",,"Review Period Expired","2020-02-14T00:00:00.000","Pending Review",,"Pending Review",
"2055694-DCA","Inactive","WHILE WE WERE YOUNG LLC","NULL","183","W 10TH ST","NEW YORK","NY","10014","Unenclosed","60","3","6","50057894","983492","206830","102","3","http://www.nyc.gov/manhattancb2","35879-2019-RSWC","Unenclosed","60","3","6","Pending Review","2019-12-19T00:00:00.000","2020-03-19T00:00:00.000","2020-03-19T00:00:00.000","2019-12-19T00:00:00.000","Ready For Review","2019-12-19T00:00:00.000","Under Review","2019-12-19T00:00:00.000","Pending Review","2019-12-19T00:00:00.000","Review Period Expired","2020-03-31T00:00:00.000","Waived","2020-03-31T00:00:00.000","NULL",,"Review Period Expired","2020-04-21T00:00:00.000","Pending Review",,"Pending Review",
"2056096-DCA","Inactive","BACON & BAGELS, LLC","QUALITY EATS","1496","2ND AVE","NEW YORK","NY","10075","Unenclosed","514","17","44","NULL","996581","220700","108","5","http://www.cb8m.com/","26515-2019-RSWC","Unenclosed","514","17","44","Pending Review","2019-09-16T00:00:00.000","2019-12-15T00:00:00.000","2019-12-15T00:00:00.000","2019-09-12T00:00:00.000","Ready For Review","2019-09-12T00:00:00.000","Under Review","2019-09-16T00:00:00.000","Pending Review","2019-09-16T00:00:00.000","Recommend Approval","2019-10-31T00:00:00.000","Waived","2019-11-07T00:00:00.000","NULL",,"Review Period Expired","2019-11-28T00:00:00.000","Pending Review",,"Pending Review",
"2056566-DCA","Inactive","151 BLEECKER LLC","RED LION","151","BLEECKER ST","NEW YORK","NY","10012","Unenclosed","146","7","16","41478531","984412","204698","102","1","http://www.nyc.gov/manhattancb2","31291-2019-RSWC","Unenclosed","146","7","16","Pending Review","2020-06-05T00:00:00.000","2020-09-05T00:00:00.000","2020-09-05T00:00:00.000","2019-11-06T00:00:00.000","Ready For Review","2019-11-06T00:00:00.000","Issued Temp Op Letter","2019-11-06T00:00:00.000","Pending Review","2019-11-06T00:00:00.000","Review Period Expired","2020-01-06T00:00:00.000","Waived","2020-01-06T00:00:00.000","NULL",,"Review Period Expired","2020-01-27T00:00:00.000","Pending Review",,"Pending Review",
"2056569-DCA","Active","B.L.T.G. PIZZA INC.","BELLA LUNA","574","COLUMBUS AVE","NEW YORK","NY","10024","Unenclosed","240","15","30","50059733","992147","226293","107","6","http://www.nyc.gov/mcb7","28090-2019-RSWC","Unenclosed","240","15","30","Application Review Completed","2020-06-22T00:00:00.000","2022-09-15T00:00:00.000",,"2019-09-27T00:00:00.000","Ready For Review","2019-09-27T00:00:00.000","Approved","2019-09-27T00:00:00.000","NULL",,"Recommend Approval","2019-11-08T00:00:00.000","Waived","2019-12-06T00:00:00.000","NULL",,"Review Period Expired","2019-12-27T00:00:00.000","Approved","2020-06-22T00:00:00.000","Issued","2020-06-22T00:00:00.000"
"2056574-DCA","Inactive","LA PETIT AMELIE, LLC","AMELIE","566","AMSTERDAM AVE","NEW YORK","NY","10024","Unenclosed","85","4","8","50062669","991313","226641","107","6","http://www.nyc.gov/mcb7","1143-2020-RSWC","Unenclosed","85","4","8","Pending Review","2020-02-18T00:00:00.000","2020-03-31T00:00:00.000","2020-03-31T00:00:00.000","2020-01-17T00:00:00.000","Ready For Review","2020-01-17T00:00:00.000","Issued Temp Op Letter","2020-01-21T00:00:00.000","Pending Review","2020-01-21T00:00:00.000","Pending Review","2020-01-21T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-03-11T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2056578-DCA","Inactive","SUSHI GAMA CORP","NULL","1403","2ND AVE","NEW YORK","NY","10021","Unenclosed","188","9","18","50060008","995906","219701","108","4","http://www.cb8m.com/","729-2020-RSWC","Unenclosed","188","9","18","Pending Review","2020-02-24T00:00:00.000","2020-03-16T00:00:00.000","2020-03-16T00:00:00.000","2020-01-14T00:00:00.000","Ready For Review","2020-01-14T00:00:00.000","Issued Temp Op Letter","2020-01-15T00:00:00.000","Pending Review","2020-01-15T00:00:00.000","Review Period Expired","2020-03-26T00:00:00.000","Waived","2020-03-26T00:00:00.000","NULL",,"Review Period Expired","2020-04-16T00:00:00.000","Pending Review",,"Pending Review",
"2057010-DCA","Inactive","TOMINO, LLC","TOMI�O TABERNA GALLEGA","192","GRAND ST","NEW YORK","NY","10013","Unenclosed","131","7","14","50064045","985088","201389","102","1","http://www.nyc.gov/manhattancb2","3177-2020-RSWC","Unenclosed","131","7","14","Pending Review","2020-03-05T00:00:00.000","2020-04-05T00:00:00.000","2020-04-05T00:00:00.000","2020-02-12T00:00:00.000","Ready For Review","2020-02-13T00:00:00.000","Issued Temp Op Letter","2020-02-13T00:00:00.000","Pending Review","2020-02-13T00:00:00.000","Review Period Expired","2020-04-08T00:00:00.000","Waived","2020-04-08T00:00:00.000","NULL",,"Review Period Expired","2020-04-29T00:00:00.000","Pending Review",,"Pending Review",
"2057394-DCA","Inactive","THE PICKLE PEOPLE LLC","MAISON PICKLE","2309","BROADWAY","NEW YORK","NY","10024","Unenclosed","139","3","15","50056586","990345","226016","107","6","http://www.nyc.gov/mcb7","33373-2019-RSWC","Unenclosed","139","3","15","Pending Review","2020-03-02T00:00:00.000","2020-05-02T00:00:00.000","2020-05-02T00:00:00.000","2019-11-22T00:00:00.000","Ready For Review","2019-11-22T00:00:00.000","Issued Temp Op Letter","2019-11-26T00:00:00.000","Pending Review","2019-11-26T00:00:00.000","Recommend Approval","2020-01-10T00:00:00.000","Waived","2020-01-24T00:00:00.000","NULL",,"Review Period Expired","2020-02-14T00:00:00.000","Pending Review",,"Pending Review",
"2057458-DCA","Inactive","ARTICHOKE BUSHWICK LLC","ARTICHOKE BASILLE'S PIZZA","18","WYCKOFF AVE","BROOKLYN","NY","11237","Unenclosed","216","10","20","50057006","1005641","196617","304","34","http://www.nyc.gov/brooklyncb4","31430-2019-RSWC","Unenclosed","216","10","20","Pending Review","2020-01-30T00:00:00.000","2020-04-30T00:00:00.000","2020-04-30T00:00:00.000","2019-11-06T00:00:00.000","Ready For Review","2019-11-07T00:00:00.000","Issued Temp Op Letter","2019-12-03T00:00:00.000","Pending Review","2019-11-07T00:00:00.000","Review Period Expired","2020-02-13T00:00:00.000","Waived","2020-02-13T00:00:00.000","NULL",,"Review Period Expired","2020-03-05T00:00:00.000","Pending Review",,"Pending Review",
"2057875-DCA","Inactive","FRANCISCO & FRANCISCO INC","POP AND POUR","200","DYCKMAN ST","NEW YORK","NY","10040","Unenclosed","170","12","24","50056063","1004434","254348","112","10","http://www.nyc.gov/html/mancb12/html/home/home.shtml","18905-2019-RSWC","Unenclosed","170","12","24","Pending Review","2020-01-27T00:00:00.000","2020-02-21T00:00:00.000","2020-02-21T00:00:00.000","2019-04-30T00:00:00.000","Ready For Review","2019-04-30T00:00:00.000","Issued Temp Op Letter","2019-05-01T00:00:00.000","Pending Review","2019-04-30T00:00:00.000","Review Period Expired","2019-06-27T00:00:00.000","Waived","2019-06-27T00:00:00.000","NULL",,"Review Period Expired","2019-07-18T00:00:00.000","Pending Review",,"Pending Review",
"2058331-DCA","Inactive","West D & P LLC","GINA","2028-2032","BROADWAY","NEW YORK","NY","10023","Unenclosed","138","6","26","50067671","989267","222240","107","6","http://www.nyc.gov/mcb7","18221-2019-RSWC","Unenclosed","138","6","26","Pending Review","2019-07-23T00:00:00.000","2019-10-25T00:00:00.000","2019-10-25T00:00:00.000","2019-04-19T00:00:00.000","Ready For Review","2019-04-19T00:00:00.000","Issued Temp Op Letter","2019-04-24T00:00:00.000","Pending Review","2019-04-24T00:00:00.000","Review Period Expired","2019-06-14T00:00:00.000","Waived","2019-06-14T00:00:00.000","NULL",,"Review Period Expired","2019-07-05T00:00:00.000","Pending Review",,"Pending Review",
"2058401-DCA","Inactive","3713 RIVERDALE REST CORP.","BLACKSTONE BAR & GRILL","3713","RIVERDALE AVE","BRONX","NY","10463","Unenclosed","140","9","21","40370409","1009880","262510","208","11","http://www.nyc.gov/bronxcb8","18213-2019-RSWC","Unenclosed","140","9","21","Pending Review","2020-06-18T00:00:00.000","2020-09-15T00:00:00.000","2020-09-15T00:00:00.000","2019-04-19T00:00:00.000","Ready For Review","2019-04-19T00:00:00.000","Issued Temp Op Letter","2019-04-24T00:00:00.000","Pending Review","2019-04-24T00:00:00.000","Review Period Expired","2019-06-14T00:00:00.000","Waived","2019-06-14T00:00:00.000","NULL",,"Review Period Expired","2019-07-05T00:00:00.000","Pending Review",,"Pending Review",
"2059443-DCA","Inactive","53 WEST 72ND STREET CAFE LLC","THE DAKOTA BAR","53","W 72ND ST","NEW YORK","NY","10023","Enclosed","344","13","26","41709840","990282","222561","107","6","http://www.nyc.gov/mcb7","14524-2017-ASWC","Enclosed","344","13","26","Pending Review","2021-10-07T00:00:00.000","2020-01-31T00:00:00.000","2020-01-31T00:00:00.000","2019-10-23T00:00:00.000","Ready For Review","2017-10-16T00:00:00.000","Under Review","2017-12-01T00:00:00.000","Pending Review","2017-12-01T00:00:00.000","Pending Review","2017-12-01T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2059548-DCA","Inactive","MAIDENEIRE LLC","The Malt House","11","MAIDEN LN","NEW YORK","NY","10038","Unenclosed","60","4","8","50036043","981651","197824","101","1","http://www.nyc.gov/html/mancb1/html/home/home.shtml","33208-2019-RSWC","Unenclosed","60","4","8","Pending Review","2020-02-28T00:00:00.000","2020-03-28T00:00:00.000","2020-03-28T00:00:00.000","2019-11-21T00:00:00.000","Ready For Review","2019-11-21T00:00:00.000","Issued Temp Op Letter","2019-11-22T00:00:00.000","Pending Review","2019-11-22T00:00:00.000","Review Period Expired","2020-03-12T00:00:00.000","Waived","2020-03-12T00:00:00.000","NULL",,"Review Period Expired","2020-04-02T00:00:00.000","Pending Review",,"Pending Review",
"2059550-DCA","Inactive","SWEET CHICK FLATBUSH LLC","SWEET CHICK","636","CARLTON AVE","BROOKLYN","NY","11238","Unenclosed","328","14","34","NULL","991907","186163","308","35","http://www.brooklyncb8.org/","36469-2019-RSWC","Unenclosed","328","14","34","Pending Review","2020-01-21T00:00:00.000","2020-04-21T00:00:00.000","2020-04-21T00:00:00.000","2019-12-30T00:00:00.000","Ready For Review","2019-12-30T00:00:00.000","Issued Temp Op Letter","2019-12-31T00:00:00.000","Pending Review","2019-12-31T00:00:00.000","Review Period Expired","2020-03-06T00:00:00.000","Waived","2020-03-06T00:00:00.000","NULL",,"Review Period Expired","2020-03-27T00:00:00.000","Pending Review",,"Pending Review",
"2060235-DCA","Inactive","HASHEM MELECH, INC","BRAVO PIZZA","6926","MAIN ST","FLUSHING","NY","11367","Enclosed","508","12","48","50070069","1033048","205446","408","24","http://www.nyc.gov/html/qnscb8","13275-2017-ASWC","Enclosed","508","12","48","Pending Review","2021-10-07T00:00:00.000","2020-07-01T00:00:00.000","2020-07-01T00:00:00.000","2017-09-21T00:00:00.000","Ready For Review","2017-09-21T00:00:00.000","Under Review","2017-09-25T00:00:00.000","Pending Review","2017-09-25T00:00:00.000","Pending Review","2017-09-25T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2062932-DCA","Inactive","AGGIEPOLO INC","JASPERS TAPHOUSE & KITCHEN","761","9TH AVE","NEW YORK","NY","10019","Unenclosed","115","5","10","50008104","987423","217742","104","3","http://www.nyc.gov/mcb4","35205-2019-RSWC","Unenclosed","115","5","10","Pending Review","2020-05-28T00:00:00.000","2020-07-20T00:00:00.000","2020-07-20T00:00:00.000","2019-12-12T00:00:00.000","Ready For Review","2019-12-12T00:00:00.000","Issued Temp Op Letter","2019-12-13T00:00:00.000","Pending Review","2019-12-13T00:00:00.000","Review Period Expired","2020-02-13T00:00:00.000","Waived","2020-02-13T00:00:00.000","NULL",,"Review Period Expired","2020-03-05T00:00:00.000","Pending Review",,"Pending Review",
"2063387-DCA","Inactive","MAC 1 FOOD AND BEVERAGE LLC","NULL","109","W BROADWAY","NEW YORK","NY","10013","Enclosed","536","5","32","50080075","981852","200162","101","1","http://www.nyc.gov/html/mancb1/html/home/home.shtml","18656-2019-RSWC","Enclosed","536","5","32","Pending Review","2020-01-02T00:00:00.000","2020-06-30T00:00:00.000","2020-06-30T00:00:00.000","2019-04-25T00:00:00.000","Ready For Review","2019-04-25T00:00:00.000","Issued Temp Op Letter","2019-04-25T00:00:00.000","Proceed","2019-06-14T00:00:00.000","Review Period Expired","2019-06-14T00:00:00.000","Waived","2019-06-14T00:00:00.000","NULL",,"Review Period Expired","2019-07-05T00:00:00.000","Pending Review",,"Pending Review",
"2063601-DCA","Inactive","Bytelogics Inc","zerza","304","E 6TH ST","NEW YORK","NY","10003","Enclosed","132","4","8","50069152","987534","204188","103","2","http://www.nyc.gov/manhattancb3","19861-2017-ASWC","Enclosed","132","4","8","Pending Review","2021-10-07T00:00:00.000","2019-02-15T00:00:00.000","2019-02-15T00:00:00.000","2017-12-19T00:00:00.000","Ready For Review","2017-12-19T00:00:00.000","Under Review","2018-01-02T00:00:00.000","Pending Review","2018-01-02T00:00:00.000","Pending Review","2018-01-02T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2063825-DCA","Inactive","THANA REST INC.","L'ANGOLO RISTORANTE","190A","DUANE ST","NEW YORK","NY","10013","Unenclosed","362","20","40","50067429","981362","200614","101","1","http://www.nyc.gov/html/mancb1/html/home/home.shtml","3833-2020-RSWC","Unenclosed","362","20","40","Pending Review","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","2020-03-26T00:00:00.000","2020-02-25T00:00:00.000","Ready For Review","2020-02-25T00:00:00.000","Issued Temp Op Letter","2020-02-25T00:00:00.000","Pending Review","2020-02-25T00:00:00.000","Pending Review","2020-02-25T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-04-15T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2064661-DCA","Inactive","CMR REST CORP","ELLA NYC","249","COLUMBUS AVE","NEW YORK","NY","10023","Unenclosed","200","8","19","50057588","990097","222389","107","6","http://www.nyc.gov/mcb7","34627-2019-RSWC","Unenclosed","200","8","19","Pending Review","2020-01-22T00:00:00.000","2020-04-06T00:00:00.000","2020-04-06T00:00:00.000","2019-12-06T00:00:00.000","Ready For Review","2019-12-06T00:00:00.000","Issued Temp Op Letter","2019-12-06T00:00:00.000","Pending Review","2019-12-06T00:00:00.000","Review Period Expired","2020-01-29T00:00:00.000","Waived","2020-01-29T00:00:00.000","NULL",,"Review Period Expired","2020-02-19T00:00:00.000","Pending Review",,"Pending Review",
"2065860-DCA","Active","GRAND ASTORIA, INC","THE GRAND","3701","30TH AVE","ASTORIA","NY","11103","Unenclosed","620","20","40","50064506","1007421","217912","401","22","http://www.nyc.gov/html/qnscb1/html/home/home.shtml","4384-2020-RSWC","Unenclosed","620","20","40","Pending Review","2020-03-05T00:00:00.000","2020-05-31T00:00:00.000","2020-05-31T00:00:00.000","2020-03-04T00:00:00.000","Ready For Review","2020-03-04T00:00:00.000","Under Review","2020-03-05T00:00:00.000","Pending Review","2020-03-05T00:00:00.000","Pending Review","2020-03-05T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-04-22T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2070365-DCA","Active","390 BROOME RESTAURANT LLC","SEAMORE'S","390","BROOME ST","NEW YORK","NY","10013","Unenclosed","435","18","36","50033976","985099","201862","102","1","http://www.nyc.gov/manhattancb2","4898-2018-ASWC","Unenclosed","435","18","36","Application Review Completed","2018-07-25T00:00:00.000","2020-12-15T00:00:00.000",,"2018-03-13T00:00:00.000","Ready For Review","2018-03-13T00:00:00.000","Approved","2018-03-13T00:00:00.000","Pending Review","2018-03-13T00:00:00.000","Review Period Expired","2018-05-02T00:00:00.000","Recommendation Issued","2018-05-02T00:00:00.000","SWC Public Hearing","2018-05-02T00:00:00.000","Review Period Expired","2018-05-23T00:00:00.000","Approved","2018-07-12T00:00:00.000","Issued","2018-07-25T00:00:00.000"
"2070749-DCA","Inactive","EL CONDE M&G INC","NULL","4139","BROADWAY","NEW YORK","NY","10033","Enclosed","280","7","28","50060875","1001204","247534","112","10","http://www.nyc.gov/html/mancb12/html/home/home.shtml","9762-2018-ASWC","Enclosed","280","7","28","Pending Review","2021-10-07T00:00:00.000","2020-02-15T00:00:00.000","2020-02-15T00:00:00.000","2018-05-08T00:00:00.000","Ready For Review","2018-05-08T00:00:00.000","Under Review","2018-05-09T00:00:00.000","Pending Review","2018-05-09T00:00:00.000","Pending Review","2018-05-09T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2070811-DCA","Inactive","141 LAWRENCE REST LLC","CIRCA BREWING COMPANY","141","LAWRENCE ST","BROOKLYN","NY","11201","Unenclosed","214","9","21","50066122","988130","191264","302","33","http://www.nyc.gov/html/bkncb2/html/home/home.shtml","5003-2020-RSWC","Unenclosed","214","9","21","Pending Review","2020-06-10T00:00:00.000","2020-07-10T00:00:00.000","2020-07-10T00:00:00.000","2020-03-24T00:00:00.000","Ready For Review","2020-04-03T00:00:00.000","Issued Temp Op Letter",,"Pending Review","2020-04-03T00:00:00.000","Pending Review",,"Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2073985-DCA","Inactive","GRACE BARZ LTD","NULL","3301","BROADWAY","ASTORIA","NY","11106","Enclosed","720","14","56","50078793","1005421","216673","401","22","http://www.nyc.gov/html/qnscb1/html/home/home.shtml","11178-2018-ASWC","Enclosed","720","14","56","Pending Review","2021-10-07T00:00:00.000","2020-02-12T00:00:00.000","2020-02-12T00:00:00.000","2018-06-05T00:00:00.000","Ready For Review","2018-06-05T00:00:00.000","Under Review","2018-06-06T00:00:00.000","Proceed","2019-10-30T00:00:00.000","Review Period Expired","2019-12-11T00:00:00.000","Recommendation Issued","2019-12-11T00:00:00.000","SWC Public Hearing","2019-12-18T00:00:00.000","Review Period Expired","2020-01-08T00:00:00.000","Pending Review","2020-01-08T00:00:00.000","Pending Review",
"2074071-DCA","Inactive","VIETNAAM II, INC","VIETNAAM","1700","2ND AVE","NEW YORK","NY","10128","Unenclosed","312","19","40","50072534","997941","223145","108","5","http://www.cb8m.com/","3592-2020-RSWC","Unenclosed","312","19","40","Pending Review","2020-06-05T00:00:00.000","2020-09-05T00:00:00.000","2020-09-05T00:00:00.000","2020-02-20T00:00:00.000","Ready For Review","2020-02-20T00:00:00.000","Issued Temp Op Letter","2020-02-20T00:00:00.000","Pending Review","2020-02-20T00:00:00.000","Review Period Expired","2020-04-17T00:00:00.000","Waived","2020-04-17T00:00:00.000","NULL",,"Review Period Expired","2020-05-08T00:00:00.000","Pending Review",,"Pending Review",
"2074710-DCA","Inactive","LOW OVERRUN LLC","Morgenstern's Finest Ice Cream","490-494","LAGUARDIA PL","NEW YORK","NY","10012","Unenclosed","408","16","32","50078942","984326","204235","102","1","http://www.nyc.gov/manhattancb2","35402-2019-RSWC","Unenclosed","408","16","32","Pending Review","2020-01-02T00:00:00.000","2020-04-02T00:00:00.000","2020-09-22T00:00:00.000","2019-12-13T00:00:00.000","Ready For Review","2019-12-18T00:00:00.000","Issued Temp Op Letter","2019-12-19T00:00:00.000","Pending Review","2019-12-18T00:00:00.000","Review Period Expired","2020-02-20T00:00:00.000","Waived","2020-02-20T00:00:00.000","NULL",,"Review Period Expired","2020-03-12T00:00:00.000","Pending Review",,"Pending Review",
"2074997-DCA","Inactive","STAX77 LLC","STAX NYC","1485","2ND AVE","NEW YORK","NY","10075","Enclosed","346","9","30","50073006","996437","220674","108","4","http://www.cb8m.com/","12251-2018-ASWC","Enclosed","346","9","30","Pending Review","2021-10-07T00:00:00.000","2019-12-19T00:00:00.000","2019-12-19T00:00:00.000","2018-06-29T00:00:00.000","Ready For Review","2018-06-29T00:00:00.000","Under Review","2018-07-02T00:00:00.000","Pending Review","2018-07-02T00:00:00.000","Pending Review","2018-07-02T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2075845-DCA","Active","CARIBBEAN STARR INC","NULL","280","LENOX AVE","NEW YORK","NY","10027","Small Unenclosed","110","6","12","50075824","999284","233321","110","9","http://www.nyc.gov/html/mancb10/html/home/home.shtml","4361-2020-RSWC","Small Unenclosed","110","6","12","Pending Review","2020-03-05T00:00:00.000","2020-04-04T00:00:00.000","2020-04-15T00:00:00.000","2020-03-04T00:00:00.000","Ready For Review","2020-03-04T00:00:00.000","Under Review","2020-03-05T00:00:00.000","Pending Review","2020-03-05T00:00:00.000","Pending Review","2020-03-05T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-04-22T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
