"entityid","schoolname","number","street","city","state","borough","zipcode","lastinspection","permittee","inspectiondate","ptet","site_type","level","code","violationdescription","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta","borocode"
"40805304","LIFE SCIENCES SECONDARY SCHOOL, EAST HARLEM SCHOLARS ACADEMY CHARTER HIGH SCHOOL","320","EAST   96 STREET","New York","NY","Manhattan","10128","2022-09-20T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-01-19T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.783617754464","-73.945636307901","108","05","015601","1050338","1015580034","MN32","1"
"50098148","SHALSHELES BAIS YAKOV","4001","16 AVENUE","Brooklyn","NY","Brooklyn","11218","2023-02-13T00:00:00.000","YESHIVA SHALSHELET BAIS YAAKOV","2023-02-13T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04L","Evidence of mice or live mice in establishment's food or non-food areas.","40.63597958658","-73.980345712671","312","39","047800","3126514","3053820008","BK88","3"
"40541716","P226M @ STUYVESANT H.S., STUYVESANT HIGH SCHOOL","345","CHAMBERS STREET","New York","NY","Manhattan","10282","2023-02-10T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-10T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.717692389742","-74.013989574883","101","01","031703","1084587","1000160215","MN25","1"
"40541242","J.H.S. 052 INWOOD, HIGH SCHOOL FOR EXCELLENCE AND INNOVATION, INWOOD EARLY COLLEGE FOR HEALTH AND IN","650","ACADEMY STREET","New York","NY","Manhattan","10034","2023-02-06T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-12-07T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.866047082177","-73.924833771191","112","10","029100","1076776","1022330020","MN01","1"
"50015578","GROWING UP GREEN MIDDLE CHARTER SCHOOL","3649","11TH ST","ASTORIA","NY","Queens","11106","2022-12-06T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-05-03T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","40.760430190716","-73.940381469791","401","26","008500","4439169","4003520001","QN68","4"
"40541828","P.S. 238 ANNE SULLIVAN, P231K @ PS 238K","1633","EAST    8 STREET","Brooklyn","NY","Brooklyn","11223","2023-01-09T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-03-19T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.608854729667","-73.965058089206","315","44","042000","3176229","3066400013","BK25","3"
"50000146","HARLEM CHILDRENS ZONE","245","WEST  129 STREET","New York","NY","Manhattan","10027","2022-12-09T00:00:00.000","HARLEM CHILDREN'S ZONE INCORPORATED","2022-01-25T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","09C","Food contact surface not properly maintained.","40.811867495684","-73.947314652445","110","09","022400","1089330","1019330020","MN03","1"
"40540663","I.S. 141 THE STEINWAY","3711","21 AVENUE","ASTORIA","NY","Queens","11105","2023-02-28T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-28T00:00:00.000","2530","FSE (Public School Cafeteria)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.775582197022","-73.905088976774","401","22","012301","4016102","4008100001","QN72","4"
"50119125","YESHIVA TIFERES SHMIEL","6100","17 AVENUE","Brooklyn","NY","Brooklyn","11204","2023-01-11T00:00:00.000","YESHIVA GEDOLAH TEFERETH SHMUEL","2023-01-11T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","09C","Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.","40.622701591696","-73.990191029091","311","44","024800","3132395","3055240042","BK28","3"
"50109406","BNOS CHAYA STATEN ISLAND","471","NORTH GANNON AVENUE","NULL","NY","Staten Island","10314","2023-03-22T00:00:00.000","CONGREGATION BNOS CHAYA","2022-05-02T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","09A","Canned food product observed dented and not segregated from other consumable food items.","40.608041193556","-74.144750433463","501","50","018901","5019047","5007510252","SI07","5"
"50064787","YESHIVA TOLDOS YESUSCHER","1531","63 STREET","Brooklyn","NY","Brooklyn","11219","2022-05-03T00:00:00.000","YESHIVA TOLDOS YESUSCHER","2022-05-03T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.624000190267","-73.995111629277","311","38","025000","3132691","3055300019","BK28","3"
"40542809","TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL","1","WELLS STREET","Brooklyn","NY","Brooklyn","11208","2023-03-06T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-07T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","40.678268840186","-73.875960325113","305","37","119600","3327249","3041550075","BK82","3"
"40541435","P.S. 111 ADOLPH S. OCHS, CITY KNOLL MIDDLE SCHOOL","440","WEST   53 STREET","New York","NY","Manhattan","10019","2023-01-26T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-01-26T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.765871518596","-73.988823317151","104","03","013300","1026740","1010620003","MN15","1"
"40541133","SCHOOL FOR GLOBAL LEADERS, RESTART ACADEMY@  LOWER EAST SIDE PREPARATORY, LOWER EAST SIDE PREPARATOR","145","STANTON STREET","New York","NY","Manhattan","10002","2023-02-03T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-08-09T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.72057435081","-73.985645452602","103","01","003001","1004323","1003540080","MN27","1"
"40542150","P.S. 249 THE CATON","18","MARLBOROUGH ROAD","Brooklyn","NY","Brooklyn","11226","2023-03-17T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-08-20T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","40.649702892488","-73.966045658038","314","40","050600","3116438","3050750001","BK42","3"
"50127085","NEW AMSTERDAM SCHOOL","62","AVENUE B","New York","NY","Manhattan","10009","2023-01-23T00:00:00.000","FRIENDS OF THE NEW AMSTERDAM SCHOOL INC","2023-01-23T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","06C","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.","40.7235080495","-73.982365386165","103","02","003200","1005026","1004000031","MN22","1"
"40542781","SHEEPSHEAD BAY HIGH SCHOOL","3000","AVENUE X","Brooklyn","NY","Brooklyn","11235","2022-08-03T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-08-03T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04M","Live roaches in facility's food or non-food area.","40.594117326491","-73.937696767139","315","48","062600","3203631","3074250002","BK17","3"
"40540847","COLLABORATIVE ARTS MIDDLE SCHOOL, COMMUNITY VOICES MIDDLE SCHOOL","14500","SPRINGFIELD BOULEVARD","SPRINGFIELD GARDENS","NY","Queens","11413","2023-01-18T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-08-20T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.664599739626","-73.758784035992","413","31","032000","4285682","4133310001","QN03","4"
"50000556","GED PLUS @YOUTH ACTION & HOMES PROGRAM","206","EAST  118 STREET","New York","NY","Manhattan","10035","2022-10-19T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-10-19T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","40.799058934204","-73.938623889112","111","08","018800","1079303","1016670043","MN34","1"
"50069686","MANHATTAN COUNTRY SCHOOL","150","WEST   85 STREET","New York","NY","Manhattan","10024","2023-01-30T00:00:00.000","MANHATTAN COUNTRY SCHOOL INC","2022-12-01T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04L","Evidence of mice or live mice in establishment's food or non-food areas.","40.786399908813","-73.974118837227","107","06","016900","1032132","1012150053","MN12","1"
"41218755","P.S. 245","249","EAST   17 STREET","Brooklyn","NY","Brooklyn","11226","2022-12-15T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-17T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.645008441239","-73.963208517522","314","40","051200","3117584","3051210032","BK42","3"
"41630263","MARTIN LUTHER SCHOOL","60-02","MASPETH AVENUE","Maspeth","NY","Queens","11378","2023-01-06T00:00:00.000","LUTHER SCHOOL MARTIN","2021-02-19T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","40.723103179372","-73.906112832016","405","30","053100","4060053","4026920034","QN30","4"
"40541488","PACE HIGH SCHOOL, M.S. 131, EMMA LAZARUS HIGH SCHOOL","100","HESTER STREET","New York","NY","Manhattan","10002","2023-01-20T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-01-20T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04L","Evidence of mice or live mice in establishment's food or non-food areas.","40.716545721828","-73.993091909969","103","01","001600","1082489","1003010003","MN27","1"
"40741706","MOSDOS CHASIDA SQUARE T.T.Y.","105","HEYWARD STREET","Brooklyn","NY","Brooklyn","11206","2023-01-12T00:00:00.000","MOSDOS CHASIDA  SQUARE T.T.Y","2021-06-22T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","40.701356408777","-73.956638656265","301","33","053300","3335318","3022250050","BK72","3"
"40944476","ICAHN CHARTER SCHOOL","1525","BROOKE AVENUE","BRONX","NY","Bronx",,"2022-11-07T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-11-07T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"0","0",,,,,"2",,"2"
"40543164","WEST BRONX ACADEMY FOR THE FUTURE, KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO, BELMONT PREPA","500","EAST FORDHAM ROAD","Bronx","NY","Bronx","10458","2022-07-13T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-11-06T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.860036582921","-73.88826588671","206","15","038700","2011810","2030590001","BX06","2"
"50082737","PRE-K CENTER AT 47 AVENUE","7024","47TH AVE","WOODSIDE","NY","Queens","11377","2023-01-06T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-01-06T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.739006572556","-73.893770640868","402","30","048900","4441128","4024450001","QN50","4"
"40540492","CURTIS HIGH SCHOOL, SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25","105","HAMILTON AVENUE","NULL","NY","Staten Island","10301","2022-10-04T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-10-04T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.644727546741","-74.081221998594","501","49","000700","5106483","5000220001","SI22","5"
"40542932","P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE, P.S. 36","4715","18 AVENUE","Brooklyn","NY","Brooklyn","11204","2023-03-03T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-07T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","40.629295979669","-73.979994631436","312","44","047600","3128909","3054450001","BK88","3"
"41453915","WILLIAM SPYROPOULOS SCHOOL","19610","NORTHERN BOULEVARD","FLUSHING","NY","Queens","11358","2022-10-31T00:00:00.000","NICHOLAS GREEK ST.","2022-02-08T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10H","Proper sanitization not provided for utensil ware washing operation.","40.757903358281","-73.785195730538","411","19","145101","4124560","4055200001","QN48","4"
"50068619","PRE-K CENTER AT 3605 SEDGWICK AVENUE - BRONX","3605","SEDGWICK AVENUE","Bronx","NY","Bronx","10463","2022-10-27T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-10-27T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.881535499743","-73.896482120114","208","11","027900","2092463","2032580190","BX28","2"
"50114758","CONGREGATION MACHNA SHALVA","1623","CONEY ISLAND AVENUE","Brooklyn","NY","Brooklyn","11230","2022-11-07T00:00:00.000","CONGREGATION MACHNA SHALVA","2022-02-02T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","AV","22G","Sale or use of certain expanded polystyrene items restricted","40.617887445926","-73.963857476717","314","44","076800","3180577","3067310056","BK43","3"
"40543698","P.S. 126 DR MARJORIE H DUNBAR","175","WEST  166 STREET","Bronx","NY","Bronx","10452","2022-09-19T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-01-10T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.835777641442","-73.928322940947","204","16","019900","2003495","2025260083","BX26","2"
"40867718","RUDOLF STEINER SCHOOL","15","EAST   79 STREET","NULL","NY","Manhattan","10075","2023-01-27T00:00:00.000","RUDOLF STEINER SCHOOL","2022-04-26T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.776694157993","-73.962991055159","108","04","014200","1046429","1014910008","MN40","1"
"40542935","P.S. 023 CARTER G. WOODSON, BROOKLYN CHARTER SCHOOL","545","WILLOUGHBY AVENUE","Brooklyn","NY","Brooklyn","11206","2023-02-08T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-01-04T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","40.694062499931","-73.947559558756","303","36","025901","3048818","3017590013","BK75","3"
"40735699","YESHIVA IMREI YOSEF SPINKA","5801","15 AVENUE","Brooklyn","NY","Brooklyn","11219","2023-01-13T00:00:00.000","IMREI YOSEF SPI YESHIVA","2022-03-31T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","40.627230693501","-73.993039947572","312","44","024200","3131335","3055020008","BK88","3"
"40740823","MESIVTA TIFERETH JERUSALEM","141147","EAST BROADWAY","NEW YORK","NY","Manhattan",,"2023-03-23T00:00:00.000","MESIFTA TIFERETH JERUSALEM INC","2023-02-01T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04K","Evidence of rats or live rats in establishment's food or non-food areas.","0","0",,,,,"1",,"1"
"40542528","P.S. 375 JACKIE ROBINSON SCHOOL, EBBETS FIELD MIDDLE SCHOOL, EXPLORE EXCEED CHARTER UPPER SCHOOL","46","MCKEEVER PLACE","Brooklyn","NY","Brooklyn","11225","2023-03-16T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-08-04T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","40.665027446712","-73.959030560318","309","35","032500","3034356","3013010001","BK63","3"
"40541836","P.S. 194 COUNTEE CULLEN, HARLEM VILLAGE ACADEMY CHARTER SCHOOL","244","WEST  144 STREET","New York","NY","Manhattan","10030","2022-09-22T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-07-27T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.821418711057","-73.940673473226","110","09","023200","1060432","1020290011","MN03","1"
"50078658","EISEK HATORAH","8101","AVENUE K","Brooklyn","NY","Brooklyn","11236","2023-02-14T00:00:00.000","EISEK HATORAH DRACHMISTRIVKA","2021-05-26T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04A","Food Protection Certificate not held by supervisor of food operations.","40.632791167849","-73.908747937541","318","46","099600","3225585","3080330007","BK50","3"
"41038766","INFORMATION TECHNOLOGY HIGH SCHOOL, P721Q @ INFORMATION TECH H.S.","2116","44 ROAD","LONG ISLAND CITY","NY","Queens","11101","2023-03-20T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-03-20T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04M","Live roaches in facility's food or non-food area.","40.748693810103","-73.946379520291","402","26","001900","4005184","4004380026","QN31","4"
"50059854","PORT RICHMOND SCHOOL FOR VISIONARY LEARNING","1625","FOREST AVENUE","NULL","NY","Staten Island","10302","2022-12-06T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-04-27T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.624765237565","-74.142524547251","501","49","024700","5025214","5010650007","SI28","5"
"40741706","MOSDOS CHASIDA SQUARE T.T.Y.","105","HEYWARD STREET","Brooklyn","NY","Brooklyn","11206","2023-01-12T00:00:00.000","MOSDOS CHASIDA  SQUARE T.T.Y","2021-06-08T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","02B","Hot food item not held at or above 140º F.","40.701356408777","-73.956638656265","301","33","053300","3335318","3022250050","BK72","3"
"50116020","ACHIEVEMENT FIRST UJIMA HS","600","CENTRAL AVENUE","Brooklyn","NY","Brooklyn","11207","2023-03-14T00:00:00.000","ACHIEVEMENT FIRST UJIMA HS","2022-05-17T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.","40.689092601086","-73.909388158004","304","37","041300","3326454","3034220035","BK78","3"
"50000653","ICAHN CHARTER SCHOOL 5, ICAHN CHARTER SCHOOL 4, ICAHN CHARTER SCHOOL 3","1500","PELHAM PARKWAY SOUTH","Bronx","NY","Bronx","10461","2022-12-15T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-12-10T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.857019517729","-73.843123109285","211","13","029600","2047109","2042220005","BX49","2"
"50014102","INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL","433","WEST  204 STREET","New York","NY","Manhattan","10034","2022-10-26T00:00:00.000","INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL","2021-03-22T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)",,,,"40.862055115571","-73.919126154388","112","10","029900","1081902","1022010029","MN01","1"
"40543552","P.S. 179, P.S. 352X @ PS 179X, YOUNG LEADERS ELEMENTARY SCHOOL","468","EAST  140 STREET","Bronx","NY","Bronx","10454","2022-12-01T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-07T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10A","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.","40.809526848971","-73.919901874411","201","08","003900","2000308","2022840034","BX39","2"
"40582343","P.S. 024","427","38 STREET","Brooklyn","NY","Brooklyn","11232","2023-03-21T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-08-11T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.652694146506","-74.004742721725","307","38","008400","3346119","3007010001","BK32","3"
"40543692","P.S. 076 THE BENNINGTON SCHOOL","900","ADEE AVENUE","Bronx","NY","Bronx","10469","2022-12-09T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-12-09T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.869586294915","-73.861280304298","211","12","034200","2054933","2045520010","BX31","2"
"50017968","THE RIVERVIEW SCHOOL @ Q404, ACADEMY FOR CAREERS IN TELEVISION AND FILM, HUNTERS POINT COMMUNITY M.S","150","51ST AVE","LONG ISLAND CITY","NY","Queens","11101","2023-01-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-01-31T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.742948806785","-73.959195378175","402","26","000100","4538588","4000060008","QN31","4"
"40542143","PS 235 JANICE MARIE KNIGHT SCHOOL ANNEX, OLYMPUS ACADEMY","10001","FLATLANDS AVENUE","Brooklyn","NY","Brooklyn","11236","2022-07-20T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-20T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.645235398894","-73.898241094415","318","46","097400","3229773","3081880001","BK50","3"
"50097835","FLIK INTERNATIONAL CORP.","20","WATERSIDE PLZ","NEW YORK","NY","Manhattan","10010","2022-11-10T00:00:00.000","FLIK INTERNATIONAL CORP.","2022-11-10T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.737252279703","-73.974159652212","106","04","006200","1083709","1009910060","MN20","1"
"41005402","RABBINICAL SEMINARY OF AMERICA","76-01","147 STREET","Flushing","NY","Queens","11367","2023-03-13T00:00:00.000","RABBINICAL SEMINARY OF AMERICA","2023-03-13T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","09A","Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE","40.723213558187","-73.817694559004","408","24","077907","4144493","4066850001","QN37","4"
"40542181","P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL","500","MACON STREET","Brooklyn","NY","Brooklyn","11233","2022-11-29T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-11-29T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04L","Evidence of mice or live mice in establishment's food or non-food areas.","40.683233715282","-73.930813118282","303","36","029700","3046876","3016710019","BK61","3"
"40542985","I.S. 068 ISAAC BILDERSEE, EXPLORE EXCEL CHARTER SCHOOL - UPPER","956","EAST   82 STREET","Brooklyn","NY","Brooklyn","11236","2023-01-20T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-01-20T00:00:00.000","2530","FSE (Public School Cafeteria)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.635545795348","-73.910790639898","318","46","095600","3224947","3080180001","BK50","3"
"40737554","MIRRER YESHIVA HS","1795","OCEAN PARKWAY","Brooklyn","NY","Brooklyn","11223","2022-11-03T00:00:00.000","MIRRER YESHIVA ELEMENTARY HIGH SCHOOL","2022-05-16T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","40.604987850395","-73.966821159958","315","44","041800","3177472","3066630046","BK25","3"
"50125692","OUR LADY OF HOPE CATHOLIC ACADEMY","6121","71ST ST","MIDDLE VILLAGE","NY","Queens","11379","2022-10-27T00:00:00.000","OUR LADY OF HOPE CATHOLIC ACADEMY","2022-03-18T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","AV","18A","Current valid permit, registration or other authorization to operate establishment not available.","40.720738974655","-73.886808363855","405","30","066501","4067005","4029280001","QN21","4"
"40541510","P.S. 096","13001","ROCKAWAY BOULEVARD","SOUTH OZONE PARK","NY","Queens","11420","2023-03-10T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-12-11T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.674983583399","-73.808370703052","410","28","018000","4253028","4116940027","QN55","4"
"40542084","P.S. 205 CLARION","6701","20 AVENUE","Brooklyn","NY","Brooklyn","11204","2023-01-24T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-08T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","40.615262924525","-73.98714855191","311","47","025600","3134749","3055710001","BK28","3"
"40833673","PACKER COLLEGIATE INSTITUTE","170","JORALEMON STREET","Brooklyn","NY","Brooklyn","11201","2023-03-15T00:00:00.000","THE PACKER COLLEGIATE INSTITUTE","2022-01-31T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","09A","Canned food product observed dented and not segregated from other consumable food items.","40.692718316212","-73.99228662996","302","33","000900","3391484","3002650010","BK09","3"
"40541448","P.S. 116 MARY LINDLEY MURRAY","210","EAST   33 STREET","New York","NY","Manhattan","10016","2023-02-01T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-09-20T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.744831393334","-73.978115659388","106","02","007000","1020080","1009130007","MN20","1"
