"data_as_of","development","hud_amp_","tds_","consolidated_tds_","development_edp_","operating_edp_","hud__","program","method","type","number_of_section_8_transition_apartments","number_of_current_apartments","total_number_of_apartments","number_of_rental_rooms","avg_no_r_r_per_apartment","population_section_8_transition","population_public_housing","total_population","total_of_fixed_income_household","percent_fixed_income_households","number_of_residential_bldgs","number_of_non_residential_bldgs","number_of_stairhalls","number_of_stories","total_area_sq_ft","acres","net_dev_area_sq_ft","excluding_park_acres","bldg_coverage_sq_ft","cubage_cu_ft","bldg_coverage__","density","development_cost","per_rental_room","avg_monthly_gross_rent","location_street_a","location_street_b","location_street_c","location_street_d","borough","community_distirct","us_congressional_district","ny_state_senate_district","ny_state_assembly_district","ny_city_council_district","completion_date","federalized_development","senior_development","electricity_paid_by_residents","private_management"
"1/1/2019","MIDDLETOWN PLAZA","NY005010340","191","034","302","313","NY005096B","FEDERAL","CONVENTIONAL","NEW CONST (ELD)",,"177","179","602.5","3.40",,"192","192","160","0.914","1","0","1","15","49,309","1.13","49,309","1.13","10,076","1,078,917","20.43%","170","$6,090,291","$9,776","$313","ROBERTS AVE","JARVIS AVE","MIDDLETOWN RD","HOBART AVE","BRONX","10","14","34","82","13","8/31/1973",,"EXCLUSIVELY",,
"1/1/2019","MILL BROOK","NY005010840","084","084","570","570","NY005244C","FEDERAL","CONVENTIONAL","NEW CONST",,"1,251","1,255","5,799.5","4.64",,"2,814","2,814","484","0.392","9","0","9","16","507,592","11.65","463,332","10.64","76,410","10,446,587","14.17%","242","$22,176,000","$3,898","$479","E 135TH ST","BROOK AVE","E 137TH ST","CYPRESS AVE","BRONX","1","15","29","84","08","5/26/1959","1979/08/01-ATP 4",,,
"1/1/2019","MILL BROOK EXTENSION","NY005010840","132","084","570","570","NY005244C","FEDERAL","CONVENTIONAL","NEW CONST",,"125","125","611.5","4.89",,"297","297","54","0.432","1","0","1","16","22,500","0.52","22,500","0.52","8,660","1,130,657","38.49%","571","$1,957,000","$3,198","$462","CYPRESS AVE","E 135TH ST","E 137TH ST",,"BRONX","1","15","29","84","08","1/31/1962","1979/08/01-ATP 4",,,
"1/1/2019","MITCHEL","NY005011450","145","145","249","249","NY005050","FEDERAL","CONVENTIONAL","NEW CONST",,"1,732","1,732","7,554.0","4.36",,"4,010","4,010","666","0.391","10","1","12","17-19-20","699,494","16.06","653,938","15.01","97,114","14,044,919","13.88%","250","$33,012,851","$4,350","$534","LINCOLN AVE","E 138TH ST","WILLIS AVE","E 135TH ST","BRONX","1","15","29","84","08","2/28/1966",,"PARTIALLY",,
"1/1/2019","MONROE","NY005000880","088","088","234","234","NY005036","FEDERAL","CONVENTIONAL","NEW CONST",,"1,100","1,102","5,299.0","4.82",,"2,691","2,691","403","0.369","12","1","20","8-14-15","805,341","18.49","805,341","18.49","118,402","10,177,348","14.70%","146","$16,449,659","$3,100","$526","SOUNDVIEW AVE","STORY AVE","TAYLOR AVE","LAFAYETTE AVE","BRONX","9","15","32","85","18","11/2/1961",,,,
"1/1/2019","MOORE","NY005010930","129","093","251","251","NY005080","FEDERAL","CONVENTIONAL","NEW CONST",,"463","463","2,165.5","4.68",,"1,133","1,133","157","0.343","2","0","4","20","117,000","2.69","117,000","2.69","21,826","4,029,275","18.65%","421","$7,256,661","$3,350","$520","E 147TH ST","E 149TH ST","JACKSON AVE","TRINITY AVE","BRONX","1","15","29","84","08","3/31/1964",,,,
"1/1/2019","MORRIS I","NY005011020","102","102","239","239","NY005037","FEDERAL","CONVENTIONAL","NEW CONST",,"1,083","1,085","5,237.5","4.84",,"2,889","2,889","364","0.338","10","0","10","16-20","416,831","9.57","416,831","9.57","66,594","9,980,542","15.98%","302","$20,735,295","$4,008","$499","PARK AVE","E 170TH ST","THIRD AVE","E 169TH ST","BRONX","3","15","33","79","16","8/31/1965",,,,
"1/1/2019","MORRIS II","NY005011020","502","102","280","239","NY005079","FEDERAL","CONVENTIONAL","NEW CONST",,"802","802","3,765.0","4.69",,"1,989","1,989","268","0.338","7","0","7","16-20","358,843","8.24","313,704","7.20","51,875","7,162,265","14.46%","241","$15,391,181","$4,008","$507","PARK AVE","E 171ST ST","THIRD AVE","E 170TH ST","BRONX","3","15","33","79","16","8/31/1965",,,,
"1/1/2019","MORRIS PARK SENIOR CITIZENS HOME","NY005012410","277","241","504","346","NY005200","FEDERAL","CONVENTIONAL","REHAB (ELD)",,"97","97","296.5","3.06",,"103","103","83","0.865","1","0","1","9","10,000","0.23","10,000","0.23","6,491","561,310","64.91%","448","$1,989,852","$6,337","$302","E 124TH ST","MADISON AVE","FIFTH AVE",,"MANHATTAN","11","13","30","68","09","4/30/1977",,"EXCLUSIVELY","YES",
"1/1/2019","MORRISANIA","NY005011410","130","141","250","231","NY005048","FEDERAL","CONVENTIONAL","NEW CONST",,"206","206","962.0","4.67",,"531","531","69","0.34","2","0","2","16","60,890","1.40","60,890","1.40","13,024","1,769,693","21.39%","379","$3,742,711","$3,891","$449","E 169TH ST","WASHINGTON AVE","PARK AVE",,"BRONX","3","15","32","79","16","5/31/1963",,,,
"1/1/2019","MORRISANIA AIR RIGHTS","NY005012670","267","267","385","385","NY005190","FEDERAL","TURNKEY","NEW CONST",,"841","843","3,788.5","4.50",,"1,681","1,681","428","0.521","3","0","5","19-23-29","274,300","6.30","274,300","6.30","64,435","11,316,800","23.49%","267","$40,272,504","$10,584","$473","PARK AVE","E 158TH ST","E 161ST ST","E 163RD ST","BRONX","3, 4","15","32","79","16, 17","1/1/1981",,"PARTIALLY",,
"1/1/2019","MOTT HAVEN","NY005001210","121","121","244","244","NY005044","FEDERAL","CONVENTIONAL","NEW CONST",,"992","993","4,634.0","4.67",,"2,542","2,542","313","0.317","8","1","9","20-22","417,367","9.58","386,817","8.88","78,477","9,236,613","18.80%","265","$20,670,000","$4,456","$530","E 140TH ST","E 144TH ST","ALEXANDER AVE","WILLIS AVE","BRONX","1","15","29","84","08","3/31/1965",,,,
"1/1/2019","NEW LANE AREA","NY005010350","314","035","306","306","NY005242","FEDERAL","TURNKEY","NEW CONST (ELD)",,"276","277","996.0","3.61",,"348","348","244","0.891","1","0","2","10","120,879","2.78","120,879","2.78","29,107","2,204,124","24.08%","125","$18,511,313","$18,493","$327","LINDEN PL","NEW LANE","WATER FRONT TRACT",,"STATEN ISLAND","1","11","23","64","49","7/12/1984",,"EXCLUSIVELY","YES",
"1/1/2019","NOSTRAND","NY005010360","043","036","585","585","NY005268C","FEDERAL","CONVENTIONAL","NEW CONST",,"1,146","1,148","4,966.0","4.33",,"2,327","2,327","463","0.41","16","1","33","6","1,036,600","23.80","1,036,600","23.80","177,223","9,377,365","17.10%","98","$13,817,794","$2,779","$516","AVENUE V","BRAGG ST","AVENUE X","BATCHELDER ST","BROOKLYN","15","9","19","41","46","12/14/1950","1980/07/01-ATP 6",,,
"1/1/2019","OCEAN BAY APARTMENTS (OCEANSIDE)","NY005010980","051","165","573","571","NY005244F","FEDERAL","CONVENTIONAL","NEW CONST",,"417","418","1,766.5","4.24",,"837","837","140","0.34","7","0","14","6","354,220","8.13","310,500","7.13","66,101","3,931,321","18.66%","103","$5,137,275","$2,901","$548","ARVERNE BLVD","B 56TH ST","BEACH CHANNEL DR","B 54TH ST","QUEENS","14","5","10","31","31","2/28/1951","1979/08/01-ATP 4",,,
"1/1/2019","OCEAN HILL APARTMENTS","NY005011620","162","162","269","269","NY005072","FEDERAL","CONVENTIONAL","NEW CONST",,"238","238","1,077.0","4.53",,"640","640","62","0.266","3","1","4","14","112,916","2.59","112,916","2.59","16,412","2,178,743","14.53%","247","$4,875,929","$4,527","$684","BROADWAY","MACDOUGAL ST","MOTHER GASTON BLVD","CHERRY ST","BROOKLYN","16","8","18","55","37","3/31/1968",,,,
"1/1/2019","OCEAN HILL-BROWNSVILLE","NY005013510","313","351","287","765","NY005257","FEDERAL","TURNKEY","REHAB",,"125","125","540.5","4.32",,"304","304","16","0.131","5","0","5","4","242,141","5.56","242,141","5.56","78,188","2,000,000","32.29%","55","$8,068,686","$14,942","$599","RALPH AVE","ATLANTIC AVE","SARATOGA AVE","DEAN ST","BROOKLYN","16","8","25","55","41","11/10/1986",,,"YES",
"1/1/2019","O'DWYER GARDENS","NY005011720","172","172","582","582","NY005267D","FEDERAL","CONVENTIONAL","NEW CONST",,"570","573","2,204.0","3.87",,"947","947","305","0.544","6","1","7","15-16","276,010","6.34","276,010","6.34","34,501","5,421,328","12.50%","149","$15,000,000","$6,649","$525","W 32ND ST","SURF AVE","W 35TH ST","MERMAID AVE","BROOKLYN","13","8","23","46","47","12/31/1969","1980/07/01-ATP 5",,,
"1/1/2019","PALMETTO GARDENS","NY005012470","195","247","393","393","NY005196","FEDERAL","TURNKEY","NEW CONST (ELD)",,"113","115","340.5","3.01",,"117","117","107","0.955","1","0","1","6","27,419","0.63","27,419","0.63","12,739","750,300","46.46%","186","$4,584,000","$12,257","$315","PALMETTO ST","GATES AVE","EVERGREEN AVE","BUSHWICK AVE","BROOKLYN","4","8","18","54","34","3/31/1977",,"EXCLUSIVELY",,
"1/1/2019","PARK AVENUE-EAST 122ND, 123RD STREETS","NY005012410","204","241","321","346","NY005127","FEDERAL","TURNKEY","NEW CONST",,"90","90","419.0","4.66",,"205","205","37","0.42","2","1","2","6","32,127","0.74","32,127","0.74","14,614","950,094","45.49%","277","$2,101,938","$5,017","$542","E 122ND ST","PARK AVE","E 123RD ST","LEXINGTON AVE","MANHATTAN","11","13","30","68","09","3/31/1970",,,,
"1/1/2019","PARK ROCK REHAB","NY005013510","351","351","765","765","NY005285","FEDERAL","TURNKEY","REHAB",,"134","134","582.0","4.34",,"319","319","31","0.235","9","0","9","4","53,914","1.24","53,914","1.24","33,105","166,531","61.40%","257","$10,500,000","$18,041","$679","BELMONT AVE","JEROME ST","SUTTER AVE","BARBEY ST","BROOKLYN","8","9","20, 25","55","36","9/1/1986",,,"YES",
"1/1/2019","PARKSIDE","NY005010470","047","047","580","580","NY005267B","FEDERAL","CONVENTIONAL","NEW CONST",,"879","879","3,712.5","4.22",,"1,734","1,734","359","0.413","14","0","20","6-7-14-15","485,455","11.14","453,178","10.40","96,415","7,454,500","19.86%","156","$9,676,316","$2,606","$506","ADEE AVE","WHITE PLAINS RD","ARNOW AVE","BRONX PARK EAST","BRONX","11","14","36","80","15","6/12/1951","1980/07/01-ATP 5",,,
"1/1/2019","PATTERSON","NY005000240","024","024","522","522","NY005216A","FEDERAL","CONVENTIONAL","NEW CONST",,"1,789","1,791","8,508.5","4.76",,"4,194","4,194","627","0.355","15","0","25","6-13","748,573","17.18","702,358","16.12","167,841","14,503,544","22.42%","244","$20,731,000","$2,433","$519","MORRIS AVE","THIRD AVE","E 145TH ST","E 139TH ST","BRONX","1","15","29","84","08","12/31/1950","1978/02/01-ATP 2",,,
"1/1/2019","PELHAM PARKWAY","NY005010390","039","039","586","586","NY005271A","FEDERAL","CONVENTIONAL","NEW CONST",,"1,265","1,266","5,446.5","4.31",,"2,472","2,472","528","0.422","23","0","38","6","1,034,160","23.74","967,252","22.21","184,875","10,665,277","17.88%","104","$15,295,753","$2,806","$541","PELHAM PKWY","WALLACE AVE","WILLIAMSBRIDGE RD","MACE AVE","BRONX","11","14","34","80","13","6/30/1950","1980/10/01-ATP 7",,,
"1/1/2019","PENNSYLVANIA AVENUE-WORTMAN AVENUE","NY005011940","194","194","305","305","NY005091","FEDERAL","CONVENTIONAL","NEW CONST",,"336","336","1,343.0","4.00",,"627","627","145","0.438","3","1","3","8-16","236,930","5.44","236,930","5.44","40,998","2,712,190","17.30%","115","$11,936,021","$8,606","$462","PENNSYLVANIA AVE","WORTMAN AVE","STANLEY AVE","VERMONT ST","BROOKLYN","5","8","19","60","42","9/30/1972",,,,
"1/1/2019","PINK","NY005000890","089","089","235","235","NY005035","FEDERAL","CONVENTIONAL","NEW CONST",,"1,500","1,500","7,098.0","4.73",,"3,651","3,651","471","0.317","22","2","25","8","1,354,844","31.10","1,311,306","30.10","193,511","13,316,063","14.28%","117","$20,134,047","$2,835","$557","CRESCENT ST","LINDEN BLVD","ELDERTS LA","STANLEY AVE","BROOKLYN","5","8","19","60","42","9/30/1959",,,,
"1/1/2019","POLO GROUNDS TOWERS","NY005001490","149","149","260","260","NY005062","FEDERAL","CONVENTIONAL","NEW CONST",,"1,614","1,614","7,682.0","4.76",,"3,941","3,941","581","0.365","4","4","12","30","659,780","15.15","659,780","15.15","83,689","14,904,498","12.68%","260","$32,292,784","$4,190","$545","DOUGLASS BLVD","W 155TH ST","HARLEM RIVER DR",,"MANHATTAN","10","13","30","71","09","6/30/1968",,,,
"1/1/2019","POMONOK","NY005000530","053","053","588","588","NY005271C","FEDERAL","CONVENTIONAL","NEW CONST",,"2,069","2,071","8,838.5","4.27",,"4,219","4,219","839","0.409","35","0","121","3-7-8","2,238,984","51.40","2,083,475","47.83","369,627","19,315,843","16.51%","82","$21,645,342","$2,446","$563","71ST AVE","PARSONS BLVD","KISSENA BLVD","65TH AVE","QUEENS","8","6","16","27","24","6/30/1952","1980/10/01-ATP 7",,,
"1/1/2019","PSS GRANDPARENT FAMILY APARTMENTS","NY005005600","560","560",,,"NY005387","MIXED FINANCE","TURNKEY","NEW CONST",,"50","51","235","4.7",,,,,,"1","0","1","6","25,595","0.59","25,595","0.59",,,,,"$12,020,098","$51,149",,"PROSPECT AVENUE","UNION AVENUE","EAST 163RD STREET",,"BRONX","3","15","32","79","17","5/24/2005",,,,"YES"
"1/1/2019","PUBLIC SCHOOL 139 (CONVERSION)","NY005011110","340","111","774","774","NY005260","FEDERAL","TURNKEY","REHAB (ELD)",,"125","125","423.5","3.39",,"140","140","100","0.813","1","0","2","5","64,945","1.49","64,945","1.49","26,325","2,943,660","40.53%","94","$7,898,759","$18,348","$393","W 139,140TH STS","POWELL BLVD","LENOX AVE",,"MANHATTAN","10","13","30","70","09","10/8/1986",,"EXCLUSIVELY","YES",
"1/1/2019","QUEENSBRIDGE NORTH","NY005005050","505","505","398","398","NY005002B","FEDERAL","CONVENTIONAL","NEW CONST",,"1,542","1,543","6,337.0","4.11",,"3,129","3,129","582","0.382","13","1","48","6","886,643","20.35","689,843","15.84","191,356","11,314,111","21.58%","154","$6,466,805","$1,010","$556","41ST AVE","VERNON BLVD","40TH AVE","21ST ST","QUEENS","1","12","12","37","26","3/15/1940",,,,
"1/1/2019","QUEENSBRIDGE SOUTH","NY005000050","005","005","843","843","NY005002A","FEDERAL","CONVENTIONAL","NEW CONST",,"1,603","1,604","6,625.5","4.13",,"3,284","3,284","610","0.387","13","2","50","6","1,268,298","29.12","820,525","18.84","198,609","11,742,973","15.66%","113","$7,054,601","$1,057","$521","41ST AVE","VERNON BLVD","41ST RD","21ST ST","QUEENS","1","12","12","37","26","3/15/1940",,,,
"1/1/2019","RALPH AVENUE REHAB","NY005011670","352","167","771","763","NY005290","FEDERAL","TURNKEY","REHAB",,"118","118","529.0","4.48",,"284","284","26","0.22","5","0","5","4","70,486","1.62","70,486","1.62","27,982","3,052,668","39.70%","175","$6,714,551","$12,693","$574","EAST NEW YORK AVE","RALPH AVE","SUTTER AVE","E 98TH ST","BROOKLYN","16","9","20","55","41","12/23/1986",,,"YES",
"1/1/2019","RANDALL AVENUE-BALCOM AVENUE","NY005010630","245","063","364","218","NY005179","FEDERAL","TURNKEY","NEW CONST (ELD)",,"251","252","823.5","3.28",,"276","276","217","0.886","3","0","3","6","230,000","5.28","230,000","5.28","48,175","1,582,410","20.95%","52","$9,186,414","$10,757","$354","RANDALL AVE","BALCOM AVE","SCHLEY AVE","BUTTRICK AVE","BRONX","10","14","34","82","13","10/31/1978",,"EXCLUSIVELY",,
"1/1/2019","RANDOLPH SOUTH","NY005026001","561",,,,,"MIXED FINANCE/NON-NYCHA","CONVENTIONAL","GUT REHAB",,"147","168",,,,,,,,"2","0",,"5","57,935",,,,,,,,,,,"WEST 114TH ST","FREDERICK DOUGLASS BLVD",,,"MANHATTAN","10","13","30","70","9",,,,,"YES"
"1/1/2019","RANGEL","NY005000370","037","037","317","317","NY005114E","FEDERAL","CONVENTIONAL","NEW CONST",,"982","984","4,515.0","4.60",,"2,141","2,141","339","0.357","8","0","9","14","475,672","10.92","475,672","10.92","71,671","7,911,809","15.07%","196","$10,613,000","$2,373","$573","HARLEM RIVER DR","POLO GROUNDS TOWERS","HARLEM RIVER DRIVEWAY",,"MANHATTAN","10","13","30","71","09","10/8/1951","1968/08/29-FED TRAN",,,
"1/1/2019","RAVENSWOOD","NY005000480","048","048","369","369","NY005184","FEDERAL","CONVENTIONAL","NEW CONST",,"2,164","2,166","9,134.0","4.22",,"4,278","4,278","871","0.406","31","0","45","6-7","1,667,814","38.29","1,537,135","35.29","346,053","18,107,100","20.75%","112","$21,403,996","$2,342","$588","12TH ST","34TH AVE","24TH ST","36TH AVE","QUEENS","1","12","12","37","26","7/19/1951","1971/06/29-FED TRAN",,,
"1/1/2019","RED HOOK EAST","NY005000040","004","004","202","202","NY005001","FEDERAL","CONVENTIONAL","NEW CONST",,"1,404","1,411","5,888.0","4.19",,"2,832","2,832","540","0.396","16","3","51","2-6","856,003","19.65","856,003","19.65","192,198","10,734,477","22.45%","144",,,"$525","CLINTON ST","LORRAINE ST","COLUMBIA ST","WEST 9TH ST","BROOKLYN","6","7","25","51","38",,,,,
"1/1/2019","RED HOOK I","***","004, 079","004, 079","202","202, 230","NY005001","FEDERAL","CONVENTIONAL","NEW CONST",,"2,531","2,545","10,591","4.18",,"5,173","5,137","975","0.397","27","3","89","2-6","1,452,438","33.34","1,452,438","33.34","326,157","19,292,734","22.46%","154","$12,102,930","$1,137","$517","DWIGHT ST","CLINTON ST","W 9TH ST","LORRAINE ST","BROOKLYN","6","7","25","51","38","11/20/1939",,,,
"1/1/2019","RED HOOK II","NY005000790","079*","079","230","230","NY005029","FEDERAL","CONVENTIONAL","NEW CONST",,"344","346","1,618","4.70",,"860","860","93","0.275","3","1","12","3-14","245,292","5.63","245,292","5.63","35,301","2,896,000","14.39%","153","$4,517,169","$2,776","$615","RICHARDS ST","DWIGHT ST","WOLCOTT ST","RED HOOK PARK","BROOKLYN","6","7","25","51","38","5/27/1955",,,,
"1/1/2019","RED HOOK WEST","NY005000790","079","079","202 - BLDGS 15-25, 230 - BLDGS 1-4","230","NY005001 - BLDGS 15-25, NY005029 - BLDGS 1-4","FEDERAL","CONVENTIONAL","NEW CONST",,"1,471","1,480","6,320.5","4.30",,"3,165","3,165","528","0.369","14","1","50","3-6-14","841,727","19.32","841,727","19.32","169,260","11,454,257","20.11%","164",,,"$532","RICHARDS ST","LORRAINE ST","HICKS ST","WEST 9TH ST","BROOKLYN","6","7","25","51","38",,,,,
"1/1/2019","REDFERN","NY005000550","055","055","525","525","NY005216D","FEDERAL","CONVENTIONAL","NEW CONST",,"599","604","2,908.5","4.86",,"1,573","1,573","185","0.315","9","0","16","6-7","817,865","18.78","726,038","16.67","95,461","5,602,438","11.67%","84","$9,334,000","$3,186","$506","REDFERN AVE","HASSOCK ST","BEACH CHANNEL DR","B 12TH ST","QUEENS","14","5","10","31","31","8/28/1959","1978/02/01-ATP 2",,,
"1/1/2019","REHAB PROGRAM (COLLEGE POINT)","NY005011860","143","186","297","290","NY005076E","FEDERAL","CONVENTIONAL","REHAB (ELD)",,"13","13","32.5","2.50",,"13","13","12","0.923","1","0","1","1","15,000","0.34","15,000","0.34","9,320","115,995","62.13%","38","$5,909,934","$4,821","$235","125TH ST","22ND AVE","126TH ST",,"QUEENS","7","14","11","27","19","1/31/1964",,"EXCLUSIVELY",,
"1/1/2019","REHAB PROGRAM (DOUGLASS REHABS)","NY005013170","515","359","255 - BLDGS 2-4, 299 - BLDG 1","255","NY005076A - BLDG 3-4, NY005076B - BLDGS 2, NY005076C - BLDG 1","FEDERAL","CONVENTIONAL","REHAB",,"112","112","413.0","3.69",,"182","182","43","0.384","4","0","9","3-6-7","24,462","0.56","24,462","0.56","16,326","1,247,684","66.74%","325",,,"$543","W 104TH ST","BROADWAY","W 101ST ST","WEST END AVE","MANHATTAN","7","10","31","69","06","1/31/1964",,,,"YES"
"1/1/2019","REHAB PROGRAM (TAFT REHABS)","NY005013170","516","359","295 - BLDG 1, 293 - BLDGS 2,3 292 - BLDG 4","295","NY005076G - BLDG 1, NY005076I - BLDG 2, 3,  NY005076J - BLDG 4","FEDERAL","CONVENTIONAL","REHAB",,"156","156","602.0","3.86",,"290","290","44","0.284","4","0","4","7","27,171","0.62","27,171","0.62","22,914","1,809,773","84.33%","468",,,"$540","SAINT NICHOLAS AVE","W 119TH ST","LENOX AVE","W 112TH ST","MANHATTAN","10","13","30","70","09","1/31/1964",,,,"YES"
"1/1/2019","REHAB PROGRAM (WISE REHAB)","NY005011270","517","127","298","259","NY005076D","FEDERAL","CONVENTIONAL","REHAB",,"40","40","159.0","3.98",,"67","67","18","0.45","1","0","1","5","10,071","0.23","10,071","0.23","7,367","472,901","73.15%","291",,,"$628","COLUMBUS AVE","W 94TH ST","CENTRAL PARK WEST","W 93RD ST","MANHATTAN","7","10","30","69","06","1/31/1964",,,,
"1/1/2019","REID APARTMENTS","NY005011670","167","167","283","283","NY005089","FEDERAL","CONVENTIONAL","NEW CONST (ELD)",,"227","230","681.5","3.00",,"235","235","206","0.92","1","0","1","20","68,762","1.58","68,762","1.58","13,285","1,397,832","19.32%","149","$3,910,160","$5,227","$318","TROY AVE","ALBANY AVE","EAST NEW YORK AVE","MAPLE ST","BROOKLYN","9","9","20","43","41","11/30/1969",,"EXCLUSIVELY",,
"1/1/2019","RICHMOND TERRACE","NY005011170","117","117","241","241","NY005039","FEDERAL","CONVENTIONAL","NEW CONST",,"488","489","2,308.0","4.73",,"1,269","1,269","137","0.284","6","1","7","8","464,184","10.66","440,715","10.12","57,285","4,498,022","12.34%","119","$9,551,430","$4,129","$530","JERSEY ST","RICHMOND TERR","CRESCENT AVE",,"STATEN ISLAND","1","11","23","61","49","4/30/1964",,,,
"1/1/2019","RIIS","NY005010180","018","018","210","210","NY005008","FEDERAL","CONVENTIONAL","NEW CONST",,"1,191","1,191","5,666.5","4.76",,"2,715","2,715","464","0.398","13","0","18","6-13-14","510,926","11.73","510,926","11.73","103,446","9,657,260","20.25%","231","$13,510,289","$2,411","$595","FDR DR","AVENUE D","E 8TH ST","E 13TH ST","MANHATTAN","3","7","27","74","02","1/17/1949",,,,
"1/1/2019","RIIS II","NY005010180","019","018","372","210","NY005181D","FEDERAL","CONVENTIONAL","NEW CONST",,"577","578","2,720.5","4.71",,"1,271","1,271","244","0.426","6","0","8","6-13-14","258,562","5.94","258,562","5.94","43,916","4,497,120","16.98%","214","$6,339,520","$2,344","$542","FDR DR","AVENUE D","EAST 6TH ST","EAST 8TH ST","MANHATTAN","3","7","27","74","02","1/31/1949","1972/06/29-FED TRAN",,,
"1/1/2019","ROBBINS PLAZA","NY005011390","218","139","329","253","NY005151","FEDERAL","CONVENTIONAL","NEW CONST (ELD)",,"150","150","470.0","3.13",,"160","160","136","0.919","1","0","1","20","12,553","0.29","12,553","0.29","6,773","974,866","53.96%","552","$4,855,905","$9,568","$340","E 70TH ST","FIRST AVE","E 71ST ST","SECOND AVE","MANHATTAN","8","12","28","76","05","2/28/1975",,"EXCLUSIVELY",,
"1/1/2019","ROBINSON","NY005012410","241","241","346","346","NY005173","FEDERAL","TURNKEY","NEW CONST",,"188","189","834.0","4.44",,"421","421","70","0.376","1","0","2","8","64,945","1.49","64,945","1.49","22,776","1,802,766","35.07%","283","$5,990,000","$7,068","$565","E 128TH ST","E 129TH ST","LEXINGTON AVE","PARK AVE","MANHATTAN","11","13","30","68","09","5/31/1973",,,,
"1/1/2019","ROOSEVELT I","NY005011350","135","135","227","227","NY005054","FEDERAL","CONVENTIONAL","NEW CONST",,"761","763","3,575.5","4.70",,"1,814","1,814","323","0.428","6","0","6","14-15-18","340,000","7.81","340,000","7.81","52,168","6,754,320","15.34%","232","$14,017,427","$3,914","$526","KOSCIUSKO ST","PULASKI ST","MARCUS GARVEY BLVD","STUYVESANT AVE","BROOKLYN","3","8","18","54, 56","36","9/30/1964",,"PARTIALLY",,
"1/1/2019","ROOSEVELT II","NY005011350","177","135","281","227","NY005083","FEDERAL","CONVENTIONAL","NEW CONST",,"342","342","1,496.0","4.37",,"727","727","139","0.41","3","0","3","14-15","146,506","3.36","146,506","3.36","24,067","2,801,874","16.43%","216","$6,450,218","$4,312","$538","LEWIS AVE","STUYVESANT AVE","HART ST","PULASKI ST","BROOKLYN","3","8","18","54","36","12/31/1966",,,,
"1/1/2019","RUTGERS","NY005020990","099","099","439","439","NY005382","MIXED FINANCE/LLC1","CONVENTIONAL","NEW CONST","102","721","721","3,358.5","4.66","26","1,325","1,585","343","0.48","5","0","5","20","227,341","5.22","227,341","5.22","39,355","5,936,573","17.31%","304","$14,090,000","$4,277","$544","CHERRY ST","PIKE ST","MADISON ST","RUTGERS ST","MANHATTAN","3","7","26","65","01","3/31/1965",,,,
"1/1/2019","RUTLAND TOWERS","NY005011670","282","167","508","283","NY005211","FEDERAL","CONVENTIONAL","REHAB",,"60","61","218.0","3.63",,"100","100","29","0.492","1","0","1","6","19,400","0.45","19,400","0.45","13,470","642,963","69.43%","222","$1,594,181","$6,727","$502","EAST NEW YORK AVE","E 91ST ST","E 92ND ST","RUTLAND RD","BROOKLYN","17","9","20","58","41","5/17/1977",,,,
"1/1/2019","SACK WERN","NY005012800","280","280","506","506","NY005205","FEDERAL","CONVENTIONAL","REHAB",,"411","413","1,891.5","4.60",,"864","864","166","0.409","7","1","8","6","226,969","5.21","226,969","5.21","63,056","3,782,352","27.78%","166","$8,699,894","$4,528","$573","BEACH AVE","TAYLOR AVE","NOBLE AVE","ROSEDALE AVE","BRONX","9","15","34","85","18","5/12/1977",,,,
"1/1/2019","SAINT MARY'S PARK","NY005020930","093","093","673","673","NY005384","MIXED FINANCE/LLC1","CONVENTIONAL","NEW CONST","210","1,005","1,007","4,523.5","4.50","539","1,760","2,299","344","0.347","6","0","6","21","588,851","13.52","545,801","12.53","57,006","8,922,933","9.68%","170","$16,351,823","$3,607","$512","CAULDWELL AVE","E 156TH ST","WESTCHESTER AVE","TRINITY AVE","BRONX","1","15","29, 32","79, 84","17","4/30/1959",,,,
"1/1/2019","SAINT NICHOLAS","NY005000380","038","038","211","211","NY005010","FEDERAL","CONVENTIONAL","NEW CONST",,"1,525","1,526","7,109.5","4.66",,"3,426","3,426","533","0.358","13","0","14","14","680,670","15.63","625,559","14.36","105,458","13,112,212","15.49%","219","$20,560,063","$2,891","$529","W 127TH ST","DOUGLASS BLVD","POWELL BLVD","W 131ST ST","MANHATTAN","10","13","30","70","09","9/30/1954",,,,
"1/1/2019","SAMUEL (CITY)","NY005023770","377","377","650","650","NY005375","MIXED FINANCE/LLC1","CONVENTIONAL","REHAB","105","664","664","2,824.0","4.25","241","1,171","1,412","173","0.265","40","2","43","5-6-7","201,872","4.63","201,872","4.63","116,528","7,142,241","57.72%","305","$0",,"$660","LENOX AVE","W 139TH ST","W 147TH ST","AC POWELL BLVD","MANHATTAN","10","13","30","70, 71","09","8/31/1994",,,"YES",
"1/1/2019","SAMUEL (MHOP) I","NY005013170","389","359","847","847","NY005335","MHOP","CONVENTIONAL","REHAB",,"24","53","108.0","4.50",,"38","38","10","0.417","5","0","5","5","13,819","0.32","13,819","0.32","11,274","607,774","81.58%","119","$4,630,200","$19,661","$800","W 139TH ST","AC POWELL BLVD","W 141ST ST","LENOX AVE","MANHATTAN","10","13","30","70","09","1/31/1994",,,"YES","YES"
