"fiscal_year","system_code","location_code","location_name","beds_number","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","longitude","latitude","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","admin_district_location_code","administrative_district_name","community_school_sup_name","field_support_center_name","field_support_center_leader","school_support_team_name","school_support_team_leader","highschool_network_location","highschool_network_name","highschool_network","geocoded_column"
"2019","310200010047","M047","47 The American Sign Language and English Secondar","310200010047","DOE","Special Education","High school","09,10,11,12,SE","09,10,11,12,SE","1908-07-01T00:00:00.000","Open","M047","223 EAST 23 STREET","NY","989424","208287","40.738374","-73.981329","106","2","6400","1009040024","MN21","Gramercy","WATFA SHAMA","Principal","917-326-6668","917-326-6688","2","HS04",,,"Field Support Center - Manhattan","CHU, YUET","School Support Team 1- Manhattan",,"HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","POINT (40.738374 -73.981329)"
"2019","321000010205","X205","P.S. 205 Fiorello LaGuardia","321000010205","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1976-07-01T00:00:00.000","Open","X205","2475 SOUTHERN BOULEVARD","NY","1016961","251076","40.855759","-73.881753","206","15","39300","2031150021","BX06","Belmont","Jenneth Santiago","I.A. Principal","718-584-6390","718-584-7941","10","X810","COMMUNITY SCHOOL DISTRICT 10","HULLA, MARIBEL","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 3- Bronx",,,,,"POINT (40.855759 -73.881753)"
"2019","332000010223","K223","J.H.S. 223 The Montauk","332000010223","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1930-07-01T00:00:00.000","Open","K223","4200 16 AVENUE","NY","989128","170661","40.6351","-73.982424","312","44","23000","3053620021","BK88","Borough Park","ANDREW FRANK","Principal","718-438-0155","718-871-7477","20","K820","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South",,,,,"POINT (40.63510000000001 -73.982424)"
"2019","310300861034","M186","Harlem Hebrew Language Charter School","310300861034","Charter","General Academic","Elementary","0K,01,02,03,04,05,06","0K,01,02,03,04,05","2013-07-01T00:00:00.000","Open","MAQE","147 SAINT NICHOLAS AVENUE","NY","997331","232400","40.804559","-73.952751","110","9","21800","0","MN11","Central Harlem South","Robin Natman","PRINCIPAL","212-866-4608","212-866-1099","3",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.804559 -73.952751)"
"2019","331400010034","K034","P.S. 034 Oliver H. Perry","331400010034","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1867-07-01 00:00:00.000","Open","K034","131 NORMAN AVENUE","NY","998176","203920","40.726378","-73.949756","301","33","57300","3026220028","BK76","Greenpoint","Carmen Asselta","Principal","718-389-5842","718-389-0356","14","K814","COMMUNITY SCHOOL DISTRICT 14","WINNICKI, ALICJA","Field Support Center - Brooklyn North",,"School Support Team 4- Brooklyn North",,,,,"POINT (40.726378 -73.949756)"
"2019","321200010217","X217","School of Performing Arts","321200010217","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2001-07-01T00:00:00.000","Open","X116","977 FOX STREET","NY","1013486","238792","40.822056","-73.894368","202","17","15900","2027140004","BX27","Hunts Point","Dionne Williams","I.A. Principal","718-589-4844","718-589-7998","12","X812","COMMUNITY SCHOOL DISTRICT 12","ROSADO, JACQUELINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 5- Bronx",,,,,"POINT (40.822056 -73.894368)"
"2019","310300011417","M417","Frank McCourt High School","310300011417","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2010-07-01T00:00:00.000","Open","M470","145 WEST  84 STREET","NY","991316","225688","40.786134","-73.974483","107","6","16900","1012150001","MN12","Upper West Side","Danielle Salzberg","Principal","212-362-2015","212-362-5926","3","HS07",,,"Affinity Group",,"School Support Team 3- Affinity Group",,"HS07","HS Network 07 Superintendent Office","CINTRON, RICHARD","POINT (40.786134 -73.974483)"
"2019","310500011362","M362","Columbia Secondary School","310500011362","DOE","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","2007-07-01T00:00:00.000","Open","M125","425 WEST 123 STREET","NY","996507","234674","40.810793","-73.955722","109","7","20901","1019640012","MN09","Morningside Heights","Miriam Nightengale","Principal","212-666-1278","212-666-3805","5","M805","COMMUNITY SCHOOL DISTRICT 05","RUX, DANIKA","Field Support Center - Manhattan","CHU, YUET","School Support Team 6- Manhattan",,,,,"POINT (40.810793 -73.955722)"
"2019","321100010481","X481","The STEAM Bridge School","321100010481","DOE","General Academic","Elementary","0K,01,02,03,SE","0K,01,02,03,04,05","2015-07-01T00:00:00.000","Open","X311","1684 WHITE PLAINS ROAD","NY","1021575","246643","40.843531","-73.865498","211","13","23800","2040370001","BX37","Van Nest-Morris Park-Westchester Square","Katiria Rojas","Principal","718-239-5660","718-239-5665","11","X10C","COMMUNITY SCHOOL DISTRICT 11","VAUGHAN, CRISTINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 10- Bronx",,,,,"POINT (40.843531 -73.865498)"
"2019","331800011567","K567","Brooklyn Theatre Arts High School","331800011567","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2007-07-01T00:00:00.000","Open","K515","6565 FLATLANDS AVENUE","NY","1007307","170435","40.634451","-73.916927","318","46","95000","3079980005","BK50","Canarsie","DAVID WARD","Principal","718-968-1072","718-968-1065","18","HS06",,,"Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 1- Brooklyn South",,"HS06","HS Network 06 Superintendent Office","PRAYOR, MICHAEL","POINT (40.634451 -73.916927)"
"2019","331900010662","K662","Liberty Avenue Middle School","331900010662","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2013-07-01T00:00:00.000","Open","K302","350 LINWOOD STREET","NY","1016367","185988","40.677112","-73.884211","305","37","117000","3039690001","BK82","East New York","Kaia Nordtvedt","Principal","718-647-1301","718-647-1307","19","K819","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","Field Support Center - Brooklyn North",,"School Support Team 6- Brooklyn North",,,,,"POINT (40.677112 -73.884211)"
"2019","321200860965","X482","Dr. Richard Izquierdo Health and Science Charter S","321200860965","Charter","General Academic","Secondary School","06,07,08,09,10,11,12","06,07,08,09,10,11,12","2010-06-01T00:00:00.000","Open","X158","800 HOME STREET","NY","1011761","240567","40.826933","-73.900593","203","16","13100","2026710011","BX33","Longwood","Richard Burke","PRINCIPAL","718-378-0490","718-378-0492","12",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.826933 -73.900593)"
"2019","332100010090","K090","P.S. 90 Edna Cohen School","332100010090","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1965-07-01T00:00:00.000","Open","K090","2840 WEST  12 STREET","NY","989698","149928","40.578192","-73.980387","313","47","35000","3072660040","BK23","West Brighton","GRETA HAWKINS","Principal","718-787-3333","718-787-3335","21","K03G","COMMUNITY SCHOOL DISTRICT 21","DIMOLA, ISABEL","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 5- Brooklyn South",,,,,"POINT (40.578192 -73.980387)"
"2019","320900011250","X250","Eximius College Preparatory Academy: A College Boa","320900011250","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2005-07-01T00:00:00.000","Open","X002","1363 FULTON AVENUE","NY","1011149","243099","40.833884","-73.902794","203","16","14701","2029250056","BX01","Claremont-Bathgate","Jonathan Daly","Principal","718-992-7154","718-590-1081","9","HS09",,,"Field Support Center - Bronx","SAFFER, NANCY","School Support Team 2- Bronx",,"HS09","HS Network 09 Superintendent Office","ALCOFF, MICHAEL","POINT (40.833884 -73.902794)"
"2019","310200860819","M707","John V. Lindsay Wildcat Academy Charter School","310200860819","Charter","Transfer School","High school","09,10,11,12","09,10,11,12","2000-05-04T00:00:00.000","Open","MAEG","17 BATTERY PLACE","NY","979859","196348","40.705605","-74.015837","101","1","1300","1000157501","MN25","Battery Park City-Lower Manhattan","Ron Tabano/Marc Donald","PRINCIPAL","212-209-6006","212-635-3874","2",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.705605 -74.015837)"
"2019","331400011071","K071","Juan Morel Campos Secondary School","331400011071","DOE","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","1970-07-01T00:00:00.000","Open","K071","215 HEYWARD STREET","NY","997197","195765","40.703996","-73.953304","301","33","52900","3022270001","BK72","Williamsburg","ESTHER SHALI OGLI","Principal","718-302-7900","718-302-7979","14","K814","COMMUNITY SCHOOL DISTRICT 14","WINNICKI, ALICJA","Field Support Center - Brooklyn North",,"School Support Team 4- Brooklyn North",,,,,"POINT (40.703996 -73.953304)"
"2019","332000010160","K160","P.S. 160 William T. Sampson","332000010160","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1909-07-01T00:00:00.000","Open","K160","5105 Fort Hamilton Parkway","NY","984515","171328","40.636932","-73.999045","312","44","22000","3056530021","BK88","Borough Park","MARGARET RUSSO","Principal","718-438-0337","718-871-7920","20","K820","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South",,,,,"POINT (40.636932 -73.999045)"
"2019","310600011423","M423","High School for Excellence and Innovation","310600011423","DOE","Transfer School","High school","09,10,11,12,SE","08,09,10,11,12","2009-07-01T00:00:00.000","Open","M052","650 ACADEMY STREET","NY","1004866","254632","40.865556","-73.925464","112","10","29100","1022330020","MN01","Marble Hill-Inwood","TYONA WASHINGTON","Principal","212-569-1022","212-569-1190","6","HS10",,,"Field Support Center - Manhattan","CHU, YUET","School Support Team 2- Manhattan",,"HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","POINT (40.865556 -73.925464)"
"2019","320900010073","X073","P.S. 073 Bronx","320900010073","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1926-07-01T00:00:00.000","Open","X073","1020 ANDERSON AVENUE","NY","1004613","242628","40.832609","-73.926415","204","8","18900","2025040082","BX26","Highbridge","Vivian Bueno","I.A. Principal","718-681-6776","718-681-6749","9","X809","COMMUNITY SCHOOL DISTRICT 09","RODRIGUEZ-ROSARIO, LETICIA","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 8- Bronx",,,,,"POINT (40.832609 -73.926415)"
"2019","331500860878","K362","Hellenic Classical Charter School","331500860878","Charter","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08","2005-07-01T00:00:00.000","Open","KAWR","646 FIFTH AVENUE","NY","986399","180820","40.662985","-73.992254","307","38","14300","3006340034","BK37","Park Slope-Gowanus","Christina Tettonis","PRINCIPAL","718-499-0957","718-499-0959","15",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.662985 -73.99225400000002)"
"2019","331900010202","K202","P.S. 202 Ernest S. Jenkyns","331900010202","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1925-07-01T00:00:00.000","Open","K202","982 HEGEMAN AVENUE","NY","1018627","181876","40.665817","-73.876084","305","42","111600","3044770001","BK82","East New York","Ronald James Jr","I.A. Principal","718-649-7880","718-927-2173","19","K819","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","Field Support Center - Brooklyn North",,"School Support Team 6- Brooklyn North",,,,,"POINT (40.665817 -73.876084)"
"2019","321100010096","X096","P.S. 096 Richard Rodgers","321100010096","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1930-07-01T00:00:00.000","Open","X096","2385 OLINVILLE AVENUE","NY","1020490","252892","40.86073","-73.868986","211","15","33201","2043410013","BX07","Bronxdale","MARTA GARCIA","Principal","718-652-4959","718-231-2889","11","X10C","COMMUNITY SCHOOL DISTRICT 11","VAUGHAN, CRISTINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 9- Bronx",,,,,"POINT (40.86073 -73.868986)"
"2019","321000011353","X353","World View High School","321000011353","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2013-07-01T00:00:00.000","Open","X440","100 WEST MOSHOLU PARKWAY SOUTH","NY","1014942","259890","40.879958","-73.889011","207","11","40900","2032510201","BX28","Van Cortlandt Village","Martin Hernandez","Principal","718-601-0391","718-601-0821","10","HS07",,,"Affinity Group",,"School Support Team 2- Affinity Group",,"HS07","HS Network 07 Superintendent Office","CINTRON, RICHARD","POINT (40.879958 -73.889011)"
"2019","321100010287","X287","North Bronx School of Empowerment","321100010287","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08,SE","2005-07-01T00:00:00.000","Open","X113","3710 BARNES AVENUE","NY","1022929","260153","40.880649","-73.860126","212","12","39000","2046750020","BX44","Williamsbridge-Olinville","Magdalen Neyra","Principal","718-652-0519","718-652-0428","11","X10C","COMMUNITY SCHOOL DISTRICT 11","VAUGHAN, CRISTINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 9- Bronx",,,,,"POINT (40.880649 -73.860126)"
"2019","320900010114","X114","P.S. X114 - Luis Llorens Torres Schools","320900010114","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04","1941-07-01T00:00:00.000","Open","X114","1155 CROMWELL AVENUE","NY","1005475","243492","40.834979","-73.923297","204","16","6300","2024950100","BX63","West Concourse","OLIVIA FRANCIS WEBBER","Principal","718-681-7507","718-681-7519","9","X809","COMMUNITY SCHOOL DISTRICT 09","RODRIGUEZ-ROSARIO, LETICIA","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 8- Bronx",,,,,"POINT (40.834979 -73.923297)"
"2019","321200010314","X314","Fairmont Neighborhood School","321200010314","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","2013-07-01T00:00:00.000","Open","X050","1550 VYSE AVENUE","NY","1015521","243215","40.834188","-73.886995","203","17","15700","2029960010","BX75","Crotona Park East","MONIQUE HIBBERT","I.A. Principal","718-860-5210","718-860-5215","12","X812","COMMUNITY SCHOOL DISTRICT 12","ROSADO, JACQUELINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 5- Bronx",,,,,"POINT (40.834188 -73.886995)"
"2019","310200011438","M438","International High School at Union Square","310200011438","DOE","General Academic","High school","09,10,11,12","09,10,11,12","2010-07-01T00:00:00.000","Open","M460","40 IRVING PLACE","NY","987835","207189","40.735361","-73.987064","106","2","5000","1008720057","MN21","Gramercy","VADEWATIE RAMSUCHIT","Principal","212-533-2560","212-228-2946","2","HS12",,,"Affinity Group",,"School Support Team 4- Affinity Group",,"HS12","H.S. Network 12 Superintendent Office","PELLES, KATHY","POINT (40.735361 -73.987064)"
"2019","321100011513","X513","New World High School","321100011513","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","X362","921 EAST 228TH STREET","NY","1024974","262923","40.888242","-73.852714","212","12","40400","2048640035","BX44","Williamsbridge-Olinville","MITHAT GASHI","Principal","718-696-3800","718-696-3801","11","HS02",,,"Field Support Center - Bronx","SAFFER, NANCY","School Support Team 2- Bronx",,"HS02","HS Network 02 Superintendent Office","STAPLE, CARRON","POINT (40.888242 -73.852714)"
"2019","331900860993","K680","Achievement First Aspire Charter School","331900860993","Charter","General Academic","Elementary","0K,01,02,03,04,05,06","0K,01,02,03,04,05,06,07,08","2013-07-01T00:00:00.000","Open","K202","982 HEGEMAN AVENUE","NY","1018627","181876","40.665817","-73.876084","305","42","111600","3044770001","BK82","East New York","Sarah Iannucci/Zachary Segall","PRINCIPAL","718-623-2660","718-622-5998","19",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.665817 -73.876084)"
"2019","307500011169","M169","P.S. M169 - Robert F. Kennedy","307500011169","DOE","Special Education","K-12 all grades","0K,01,02,03,04,05,06,07,08,09,10,11,SE","01,02,03,04,05,06,07,08,09,10,11,12,SE","1973-07-01T00:00:00.000","Open","M169","110 EAST  88 STREET","NY","996548","223746","40.780798","-73.955594","108","4","14802","1015167502","MN40","Upper East Side-Carnegie Hill","ELEYNA RIVAS","Principal","212-348-6140","212-996-8245","2","DA75","CITYWIDE SPECIAL EDUCATION","LOUISSAINT, KETLER","D75 CITYWIDE FSC","Tillman Roberto","Children First Network 754",,,,,"POINT (40.780798 -73.955594)"
"2019","321000010382","X382","Elementary School for Math, Science, and Technolog","321000010382","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","2008-07-01T00:00:00.000","Open","X079","125 EAST 181 STREET","NY","1011045","250915","40.855337","-73.903139","205","14","23704","2031700001","BX40","Fordham South","AVON CONNELL COWELL","Principal","718-933-8061","718-933-8157","10","X810","COMMUNITY SCHOOL DISTRICT 10","HULLA, MARIBEL","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 3- Bronx",,,,,"POINT (40.855337 -73.90313900000001)"
"2019","321000010007","X007","Milton Fein School","321000010007","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1929-07-01T00:00:00.000","Open","X007","3201 KINGSBRIDGE AVENUE","NY","1010327","260469","40.881562","-73.905697","208","11","28700","2057560195","BX29","Spuyten Duyvil-Kingsbridge","MIOSOTIS RAMOS","Principal","718-796-8695","718-796-7204","10","X810","COMMUNITY SCHOOL DISTRICT 10","HULLA, MARIBEL","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 4- Bronx",,,,,"POINT (40.881562 -73.905697)"
"2019","331400011488","K488","Brooklyn Preparatory High School","331400011488","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","K650","257 NORTH  6 STREET","NY","996776","199978","40.715561","-73.954815","301","33","51900","3023300011","BK73","North Side-South Side","Noah Lansner","Principal","718-486-2550","718-486-2505","14","HS05",,,"Field Support Center - Brooklyn North",,"School Support Team 1- Brooklyn North",,"HS05","HS Network 05 Superintendent Office","ROSS, JANICE","POINT (40.715561 -73.954815)"
"2019","310200011560","M560","High School M560 - City As School","310200011560","DOE","Transfer School","High school","10,11,12","09,10,11,12","1999-07-01T00:00:00.000","Open","M641","16 CLARKSON STREET","NY","982544","204890","40.729052","-74.006155","102","3","6700","1005810054","MN23","West Village","Rachel Seher","I.A. Principal","212-337-6800","212-337-6875","2","HS10",,,"Affinity Group",,"School Support Team 5- Affinity Group",,"HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","POINT (40.729052 -74.006155)"
"2019","331700011524","K524","International High School at Prospect Heights","331700011524","DOE","General Academic","High school","09,10,11,12","09,10,11,12","2004-09-08T00:00:00.000","Open","K440","883 CLASSON AVENUE","NY","995155","183307","40.669805","-73.960689","309","35","21300","3011870001","BK63","Crown Heights South","Nedda De Castro","Principal","718-230-6333","718-230-6322","17","HS12",,,"Affinity Group",,"School Support Team 4- Affinity Group",,"HS12","H.S. Network 12 Superintendent Office","PELLES, KATHY","POINT (40.669805 -73.960689)"
"2019","320800011349","X349","Bronx River High School","320800011349","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2013-07-01T00:00:00.000","Open","X405","3000 EAST TREMONT AVENUE","NY","1028637","245271","40.839775","-73.839583","210","13","19400","2053680001","BX52","Schuylerville-Throgs Neck-Edgewater Park","Gregory Fucheck","Principal","718-904-4210","718-904-4209","11","HS02",,,"Field Support Center - Bronx","SAFFER, NANCY","School Support Team 2- Bronx",,"HS02","HS Network 02 Superintendent Office","STAPLE, CARRON","POINT (40.839775 -73.839583)"
"2019","331400861022","K125","Success Academy Charter School - Bed-Stuy 2","331400861022","Charter","General Academic","Elementary","0K,01,02,03,04","0K,01,02,03,04","2012-07-01T00:00:00.000","Open","K059","211 THROOP AVENUE","NY","999978","193443","40.697619","-73.943279","303","36","28502","3017490001","BK35","Stuyvesant Heights","Brittany Roberti","PRINCIPAL","718-704-1439","646-349-3972","14",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.697619 -73.943279)"
"2019","331900010292","K292","J.H.S. 292 Margaret S. Douglas","331900010292","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1967-07-01T00:00:00.000","Open","K292","301 VERMONT STREET","NY","1013843","183977","40.671601","-73.893319","305","42","114400","3037400001","BK85","East New York (Pennsylvania Ave)","Ahmed Edwards","Principal","718-498-6562","718-345-3327","19","K819","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","Field Support Center - Brooklyn North",,"School Support Team 6- Brooklyn North",,,,,"POINT (40.671601 -73.893319)"
"2019","331900010819","K819","District 19 Superintendent Office","331900010819","DOE","General Academic","Community School District",,,"1999-07-01T00:00:00.000","Open","K190","590 SHEFFIELD AVENUE","NY","1013415","180567","40.662243","-73.894877","305","42","112800","3038380018","BK85","East New York (Pennsylvania Ave)","THOMAS MCBRYDE JR","CSD Superintendent","718-240-2700",,"19",,"THE CHANCELLOR'S DISTRICT 85",,,,,,,,,"POINT (40.662243 -73.894877)"
"2019","310100011650","M650","Cascades High School","310100011650","DOE","Transfer School","High school","09,10,11,12","09,10,11,12","1998-01-05T00:00:00.000","Open","M510","198 FORSYTH STREET","NY","986892","202472","40.722415","-73.990468","103","1","3601","1004220072","MN27","Chinatown","Claire Sheehan","Principal","646-654-1261","646-654-1742","1","HS10",,,"Field Support Center - Manhattan","CHU, YUET","School Support Team 2- Manhattan",,"HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","POINT (40.722415 -73.990468)"
"2019","310300010250","M250","M.S. 250 West Side Collaborative Middle School","310300010250","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-06-22T00:00:00.000","Open","M075","735 WEST END AVENUE","NY","991450","228958","40.795109","-73.973996","107","6","18300","1012530065","MN12","Upper West Side","Novella Bailey","Principal","212-866-6313","212-678-5295","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan",,,,,"POINT (40.795109 -73.973996)"
"2019","321100010370","X370","Leaders of Tomorrow","321100010370","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2007-07-01T00:00:00.000","Open","X113","3710 BARNES AVENUE","NY","1022929","260153","40.880649","-73.860126","212","12","39000","2046750020","BX44","Williamsbridge-Olinville","Joseph Biernat","Principal","718-994-1028","718-345-3327","11","X10C","COMMUNITY SCHOOL DISTRICT 11","VAUGHAN, CRISTINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 9- Bronx",,,,,"POINT (40.880649 -73.860126)"
"2019","331500010443","K443","New Voices School of Academic & Creative Arts","331500010443","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2003-07-01T00:00:00.000","Open","K845","330 18 STREET","NY","987373","180026","40.660805","-73.988743","307","38","14700","3008800001","BK32","Sunset Park West","FRANK GIORDANO","Principal","718-965-0390","718-965-0603","15","K815","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","Field Support Center - Brooklyn North",,"School Support Team 5- Brooklyn North",,,,,"POINT (40.660805 -73.988743)"
"2019","332100010226","K226","P.S. 226 Alfred De B. Mason","332100010226","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1930-07-01T00:00:00.000","Open","K226","6006 23 AVENUE","NY","990608","163486","40.615405","-73.977099","312","44","44600","3065490024","BK88","Borough Park","Evan Klein","Principal","718-234-4940","718-234-4945","21","K03G","COMMUNITY SCHOOL DISTRICT 21","DIMOLA, ISABEL","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 5- Brooklyn South",,,,,"POINT (40.615405 -73.977099)"
"2019","320700011473","X473","Mott Haven Village Preparatory High School","320700011473","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2001-07-01T00:00:00.000","Open","X470","701 ST. ANNS AVENUE","NY","1008709","237324","40.818041","-73.911633","201","17","7100","2023590240","BX34","Melrose South-Mott Haven North","Melanie Williams","Principal","718-402-0571","718-665-2363","7","HS09",,,"Field Support Center - Bronx","SAFFER, NANCY","School Support Team 1- Bronx",,"HS09","HS Network 09 Superintendent Office","ALCOFF, MICHAEL","POINT (40.818041 -73.91163300000001)"
"2019","331500011592","K592","Khalil Gibran International Academy","331500011592","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2007-07-01T00:00:00.000","Open","K806","362 SCHERMERHORN STREET","NY","989844","189259","40.686147","-73.979829","302","33","3900","3001740001","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","WINSTON HAMANN","Principal","718-237-2502","718-488-1724","15","HS07",,,"Affinity Group",,"School Support Team 3- Affinity Group",,"HS07","HS Network 07 Superintendent Office","CINTRON, RICHARD","POINT (40.686147 -73.979829)"
"2019","331300011430","K430","Brooklyn Technical High School","331300011430","DOE","General Academic","High school","09,10,11,12","09,10,11,12","1933-07-01T00:00:00.000","Open","K430","29 FT GREENE PLACE","NY","990785","190261","40.688896","-73.976435","302","35","3300","3020980013","BK68","Fort Greene","David Newman","I.A. Principal","718-804-6400","718-260-9245","13","HS05",,,"Field Support Center - Brooklyn North",,"School Support Team 1- Brooklyn North",,"HS05","HS Network 05 Superintendent Office","ROSS, JANICE","POINT (40.688896 -73.976435)"
"2019","331900860891","K359","The Uft Charter School","331900860891","Charter","General Academic","High school","09,10,11,12,SE","09,10,11,12","2005-07-01T00:00:00.000","Open","K166","800 VAN SICLEN AVE","NY","1015961","179729","40.659934","-73.885704","305","42","110400","3043490050","BK82","East New York","Justin A. Davis","PRINCIPAL","718-927-5540","718-922-0543","19",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.659934 -73.885704)"
"2019","320700011221","X221","South Bronx Preparatory: A College Board School","320700011221","DOE","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","2004-09-08T00:00:00.000","Open","X149","360 EAST 145 STREET","NY","1006159","235708","40.813612","-73.920851","201","8","4300","2023060054","BX39","Mott Haven-Port Morris","ELLEN FLANAGAN","Principal","718-292-2211","718-292-2172","7","HS02",,,"Field Support Center - Bronx","SAFFER, NANCY","School Support Team 1- Bronx",,"HS02","HS Network 02 Superintendent Office","STAPLE, CARRON","POINT (40.813612 -73.920851)"
"2019","332200010109","K109","P.S. 109","332200010109","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","1995-09-08T00:00:00.000","Open","K395","1001 EAST  45 STREET","NY","1002818","170938","40.635842","-73.933099","317","45","83600","3050220002","BK91","East Flatbush-Farragut","Kerdy Bertrand","Principal","718-693-3426","718-693-3072","22","K822","COMMUNITY SCHOOL DISTRICT 22","BOVE, JULIA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 6- Brooklyn South",,,,,"POINT (40.635842 -73.933099)"
