"bin","housenumber","streetname","borough","cbno","job_number","workpermitnumber","ahv_permit_number","ahvpermitstatus","variancetype","reasonforvariance","variance_start_date_time","variance_end_date_time","residence_200ft","enclosed_work","demolition","crane_use","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"1024686","3","TIMES SQUARE","MANHATTAN","105",,"M00547274-I1-GC","M8437125","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-02-10T18:00:00.000","2022-02-11T06:00:00.000","false","true","false","false","40.756376","-73.986713","5","3","119","1010140033","Midtown-Midtown South"
"1017244","437","FIFTH AVENUE","MANHATTAN","105",,"M00533623-I1-GC","M3719431","AHV Permit Issued","Initial","Public Safety","2021-10-06T18:00:00.000","2021-10-07T02:00:00.000","true","true","true","false","40.751427","-73.982372","5","4","82","1008680072","Murray Hill-Kips Bay"
"1015175","11","PENNSYLVANIA PLAZA","MANHATTAN","105",,"M00559179-I1-GC","M2474226","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-12-14T18:00:00.000","2021-12-15T00:00:00.000","true","true","true","false","40.749402","-73.991775","5","3","101","1008070001","Midtown-Midtown South"
"1034195","1100","AVENUE OF THE AMERICAS","MANHATTAN","105",,"M00449444-I1-GC, M00449434-I1-GC, M00449426-I1-GC, M00449424-I1-MS, M00449397-I1-MS","M4239360","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2022-01-16T07:00:00.000","2022-01-16T16:00:00.000","false","true","false","false","40.754937","-73.984036","5","4","96","1012580001","Midtown-Midtown South"
"1010508","657","GREENWICH STREET","MANHATTAN","102",,"M00628460-I1-ST","M5543067","AHV Permit Issued","Initial","Public Safety","2022-05-28T07:00:00.000","2022-05-28T17:00:00.000","true","true","false","false","40.73225","-74.007675","2","3","69","1006057501","West Village"
"3078654","763","KNICKERBOCKER AVENUE","BROOKLYN","304",,"B00716516-I1-FN","B2534586","AHV Permit Issued","Renewal","Public Safety","2022-06-24T18:00:00.000","2022-06-24T23:59:00.000","true","false","false","false","40.693293","-73.90864","4","37","437","3034060001","Bushwick North"
"3000170","117","ADAMS STREET","BROOKLYN","302",,"B00515418-I1-GC, B00519134-I1-MS","B5115507","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-12-31T18:00:00.000","2021-12-31T22:00:00.000","true","true","false","false","40.700633","-73.988661","2","33","13","3000760001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1024909","5","COLUMBUS CIRCLE","MANHATTAN","105",,"M00334079-I1-EW-SP","M4249260","AHV Permit Issued","Renewal","Public Safety","2021-05-17T18:00:00.000","2021-05-18T04:00:00.000","true","true","false","false","40.766759","-73.981571","5","4","137","1010290053","Midtown-Midtown South"
"2087375","3893","DYRE AVENUE","BRONX","212",,"X00629481-I1-GC","X3793905","AHV Permit Issued","Initial","City Construction Project","2022-03-28T00:00:00.000","2022-03-28T07:00:00.000","true","true","true","false","40.888925","-73.831306","12","12","484","2049470017","Eastchester-Edenwald-Baychester"
"1035421","270","PARK AVENUE","MANHATTAN","105","M00098827-I1","M00098827-I1-SH","M1818333","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2019-01-08T18:00:00.000","2019-01-09T06:00:00.000","true","false","false","false","40.755641","-73.975109","5","4","94","1012830021","Midtown-Midtown South"
"1020338","240","EAST   38 STREET","MANHATTAN","106",,"M00490122-I1-GC","M3961607","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2021-08-21T08:00:00.000","2021-08-21T16:00:00.000","true","true","true","false","40.747681","-73.974975","6","4","78","1009187501","Murray Hill-Kips Bay"
"4462119","135-05","20 AVENUE","QUEENS","407",,"Q00511160-I1-GC","Q7998682","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-09-11T23:00:00.000","2021-09-12T07:00:00.000","false","true","false","false","40.781665","-73.833647","7","19","945","4041430001","Whitestone"
"1035464","320","PARK AVENUE","MANHATTAN","105",,"M00498362-I1-ST","M7489386","AHV Permit Issued","Renewal","Public Safety","2021-09-27T18:00:00.000","2021-09-28T02:00:00.000","false","true","false","false","40.75745","-73.973798","5","4","102","1012860035","Midtown-Midtown South"
"1083025","125","WEST END AVENUE","MANHATTAN","107",,"M00418472-I1-MS, M00427981-I1-ST, 140983390-01-EW-OT","M7846317","AHV Permit Issued","Initial","Public Safety","2021-07-22T18:00:00.000","2021-07-22T20:00:00.000","true","false","false","false","40.775674","-73.987504","7","6","151","1011710060","Lincoln Square"
"1036474","601","LEXINGTON AVENUE","MANHATTAN","106",,"M00690203-I1-GC, M00691399-I1-MS","M6677198","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-06-27T18:00:00.000","2022-06-28T02:00:00.000","true","true","false","false","40.758465","-73.970914","6","4","100","1013087501","Turtle Bay-East Midtown"
"4114293","140-15","SANFORD AVENUE","QUEENS","407",,"Q00448000-I1-GC","Q7231559","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2021-04-27T18:00:00.000","2021-04-28T02:00:00.000","true","true","true","false","40.757276","-73.826647","7","20","853","4050450001","Flushing"
"1022563","1440","BROADWAY","MANHATTAN","105","M00076465-I1","M00076465-I1-SH","M8427024","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2019-02-08T18:00:00.000","2019-02-09T03:00:00.000","true","false","false","false","40.754611","-73.986761","5","4","113","1009930011","Midtown-Midtown South"
"1026318","10","COLUMBUS CIRCLE","MANHATTAN","104",,"123874682-01-EW-OT, 123874682-02-EW-OT, M00319816-I1-MS, 123874691-01-EW-OT, 123874691-02-EW-OT, M00319288-I1-MS","M5695239","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2021-02-24T18:00:00.000","2021-02-24T22:00:00.000","true","true","false","false","40.768244","-73.982339","4","3","145","1010497501","Lincoln Square"
"3348849","2","HANSON PLACE","BROOKLYN","302",,"B00607068-I1-GC, B00607068-S2-ST","B9694047","AHV Permit Issued","Initial","Public Safety","2022-06-23T18:00:00.000","2022-06-23T22:00:00.000","true","true","true","false","40.685093","-73.977728","2","35","35","3020017501","Fort Greene"
"5088080","368","SLEIGHT AVENUE","STATEN ISLAND","503",,"S00509020-I1-GC-CX","S5479535","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-02-05T09:00:00.000","2022-02-05T16:00:00.000","true","false","false","false","40.508622","-74.241739","3","51","24401","5078930007","Charleston-Richmond Valley-Tottenville"
"1010378","345","HUDSON STREET","MANHATTAN","102","M00024520-I1","M00024520-I1-SH","M2124776","AHV Permit Issued","Initial","Public Safety","2019-07-18T20:00:00.000","2019-07-19T06:00:00.000","true","false","false","false","40.72754","-74.007295","2","3","37","1005980058","SoHo-TriBeCa-Civic Center-Little Italy"
"5107239","1860","FOREST AVENUE","STATEN ISLAND","501",,"S00632422-I1-FN, S00632422-I1-SH, S00632422-I1-SF","S9236248","AHV Permit Issued","Renewal","City Construction Project","2022-04-16T08:00:00.000","2022-04-16T17:00:00.000","true","false","true","true","40.625369","-74.15097","1","49","30302","5017060001","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"1035365","529","FIFTH AVENUE","MANHATTAN","105",,"M00613963-I1-GC, M00613982-I1-MS","M4710454","AHV Permit Issued","Renewal","Public Safety","2022-01-17T18:00:00.000","2022-01-18T02:00:00.000","false","false","false","false","40.754467","-73.979455","5","4","94","1012780069","Midtown-Midtown South"
"1016951","295","5 AVENUE","MANHATTAN","105",,"M00318610-I1-MS, M00348205-I1-ST, 123842538-01-AL","M6804259","AHV Permit Issued","Renewal","Public Safety","2021-09-13T18:00:00.000","2021-09-13T23:00:00.000","true","true","true","false","40.746333","-73.986084","5","4","74","1008600001","Midtown-Midtown South"
"2092094","1481","WASHINGTON AVENUE","BRONX","203","X00217298-I1","X00217298-I1-SH","X7265284","AHV Permit Issued","Initial","Emergency Work","2019-11-18T18:00:00.000","2019-11-18T22:00:00.000","true","false","false","false","40.837259","-73.903567","3","16","14702","2029020036","Claremont-Bathgate"
"3348771","15","METROTECH CENTER","BROOKLYN","302",,"B00490736-I1-GC, B00490564-I1-MS","B7731164","AHV Permit Issued","Initial","Public Safety","2021-05-20T18:00:00.000","2021-05-21T04:00:00.000","true","true","true","false","40.693707","-73.984786","2","33","15","3020470040","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1012268","601","WEST   26 STREET","MANHATTAN","104",,"M00599207-I1-GC","M6657866","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-02-15T18:00:00.000","2022-02-16T02:00:00.000","true","true","false","false","40.750934","-74.005955","4","3","99","1006720001","Hudson Yards-Chelsea-Flatiron-Union Square"
"1015867","950","6 AVENUE","MANHATTAN","105","M00033521-I1","M00033521-I1-SH","M4119376","AHV Permit Issued","Initial","Public Safety","2019-12-09T00:00:00.000","2019-12-09T06:00:00.000","true","false","false","false","40.750283","-73.9874","5","4","76","1008367502","Midtown-Midtown South"
"1080258","52","GANSEVOORT STREET","MANHATTAN","102",,"M00526226-I1-GC, M00516355-I1-MS","M1270411","AHV Permit Issued","Initial","Public Safety","2022-04-16T07:00:00.000","2022-04-16T17:00:00.000","true","true","false","false","40.739389","-74.006928","2","3","79","1006430049","West Village"
"1089439","250","WEST   55 STREET","MANHATTAN","105",,"M00631380-I1-GC, M00681021-I1-MS","M3382004","AHV Permit Issued","Initial","Public Safety","2022-04-15T18:00:00.000","2022-04-16T02:00:00.000","true","true","false","false","40.765016","-73.982896","5","3","137","1010260055","Midtown-Midtown South"
"5014176","100","TOMPKINS AVENUE","STATEN ISLAND","501",,"S00605055-I1-SH","S2927798","AHV Permit Issued","Initial","City Construction Project","2022-01-10T18:00:00.000","2022-01-10T23:59:00.000","true","false","false","false","40.622262","-74.07841","1","49","29","5005450110","Stapleton-Rosebank"
"1036185","230","PARK AVENUE","MANHATTAN","105",,"M00453175-I1-GC","M6428532","AHV Permit Issued","Initial","Public Safety","2021-04-26T18:00:00.000","2021-04-27T02:00:00.000","false","true","true","false","40.754508","-73.975951","5","4","92","1013000001","Turtle Bay-East Midtown"
"1037596","733","3 AVENUE","MANHATTAN","106",,"M00615397-I1-GC","M4206630","AHV Permit Issued","Initial","Public Safety","2021-12-18T09:00:00.000","2021-12-18T17:00:00.000","true","false","true","false","40.753074","-73.972753","6","4","90","1013190047","Turtle Bay-East Midtown"
"1026318","10","COLUMBUS CIRCLE","MANHATTAN","104",,"140899847-01-EW-OT, 140899838-01-EW-OT, M00345877-I1-MS, M00345927-I1-MS","M2527122","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-06-26T07:00:00.000","2021-06-26T17:00:00.000","true","true","false","false","40.768244","-73.982339","4","3","145","1010497501","Lincoln Square"
"1000880","80","PINE STREET","MANHATTAN","101",,"M00499287-I1-GC","M7219343","AHV Permit Issued","Initial","Public Safety","2021-09-23T18:00:00.000","2021-09-23T22:00:00.000","true","true","false","false","40.705892","-74.007181","1","1","7","1000390012","Battery Park City-Lower Manhattan"
"1083722","859","7 AVENUE","MANHATTAN","105","M00065816-I1","M00065816-I1-SH","M6200497","AHV Permit Issued","Initial","Public Safety","2020-03-03T20:00:00.000","2020-03-04T03:00:00.000","true","false","false","false","40.764313","-73.980903","5","4","137","1010080001","Midtown-Midtown South"
"4099024","18-31","131 STREET","QUEENS","407",,"Q00598001-I1-GC","Q8829946","AHV Permit Issued","Renewal","City Construction Project","2022-06-13T18:00:00.000","2022-06-14T00:00:00.000","false","false","true","false","40.782958","-73.837713","7","19","945","4041370001","Whitestone"
"1071414","1166","AVENUE OF THE AMERICAS","MANHATTAN","105",,"M00445431-I1-GC","M9689916","AHV Permit Issued","Initial","Public Safety","2021-07-07T18:00:00.000","2021-07-08T00:00:00.000","true","true","false","false","40.757004","-73.982526","5","4","96","1012617501","Midtown-Midtown South"
"1085494","1568 Air","BROADWAY","MANHATTAN",,,,"M8232119","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-05-08T00:00:00.000","2022-05-08T23:59:00.000","true","false","false","true","40.759055","-73.98471","5","4","125","1009999062","Midtown-Midtown South"
"1022661","1560","BROADWAY","MANHATTAN","105",,"M00530017-I1-ST","M4798144","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-07-29T18:00:00.000","2021-07-29T21:30:00.000","true","true","false","false","40.75886","-73.984843","5","4","125","1009990003","Midtown-Midtown South"
"1014130","216","WEST   23 STREET","MANHATTAN","104",,"M00497934-I1-GC","M2503367","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-10-23T09:00:00.000","2021-10-23T17:00:00.000","true","false","false","false","40.744407","-73.996402","4","3","91","1007720064","Hudson Yards-Chelsea-Flatiron-Union Square"
"1071457","399","PARK AVENUE","MANHATTAN","105",,"M00558619-I1-GC","M8936616","AHV Permit Issued","Initial","Public Safety","2022-06-06T18:00:00.000","2022-06-07T07:00:00.000","true","true","false","false","40.759541","-73.972245","5","4","100","1013087502","Turtle Bay-East Midtown"
"1026318","10","COLUMBUS CIRCLE","MANHATTAN","104",,"123874691-01-EW-OT, 123874691-02-EW-OT, 140906287-01-EW-OT, M00319288-I1-MS","M3909881","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2020-09-30T18:00:00.000","2020-09-30T22:00:00.000","true","true","false","false","40.768244","-73.982339","4","3","145","1010497501","Lincoln Square"
"2086823","2280","AQUEDUCT AVENUE","BRONX","207",,"X00605810-I1-FN, X00605810-I1-SF, X00605810-I1-SH","X8885314","AHV Permit Issued","Initial","City Construction Project","2022-04-28T18:00:00.000","2022-04-28T23:59:00.000","true","false","false","false","40.859686","-73.906495","7","14","253","2032090001","Kingsbridge Heights"
"1069590","151","WEST 54 STREET","MANHATTAN","105","M00098168-I1","M00098168-I1-SH","M7819509","AHV Permit Rejected","Initial","Public Safety","2020-03-23T21:00:00.000","2020-03-24T06:00:00.000","true","false","false","false","40.763245","-73.980582","5","4","137","1010070005","Midtown-Midtown South"
"1035775","55","EAST   55 STREET","MANHATTAN","105",,"M00625691-I1-GC","M2318728","AHV Permit Issued","Renewal","Public Safety","2022-01-20T22:00:00.000","2022-01-21T00:00:00.000","true","true","false","false","40.760795","-73.972822","5","4","102","1012910051","Midtown-Midtown South"
"1037545","655","3 AVENUE","MANHATTAN","106",,"M00216082-I1-MS","M5747999","Approved","Initial","Public Safety","2020-07-18T07:00:00.000","2020-07-18T17:00:00.000","false","true","true","false","40.750569","-73.974577","6","4","88","1013150001","Turtle Bay-East Midtown"
"1071457","399","PARK AVENUE","MANHATTAN","105",,"M00509140-I1-GC, M00507432-I1-MS","M8196187","AHV Permit Issued","Initial","Public Safety","2022-01-24T18:00:00.000","2022-01-25T07:00:00.000","true","true","false","false","40.759541","-73.972245","5","4","100","1013087502","Turtle Bay-East Midtown"
"4215612","159-26","JAMAICA AVENUE","QUEENS","412",,"Q00652433-I1-GC","Q1884716","AHV Permit Issued","Initial","Public Safety","2022-05-18T18:00:00.000","2022-05-19T07:00:00.000","false","true","false","false","40.703473","-73.799846","12","27","44601","4101000001","Jamaica"
"1026318","10","COLUMBUS CIRCLE","MANHATTAN","104",,"123874682-01-EW-OT, 123874682-02-EW-OT, 140906232-01-EW-OT, M00319816-I1-MS","M5886554","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2020-09-28T18:00:00.000","2020-09-28T22:00:00.000","true","true","false","false","40.768244","-73.982339","4","3","145","1010497501","Lincoln Square"
"2000391","345","BROOK AVENUE","BRONX","201",,"X00601399-I1-FN","X7778115","AHV Permit Issued","Initial","City Construction Project","2022-06-01T18:00:00.000","2022-06-01T22:00:00.000","true","false","false","false","40.81004","-73.917792","1","8","41","2022860036","Mott Haven-Port Morris"
"1008475","9","GREAT JONES STREET","MANHATTAN","102",,"M00549059-I1-GC-CX","M6521944","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-10-30T09:00:00.000","2021-10-30T16:00:00.000","true","true","false","false","40.727419","-73.993921","2","1","5502","1005300012","West Village"
"4430537","327","BEACH   19 STREET","QUEENS","414",,"Q00451561-I1-GC","Q2296186","AHV Permit Issued","Initial","Public Safety","2022-03-06T09:00:00.000","2022-03-06T17:00:00.000","true","false","false","false","40.598561","-73.75276","14","31","99801","4156360001","Far Rockaway-Bayswater"
"1000057","200","LIBERTY STREET","MANHATTAN","101",,"M00553245-I1-GC","M9734663","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2021-08-23T18:00:00.000","2021-08-24T03:00:00.000","true","true","true","false","40.711425","-74.015442","1","1","31704","1000160120","Battery Park City-Lower Manhattan"
"2000859","557","MELROSE AVENUE","BRONX","201",,"X00721408-I1-GC","X1885522","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-06-22T18:00:00.000","2022-06-22T23:30:00.000","false","true","false","false","40.816342","-73.917683","1","17","65","2023280025","Melrose South-Mott Haven North"
"1023157","787","SEVENTH AVENUE","MANHATTAN","105",,"M00336325-I1-MS, M00494773-I1-GC","M1021370","AHV Permit Issued","Initial","Public Safety","2021-08-09T18:00:00.000","2021-08-10T02:00:00.000","true","true","false","false","40.761955","-73.982622","5","4","131","1010040020","Midtown-Midtown South"
"1035448","609","5 AVENUE","MANHATTAN","105","M00028962-I1","M00028962-I1-SH","M4994373","AHV Permit Issued","Initial","Public Safety","2019-03-28T18:00:00.000","2019-03-29T06:00:00.000","true","false","false","false","40.757816","-73.977711","5","4","94","1012847501","Midtown-Midtown South"
"1012268","601","WEST   26 STREET","MANHATTAN","104",,"M00658829-I1-GC","M5007226","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-04-28T18:00:00.000","2022-04-29T02:00:00.000","true","true","true","false","40.750934","-74.005955","4","3","99","1006720001","Hudson Yards-Chelsea-Flatiron-Union Square"
"1035357","340","MADISON AVENUE","MANHATTAN","105",,"M00573060-I1-GC","M7046765","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-03-28T18:00:00.000","2022-03-29T02:00:00.000","true","true","true","false","40.753869","-73.978513","5","4","94","1012780014","Midtown-Midtown South"
"2072352","4140","HUTCHINSON RIVER PARKWAY","BRONX","210",,"X00637634-I1-FN, X00637634-I1-SH","X7701994","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-04-11T18:00:00.000","2022-04-11T23:59:00.000","true","true","true","false","40.864676","-73.824303","10","12","302","2051350200","Co-op City"
"1085735","200","PARK AVENUE","MANHATTAN","105",,"M00472239-I1-GC, M00479824-I1-MS","M3412731","AHV Permit Issued","Initial","Public Safety","2022-03-25T18:00:00.000","2022-03-26T02:00:00.000","false","true","false","false","40.754162","-73.976557","5","4","92","1012809010","Turtle Bay-East Midtown"
"1035071","9","WEST   57 STREET","MANHATTAN","105",,"M00472005-I1-GC","M9425226","AHV Permit Issued","Renewal","Public Safety","2021-11-22T18:00:00.000","2021-11-22T19:59:00.000","true","false","false","false","40.763255","-73.974633","5","4","11201","1012730022","Midtown-Midtown South"
"1077286","1","ROCKEFELLER PLAZA","MANHATTAN","105",,"M00482902-I1-GC","M4867010","AHV Permit Issued","Initial","Public Safety","2021-04-20T18:00:00.000","2021-04-21T06:00:00.000","false","true","true","false","40.757904","-73.979288","5","4","96","1012640005","Midtown-Midtown South"
"1035385","420","LEXINGTON AVENUE","MANHATTAN","105",,"M00506817-I1-MS","M9410545","AHV Permit Issued","Initial","Public Safety","2021-11-03T22:00:00.000","2021-11-04T06:00:00.000","false","true","false","false","40.752262","-73.975464","5","4","92","1012807501","Turtle Bay-East Midtown"
"1024895","888","SEVENTH AVENUE","MANHATTAN","105",,"M00518441-I1-GC","M8015487","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-08-20T06:00:00.000","2021-08-20T07:00:00.000","true","true","false","false","40.765015","-73.980416","5","4","137","1010280029","Midtown-Midtown South"
"3002558","210","JORALEMON STREET","BROOKLYN","302",,"B00641149-I1-GC","B3365982","AHV Permit Issued","Renewal","City Construction Project","2022-06-27T18:00:00.000","2022-06-28T02:30:00.000","false","true","false","false","40.692459","-73.990491","2","33","9","3002667501","Brooklyn Heights-Cobble Hill"
"3224947","956","EAST   82 STREET","BROOKLYN","318",,"B00572301-I1-FN","B5777864","AHV Permit Issued","Initial","City Construction Project","2022-06-06T18:00:00.000","2022-06-06T22:00:00.000","true","false","false","false","40.635553","-73.91079","18","46","956","3080180001","Canarsie"
"3335899","422","FULTON STREET","BROOKLYN","302",,"320908899-01-AL, B00508264-I1-ST","B1139475","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-10-02T09:00:00.000","2021-10-02T17:00:00.000","true","true","true","false","40.690891","-73.985951","2","33","37","3001567502","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1085972","300","MADISON AVENUE","MANHATTAN","105",,"M00597774-I1-GC","M8764008","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-11-05T18:00:00.000","2021-11-06T01:00:00.000","false","false","true","false","40.752236","-73.979712","5","4","82","1012760058","Murray Hill-Kips Bay"
"1087268","1","BRYANT PARK","MANHATTAN","105",,"M00483761-I1-GC","M9883757","AHV Permit Issued","Initial","Public Safety","2021-06-07T18:00:00.000","2021-06-08T02:00:00.000","true","true","true","false","40.755182","-73.98388","5","4","119","1009950033","Midtown-Midtown South"
"1090274","415","10 AVENUE","MANHATTAN",,,,"M1277121","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2021-08-14T00:01:00.000","2021-08-14T23:59:00.000","true","true","false","true","40.754074","-73.999513","4","3","99","1007050039","Hudson Yards-Chelsea-Flatiron-Union Square"
"1051513","1249","5 AVENUE","MANHATTAN","111",,"M00338814-I1-PL","M8923710","AHV Permit Issued","Renewal","Emergency Work","2021-09-18T07:00:00.000","2021-09-18T18:00:00.000","true","true","false","false","40.794181","-73.951175","11","8","168","1016110001","East Harlem South"
"1071457","399","PARK AVENUE","MANHATTAN","105",,"M00606372-I1-GC","M2502122","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-05-14T07:00:00.000","2022-05-14T17:00:00.000","true","true","true","false","40.759541","-73.972245","5","4","100","1013087502","Turtle Bay-East Midtown"
"1016063","1","UNION SQUARE WEST","MANHATTAN","105",,"M00452152-I1-SF","M6212236","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-08-16T18:00:00.000","2021-08-17T03:00:00.000","true","true","false","false","40.735319","-73.99165","5","2","52","1008420021","Hudson Yards-Chelsea-Flatiron-Union Square"
"1022624","160","WEST 45 STREET","MANHATTAN","105",,"123895026-03-EW-OT, M00296288-I1-ST, 123895026-01-EW-OT, 123895026-02-EW-MH, 123895026-03-EW-OT, 123895026-01-EW-OT, 123895026-02-EW-MH, 123895026-03-EW-OT, 123895026-01-EW-OT, 123895026-02-EW-MH","M5104192","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-11-07T07:00:00.000","2021-11-07T17:00:00.000","true","true","false","false","40.75746","-73.984349","5","4","119","1009970001","Midtown-Midtown South"
"1090952","185","BROADWAY","MANHATTAN","101",,"M00266049-I1-SH","M8837066","AHV Permit Issued","Initial","Public Safety","2022-04-11T18:00:00.000","2022-04-12T06:00:00.000","true","false","false","false","40.710163","-74.009696","1","1","13",,"Battery Park City-Lower Manhattan"
"1035778","590","MADISON AVENUE","MANHATTAN","105",,"M00587340-I1-GC","M6031370","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-01-11T18:00:00.000","2022-01-12T00:00:00.000","true","true","false","false","40.762146","-73.972479","5","4","11202","1012920015","Midtown-Midtown South"
"1076262","30","ROCKEFELLER PLAZA","MANHATTAN","105",,"M00419612-I1-EW-SP","M7357319","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-04-09T18:00:00.000","2021-04-09T23:59:00.000","false","true","false","false","40.758754","-73.978692","5","4","104","1012657501","Midtown-Midtown South"
"1034194","476","5 AVENUE","MANHATTAN","105",,"M00514553-I1-GC","M5716223","AHV Permit Issued","Initial","Public Safety","2022-02-09T18:00:00.000","2022-02-10T06:00:00.000","true","true","true","false","40.752725","-73.981452","5","4","84","1012570001","Midtown-Midtown South"
"4618758","71-17","ROOSEVELT AVENUE","QUEENS","403",,"Q00348078-I1-MS, 440593993-01-EW-OT","Q4055188","AHV Permit Issued","Initial","Emergency Work","2020-10-29T00:00:00.000","2020-10-29T06:59:00.000","true","false","false","false","40.746565","-73.894243","3","25","265","4012827501","Elmhurst-Maspeth"
"1063403","193","FORT WASHINGTON AVENUE","MANHATTAN","112","M00077269-I1","M00077269-I1-SH","M6005847","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2018-09-19T19:00:00.000","2018-09-20T05:00:00.000","false","false","false","false","40.841559","-73.942528","12","10","255","1021390085","Washington Heights South"
"1035355","521","FIFTH AVENUE","MANHATTAN","105",,"M00670327-I1-GC","M3436595","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-05-14T07:00:00.000","2022-05-14T19:00:00.000","true","true","false","false","40.754078","-73.979935","5","4","94","1012780001","Midtown-Midtown South"
"3329423","45","MAIN STREET","BROOKLYN","302",,"B00640667-I1-ST","B6818566","AHV Permit Issued","Initial","Public Safety","2022-01-12T18:00:00.000","2022-01-12T22:00:00.000","true","false","false","false","40.702799","-73.990677","2","33","21","3000370001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1035434","12","EAST   49 STREET","MANHATTAN","105",,"M00626569-I1-GC","M3678914","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-03-03T18:00:00.000","2022-03-04T01:00:00.000","true","true","true","false","40.757642","-73.977043","5","4","94","1012840007","Midtown-Midtown South"
"1071414","1166","AVENUE OF THE AMERICAS","MANHATTAN","105",,"M00545344-I1-GC","M8045973","AHV Permit Issued","Renewal","Public Safety","2021-08-21T07:00:00.000","2021-08-21T18:00:00.000","true","true","true","false","40.757004","-73.982526","5","4","96","1012617501","Midtown-Midtown South"
"1084119","75","LA SALLE STREET","MANHATTAN","109","M00128457-I1","M00128457-I1-SH","M7603149","AHV Permit Issued","Initial","City Construction Project","2019-03-16T08:00:00.000","2019-03-16T18:00:00.000","true","false","false","false","40.813235","-73.958325","9","7","211","1019800001","Morningside Heights"
"1035385","420","LEXINGTON AVENUE","MANHATTAN","105",,"M00535412-I1-PL","M1139666","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-08-09T18:00:00.000","2021-08-10T00:00:00.000","false","true","false","false","40.752262","-73.975464","5","4","92","1012807501","Turtle Bay-East Midtown"
"1081145","611","5 AVENUE","MANHATTAN","105",,"M00656595-I1-GC","M7019682","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-06-24T18:00:00.000","2022-06-25T07:00:00.000","true","true","true","false","40.758002","-73.977577","5","4","102","1012857501","Midtown-Midtown South"
"3118557","1070","FLATBUSH AVENUE","BROOKLYN","314",,"B00650192-I1-GC","B3874562","AHV Permit Issued","Initial","City Construction Project","2022-03-29T18:00:00.000","2022-03-30T02:00:00.000","true","true","true","false","40.644512","-73.95798","14","40","514","3051520012","Flatbush"
"4267260","166-01","116 AVENUE","QUEENS","412",,"Q00589026-I1-SF","Q6058102","AHV Permit Issued","Initial","City Construction Project","2021-12-29T18:00:00.000","2021-12-30T00:00:00.000","true","false","true","false","40.686798","-73.781247","12","27","278","4123410031","Baisley Park"
"1015175","11","PENNSYLVANIA PLAZA","MANHATTAN","105",,"M00448350-I1-GC, M00429961-I1-MS, M00448408-I1-MS, M00493917-I1-MS, M00493909-I1-GC","M8415151","AHV Permit Issued","Initial","Public Safety","2021-05-15T06:00:00.000","2021-05-15T18:00:00.000","true","true","false","false","40.749402","-73.991775","5","3","101","1008070001","Midtown-Midtown South"
