"borough","restaurantname","seatingchoice","legalbusinessname","businessaddress","restaurantinspectionid","issidewaycompliant","isroadwaycompliant","skippedreason","inspectedon","agencycode","postcode","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"Queens","EAT GAI","both","EAT GAI INC","7604 WOODSIDE AVE","73709",,"Compliant",,"2022-01-19T10:46:48.000","DOT","11373","40.743420","-73.888712","4","25","483","4037782","4015220002","Elmhurst-Maspeth"
"Manhattan","THE GRAY MARE","both","MEATH TRAILS INC.","61 2 AVENUE","73710",,"Compliant",,"2022-01-19T10:57:48.000","DOT","10003","40.725920","-73.989635","3","2","38","1006575","1004590031","East Village"
"Brooklyn","Die Stammkneipe - DSK Brooklyn","sidewalk","HL Koeln Corp","710  Fulton Street","73712",,"Non-Compliant",,"2022-01-19T11:10:52.000","DOT","11217","40.685965","-73.973599","2","35","181","3059289","3021150010","Fort Greene"
"Queens","Zenon Taverna","both","HET Cyprus Corp","34-10 31 avenue","85370",,"Skipped Inspection","No Seating","2022-07-06T11:53:04.000","DOT","11106","40.763110","-73.920911","1","22","61","4008965","4006240041","Astoria"
"Brooklyn","Artichoke Basille's Pizza","both","Artichoke Park Slope LLC","59 5th Avenue","73713",,"Cease and Desist",,"2022-01-19T11:11:06.000","DOT","11217","40.681009","-73.977336","6","39","12902","3018578","3009330003","Park Slope-Gowanus"
"Brooklyn","Sky Ice","both","Kid Dee, Inc.","63 5th Ave","73714",,"Non-Compliant",,"2022-01-19T11:17:40.000","DOT","11217","40.680767","-73.977499","6","39","12902","3018705","3009350009","Park Slope-Gowanus"
"Manhattan","The Elgin","both","DPR 56, LLC","64 West 48th Street","73715",,"For HIQA Review",,"2022-01-19T11:17:46.000","DOT","10036","40.758239","-73.980396","5","4","96","1034501","1012630067","Midtown-Midtown South"
"Manhattan","The Parkside Lounge","both","Sterling Parkside Corp.","317  East Houston","73716",,"Non-Compliant",,"2022-01-19T11:29:47.000","DOT","10002",,,,,,,,
"Brooklyn","Sweetwaters Coffee & Tea","both","Kingward Enterprises Inc.","55 5th Avenue","73717",,"Non-Compliant",,"2022-01-19T11:41:26.000","DOT","11234","40.681135","-73.977250","6","39","12902","3018580","3009330005","Park Slope-Gowanus"
"Manhattan","Subject","both","TTBK, Inc","188 Suffolk Street","73719",,"Non-Compliant",,"2022-01-19T11:43:47.000","DOT","10002","40.721248","-73.984917","3","2","3001","1004241","1003500012","Chinatown"
"Manhattan","DOWN THE ROAD","sidewalk","DOWN THE ROAD PUB LLC","683 9 AVENUE","73720",,"Non-Compliant",,"2022-01-19T11:44:45.000","DOT","10036","40.761707","-73.990257","4","3","127","1026567","1010570029","Clinton"
"Manhattan","The Gaf West","both","Gaf West Ltd","401  W 48th street","73721",,"Non-Compliant",,"2022-01-19T11:45:25.000","DOT","10036","40.762423","-73.990286","4","3","127","1026601","1010580029","Clinton"
"Queens","KX BURGER &amp; BEYOND INC","both","ONUR SAFAK","2904 DITMARS BLVD","73723",,"Under Review",,"2022-01-19T11:46:41.000","DOT","11105","40.776720","-73.911551","1","22","115","4017609","4008440033","Steinway"
"Manhattan","Down the Road Pub","both","Down the road pub llc","683  9th ave","73724",,"Non-Compliant",,"2022-01-19T11:48:01.000","DOT","10036","40.761707","-73.990257","4","3","127","1026567","1010570029","Clinton"
"Manhattan","Gaf West","sidewalk","Gaf West Ltd.","401  West 48th","73725",,"Skipped Inspection","No Seating","2022-01-19T11:48:06.000","DOT","10036","40.762423","-73.990286","4","3","127","1026601","1010580029","Clinton"
"Manhattan","ESCO CAFE","sidewalk","ESCO DRUG CO INC","118532 687 9th Avenue","73726",,"Skipped Inspection","No Seating","2022-01-19T11:54:04.000","DOT","10036",,,,,,,,
"Manhattan","chaan teng","sidewalk","chaufa Inc.","698 9th 9th Ave and 48Street","73727",,"Skipped Inspection","No Seating","2022-01-19T11:54:32.000","DOT","10036",,,,,,,,
"Manhattan","hudson bagel","sidewalk","narae food inc","691 9 ave","73728",,"Skipped Inspection","No Seating","2022-01-19T11:55:02.000","DOT","10036","40.761926","-73.990098","4","3","127","1026570","1010570033","Clinton"
"Manhattan","Qi","sidewalk","Chaufa Inc","698 700 9th Ave.","73729",,"Skipped Inspection","No Seating","2022-01-19T11:55:15.000","DOT","10036",,,,,,,,
"Manhattan","Quality Eats","both","Off Cuts, LLC","19 Greenwich Avenue","73731",,"Cease and Desist",,"2022-01-19T12:15:44.000","DOT","10014","40.734531","-73.999903","2","3","71","1010689","1006100054","West Village"
"Brooklyn","The Montrose","both","The Wrong Number LLC","47 5th Ave","73733",,"Cease and Desist",,"2022-01-19T12:17:55.000","DOT","11217","40.681388","-73.977077","6","39","12902","3018584","3009330010","Park Slope-Gowanus"
"Manhattan","Le Baratin","sidewalk","MCD HOSPITALITY  LLC","26  Greenwich Ave","73734",,"Skipped Inspection","No Seating","2022-01-19T12:25:45.000","DOT","10011","40.735025","-74.000170","2","3","71","1010521","1006060008","West Village"
"Manhattan","Le Baratin","sidewalk","MCD HOSPITALITY  LLC","26  Greenwich Ave","73735",,"Pre-Suspension",,"2022-01-19T12:25:45.000","DOT","10011","40.735025","-74.000170","2","3","71","1010521","1006060008","West Village"
"Manhattan","AUGUST LAURA","both","TABLE 20 LLC","94-96 AVENUE A","73736",,"Skipped Inspection","No Seating","2022-01-19T12:26:14.000","DOT","10009","40.725555","-73.983887","3","2","32","1077603","1004020001","East Village"
"Bronx","Primavera Pizzeria Inc","both","Primavera Pizzeria Inc","761 Morris park ave","73737",,"Compliant",,"2022-01-19T12:32:55.000","DOT","10462","40.845695","-73.863891","11","15","232","2043564","2040520004","Van Nest-Morris Park-Westchester Square"
"Brooklyn","Momo Ramen","roadway","Momo Ramen Corp.","78  5th Avenue","73738",,"Non-Compliant",,"2022-01-19T12:33:10.000","DOT","11217","40.680649","-73.977603","6","39","12901","3018667","3009340042","Park Slope-Gowanus"
"Manhattan","Ooh La La Cafe","both","MAESTRO COFFEE ROASTER LLC","19 CLINTON STREET","73739",,"Non-Compliant",,"2022-01-19T12:35:32.000","DOT","10002","40.720738","-73.984224","3","2","3001","1088336","1003500026","Chinatown"
"Brooklyn","Sababa lounge","sidewalk","Sababa lounge","1412 86st 86st","93051",,"Compliant",,"2022-12-08T13:21:28.000","DOT","11228",,,,,,,,
"Manhattan","CHOTE NAWAB","both","RAA NYC LLC","115 LEXINGTON AVE","93052",,"Cease and Desist",,"2022-12-08T13:30:20.000","DOT","10016","40.742547","-73.982516","6","2","68","1018193","1008830066","Gramercy"
"Manhattan","Room Service","sidewalk","AHMN INC","690 9TH AVE","73740",,"Skipped Inspection","No Seating","2022-01-19T12:43:15.000","DOT","10036","40.761918","-73.990080","4","3","127","1025085","1010380004","Clinton"
"Manhattan","Amarone","sidewalk","Lana Restaurant LLC","Floor 686  688 9th Avenue","73741",,"Skipped Inspection","No Seating","2022-01-19T12:44:28.000","DOT","10036",,,,,,,,
"Brooklyn","Alchemy","both","Phi, LLC","56 5th Ave","73743",,"Non-Compliant",,"2022-01-19T13:01:19.000","DOT","11217","40.681297","-73.977163","6","39","12901","3018543","3009320042","Park Slope-Gowanus"
"Manhattan","CLANCEY","both","79 CLINTON RESTAURANT GROUP, LLC","79 CLINTON STREET","73744",,"Skipped Inspection","No Seating","2022-01-19T13:02:23.000","DOT","10002","40.718833","-73.985209","3","1","1402","1004177","1003480021","Lower East Side"
"Brooklyn","Bar Camillo","both","Saldardi LLC","333 Tompkins Ave","73745",,"Non-Compliant",,"2022-01-19T13:03:31.000","DOT","11216","40.686512","-73.944533","3","36","265","3051211","3018150006","Bedford"
"Queens","Kaieteur express","both","Faith's Kaieteur Inc","12004  Liberty Ave","10001",,"Compliant",,"2020-07-14T16:43:32.000","DOT","11419","40.686606","-73.823193","10","28","166","4204289","4095740002","South Ozone Park"
"Manhattan","AnTalia NYC","both","Antalia NYC INC","17West 45th street","73746",,"Under Review",,"2022-01-19T13:12:47.000","DOT","10036",,,,,,,,
"Manhattan","Taco Mix","both","Taco Mix Delancey LLC","158 Delancey Street","73747",,"Skipped Inspection","No Seating","2022-01-19T13:15:20.000","DOT","10029","40.717889","-73.986223","3","1","1402","1004189","1003480033","Lower East Side"
"Manhattan","Buddha Taco Bar","both","Hamilton Restaurant Group","3628 Broadway","73748",,"Skipped Inspection","No Seating","2022-01-19T13:15:54.000","DOT","10031","40.829257","-73.948375","9","7","233","1062077","1020810001","Hamilton Heights"
"Brooklyn","Nacho Macho Taco","both","Magali Mex LLC","82 5th ave.","73749",,"Non-Compliant",,"2022-01-19T13:16:48.000","DOT","11217","40.680564","-73.977661","6","39","12901","3018668","3009340043","Park Slope-Gowanus"
"Bronx","LA PALMA RESTAURANT  INC","both","LA PALMA RESTAURANT  INC","900 MORRIS PARK AVENUE","73750",,"Cease and Desist",,"2022-01-19T13:18:01.000","DOT","10462","40.846702","-73.859324","11","13","244","2044464","2040940001","Van Nest-Morris Park-Westchester Square"
"Queens","Jack Jones","both","Jack Jones Inc","38-01 Ditmars Blvd","73751",,"Compliant",,"2022-01-19T13:33:34.000","DOT","11105","40.773296","-73.906674","1","22","121","4015922","4008077501","Steinway"
"Manhattan","AmyGCOs Bread","sidewalk","Amy Scherber, Inc.","672 Ninth Avenue","73752",,"Skipped Inspection","No Seating","2022-01-19T13:37:30.000","DOT","10036","40.761350","-73.990488","4","3","127","1025076","1010370064","Clinton"
"Queens","Tap house","both","Eire Corp","72-07 Austin Street","73753",,"Compliant",,"2022-01-19T13:41:33.000","DOT","11375","40.719228","-73.842327","6","29","737","4078032","4032580028","Forest Hills"
"Manhattan","Puhung","sidewalk","Puhung Corp","658  9 avenue","73754",,"Skipped Inspection","No Seating","2022-01-19T13:45:57.000","DOT","10036","40.760848","-73.990853","4","3","121","1025029","1010360061","Clinton"
"Manhattan","CALEXICO","both","CALEXICO 122 LLC","1491 2 AVENUE","73755",,"Compliant",,"2022-01-19T13:46:26.000","DOT","10075","40.772439","-73.955722","8","4","134","1044111","1014320025","Lenox Hill-Roosevelt Island"
"Manhattan","Cleo's Ninth Avenue Saloon","sidewalk","656 Ninth Avenue Pub Corp","656  656 9th Avenue","73756",,"Skipped Inspection","No Seating","2022-01-19T13:47:00.000","DOT","10036",,,,,,,,
"Brooklyn","Homemade by Mirian","both","HBM PARK SLOPE LLC","81 5 AVENUE","73757",,"Cease and Desist",,"2022-01-19T13:51:45.000","DOT","11217","40.680133","-73.977928","6","39","12902","3018854","3009380009","Park Slope-Gowanus"
"Manhattan","PANDA EXPRESS #2633","roadway","PANDA EXPRESS INC","663 9 AVENUE","73758",,"Compliant",,"2022-01-19T13:56:02.000","DOT","10036","40.760900","-73.990838","4","3","121","1026457","1010550036","Clinton"
"Manhattan","The Burgary & Garfunkels","both","Black Rose Hospitality Group LLC","67 Clinton Street","73759",,"Non-Compliant",,"2022-01-19T13:57:12.000","DOT","10002","40.719379","-73.984931","3","1","3001","1004231","1003497502","Chinatown"
"Manhattan","Galaxy Diner","sidewalk","P & A 665 Restaurant Corp.","665  9th Avenue","73760",,"Compliant",,"2022-01-19T13:58:01.000","DOT","10036","40.761089","-73.990701","4","3","127","1080934","1010560029","Clinton"
"Brooklyn","beyond pho corp","both","beyond pho corp","52 5th Ave","73761",,"Non-Compliant",,"2022-01-19T14:02:37.000","DOT","11217","40.681396","-73.977098","6","39","12901","3018541","3009320040","Park Slope-Gowanus"
"Manhattan","Mudville 9","both","Captain Mike's Seafood Restaurant","126 Chambers Street","73762",,"Non-Compliant",,"2022-01-19T14:16:30.000","DOT","10007","40.715307","-74.008791","1","1","21","1001482","1001360019","SoHo-TriBeCa-Civic Center-Little Italy"
"Brooklyn","Winona's","both","GREENING'S FINE FOODS LLC","676 FLUSHING AVENUE","73763",,"Compliant",,"2022-01-19T14:26:25.000","DOT","11206","40.700269","-73.945744","3","36","257","3048324","3017220019","Bedford"
"Manhattan","Gregorys Coffee","sidewalk","630 9th Coffee and Bakery LLC","630 9th Ave","73764",,"Compliant",,"2022-01-19T14:38:55.000","DOT","10036","40.760038","-73.991449","4","3","121","1024982","1010350001","Clinton"
"Manhattan","Nizza","sidewalk","Ponente LLC","630  9TH AVE","73765",,"Compliant",,"2022-01-19T14:42:30.000","DOT","10036","40.760038","-73.991449","4","3","121","1024982","1010350001","Clinton"
"Manhattan","Reception Bar","both","Reception Bar","45 Orchard Street","73766",,"Compliant",,"2022-01-19T14:45:23.000","DOT","10002","40.716341","-73.991158","3","1","16","1003993","1003080025","Chinatown"
"Manhattan","Turkish cuisine","both","AA catering inc","631  9 th Avenue","73767",,"Skipped Inspection","No Seating","2022-01-19T14:57:21.000","DOT","10036",,,,,,,,
"Manhattan","5 Napkin  Burger","sidewalk","La Scala Restaurant LLC","630  9th Avenue","73768",,"Compliant",,"2022-01-19T15:00:58.000","DOT","10036","40.760038","-73.991449","4","3","121","1024982","1010350001","Clinton"
"Manhattan","5 Napkin  Burger","sidewalk","La Scala Restaurant LLC","630  9th Avenue","73769",,"Compliant",,"2022-01-19T15:03:00.000","DOT","10036","40.760038","-73.991449","4","3","121","1024982","1010350001","Clinton"
"Manhattan","wine escape","both","wine escape inc.","405 405 west44th.","73770",,"Compliant",,"2022-01-19T15:05:08.000","DOT","10036",,,,,,,,
"Manhattan","LA PULPERIA 44","both","LOTUS WEST CORP","623 9TH AVE","73771",,"Compliant",,"2022-01-19T15:10:29.000","DOT","10036","40.759829","-73.991626","4","3","121","1026414","1010540029","Clinton"
"Manhattan","Corner Bistro","both","68 Perry Street Corp","331 West 4th Street","101176",,"Cease and Desist",,"2023-06-29T11:59:31.000","DOT","10014","40.737932","-74.003861","2","3","77","1011036","1006150060","West Village"
"Brooklyn","LITTLE MISS MUFFIN 'N' HER STUFFIN","both","LITTLE MISS MUFFIN 'N' HER STUFFIN CORP","768 WASHINGTON AVENUE","73772",,"Cease and Desist",,"2022-01-19T15:16:36.000","DOT","11238","40.674887","-73.963210","8","35","207","3029235","3011660157","Prospect Heights"
"Brooklyn","BASIL LLC","both","BASIL LLC","268 Kingston Avenue","73773",,"Non-Compliant",,"2022-01-19T15:21:53.000","DOT","11213","40.670232","-73.942128","8","35","337","3032779","3012640035","Crown Heights North"
"Bronx","La Masa Restaurant","both","La Masa Corp","1000  Morris Park Ave","73774",,"Non-Compliant",,"2022-01-19T15:31:10.000","DOT","10462","40.848139","-73.856154","11","13","252","2093137","2041020001","Van Nest-Morris Park-Westchester Square"
"Bronx","The morris park inn","sidewalk","Ye Old Morris Park Inn","1024  Morris Park Avenue","73775",,"Compliant",,"2022-01-19T15:36:24.000","DOT","10461","40.848525","-73.855297","11","13","252","2044805","2041030001","Van Nest-Morris Park-Westchester Square"
"Brooklyn","Pure Bistro","both","Pure Restaurant Corp","88 5th Avenue","73776",,"Non-Compliant",,"2022-01-19T15:39:19.000","DOT","11217","40.680438","-73.977744","6","39","12901","3018670","3009340045","Park Slope-Gowanus"
"Manhattan","HOU YI HOT POT","both","HOU YI HOT POT INC","92 HESTER STREET","73777",,"Non-Compliant",,"2022-01-19T15:42:54.000","DOT","10002","40.716410","-73.992623","3","1","16","1003885","1003000015","Chinatown"
"Queens","Zenon Taverna","both","HET Cyprus Corp","34-10 31 avenue","85371",,"Pre-Removal",,"2022-07-06T11:53:05.000","DOT","11106","40.763110","-73.920911","1","22","61","4008965","4006240041","Astoria"
"Manhattan","THE MAGICIAN","both","PENNSYLVANIA JAYCOX, INC","118 RIVINGTON STREET","73779",,"Compliant",,"2022-01-19T16:16:54.000","DOT","10002","40.719780","-73.987341","3","1","3001","1004322","1003540038","Chinatown"
"Brooklyn","TomGCOs Restaurant","both","TomGCOs Restaurant Inc","782 Washington Avenue","73780",,"Non-Compliant",,"2022-01-19T16:50:59.000","DOT","11238","40.674426","-73.963120","8","35","207","3029398","3011730046","Prospect Heights"
"Brooklyn","Bar Camillo","both","Saldardi LLC","333 Tompkins Ave","73781",,"Compliant",,"2022-01-19T17:09:35.000","DOT","11216","40.686512","-73.944533","3","36","265","3051211","3018150006","Bedford"
"Manhattan","CARNEGIE PIZZA","both","S AND J PIZZA GROUP INC","200 WEST   41 STREET","73782",,"Compliant",,"2022-01-19T17:12:57.000","DOT","10036","40.755547","-73.987876","5","3","113","1024649","1010127502","Midtown-Midtown South"
"Brooklyn","Tortas Morelos","sidewalk","Morelos tortas inc","271 Bay Ridge Avenue","73783",,"Suspended and Deactivated",,"2022-01-19T23:59:17.000",,"11220","40.635920","-74.026590","10","43","68","3145156","3058620055","Bay Ridge"
"Brooklyn","The Narrows","both","Que Bonita, Inc.","1037 Flushing Avenue","73784",,"Suspended and Deactivated",,"2022-01-19T23:59:17.000",,"11237","40.703909","-73.930831","1","34","453","3070732","3030120029","Bushwick North"
"Brooklyn","Trix","both","Trix Inc","145 Bedford Av","73785",,"Suspended and Deactivated",,"2022-01-19T23:59:17.000",,"11211","40.719018","-73.956440","1","33","517","3061693","3023050001","North Side-South Side"
"Manhattan","MEDAN PASAR","roadway","MEDAN PASAR LLC","102 EAST    7 STREET","73787",,"Suspended and Deactivated",,"2022-01-19T23:59:17.000",,"10009","40.726636","-73.984948","3","2","32","1005781","1004340015","East Village"
"Queens","Sweet Afton","both","TIG Astoria LLC","3009 34th Street","73790",,"Under Review",,"2022-01-20T09:32:58.000","DOT","11103","40.765233","-73.919411","1","22","63","4009125","4006260141","Astoria"
"Queens","PEGGY DEMPSEYS","both","B.J. MASPETH RESTAURANT INC","6414 FLUSHING AVE","73791",,"Skipped Inspection","No Seating","2022-01-20T09:40:26.000","DOT","11378","40.722755","-73.901283","5","30","521","4061462","4027510026","Maspeth"
"Brooklyn","Gino's Restaurant & Pizzeria","both","Bartoli's Pizzeria & Restaurant, Inc.","7414 5th Ave","73792",,"Under Review",,"2022-01-20T10:38:02.000","DOT","11209","40.630118","-74.022394","10","43","134","3148324","3059300043","Bay Ridge"
"Queens","AFTER 8 CAFE LOUNGE","both","Rotana Cafe & Restaurant inc","2587 Steinway Street","73793",,"Skipped Inspection","No Seating","2022-01-20T11:14:29.000","DOT","11103","40.767517","-73.912032","1","22","143","4000000","4006840010","Astoria"
"Queens","Sissy McGintyGCOs","both","The Land Down Under, Inc.","25-67  Steinway Street","73794",,"Compliant",,"2022-01-20T11:32:49.000","DOT","11103","40.767533","-73.912022","1","22","143","4011375","4006840018","Astoria"
"Queens","Hallal Sandwich Shop Inc","both","Hallal Sandwich Shop Inc","25-61 Steinway street","73795",,"Non-Compliant",,"2022-01-20T11:44:44.000","DOT","11103","40.767536","-73.912014","1","22","143","4011378","4006840021","Astoria"
"Bronx","Patricia's Pizza & Pasta","both","Patricia's Morris Park Corp","1082 Morris Park Ave","73796",,"Non-Compliant",,"2022-01-20T11:47:19.000","DOT","10461","40.849316","-73.853538","11","13","254","2045008","2041080004","Van Nest-Morris Park-Westchester Square"
"Manhattan","Pescatore Restaurant","both","EVOO GROUP LLC","955  2nd avenue","73797",,"Skipped Inspection","No Seating","2022-01-20T11:51:12.000","DOT","10022","40.755266","-73.968251","6","4","98","1038443","1013240027","Turtle Bay-East Midtown"
"Manhattan","Pescatore Restaurant","both","EVOO GROUP LLC","955  2nd avenue","73798",,"Skipped Inspection","No Seating","2022-01-20T11:52:14.000","DOT","10022","40.755266","-73.968251","6","4","98","1038443","1013240027","Turtle Bay-East Midtown"
"Manhattan","Pescatore Restaurant","both","EVOO GROUP LLC","955  2nd avenue","73799",,"Pre-Removal",,"2022-01-20T11:52:14.000","DOT","10022","40.755266","-73.968251","6","4","98","1038443","1013240027","Turtle Bay-East Midtown"
"Brooklyn","Circa Brewing Co.","both","141 Lawrence Rest LLC","141 Lawrence Street","73800",,"Cease and Desist",,"2022-01-20T12:02:56.000","DOT","11201","40.691740","-73.986283","2","33","11","3397720","3001527501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Queens","Jasmine Hookah Corp","both","Jasmine Hookah Corp","25-50 Steinway Street","73801",,"Skipped Inspection","No Seating","2022-01-20T12:13:09.000","DOT","11103","40.767555","-73.912029","1","22","143","4010313","4006540184","Astoria"
"Bronx","Anthony & Sal's Pizza Express","sidewalk","Anthony & Sal's Pizza Express, Inc","1809 Williamsbridge Rd","73802",,"Compliant",,"2022-01-20T12:14:54.000","DOT","10461","40.850705","-73.851692","11","13","250","2098188","2041320034","Pelham Parkway"
"Queens","ALADDIN HOOKAH LOUNGE","both","HAMIZ LAMIZ ANIS CORP.","25-57 STEINWAY STREET","73803",,"Compliant",,"2022-01-20T12:24:58.000","DOT","11103","40.767542","-73.912014","1","22","143","4011380","4006840023","Astoria"
"Bronx","ADDEO'S OF THE BRONX","sidewalk","1056 PIZZA LLC","1056 MORRIS PARK AVE.","73804",,"Compliant",,"2022-01-20T12:37:49.000","DOT","10461","40.848938","-73.854381","11","13","254","2044839","2041040003","Van Nest-Morris Park-Westchester Square"
"Queens","THE GULLY","both","GULLY NYC INC","2545 STEINWAY STREET","73805",,"Non-Compliant",,"2022-01-20T12:55:28.000","DOT","11103","40.767550","-73.912004","1","22","143","4011384","4006840028","Astoria"
"Queens","Paris Oven Inc","both","Paris Oven Inc","38-12  30th Avenue","73806",,"Non-Compliant",,"2022-01-20T13:12:06.000","DOT","11103","40.764201","-73.915672","1","22","155","4436905","4006600045","Astoria"
"Brooklyn","THE JUICE SHOP","both","THE JUICE SHOP LLC","345 ADAMS STREET","73807",,"Compliant",,"2022-01-20T13:17:49.000","DOT","11201","40.693400","-73.988915","2","33","11","3392969","3001407503","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Brooklyn","Roccos Tacos Brooklyn","sidewalk","brooklyn taco ltd","339 Adams st","73808",,"Skipped Inspection","No Seating","2022-01-20T13:23:43.000","DOT","11201","40.693499","-73.988911","2","33","11","3000000","3001400160","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Bronx","Luke's Lounge","both","Luke's Lounge Inc","1808 Hone Ave","73809",,"Cease and Desist",,"2022-01-20T13:25:10.000","DOT","10461","40.849230","-73.854970","11","13","254","2100450","2041290040","Van Nest-Morris Park-Westchester Square"
"Brooklyn","BOKKI SEOUL FOOD","both","BOKKI SEOUL FOOD LLC","374 PEARL STREET","73811",,"Compliant",,"2022-01-20T13:38:33.000","DOT","11201","40.692840","-73.988176","2","33","11","3392969","3001407503","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Queens","Passage Irish Bar & Kitchen","both","Biababhla LLC","40-11 30th Avenue","73812",,"Non-Compliant",,"2022-01-20T13:41:14.000","DOT","11103","40.763737","-73.914647","1","22","147","4010804","4006630043","Astoria"
"Bronx","Alfa Kitchen","both","ALFA KITCHEN &amp; LOUNGE INC","64 EAST  183 STREET","73814",,"Cease and Desist",,"2022-01-20T15:07:30.000","DOT","10453","40.858272","-73.902463","5","14","239","2013992","2031820031","Fordham South"
"Queens","La Barista","both","La Barista LLC","29-10 30th Ave","73815",,"Skipped Inspection","No Seating","2022-01-20T15:08:51.000","DOT","11102","40.767750","-73.923238","1","22","73","4006920","4005767501","Old Astoria"
"Bronx","MelanieGCOs Roti & Grill Restuarant Inc.","both","MelanieGCOs Roti & Grill Restuarant Inc.","1248 Castle Hill AvenueHi","73816",,"Non-Compliant",,"2022-01-20T15:35:14.000","DOT","10462",,,,,,,,
"Bronx","Lulus coffee shop","sidewalk","Lulus luncheonette","1191  Castle hill a.v","73817",,"Compliant",,"2022-01-20T15:48:21.000","DOT","10462",,,,,,,,
"Queens","Basil Brick Oven Pizza","both","Prima Cucina Corp.","28-17 Astoria Blvd","73818",,"Non-Compliant",,"2022-01-20T15:49:37.000","DOT","11102","40.770652","-73.920227","1","22","69","4017403","4008390009","Old Astoria"
"Queens","Salumeria Antichi Sapori","both","Sapori NYC Inc.","28-13 Astoria Blvd","73819",,"Non-Compliant",,"2022-01-20T15:56:36.000","DOT","11102","40.770677","-73.920328","1","22","69","4017404","4008390011","Old Astoria"
"Brooklyn","BROOKLYN JAZZ & SPORTS CLUB LLC","both","BROOKLYN JAZZ & SPORTS CLUB LLC","3523  CHURCH AVE","73820",,"Non-Compliant",,"2022-01-20T16:08:30.000","DOT","11203","40.651088","-73.944473","17","40","816","3108723","3048720032","East Flatbush-Farragut"
"Queens","BZ GRILL","both","MELOUTA,  CORP","27-02 ASTORIA BOULEVARD","73821",,"Non-Compliant",,"2022-01-20T16:16:57.000","DOT","11102","40.770820","-73.920924","1","22","69","4006810","4005730044","Old Astoria"
"Manhattan","Canyon Road Grill","both","Farciert Inc","1470 First Ave","73822",,"Cease and Desist",,"2022-01-20T16:18:42.000","DOT","10075","40.770703","-73.953871","8","5","132","1045948","1014710003","Lenox Hill-Roosevelt Island"
"Manhattan","Heidi's House by the Side ofthe Road","roadway","Heidi's House LLC","308 East 78th Street","73823",,"Compliant",,"2022-01-20T16:23:27.000","DOT","10075","40.772441","-73.955069","8","5","134","1045223","1014520047","Lenox Hill-Roosevelt Island"
"Manhattan","ROYALE","sidewalk","JEFLO & CO","157 AVENUE C","73824",,"Cease and Desist",,"2022-01-20T16:48:29.000","DOT","10009","40.725688","-73.977689","3","2","28","1004773","1003920032","Lower East Side"
"Manhattan","SEL RROSE","both","DCB DELANCEY CORP","1 DELANCEY STREET","73825",,"For HIQA Review",,"2022-01-21T00:00:01.000",,"10002","40.720242","-73.993820","3","1","18","1005662","1004240012","Chinatown"
"Brooklyn","The Rogers Garden","both","Swig BK Inc.","708 Rogers Avenue","73826",,"For HIQA Review",,"2022-01-21T00:00:01.000",,"11226","40.654245","-73.952867","17","40","822","3389798","3050650072","Prospect Lefferts Gardens-Wingate"
"Brooklyn","Grand Army Bar","both","State Street Ventures LLC","336 State Street","73827",,"For HIQA Review",,"2022-01-21T00:00:01.000",,"11217","40.688273","-73.986247","2","33","41","3000647","3001770001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Manhattan","Quality Eats","both","Off Cuts, LLC","19 Greenwich Avenue","73828",,"Compliant",,"2022-01-21T10:27:56.000","DOT","10014","40.734531","-73.999903","2","3","71","1010689","1006100054","West Village"
"Brooklyn","brainfood the smart kitchen","sidewalk","brain food deli and salad bar corp","967  bedford ave","73829",,"Compliant",,"2022-01-21T11:44:06.000","DOT","11205","40.691265","-73.955473","3","33","241","3048932","3017620001","Bedford"
"Manhattan","Sunday to Sunday","both","Sunday to Sunday Cafe, Inc.","88 Orchard St","73830",,"Non-Compliant",,"2022-01-21T11:45:34.000","DOT","10002","40.717983","-73.990296","3","1","18","1005274","1004080010","Chinatown"
"Manhattan","Las' Lap","both","74 Orchard Street NYC LLC","74 Orchard St","73831",,"Non-Compliant",,"2022-01-21T11:46:05.000","DOT","10002","40.717571","-73.990505","3","1","18","1005268","1004080004","Chinatown"
"Manhattan","SaccoPizza","sidewalk","SaccoPizza","819 9 ave","73832",,"Skipped Inspection","No Seating","2022-01-21T12:00:53.000","DOT","10019","40.766128","-73.987033","4","3","139","1026794","1010640030","Clinton"
"Queens","Cafe to go","both","Win win distribution","2858 32nd st","73833",,"Compliant",,"2022-01-21T12:01:15.000","DOT","11102","40.766812","-73.920358","1","22","71","4008594","4006170001","Old Astoria"
"Manhattan","Skin Contact Wine Bar","both","Skin Contact","76  Orchard Street","73834",,"Non-Compliant",,"2022-01-21T12:01:50.000","DOT","10002","40.717631","-73.990473","3","1","18","1005269","1004080005","Chinatown"
"Brooklyn","Kings of NYC slice","both","VP kings eats","486 DeKalb Ave","73835",,"Non-Compliant",,"2022-01-21T12:14:04.000","DOT","11205","40.690703","-73.957132","3","36","233","3055393","3019410018","Bedford"
