"borough","admin_district","geographical_district","location_code","dbn","school_level","student_enrollment","full_time_licensed_pe_teachers","f_status_pe_teachers","itinerant_pe_teachers","sum_of_f_status_and_itinerant","total_part_time_and_full","shared_pe_teachers_with","ratio_of_full_time_licensed"
"Brooklyn","20","20","K971","20K971","Elementary","357","1","0","0","0","1",,"1:357"
"Brooklyn","21","21","K090","21K090","Elementary","667","1","0","0","0","1",,"1:667"
"Brooklyn","21","21","K095","21K095","K-8","943","2","0","0","0","2",,"2:943"
"Brooklyn","21","21","K096","21K096","Junior High-Intermediate-Middle","779","3","0","0","0","3",,"3:779"
"Brooklyn","21","21","K097","21K097","Elementary","780","1","0","0","0","1",,"1:780"
"Brooklyn","21","21","K098","21K098","Junior High-Intermediate-Middle","1530","2","0","0","0","2",,"2:1530"
"Brooklyn","21","21","K099","21K099","K-8","876","3","0","0","0","3",,"3:876"
"Brooklyn","21","21","K100","21K100","Elementary","793","1","0","0","0","1",,"1:793"
"Brooklyn","21","21","K101","21K101","Elementary","870","0","0","0","0","0",,"0"
"Brooklyn","21","21","K121","21K121","K-8","336","1","0","0","0","1",,"1:336"
"Brooklyn","21","21","K128","21K128","Elementary","467","1","0","0","0","1",,"1:467"
"Brooklyn","21","21","K153","21K153","Elementary","563","1","0","0","0","1",,"1:563"
"Brooklyn","21","21","K177","21K177","Elementary","1022","1","0","0","0","1",,"1:1022"
"Brooklyn","21","21","K188","21K188","Elementary","437","1","0","0","0","1",,"1:437"
"Brooklyn","21","21","K199","21K199","Elementary","556","1","0","0","0","1",,"1:556"
"Brooklyn","21","21","K209","21K209","K-8","733","1","0","0","0","1",,"1:733"
"Brooklyn","21","21","K212","21K212","Elementary","699","1","0","0","0","1",,"1:699"
"Brooklyn","21","21","K215","21K215","Elementary","920","1","0","0","0","1",,"1:920"
"Brooklyn","21","21","K216","21K216","Elementary","762","1","0","0","0","1",,"1:762"
"Brooklyn","21","21","K225","21K225","K-8","1011","1","0","0","0","1",,"1:1011"
"Brooklyn","21","21","K226","21K226","K-8","1030","2","0","0","0","2",,"2:1030"
"Brooklyn","21","21","K228","21K228","Junior High-Intermediate-Middle","1311","5","0","0","0","5",,"5:1311"
"Brooklyn","21","21","K238","21K238","K-8","611","1","1","0","1","2",,"1:611"
"Brooklyn","21","21","K239","21K239","Junior High-Intermediate-Middle","1322","3","0","0","0","3",,"3:1322"
"Brooklyn","21","21","K253","21K253","Elementary","921","0","0","0","0","0",,"0"
"Brooklyn","21","21","K281","21K281","Junior High-Intermediate-Middle","1334","4","0","0","0","4",,"4:1334"
"Brooklyn","21","21","K288","21K288","K-8","663","1","0","0","0","1",,"1:663"
"Brooklyn","21","21","K303","21K303","Junior High-Intermediate-Middle","538","2","0","0","0","2",,"2:538"
"Brooklyn","21","21","K329","21K329","Elementary","414","0","0","0","0","0",,"0"
"Brooklyn","21","21","K337","21K337","High School","337","1","0","0","0","1",,"1:337"
"Brooklyn","21","21","K344","21K344","High School","639","4","0","0","0","4",,"4:639"
"Brooklyn","21","21","K348","21K348","High School","242","1","0","0","0","1",,"1:242"
"Brooklyn","21","21","K410","21K410","High School","1998","11","0","0","0","11",,"11:1998"
"Brooklyn","21","21","K468","21K468","Secondary School","657","2","0","0","0","2",,"2:657"
"Brooklyn","21","21","K525","21K525","High School","3789","16","0","0","0","16",,"16:3789"
"Brooklyn","21","21","K540","21K540","High School","2309","9","0","0","0","9",,"9:2309"
