"reporting_year","borough_block_lot","property_street_address_or","borough","zip_code","sold_date","vacant_on_12_31","construction_reported","vacant_6_30_or_date_sold","primary_business_activity","property_number","property_street","unit","borough_1","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","nbhd"
"2021 and 2022","1001990011","218 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","218","CANAL STREET",,"MANHATTAN","10013","40.7171648","-73.9993651","3","1","29","1079404","1001990011","MN27","Chinatown"
"2021 and 2022","1001990018","89 MULBERRY STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","89","MULBERRY STREET",,"MANHATTAN","10013","40.7167778","-73.9990801","3","1","29","1079406","1001990018","MN27","Chinatown"
"2021 and 2022","1001990019","87 MULBERRY STREET","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","87","MULBERRY STREET",,"MANHATTAN","10013","40.7167147","-73.9991198","3","1","29","1079415","1001990019","MN27","Chinatown"
"2021 and 2022","1001990021","83 MULBERRY STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","83","MULBERRY STREET",,"MANHATTAN","10013","40.716561","-73.9992172","3","1","29","1002376","1001990021","MN27","Chinatown"
"2021 and 2022","1001990023","79 MULBERRY STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","79","MULBERRY STREET",,"MANHATTAN","10013","40.7164676","-73.9992749","3","1","29","1079417","1001990023","MN27","Chinatown"
"2021 and 2022","1001990025","75 Mulberry Street","MANHATTAN","10013",,"NO",,,"INFORMATION SERVICES","75","MULBERRY STREET",,"MANHATTAN","10013","40.7163441","-73.9993507","3","1","29","1002378","1001990025","MN27","Chinatown"
"2021 and 2022","1001990025","75 Mulberry Street","MANHATTAN","10013",,"NO",,,"WHOLESALE","75","MULBERRY STREET",,"MANHATTAN","10013","40.7163441","-73.9993507","3","1","29","1002378","1001990025","MN27","Chinatown"
"2021 and 2022","1001990027","94 Bayard","MANHATTAN","10013",,"NO",,,"RETAIL","94","BAYARD STREET",,"MANHATTAN","10013","40.7160751","-73.9994192","3","1","29","1002380","1001990027","MN27","Chinatown"
"2021 and 2022","1001990028","71 MULBERRY STREET","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","71","MULBERRY STREET",,"MANHATTAN","10013","40.716141","-73.9993868","3","1","29","1002381","1001990028","MN27","Chinatown"
"2021 and 2022","1001991003","210-212 CANAL STREET","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","210","CANAL STREET","STOR3","MANHATTAN","10013","40.716973","-73.998961","3","1","29","1085449","1001991003","MN27","Chinatown"
"2021 and 2022","1002000005","76 MULBERRY STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","76","MULBERRY STREET",,"MANHATTAN","10013","40.7162371","-73.9988276","3","1","29","1002384","1002000005","MN27","Chinatown"
"2021 and 2022","1002000016","196 CANAL STREET","MANHATTAN","10013",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","196","CANAL STREET",,"MANHATTAN","10013","40.7167311","-73.9982685","3","1","29","1002390","1002000016","MN27","Chinatown"
"2021 and 2022","1002000016","196 CANAL STREET","MANHATTAN","10013",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","196","CANAL STREET",,"MANHATTAN","10013","40.7167311","-73.9982685","3","1","29","1002390","1002000016","MN27","Chinatown"
"2021 and 2022","1002000017","83 MOTT","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","83","MOTT STREET",,"MANHATTAN","10013","40.7167037","-73.9980809","3","1","29","1002391","1002000017","MN27","Chinatown"
"2021 and 2022","1002000017","83 MOTT","MANHATTAN","10013",,"NO",,,"RETAIL","83","MOTT STREET",,"MANHATTAN","10013","40.7167037","-73.9980809","3","1","29","1002391","1002000017","MN27","Chinatown"
"2021 and 2022","1002000020","79 MOTT STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","79","MOTT STREET",,"MANHATTAN","10013","40.7165555","-73.998218","3","1","29","1002393","1002000020","MN27","Chinatown"
"2021 and 2022","1002000020","79 MOTT STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","79","MOTT STREET",,"MANHATTAN","10013","40.7165555","-73.998218","3","1","29","1002393","1002000020","MN27","Chinatown"
"2021 and 2022","1002000024","69-71 Mott Street, South Store","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","69","MOTT STREET",,"MANHATTAN","10013","40.7163139","-73.9983659","3","1","29","1002396","1002000024","MN27","Chinatown"
"2021 and 2022","1002000029","61 MOTT STREET","MANHATTAN","10013",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","61","MOTT STREET",,"MANHATTAN","10013","40.7160597","-73.9985264","3","1","29","1002399","1002000029","MN27","Chinatown"
"2021 and 2022","1002000030","59 MOTT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","59","MOTT STREET",,"MANHATTAN","10013","40.7159955","-73.9985679","3","1","29","1079420","1002000030","MN27","Chinatown"
"2021 and 2022","1002000031","57 Mott","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","57","MOTT STREET",,"MANHATTAN","10013","40.7159324","-73.9986076","3","1","29","1077578","1002000031","MN27","Chinatown"
"2021 and 2022","1002000033","78 BAYARD STREET","MANHATTAN","10013",,"NO",,,"OTHER","78","BAYARD STREET",,"MANHATTAN","10013","40.7158473","-73.9986942","3","1","29","1002401","1002000033","MN27","Chinatown"
"2021 and 2022","1002000033","78 BAYARD STREET","MANHATTAN","10013",,"NO",,,"RETAIL","78","BAYARD STREET",,"MANHATTAN","10013","40.7158473","-73.9986942","3","1","29","1002401","1002000033","MN27","Chinatown"
"2021 and 2022","1002000033","78 BAYARD STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","78","BAYARD STREET",,"MANHATTAN","10013","40.7158473","-73.9986942","3","1","29","1002401","1002000033","MN27","Chinatown"
"2021 and 2022","1002001001","200 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","198","CANAL STREET","A","MANHATTAN","10013","40.716745","-73.998413","3","1","29","1080816","1002001001","MN27","Chinatown"
"2021 and 2022","1002010004","60 MOTT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","60","MOTT STREET",,"MANHATTAN","10013","40.7159434","-73.9979258","3","1","29","1002403","1002010004","MN27","Chinatown"
"2021 and 2022","1002010004","60 MOTT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","60","MOTT STREET",,"MANHATTAN","10013","40.7159434","-73.9979258","3","1","29","1002403","1002010004","MN27","Chinatown"
"2021 and 2022","1002010007","68 MOTT STREET","MANHATTAN","10013",,"NO",,,"REAL ESTATE","68","MOTT STREET",,"MANHATTAN","10013","40.7161437","-73.9979005","3","1","29","1002405","1002010007","MN27","Chinatown"
"2021 and 2022","1002010007","68 MOTT STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","68","MOTT STREET",,"MANHATTAN","10013","40.7161437","-73.9979005","3","1","29","1002405","1002010007","MN27","Chinatown"
"2021 and 2022","1002010009","72 MOTT STREET","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","72","MOTT STREET",,"MANHATTAN","10013","40.7162645","-73.9978248","3","1","29","1002407","1002010009","MN27","Chinatown"
"2021 and 2022","1002010010","74 MOTT STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","74","MOTT STREET",,"MANHATTAN","10013","40.7163276","-73.9977851","3","1","29","1002408","1002010010","MN27","Chinatown"
"2021 and 2022","1002010011","76 MOTT STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","76","MOTT STREET",,"MANHATTAN","10013","40.7164182","-73.9978212","3","1","29","1002409","1002010011","MN27","Chinatown"
"2021 and 2022","1002010013","180 Canal Street","MANHATTAN","10013",,"NO",,,"FINANCE & INSURANCE","178","CANAL STREET",,"MANHATTAN","10013","40.7165472","-73.9977418","3","1","29","1002410","1002010013","MN27","Chinatown"
"2021 and 2022","1002010017","170 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","170","CANAL STREET",,"MANHATTAN","10013","40.7164621","-73.9973919","3","1","29","1002412","1002010017","MN27","Chinatown"
"2021 and 2022","1002010017","170 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","170","CANAL STREET",,"MANHATTAN","10013","40.7164621","-73.9973919","3","1","29","1002412","1002010017","MN27","Chinatown"
"2021 and 2022","1002010017","170 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","170","CANAL STREET",,"MANHATTAN","10013","40.7164621","-73.9973919","3","1","29","1002412","1002010017","MN27","Chinatown"
"2021 and 2022","1002010017","170 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","170","CANAL STREET",,"MANHATTAN","10013","40.7164621","-73.9973919","3","1","29","1002412","1002010017","MN27","Chinatown"
"2021 and 2022","1002010017","170 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","170","CANAL STREET",,"MANHATTAN","10013","40.7164621","-73.9973919","3","1","29","1002412","1002010017","MN27","Chinatown"
"2021 and 2022","1002010017","170 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","170","CANAL STREET",,"MANHATTAN","10013","40.7164621","-73.9973919","3","1","29","1002412","1002010017","MN27","Chinatown"
"2021 and 2022","1002010018","168 Canal Street","MANHATTAN","10013",,"NO",,,"FINANCE & INSURANCE","164","CANAL STREET",,"MANHATTAN","10013","40.7163469","-73.9973594","3","1","29","1002414","1002010018","MN27","Chinatown"
"2021 and 2022","1002010026","9 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"LEGAL SERVICES","9","ELIZABETH STREET",,"MANHATTAN","10013","40.7158446","-73.9977021","3","1","29","1002417","1002010026","MN27","Chinatown"
"2021 and 2022","1002010030","62 BAYARD STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","62","BAYARD STREET",,"MANHATTAN","10013","40.7155921","-73.9978573","3","1","29","1002421","1002010030","MN27","Chinatown"
"2021 and 2022","1002010030","62 BAYARD STREET","MANHATTAN","10013",,"NO",,,"WHOLESALE","62","BAYARD STREET",,"MANHATTAN","10013","40.7155921","-73.9978573","3","1","29","1002421","1002010030","MN27","Chinatown"
"2021 and 2022","1002010033","68 BAYARD STREET","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","68","BAYARD STREET",,"MANHATTAN","10013","40.7156936","-73.9980376","3","1","29","1002422","1002010033","MN27","Chinatown"
"2021 and 2022","1002010034","70 BAYARD STREET","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","70","BAYARD STREET",,"MANHATTAN","10013","40.7157183","-73.9981098","3","1","29","1002423","1002010034","MN27","Chinatown"
"2021 and 2022","1002020002","10 ELIZABETH STREET","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","10","ELIZABETH STREET",,"MANHATTAN","10013","40.7157046","-73.9972476","3","1","29","1002424","1002020002","MN27","Chinatown"
"2021 and 2022","1002020011","28 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","28","ELIZABETH STREET",,"MANHATTAN","10013","40.7162014","-73.9969915","3","1","29","1002425","1002020011","MN27","Chinatown"
"2021 and 2022","1002020015","156 Canal Street","MANHATTAN","10013",,"NO",,,"OTHER","156","CANAL STREET",,"MANHATTAN","10013","40.7161959","-73.9968147","3","1","29","1077409","1002020015","MN27","Chinatown"
"2021 and 2022","1002020015","156 Canal Street","MANHATTAN","10013",,"NO",,,"RETAIL","156","CANAL STREET",,"MANHATTAN","10013","40.7161959","-73.9968147","3","1","29","1077409","1002020015","MN27","Chinatown"
"2021 and 2022","1002020023","26 Elizabeth Street","MANHATTAN","10013",,"NO",,,"RETAIL","50","BOWERY",,"MANHATTAN","10013","40.7159928","-73.9968292","3","1","29","1002429","1002020023","MN27","Chinatown"
"2021 and 2022","1002020023","26 Elizabeth Street","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","50","BOWERY",,"MANHATTAN","10013","40.7159928","-73.9968292","3","1","29","1002429","1002020023","MN27","Chinatown"
"2021 and 2022","1002020025","46 BOWERY","MANHATTAN","10013",,"YES","YES","YES","NO BUSINESS ACTIVITY IDENTIFIED","46","BOWERY",,"MANHATTAN","10013","40.7158034","-73.996959","3","1","29","1002430","1002020025","MN27","Chinatown"
"2021 and 2022","1002020025","46 BOWERY","MANHATTAN","10013",,"YES","YES","YES","NO BUSINESS ACTIVITY IDENTIFIED","46","BOWERY",,"MANHATTAN","10013","40.7158034","-73.996959","3","1","29","1002430","1002020025","MN27","Chinatown"
"2021 and 2022","1002020025","46 BOWERY","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","46","BOWERY",,"MANHATTAN","10013","40.7158034","-73.996959","3","1","29","1002430","1002020025","MN27","Chinatown"
"2021 and 2022","1002020025","46 BOWERY","MANHATTAN","10013",,"NO",,"YES","FOOD SERVICES","46","BOWERY",,"MANHATTAN","10013","40.7158034","-73.996959","3","1","29","1002430","1002020025","MN27","Chinatown"
"2021 and 2022","1002020025","46 BOWERY","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","46","BOWERY",,"MANHATTAN","10013","40.7158034","-73.996959","3","1","29","1002430","1002020025","MN27","Chinatown"
"2021 and 2022","1002020025","18 Elizabeth Street","MANHATTAN","10013",,"NO",,"YES","RETAIL","46","BOWERY",,"MANHATTAN","10013","40.7158034","-73.996959","3","1","29","1002430","1002020025","MN27","Chinatown"
"2021 and 2022","1002020030","40 BOWERY","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","40","BOWERY",,"MANHATTAN","10013","40.7155618","-73.9969266","3","1","29","1002433","1002020030","MN27","Chinatown"
"2021 and 2022","1002260001","75 Varick Street","MANHATTAN","10013",,"NO",,,"EDUCATIONAL SERVICES","431","CANAL STREET",,"MANHATTAN","10013","40.7234391","-74.0068186","2","1","37","1002934","1002260001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002260001","431 CANAL STREET","MANHATTAN","10013",,"NO",,,"EDUCATIONAL SERVICES","431","CANAL STREET",,"MANHATTAN","10013","40.7234391","-74.0068186","2","1","37","1002934","1002260001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002270001","381 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","381","CANAL STREET",,"MANHATTAN","10013","40.7216277","-74.0045889","2","1","47","1002935","1002270001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002270002","383 CANAL STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","383","CANAL STREET",,"MANHATTAN","10013","40.7216771","-74.0046286","2","1","47","1002936","1002270002","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002270003","385 Canal Street","MANHATTAN","10013",,"NO",,,"RETAIL","385","CANAL STREET",,"MANHATTAN","10013","40.7217155","-74.0046899","2","1","47","1002937","1002270003","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002270016","35 GRAND STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","35","GRAND STREET",,"MANHATTAN","10013","40.7225198","-74.0044555","2","1","47","1002942","1002270016","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002270020","43 GRAND STREET","MANHATTAN","10013",,"NO",,,"OTHER","43","GRAND STREET",,"MANHATTAN","10013","40.7223468","-74.0041813","2","1","47","1002944","1002270020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002270028","306 WEST BROADWAY","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","306","WEST BROADWAY",,"MANHATTAN","10013","40.7221135","-74.0045204","2","1","47","1087764","1002270028","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002270050","23 GRAND STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","23","GRAND STREET",,"MANHATTAN","10013","40.7227613","-74.0049245","2","1","47","1088492","1002270050","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002280004","363 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","363","CANAL STREET",,"MANHATTAN","10013","40.7212133","-74.0040153","2","1","47","1002956","1002280004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002280007","371 Canal Street","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","369","CANAL STREET",,"MANHATTAN","10013","40.7213615","-74.0041848","2","1","47","1079556","1002280007","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002280011","307 WEST BROADWAY","MANHATTAN","10013",,"NO",,,"RETAIL","307","WEST BROADWAY",,"MANHATTAN","10013","40.7215317","-74.0041163","2","1","47","1002960","1002280011","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002280022","331 West Broadway","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","53","GRAND STREET",,"MANHATTAN","10013","40.7221794","-74.0037447","2","1","47","1002962","1002280022","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002280025","59 GRAND STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","59","GRAND STREET",,"MANHATTAN","10013","40.7220806","-74.0035391","2","1","47","1002965","1002280025","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002281001","3 Wooster Street","MANHATTAN","10013",,"NO",,,"RETAIL","3","WOOSTER STREET","COM-1","MANHATTAN","10013","40.721334","-74.003824","2","1","47","1087574","1002281001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002281402","325 WEST BROADWAY","MANHATTAN","10013",,"NO",,,"RETAIL","325","WEST BROADWAY","COMMB","MANHATTAN","10013","40.721897","-74.003629","2","1","47","1090164","1002281402","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002290001","11 Greene St , New York, NY 10013","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","335","CANAL STREET",,"MANHATTAN","10013","40.7208235","-74.0031602","2","1","47","1090692","1002290001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002301601","10 GREENE STREET","MANHATTAN","10013",,"NO",,,"RETAIL","10","GREENE STREET","COMM","MANHATTAN","10013","40.720689","-74.002688","2","1","47","1002988","1002301601","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002290001","11 Greene St , New York, NY 10013","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","335","CANAL STREET",,"MANHATTAN","10013","40.7208235","-74.0031602","2","1","47","1090692","1002290001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002290003","343 CANAL STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","343","CANAL STREET",,"MANHATTAN","10013","40.7207933","-74.0033514","2","1","47","1002967","1002290003","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002290020","71 GRAND STREET","MANHATTAN","10013",,"NO",,,"REAL ESTATE","71","GRAND STREET",,"MANHATTAN","10013","40.7216442","-74.0030052","2","1","47","1077454","1002290020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002290022","83 Grand Street","MANHATTAN","10013",,"NO",,,"RETAIL","75","GRAND STREET",,"MANHATTAN","10013","40.7216113","-74.0026588","2","1","47","1077408","1002290022","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002290022","81 Grand Street","MANHATTAN","10013",,"NO",,,"RETAIL","75","GRAND STREET",,"MANHATTAN","10013","40.7216113","-74.0026588","2","1","47","1077408","1002290022","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002290032","25 greene street","MANHATTAN","10013",,"NO",,,"RETAIL","23","GREENE STREET",,"MANHATTAN","10013","40.7212572","-74.0028356","2","1","47","1002977","1002290032","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002291001","21 greene street","MANHATTAN","10013",,"NO",,,"RETAIL","19","GREENE STREET","COMM","MANHATTAN","10013","40.721159","-74.002919","2","1","47","1002978","1002291001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002300027","93 GRAND STREET","MANHATTAN","10013",,"NO",,,"RETAIL","93","GRAND STREET",,"MANHATTAN","10013","40.721378","-74.002096","2","1","47","1002995","1002300027","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002300028","95 Grand Street","MANHATTAN","10013",,"NO",,,"RETAIL","95","GRAND STREET",,"MANHATTAN","10013","40.7213423","-74.0020599","2","1","47","1002996","1002300028","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002300042","5 MERCER STREET","MANHATTAN","10013",,"NO",,,"RETAIL","5","MERCER STREET",,"MANHATTAN","10013","40.7204448","-74.0024495","2","1","47","1003003","1002300042","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002300044","3 Mercer Street","MANHATTAN","10013",,"NO",,,"RETAIL","3","MERCER STREET",,"MANHATTAN","10013","40.7203075","-74.0024531","2","1","47","1003004","1002300044","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002301001","21 MERCER STREET","MANHATTAN","10013",,"NO",,,"RETAIL","21","MERCER STREET","1","MANHATTAN","10013","40.720832","-74.002125","2","1","47","1087248","1002301001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002301052","9-13 Mercer Street","MANHATTAN","10013",,"YES","YES",,"NO BUSINESS ACTIVITY IDENTIFIED","9","MERCER STREET","1A","MANHATTAN","10013","40.720569","-74.002345","2","1","47","1003002","1002301052","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002301401","25 MERCER STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","25","MERCER STREET","UNIT1","MANHATTAN","10013","40.720945","-74.002027","2","1","47","1079567","1002301401","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002301501","32 GREENE STREET","MANHATTAN","10013",,"NO",,,"RETAIL","32","GREENE STREET","COMM","MANHATTAN","10013","40.721236","-74.002226","2","1","47","1088479","1002301501","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002310003","305 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","305","CANAL STREET",,"MANHATTAN","10013","40.719959","-74.0020635","2","1","47","1003007","1002310003","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002310014","433 BROADWAY","MANHATTAN","10013",,"NO",,,"RETAIL","433","BROADWAY",,"MANHATTAN","10013","40.7202115","-74.0015657","2","1","47","1090587","1002310014","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002310016","50 HOWARD STREET","MANHATTAN","10013",,"NO",,,"RETAIL","50","HOWARD STREET",,"MANHATTAN","10013","40.7203817","-74.0018723","2","1","47","1079570","1002310016","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002310026","107 GRAND STREET","MANHATTAN","10013",,"NO",,,"RETAIL","107","GRAND STREET",,"MANHATTAN","10013","40.7209883","-74.0013853","2","1","47","1003017","1002310026","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002310035","451 Broadway","MANHATTAN","10013",,"NO",,,"RETAIL","451","BROADWAY",,"MANHATTAN","10013","40.7207275","-74.0013528","2","1","47","1003020","1002310035","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002311001","443 BROADWAY","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","443","BROADWAY","COMM","MANHATTAN","10013","40.720495","-74.001555","2","1","47","1003023","1002311001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002320003","440 BROADWAY","MANHATTAN","10013",,"NO",,,"RETAIL","440","BROADWAY",,"MANHATTAN","10013","40.7200358","-74.0009704","2","1","45","1003026","1002320003","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002320004","442 BROADWAY","MANHATTAN","10013",,"NO",,,"RETAIL","442","BROADWAY",,"MANHATTAN","10013","40.7201292","-74.0009307","2","1","45","1003027","1002320004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002320006","446 BROADWAY","MANHATTAN","10013",,"NO",,,"RETAIL","446","BROADWAY",,"MANHATTAN","10013","40.7202335","-74.0007395","2","1","45","1003029","1002320006","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002320008","450 BROADWAY","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","450","BROADWAY",,"MANHATTAN","10013","40.7203213","-74.000671","2","1","45","1003030","1002320008","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002320009","16 CROSBY STREET","MANHATTAN","10013",,"NO",,,"REAL ESTATE","452","BROADWAY",,"MANHATTAN","10013","40.7204366","-74.0007035","2","1","45","1003031","1002320009","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002320009","14 CROSBY STREET","MANHATTAN","10013",,"NO",,,"REAL ESTATE","452","BROADWAY",,"MANHATTAN","10013","40.7204366","-74.0007035","2","1","45","1003031","1002320009","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002320011","456 Broadway","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","456","BROADWAY",,"MANHATTAN","10013","40.7205162","-74.0005628","2","1","45","1003033","1002320011","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002320011","456 Broadway","MANHATTAN","10013",,"NO",,,"OTHER","456","BROADWAY",,"MANHATTAN","10013","40.7205162","-74.0005628","2","1","45","1003033","1002320011","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002320021","30 HOWARD STREET","MANHATTAN","10013",,"NO",,,"RETAIL","32","HOWARD STREET",,"MANHATTAN","10013","40.7197888","-74.00057","2","1","45","1003037","1002320021","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002320021","30 HOWARD STREET","MANHATTAN","10013",,"NO",,,"RETAIL","32","HOWARD STREET",,"MANHATTAN","10013","40.7197888","-74.00057","2","1","45","1003037","1002320021","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002321001","129 GRAND STREET","MANHATTAN","10013",,"NO",,,"RETAIL","129","GRAND STREET","COMM","MANHATTAN","10013","40.720335","-74.000162","2","1","45","1003036","1002321001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002321001","129 GRAND STREET","MANHATTAN","10013",,"NO",,,"RETAIL","129","GRAND STREET","COMM","MANHATTAN","10013","40.720335","-74.000162","2","1","45","1003036","1002321001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002330008","21 Crosby","MANHATTAN","10013",,"NO",,,"RETAIL","133","GRAND STREET",,"MANHATTAN","10013","40.720217","-73.9999062","2","1","45","1003042","1002330008","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
