"the_geom","seatingcho","retailname","bizname","bizdba","biz_desc","other_bizd","bizstreetn","suitenum","bizboro","bizzip","bizaddress","sidewalkdi","sidewalk_1","sidewalkar","openstreet","openstre_1","openstre_2","qualify_si","qualify_op","landmarkdi","landmark_1","healthcomp","submission","creationda","long","lat","x","y"
"POINT (-73.98336523642556 40.75399321362929)","sidewalk","Church of Scientology New York","Church of Scientology New York","Church of Scientology New York","Book Store",,"227",,"Manhattan","10036","227 , Manhattan, NY","24","14","336","0","0",,"yes","no","no",,"yes","2020-11-06T00:00:00.000","2022-11-02T00:00:00.000","-73.9833652364","40.7539932136","988858.765377","213977.181019"
"POINT (-74.00280414773567 40.64192887380056)","sidewalk","E- Cool Shoes","E- Cool Shoes","E- Cool Shoes","Clothing, Shoe, Accessories Store",,"4815  8 Ave",,"Brooklyn","11220","4815  8 Ave, Brooklyn, NY","20","2","40","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-74.0028041477","40.6419288738","983471.786321","173148.388333"
"POINT (-73.9940964394168 40.64071106827477)","sidewalk","BLY Trading Inc","BLY Trading Inc","BLY Trading Inc","General Merchandise Store (99 cent store, etc.)",,"4401 Ft. Hamilton Parkway",,"Brooklyn","11219","4401 Ft. Hamilton Parkway, Brooklyn, NY","79","10","790","0","0",,"yes","no","no",,"yes","2020-11-01T00:00:00.000","2022-11-02T00:00:00.000","-73.9940964394","40.6407110683","985888.399926","172704.751425"
"POINT (-74.00296366361113 40.72512839473913)","sidewalk","Arianna skincare","Arianna Skincare LLC","Arianna skincare","Beauty Supply, Fragrance, Cosmetics Store",,"193 spring street",,"Manhattan","10012","193 spring street, Manhattan, NY","20","18","360","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-74.0029636636","40.7251283947","983428.542641","203460.389389"
"POINT (-73.95868239655962 40.72974339219518)","sidewalk","Pilates BKLYN","Pilates BKLYN LLC","Pilates BKLYN","Gym, Fitness, Dance, Yoga Studio",,"58 Greenpoint Ave Storefront",,"Brooklyn","11222","58 Greenpoint Ave Storefront , Brooklyn, NY","17","14","238","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9586823966","40.7297433922","995701.467571","205144.46312"
"POINT (-73.96897545745522 40.63997195133812)","sidewalk","taj mahal hardware building supply","taj mahal hardware building supply","taj mahal hardware building supply","Hardware, Arts & Crafts",,"719 coney island avenue","719","Brooklyn","11218","719 coney island avenue , Brooklyn, NY","15","25","375","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9689754575","40.6399719513","992860.25639","172436.940609"
"POINT (-73.92238045845926 40.835861302783336)","sidewalk","Hood Meditation","Hood Meditation","Hood Meditation","Gym, Fitness, Dance, Yoga Studio",,"1194 Cromwell Ave, The Bronx, NY 10452",,"Bronx","10452","1194 Cromwell Ave, The Bronx, NY 10452, Bronx, NY","28","6","168","0","0",,"yes","no","no",,"yes","2021-01-25T00:00:00.000","2022-11-02T00:00:00.000","-73.9223804585","40.8358613028","1005728.54725","243813.645624"
"POINT (-73.9937755805267 40.690100971159694)","sidewalk","Adelaide Group LLC  / Collyer's Mansion DBA","Adelaide Group LLC  / Collyer's Mansion DBA","Adelaide Group LLC  / Collyer's Mansion DBA","Home Goods Store",,"179 Atlantic Avenue",,"Brooklyn","11201","179 Atlantic Avenue, Brooklyn, NY","16","18","288","0","0",,"yes","no","yes","yes","yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9937755805","40.6901009712","985976.168452","190698.891946"
"POINT (-74.08009669443703 40.63757422376915)","sidewalk","EL PASTORCITO CAFE RESTAURANTE","EL PASTORCITO CAFE RESTAURANTE LLC","EL PASTORCITO CAFE RESTAURANTE","Food Service - Full Service Restaurant",,"110 VICTORY BOULEVARD",,"Staten Island","10301","110 VICTORY BOULEVARD, Staten Island, NY","5","10","50","0","0",,"yes","no","no",,"yes","2021-05-20T00:00:00.000","2022-11-02T00:00:00.000","-74.0800966944","40.6375742238","962019.929291","171572.022063"
"POINT (-73.80776754095729 40.823975142332614)","sidewalk","Rainbow","Rainbow apparel company","Rainbow","Clothing, Shoe, Accessories Store",,"62 third Avenue",,"Bronx","10455","62 third Avenue , Bronx, NY","44","5","220","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.807767541","40.8239751423","1037453.21084","239531.941917"
"POINT (-74.01120248057546 40.64420519030096)","sidewalk","Rainbow","Rainbow","Rainbow","Clothing, Shoe, Accessories Store",,"5115 5th Ave",,"Brooklyn","11220","5115 5th Ave , Brooklyn, NY","30","20","600","0","0",,"yes","no","no",,"yes","2020-11-02T00:00:00.000","2022-11-02T00:00:00.000","-74.0112024806","40.6442051903","981141.167295","173977.898813"
"POINT (-73.98285471634128 40.5768032890003)","sidewalk","Sneaker Town USA","Sport Shoe LLC","Sneaker Town USA","Clothing, Shoe, Accessories Store",,"1504 Mermaid Avenue",,"Brooklyn","11224","1504 Mermaid Avenue, Brooklyn, NY","20","4","80","0","0",,"yes","no","no",,"yes","2020-11-11T00:00:00.000","2022-11-02T00:00:00.000","-73.9828547163","40.576803289","989012.843481","149421.899697"
"POINT (-73.97989235854703 40.73459896613779)","sidewalk","Ibiza Kidz","Ibiza Kidz, Inc","Ibiza Kidz","Clothing, Shoe, Accessories Store",,"340 First Ave",,"Manhattan","10009","340 First Ave, Manhattan, NY","25","17","425","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9798923585","40.7345989661","989822.56988","206911.439573"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","AT&T Mobility Supply, LLC","AT&T","AT&T Mobility","Electronics Store; Cell Phone Store",,"1101 KINGS HIGHWAY",,"Brooklyn","11229","1101 KINGS HIGHWAY, Brooklyn, NY","20","22","440","0","0",,"yes","no","no",,"yes","2020-12-09T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.83106253204923 40.7612934341562)","sidewalk","Rainbow","Rainbow USA, INC","Rainbow","Clothing, Shoe, Accessories Store",,"37-28 Main street",,"Queens","11357","37-28 Main street, Queens, NY","24","12","288","0","0",,"yes","no","no",,"yes","2020-11-03T00:00:00.000","2022-11-02T00:00:00.000","-73.831062532","40.7612934342","1031050.02483","216681.580466"
"POINT (-73.7961190720661 40.70500600696252)","sidewalk","danice stores","Danice Stores","danice stores","Clothing, Shoe, Accessories Store",,"163-27 jamaica ave",,"Queens","11432","163-27 jamaica ave, Queens, NY","42","16","672","0","0",,"yes","no","no",,"yes","2021-03-17T00:00:00.000","2022-11-02T00:00:00.000","-73.7961190721","40.705006007","1040777.9765","196194.960678"
"POINT (-73.98667385607011 40.718227044600894)","sidewalk","AT&T MOBILITY SUPPLY, LLC","AT&T MOBILITY","AT&T MOBILITY","Electronics Store; Cell Phone Store",,"144 DELANCEY STREET",,"Manhattan","10002","144 DELANCEY STREET, Manhattan, NY","23","19","437","0","0",,"yes","no","no",,"yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-73.9866738561","40.7182270446","987944.073965","200946.282212"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-74.02987199566279 40.62645080970569)","sidewalk","The Ridge Kids","TRK Bay Ridge LLC","The Ridge Kids","Clothing, Shoe, Accessories Store",,"8122 Third Avenue",,"Brooklyn","11209","8122 Third Avenue, Brooklyn, NY","15","15","225","0","0",,"yes","no","no",,"yes","2020-11-15T00:00:00.000","2022-11-02T00:00:00.000","-74.0298719957","40.6264508097","975957.930614","167510.714569"
"POINT (-73.83068035926003 40.7606883416637)","sidewalk","KJ BEAUTY INC","KJ BEAUTY INC","KJ BEAUTY INC","Beauty Supply, Fragrance, Cosmetics Store",,"40-02a MAIN ST",,"Queens","11354","40-02a MAIN ST, Queens, NY","10","5","50","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8306803593","40.7606883417","1031156.32251","216461.33025"
"POINT (-73.98392152282034 40.749422228120494)","sidewalk","Rainbow shop","Rainbow USA inc","Rainbow shop","Clothing, Shoe, Accessories Store",,"380 fifth Avenue",,"Manhattan","10018","380 fifth Avenue , Manhattan, NY","70","15","1050","0","0",,"yes","no","no",,"yes","2020-11-03T00:00:00.000","2022-11-02T00:00:00.000","-73.9839215228","40.7494222281","988704.948427","212311.794586"
"POINT (-73.98454331844876 40.75495808556491)","sidewalk","Pandora Times Square Frandaza","Frandaza Inc DBA","Pandora Times Square Frandaza","Jewellery  Store",,"110 West 42nd Street",,"Manhattan","10036","110 West 42nd Street, Manhattan, NY","20","9","180","0","0",,"yes","no","no",,"yes","2020-11-17T00:00:00.000","2022-11-02T00:00:00.000","-73.9845433184","40.7549580856","988532.308353","214328.655382"
"POINT (-73.99043529267729 40.71784996168447)","both","KALLMEYER","DANIELLA KALLMEYER LLC","KALLMEYER","Clothing, Shoe, Accessories Store",,"83 Orchard Street",,"Manhattan","10002","83 Orchard Street, Manhattan, NY","25","12","300","30","8","240","yes","no","no",,"yes","2020-12-08T00:00:00.000","2022-11-02T00:00:00.000","-73.9904352927","40.7178499617","986901.399869","200808.76313"
"POINT (-73.89854014586444 40.86230453137192)","sidewalk","D Grenua Fajas Corp","D Grenua Fajas Corp","D Grenua Fajas Corp","Clothing, Shoe, Accessories Store",,"133 E Fordham Rd","1st floor","Bronx","10468","133 E Fordham Rd, Bronx, NY","40","20","800","0","0",,"yes","no","no",,"yes","2021-06-28T00:00:00.000","2022-11-02T00:00:00.000","-73.8985401459","40.8623045314","1012314.37496","253454.653901"
"POINT (-73.79974096536962 40.70361736019802)","sidewalk","Rainbow","Rainbow USA inc","Rainbow","Clothing, Shoe, Accessories Store",,"159-11/ 13 jamaica ave",,"Queens","11432","159-11/ 13 jamaica ave, Queens, NY","40","10","400","0","0",,"yes","no","no",,"yes","2020-11-03T00:00:00.000","2022-11-02T00:00:00.000","-73.7997409654","40.7036173602","1039774.92962","195686.719897"
"POINT (-73.98422921763141 40.7376900222243)","sidewalk","J & M Hardware & Locksmiths","J & M Hardware & Locksmiths","J & M Hardware & Locksmiths","Hardware, Arts & Crafts",,"19 East 21st St.,",,"Manhattan","10010","19 East 21st St., , Manhattan, NY","18","18","324","0","0",,"yes","no","yes","yes","yes","2021-01-04T00:00:00.000","2022-11-02T00:00:00.000","-73.9842292176","40.7376900222","988620.46336","208037.362518"
"POINT (-73.96339156466892 40.77469222018369)","sidewalk","Ramy Brook","Ramy Brook LLC","Ramy Brook","Clothing, Shoe, Accessories Store",,"980 Madison Ave",,"Manhattan","10075","980 Madison Ave, Manhattan, NY","16","12","192","0","0",,"yes","no","yes","yes","yes","2020-11-23T00:00:00.000","2022-11-02T00:00:00.000","-73.9633915647","40.7746922202","994389.444276","221520.192836"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.89178617612882 40.82271491681147)","sidewalk","Forever","Forever 995 Inc","Forever","Beauty Supply, Fragrance, Cosmetics Store",,"995 Southern Blvd",,"Bronx","10459","995 Southern Blvd, Bronx, NY","18","40","720","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.8917861761","40.8227149168","1014200.37939","239032.918309"
"POINT (-73.89187209057856 40.82369450973005)","sidewalk","Kicks closet","Kickscloset","Kicks closet","Clothing, Shoe, Accessories Store",,"1031 southern Blvd","A","Bronx","10459","1031 southern Blvd , Bronx, NY","5","3","15","0","0",,"yes","no","no",,"yes","2021-04-09T00:00:00.000","2022-11-02T00:00:00.000","-73.8918720906","40.8236945097","1014176.16028","239389.789971"
"POINT (-73.9624536934386 40.77598463683537)","sidewalk","La Maison du Chocolat","La Maison du chocolat","La Maison du Chocolat","Specialty Food Store (Cheese shop, butcher, fruit and vegetable store, fish market, bakery, etc.)",,"1018 Madison avenue","Ground floor","Manhattan","10075","1018 Madison avenue, Manhattan, NY","15","13","195","0","0",,"yes","no","yes","yes","yes","2020-11-02T00:00:00.000","2022-11-02T00:00:00.000","-73.9624536934","40.7759846368","994649.004781","221991.173521"
"POINT (-73.9439578232699 40.68369660964075)","sidewalk","peace + RIOT","Ibo Interiors Corp","peace + RIOT","Other","Gifts, home goods and furniture","403 Tompkins Avenue",,"Brooklyn","11216","403 Tompkins Avenue, Brooklyn, NY","30","17","510","0","0",,"yes","no","no",,"yes","2021-03-03T00:00:00.000","2022-11-02T00:00:00.000","-73.9439578233","40.6836966096","999793.220214","188370.507167"
"POINT (-73.82589523828861 40.689638468647686)","sidewalk","101-12 Restaurant Corp","101-12 Restaurant Corp","Villa Russo Catering","Other","Restaurant/Caterer","101-12 Lefferts Blvd, Richmond Hill,NY",,"Queens","11419","101-12 Lefferts Blvd, Richmond Hill,NY, Queens, NY","26","21","546","0","0",,"yes","no","no",,"yes","2021-01-15T00:00:00.000","2022-11-02T00:00:00.000","-73.8258952383","40.6896384686","1032533.38374","190578.310494"
"POINT (-73.89858901212123 40.700489124923934)","sidewalk","Closeout Heaven","Closeout heaven III inc","Closeout Heaven","General Merchandise Store (99 cent store, etc.)",,"5932 Myrtle ave",,"Queens","11385","5932 Myrtle ave , Queens, NY","8","5","40","0","0",,"yes","no","no",,"yes","2020-12-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8985890121","40.7004891249","1012369.11009","194499.818399"
"POINT (-73.98683259944485 40.622495641153925)","sidewalk","The Red Balloon Childrenswear","The Red Balloon Childrenswear","The Red Balloon Childrenswear","Clothing, Shoe, Accessories Store",,"5904 18TH AVENUE",,"Brooklyn","11204","5904 18TH AVENUE, Brooklyn, NY","15","15","225","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9868325994","40.6224956412","987905.312231","166068.602624"
"POINT (-73.82189401055689 40.82634469990639)","sidewalk","Throggs neck deli & grill","Tremont corner store corp","Throggs neck deli & grill","Bodega/Deli/Convenience Store",,"3742 e Tremont ave",,"Bronx","10465","3742 e Tremont ave, Bronx, NY","32","15","480","0","0",,"yes","no","no",,"yes","2020-12-12T00:00:00.000","2022-11-02T00:00:00.000","-73.8218940106","40.8263446999","1033541.74917","240386.991717"
"POINT (-73.9954018583341 40.730763859908876)","sidewalk","SPACE MARKET","LKREVE CORP","SPACE MARKET","Bodega/Deli/Convenience Store",,"1 UNIVERSITY PL",,"Manhattan","10003","1 UNIVERSITY PL, Manhattan, NY","35","18","630","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9954018583","40.7307638599","985524.388187","205513.584101"
"POINT (-73.88765356245453 40.8437320361032)","sidewalk","Rainbow","Rainbow apparel company","Rainbow","Clothing, Shoe, Accessories Store",,"805 East Tremont",,"Bronx","10460","805 East Tremont , Bronx, NY","35","4","140","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8876535625","40.8437320361","1015334.343","246691.665131"
"POINT (-73.91937621620521 40.74206315512149)","sidewalk","Babyblue","Bomba Cabana Inc.","Babyblue","Clothing, Shoe, Accessories Store",,"4505 Greenpoint Avenue",,"Queens","11104","4505 Greenpoint Avenue , Queens, NY","50","20","1000","0","0",,"yes","no","no",,"yes","2020-11-05T00:00:00.000","2022-11-02T00:00:00.000","-73.9193762162","40.7420631551","1006591.32145","209640.521385"
"POINT (-73.90876497799664 40.7705803169603)","sidewalk","HiFi Records","HiFi Records LLC","HiFi Records","Other","Retail New & Used Vinyl Record Store","23-19 Steinway Street",,"Queens","11005","23-19 Steinway Street , Queens, NY","16","18","288","0","0",,"yes","no","no",,"yes","2020-11-01T00:00:00.000","2022-11-02T00:00:00.000","-73.908764978","40.770580317","1009520.93534","220033.130521"
"POINT (-73.98408890561358 40.72019027265766)","sidewalk","ONLY NY","ONLY NY STORE LLC","ONLY NY","Clothing, Shoe, Accessories Store",,"176 STANTON ST.",,"Manhattan","10002","176 STANTON ST., Manhattan, NY","15","13","195","0","0",,"yes","no","no",,"yes","2020-11-12T00:00:00.000","2022-11-02T00:00:00.000","-73.9840889056","40.7201902727","988660.505275","201661.665952"
"POINT (-73.9281497114765 40.864985133061325)","sidewalk","Compton Eye Associates","Compton Eye Associates","Compton Eye Associates","Pharmacy, Optical Store, Health Store",,"4738 Broadway","1st floor","Manhattan","10040","4738 Broadway , Manhattan, NY","15","10","150","0","0",,"yes","no","yes","yes","yes","2020-12-07T00:00:00.000","2022-11-02T00:00:00.000","-73.9281497115","40.8649851331","1004123.40119","254423.19888"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","AT&T Mobility Supply, LLC","AT&T","AT&T Mobility","Electronics Store; Cell Phone Store",,"37-36 82ND STREET",,"Queens","11372","37-36 82ND STREET, Queens, NY","21","20","420","0","0",,"yes","no","no",,"yes","2020-12-09T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.98898168919953 40.74628156575145)","sidewalk","Y and K Apparel LLC","Y and K Apparel LLC","Y and K Apparel LLC","Clothing, Shoe, Accessories Store",,"47A west 29th street",,"Manhattan","10001","47A west 29th street, Manhattan, NY","20","5","100","0","0",,"yes","no","no",,"yes","2020-12-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9889816892","40.7462815658","987303.045391","211167.333621"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","Best Wireless New Hyde Park Inc.","Best Wireless New Hyde Park Inc.","Best Wireless New Hyde Park Inc.","Electronics Store; Cell Phone Store",,"614 Jericho Turnpike",,"Queens","11040","614 Jericho Turnpike, Queens, NY","5","5","25","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.99009894545878 40.737663730569324)","sidewalk","Fresh","Fresh, Inc","Fresh","Beauty Supply, Fragrance, Cosmetics Store",,"872 Broadway",,"Manhattan","10003","872 Broadway, Manhattan, NY","37","14","518","0","0",,"yes","no","no",,"yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-73.9900989455","40.7376637306","986993.8216","208027.545281"
"POINT (-73.90025030455134 40.74594661574874)","sidewalk","Bibi & Jd's Barbershop","Bibi & Jd's Barbershop LLC","Bibi & Jd's Barbershop","Hair, Nail, Beauty Salon, Barber Shop, Misc. Personal Care",,"6325 Roosevelt Avenue",,"Queens","11377","6325 Roosevelt Avenue, Queens, NY","18","50","900","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9002503046","40.7459466157","1011889.61006","211060.845645"
"POINT (-73.90305673432738 40.90997958103657)","sidewalk","DOLPHINS GOURMET DELI CORP","DOLPHINS GOURMET DELI CORP","DOLPHINS GOURMET DELI CORP","Bodega/Deli/Convenience Store",,"6052 RIVERDALE AVE",,"Bronx","10471","6052 RIVERDALE AVE, Bronx, NY","19","15","285","0","0",,"yes","no","no",,"yes","2022-03-24T00:00:00.000","2022-11-02T00:00:00.000","-73.9030567343","40.909979581","1011045.83813","270823.173626"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.90343257938895 40.87733370320513)","sidewalk","Deegan Automotive Services Corp","Deegan Automotive Services Corp","Deegan Automotive Services Corp","Bodega/Deli/Convenience Store",,"3031 Bailey Avenue",,"Bronx","10463","3031 Bailey Avenue , Bronx, NY","25","5","125","0","0",,"yes","no","no",,"yes","2021-10-20T00:00:00.000","2022-11-02T00:00:00.000","-73.9034325794","40.8773337032","1010955.06403","258928.838491"
"POINT (-73.95963223399144 40.608154707746486)","sidewalk","STUDIO GR USA INC","STUDIO GR USA INC","STUDIO GR USA INC","Clothing, Shoe, Accessories Store",,"1310 KINGS HIGHWAY",,"Brooklyn","11229","1310 KINGS HIGHWAY, Brooklyn, NY","15","5","75","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.959632234","40.6081547077","995458.627505","160846.133082"
"POINT (-73.9926489686166 40.60122316669869)","sidewalk","Thanksgiving Supermarket Inc","Thanksgiving Supermarket Inc","Thanksgiving Supermarket Inc","Specialty Food Store (Cheese shop, butcher, fruit and vegetable store, fish market, bakery, etc.)",,"2239-2247 86th Street",,"Brooklyn","11214","2239-2247 86th Street, Brooklyn, NY","21","50","1050","0","0",,"yes","no","no",,"yes","2020-11-15T00:00:00.000","2022-11-02T00:00:00.000","-73.9926489686","40.6012231667","986291.320052","158318.29693"
"POINT (-74.00011565003665 40.72661096060943)","sidewalk","Sloomoo Institute","S.U. SoHo, LLC","Sloomoo Institute","Hardware, Arts & Crafts",,"475 Broadway","Ground Floor","Manhattan","10012","475 Broadway, Manhattan, NY","34","18","612","0","0",,"yes","no","yes","yes","yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-74.00011565","40.7266109606","984217.945262","204000.520198"
"POINT (-73.99772507268301 40.719389011649504)","sidewalk","PLANT IT NYC","Green Mountain Phases, LLC","PLANT IT NYC","Florist, Horticulture, Gardening",,"179 Grand Street","Unit 6","Manhattan","10013","179 Grand Street, Manhattan, NY","13","5","65","0","0",,"yes","no","no",,"yes","2020-12-30T00:00:00.000","2022-11-02T00:00:00.000","-73.9977250727","40.7193890116","984880.610275","201369.349608"
"POINT (-73.82045291047683 40.68764813330663)","sidewalk","Anjee's Bridal","Anjee's Bridal","Anjee's Bridal","Clothing, Shoe, Accessories Store",,"123-08 Liberty Avenue",,"Queens","11419","123-08 Liberty Avenue, Queens, NY","20","12","240","0","0",,"yes","no","no",,"yes","2020-11-12T00:00:00.000","2022-11-02T00:00:00.000","-73.8204529105","40.6876481333","1034044.15466","189856.221387"
"POINT (-73.91693372913377 40.75803541621485)","sidewalk","Gamestoria","Good Games NYC LLC","Gamestoria","Other","tabletop games","42-11 Broardway",,"Queens","11103","42-11 Broardway, Queens, NY","11","16","176","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9169337291","40.7580354162","1007262.63047","215460.360468"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","Rainbow","Rainbow USA,inc","Rainbow","Clothing, Shoe, Accessories Store",,"159-11 Jamaica ave",,"Queens","11432","159-11 Jamaica ave, Queens, NY","36","12","432","0","0",,"yes","no","no",,"yes","2020-11-03T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.92004366667034 40.69973944671243)","sidewalk","Mr. Lemon","Zoon 410 Corp","Mr. Lemon","Supermarket & Grocery Store",,"410 Knickerbocker Ave",,"Brooklyn","11237","410 Knickerbocker Ave, Brooklyn, NY","11","9","99","0","0",,"yes","no","no",,"yes","2020-11-25T00:00:00.000","2022-11-02T00:00:00.000","-73.9200436667","40.6997394467","1006420.44187","194220.529916"
"POINT (-73.93866758545411 40.699043162361946)","sidewalk","Horseradish","Petrichor LLC","Horseradish","Supermarket & Grocery Store",,"839 Broadway",,"Brooklyn","11206","839 Broadway, Brooklyn, NY","25","19","475","0","0",,"yes","no","no",,"yes","2022-09-07T00:00:00.000","2022-11-02T00:00:00.000","-73.9386675855","40.6990431624","1001256.54537","193962.68824"
"POINT (-73.97185992172295 40.676306160004444)","sidewalk","Christian Science Reading Room","First Church of Christ, Scientist, Brooklyn","Christian Science Reading Room","Book Store",,"338 Flatbush Avenue","Ground Floor","Brooklyn","11238","338 Flatbush Avenue, Brooklyn, NY","82","20","1640","0","0",,"yes","no","no",,"yes","2020-11-21T00:00:00.000","2022-11-02T00:00:00.000","-73.9718599217","40.67630616","992055.477159","185674.235001"
"POINT (-73.99343712007226 40.690011578219014)","sidewalk","Sahadi's","Sahadi Importing Company Inc","Sahadi's","Supermarket & Grocery Store",,"187-191 Atlantic Avenue",,"Brooklyn","11201","187-191 Atlantic Avenue, Brooklyn, NY","72","18","1296","0","0",,"yes","no","yes","yes","yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9934371201","40.6900115782","986070.033421","190666.330331"
"POINT (-73.95394187949063 40.77872600941578)","sidewalk","AT&T MOBILITY SUPPLY, LLC","AT&T MOBILITY","AT&T MOBILITY","Electronics Store; Cell Phone Store",,"200 EAST 86TH STREET",,"Manhattan","10028","200 EAST 86TH STREET, Manhattan, NY","43","13","559","0","0",,"yes","no","no",,"yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-73.9539418795","40.7787260094","997005.952166","222991.072768"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","Victorinox Swiss Army, Inc","Victorinox Swiss Army, Inc","Victorinox Swiss Army, Inc","Other","Travel Gear, Cutlery, Watches store","99 Wooster",,"Manhattan","10012","99 Wooster , Manhattan, NY","22","13","286","0","0",,"yes","no","yes","yes","yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.8794672095164 40.74068110495671)","sidewalk","Broadway Food Mart 999 Inc.","Broadway Food Mart 999 Inc.","Broadway Food Mart 999 Inc.","Supermarket & Grocery Store",,"8320 Broadway",,"Queens","11373","8320 Broadway , Queens, NY","50","15","750","0","0",,"yes","no","no",,"yes","2021-01-23T00:00:00.000","2022-11-02T00:00:00.000","-73.8794672095","40.740681105","1017651.02735","209149.694939"
"POINT (-74.01864954903441 40.6407640412209)","sidewalk","SUNSET CORNER PHARMACY","SUNSET CORNER PHARMACY INC","SUNSET CORNER PHARMACY","Pharmacy, Optical Store, Health Store",,"6002 4TH AVE",,"Brooklyn","11220","6002 4TH AVE, Brooklyn, NY","17","5","85","0","0",,"yes","no","no",,"yes","2021-02-15T00:00:00.000","2022-11-02T00:00:00.000","-74.018649549","40.6407640412","979074.242951","172724.546661"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.94876465793072 40.77760373215366)","sidewalk","New York Paint and Hardware","Michael Gorelik & Sons Inc","New York Paint and Hardware","Hardware, Arts & Crafts",,"1668 1st ave.",,"Manhattan","10128","1668 1st ave., Manhattan, NY","45","15","675","0","0",,"yes","no","no",,"yes","2020-11-20T00:00:00.000","2022-11-02T00:00:00.000","-73.9487646579","40.7776037322","998440.040177","222582.985658"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","AT&T Mobility Supply, LLC","AT&T","AT&T Mobility","Electronics Store; Cell Phone Store",,"618-620 BRIGHTON BEACH AVENUE",,"Brooklyn","11235","618-620 BRIGHTON BEACH AVENUE, Brooklyn, NY","30","19","570","0","0",,"yes","no","no",,"yes","2020-12-09T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
