"location","event_date","check_in_from","check_in_to","event_title","job_family","company_name_or_type","qualifications","borough","location_name_and_address"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Cabin Cleaners, Baggage Handlers","Transportation, Shipping, Warehousing","Prime Flight Aviation","Must be able to continuously lift/pull/push 50 pounds.  Must have full open weekly availability, with no restrictions.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Security Guards","Protective Service","Mega Protective Services","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Cashiers","Food Service and Accommodations","OTG Management","Must have HSD/GED. Must have 1 year cashier experience. Must have open and flexible availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Licensed Security Guards","Protective Service","Sottile Security","Must have 8 & 16 hr. certificates and NYS Security Guard License.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Direct Support Professionals","Social Work, Child Care, Counseling","EIHAB","Drivers license required. 1 year of human services experience. Knowledge of crisis prevention, intervention, and resolution techniques. Bilingual is a plus. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Direct Support Professionals","Social Work, Child Care, Counseling","YAI","Must have HSD/GED. Must have Drivers License. Must have open and flexible availability. Must have prior experience working with the Developmentally Disabled population.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Call Center Agents","Office, Administration, Support","Global Contact Services","Must be able to type minimum of 30 words per minute. Must have flexible availability to include weekends and nights. Must have HSD/GED","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Security Guards","Protective Service","Priority-1 Security","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Prep Cooks, Line Cooks, Dishwashers, Servers, Food Runners","Food Service and Accommodations","OTG Management","Must have 1 year experience in a restaurant. Must have open and flexible availability. Must be able to work nights, weekends, and holidays.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Security Guards","Protective Service","Mega Protective Services","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Stand Associates Worker/Cashier, Food Service Worker, General Utility Workers, Cooks, Cook Lead, Food Service Lead Worker, Vendor","Food Service and Accommodations","Aramark","At least 1 year of food service experience with HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Mail Sorters, Ramp Agents, Bag Room Agents","Transportation, Shipping, Warehousing","GSI/DNATA","Must have a valid drivers license. Must have open availability and flexibility. Name must be same on all on documents","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Security Guards","Protective Service","Securitas","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Bilingual Customer Service Representatives","Customer Service (Non-Sales)","Cyracom","Must have HSD/GED. Must have 6 months customer service experience. Must be able to fluently speak English and either Spanish, Mandarin or Cantonese.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Mail Sorters, Ramp Agents, Bag Room Agents","Transportation, Shipping, Warehousing","GSI/DNATA","Must have a valid drivers license. Must have open availability and flexibility. Name must be same on all on documents","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Direct Support Professionals","Social Work, Child Care, Counseling","YAI","Must have HSD/GED. Must have Drivers License. Must have open and flexible availability. Must have prior experience working with the Developmentally Disabled population.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Brand Associates/Supervisor","Sales, Marketing, Wholesaling","Paradies Lagardere","1 year of sales/customer service experience. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Call Center Agents","Office, Administration, Support","Global Contact Services","Must be able to type minimum of 30 words per minute. Must have flexible availability to include weekends and nights. Must have HSD/GED","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Call Center Agents","Office, Administration, Support","Global Contact Services","Must be able to type minimum of 30 words per minute. Must have flexible availability to include weekends and nights. Must have HSD/GED","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Security Guards","Protective Service","Priority-1 Security","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Direct Support Professionals","Social Work, Child Care, Counseling","AHRC","No experience/certifications required.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Security Guards","Protective Service","Security Resources","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Direct Support Professionals","Social Work, Child Care, Counseling","AHRC","No experience/certifications required.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Security","Protective Service","G4S","Must have 8 & 16 hr. certificate and NYS Security License. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Security Guards","Protective Service","Securitas","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Licensed Security Guards","Protective Service","Sottile Security","Must have 8 & 16 hr. certificates and NYS Security Guard License.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Security Drivers","Protective Service","ABM Aviation","Must have 8 & 16 hour certificates and NYS Security License. Drivers License Required.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Security Guards","Protective Service","Security Resources","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Information Booth Operator","Customer Service (Non-Sales)","Flushing Bid","Must be able to speak English and Mandarin","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Cabin Cleaners, Baggage Handlers","Transportation, Shipping, Warehousing","Prime Flight Aviation","Must be able to continuously lift/pull/push 50 pounds.  Must have full open weekly availability, with no restrictions.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Drivers","Transportation, Shipping, Warehousing","Amazon","Must be 21 years old and have a drivers license. Must have ABSTRACT RECORD.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Friday, March 20, 2020","1:30 PM","1:45 PM","Direct Support Professionals","Social Work, Child Care, Counseling","YAI","Must have HSD/GED. Must have Drivers License. Must have open and flexible availability. Must have prior experience working with the Developmentally Disabled population.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Housing Specialist","Social Work, Child Care, Counseling","Core SVCS","Bachelor's degree or higher in a social services discipline. At least 2 years experience as a housing specialist with homeless and/or difficult to service populations is required. Bilingual English and Spanish skills strongly preferred.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Licensed Security Guards","Protective Service","Quality Protective Services","Must have 8 & 16 hr. certificates and NYS Security Guard License. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Security","Protective Service","G4S","Must have 8 & 16 hr. certificate and NYS Security License. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Certified/Non-Certified HHA","Healthcare Practitioners and Support","Allen Health Care","No experience/certifications required.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Direct Sales Representatives","Sales, Marketing, Wholesaling","Spectrum","Must have minimum of 6 months sales experience. Must have excellent customer service skills. Must have a car.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Prepared Foods, Bakery, Customer Service, Grocery, Whole Body, Meat, Produce/Floral, Seafood, Specialty","Food Service and Accommodations","Whole Foods","6-months related experience required.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Direct Support Professionals","Social Work, Child Care, Counseling","EIHAB","Drivers license required. 1 year of human services experience. Knowledge of crisis prevention, intervention, and resolution techniques. Bilingual is a plus. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Licensed Security Guards","Protective Service","Quality Protective Services","Must have 8 & 16 hr. certificates and NYS Security Guard License. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Security Guards","Protective Service","Core SVCS","HSD/GED required. Must have valid 8 & 16 hour certificate and NYS Security License. Must be able to stand for long periods of time.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Direct Support Professionals","Social Work, Child Care, Counseling","EIHAB","Drivers license required. 1 year of human services experience. Knowledge of crisis prevention, intervention, and resolution techniques. Bilingual is a plus. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Licensed Security Guards","Protective Service","Quality Protective Services","Must have 8 & 16 hr. certificates and NYS Security Guard License. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Brand Associates/Supervisor","Sales, Marketing, Wholesaling","Paradies Lagardere","1 year of sales/customer service experience. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Call Center Agents","Office, Administration, Support","Global Contact Services","Must be able to type minimum of 30 words per minute. Must have flexible availability to include weekends and nights. Must have HSD/GED","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Direct Sales Representatives","Sales, Marketing, Wholesaling","Spectrum","Must have minimum of 6 months sales experience. Must have excellent customer service skills. Must have a car.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Security Guards","Protective Service","Security Resources","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","8:45 AM","9:00 AM","Security Guards","Protective Service","Securitas","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Direct Support Professionals","Social Work, Child Care, Counseling","YAI","Must have HSD/GED. Must have Drivers License. Must have open and flexible availability. Must have prior experience working with the Developmentally Disabled population.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Food and Beverage Attendants","Food Service and Accommodations","Sodexo","Must have minimum of 3 years of hospitality/server experience. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Friday, March 20, 2020","1:30 PM","1:45 PM","Licensed Security Guards","Protective Service","Custom Protective Services","Must have a valid NYS Security Guard License is required with 8 and 16 hour certificates. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Brand Associates/Supervisor","Sales, Marketing, Wholesaling","Paradies Lagardere","1 year of sales/customer service experience. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","8:45 AM","9:00 AM","Brand Associates/Supervisor","Sales, Marketing, Wholesaling","Paradies Lagardere","1 year of sales/customer service experience. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Bilingual Customer Service Representatives","Customer Service (Non-Sales)","Cyracom","Must have HSD/GED. Must have 6 months customer service experience. Must be able to fluently speak English and either Spanish, Mandarin or Cantonese.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Security Guards","Protective Service","Security Resources","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Licensed Security Guards","Protective Service","Quality Protective Services","Must have 8 & 16 hr. certificates and NYS Security Guard License. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Mail Sorters, Ramp Agents, Bag Room Agents","Transportation, Shipping, Warehousing","GSI/DNATA","Must have a valid drivers license. Must have open availability and flexibility. Name must be same on all on documents","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Licensed Security Guards","Protective Service","Quality Protective Services","Must have 8 & 16 hr. certificates and NYS Security Guard License. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Certified/Non-Certified HHA","Healthcare Practitioners and Support","Allen Health Care","No experience/certifications required.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Mail Sorters, Ramp Agents, Bag Room Agents","Transportation, Shipping, Warehousing","GSI/DNATA","Must have a valid drivers license. Must have open availability and flexibility. Name must be same on all on documents","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Servers & Bartenders","Food Service and Accommodations","Massa's Coal Fired Pizzeria & Bar","6 months server experience / 1 year Bartender experience.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Hosts","Food Service and Accommodations","OTG Management","Must have 6 months experience. Must have open and flexible availability. Must be able to work nights, weekends, and holidays.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Drivers","Transportation, Shipping, Warehousing","Amazon","Must be 21 years old and have a drivers license. Must have ABSTRACT RECORD.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Housing Specialist","Social Work, Child Care, Counseling","Core SVCS","Bachelor's degree or higher in a social services discipline. At least 2 years experience as a housing specialist with homeless and/or difficult to service populations is required. Bilingual English and Spanish skills strongly preferred.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Stand Associates Worker/Cashier, Food Service Worker, General Utility Workers, Cooks, Cook Lead, Food Service Lead Worker, Vendor","Food Service and Accommodations","Aramark","At least 1 year of food service experience with HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","8:45 AM","9:00 AM","Cabin Cleaners, Baggage Handlers","Transportation, Shipping, Warehousing","Prime Flight Aviation","Must be able to continuously lift/pull/push 50 pounds.  Must have full open weekly availability, with no restrictions.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Certified/Non-Certified HHA & PCA","Healthcare Practitioners and Support","People Care","No experience/certifications required.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Brand Associates/Supervisor","Sales, Marketing, Wholesaling","Paradies Lagardere","1 year of sales/customer service experience. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","8:45 AM","9:00 AM","Certified/Non-Certified HHA & PCA","Healthcare Practitioners and Support","People Care","No experience/certifications required.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Direct Support Professionals","Social Work, Child Care, Counseling","AHRC","No experience/certifications required.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Stand Associates Worker/Cashier, Food Service Worker, General Utility Workers, Cooks, Cook Lead, Food Service Lead Worker, Vendor","Food Service and Accommodations","Aramark","At least 1 year of food service experience with HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Security Drivers","Protective Service","ABM Aviation","Must have 8 & 16 hour certificates and NYS Security License. Drivers License Required.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Direct Support Professionals","Social Work, Child Care, Counseling","YAI","Must have HSD/GED. Must have Drivers License. Must have open and flexible availability. Must have prior experience working with the Developmentally Disabled population.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Certified/Non-Certified HHA","Healthcare Practitioners and Support","Allen Health Care","No experience/certifications required.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","8:45 AM","9:00 AM","Direct Support Professionals","Social Work, Child Care, Counseling","YAI","Must have HSD/GED. Must have Drivers License. Must have open and flexible availability. Must have prior experience working with the Developmentally Disabled population.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Cabin Cleaners, Baggage Handlers","Transportation, Shipping, Warehousing","Prime Flight Aviation","Must be able to continuously lift/pull/push 50 pounds.  Must have full open weekly availability, with no restrictions.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Stand Associates Worker/Cashier, Food Service Worker, General Utility Workers, Cooks, Cook Lead, Food Service Lead Worker, Vendor","Food Service and Accommodations","Aramark","At least 1 year of food service experience with HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Brand Associates/Supervisor","Sales, Marketing, Wholesaling","Paradies Lagardere","1 year of sales/customer service experience. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Friday, March 20, 2020","1:30 PM","1:45 PM","Licensed Security Guards","Protective Service","Quality Protective Services","Must have 8 & 16 hr. certificates and NYS Security Guard License. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","8:45 AM","9:00 AM","Licensed Security Guards","Protective Service","Sottile Security","Must have 8 & 16 hr. certificates and NYS Security Guard License.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Brand Associates/Supervisor","Sales, Marketing, Wholesaling","Paradies Lagardere","1 year of sales/customer service experience. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Licensed Security Guards","Protective Service","Custom Protective Services","Must have a valid NYS Security Guard License is required with 8 and 16 hour certificates. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Stand Associates Worker/Cashier, Food Service Worker, General Utility Workers, Cooks, Cook Lead, Food Service Lead Worker, Vendor","Food Service and Accommodations","Aramark","At least 1 year of food service experience with HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Housing Specialist","Social Work, Child Care, Counseling","Core SVCS","Bachelor's degree or higher in a social services discipline. At least 2 years experience as a housing specialist with homeless and/or difficult to service populations is required. Bilingual English and Spanish skills strongly preferred.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
