"borough","neighborhood","building_class_category","tax_class_as_of_final_roll","block","lot","ease_ment","building_class_as_of_final","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of","sale_price","sale_date","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","census_tract_2020","nta_code"
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","440","1106",,"R4","407 EAST 12TH STREET, 1RNE","1RNE","10009","1","0","1","0","0",,"2","R4","1800000.00","2019-08-14T00:00:00.000","40.72979","-73.982988","103","2","34","1086103","1004407502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","440","1111",,"R4","407 EAST 12TH STREET, 2FW","2FW","10009","1","0","1","0","0",,"2","R4","1310000.00","2019-07-03T00:00:00.000","40.72979","-73.982988","103","2","34","1086103","1004407502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","441","1026",,"R4","400 EAST 14TH STREET, 4D","4D","10009","1","0","1","0","0","1911","2","R4","688500.00","2019-05-09T00:00:00.000","40.731275","-73.982389","103","2","34","1084902","1004417501","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","441","1033",,"R4","400 EAST 14TH STREET, 5A","5A","10009","1","0","1","0","0","1911","2","R4","675000.00","2019-05-03T00:00:00.000","40.731275","-73.982389","103","2","34","1084902","1004417501","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","441","1204",,"R4","425 EAST 13TH STREET, D","D","10009","1","0","1","0","0","2007","2","R4","1800000.00","2019-11-27T00:00:00.000","40.730363","-73.982353","103","2","34","1087654","1004417503","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","441","1229",,"R4","421 EAST 13TH STREET, 3F","3F","10009","1","0","1","0","0","2007","2","R4","874500.00","2019-03-29T00:00:00.000","40.730388","-73.982418","103","2","34","1087654","1004417503","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","441","1258",,"R4","421 EAST 13TH STREET, 5G","5G","10009","1","0","1","0","0","2007","2","R4","965000.00","2019-12-24T00:00:00.000","40.730388","-73.982418","103","2","34","1087654","1004417503","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","441","1260",,"R4","421 EAST 13TH ST, 5J","5J","10009","1","0","1","0","0","2007","2","R4","1185000.00","2019-03-12T00:00:00.000","40.730388","-73.982418","103","2","34","1087654","1004417503","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1105",,"R4","62 EAST 1ST STREET, 3N","3N","10003","1","0","1","0","0","2007","2","R4","1200000.00","2019-02-07T00:00:00.000","40.723538","-73.989061","103","2","3602","1087936","1004437502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1402",,"R4","24 2 AVENUE, 2A","2A","10003","1","0","1","0","0","2017","2","R4","2838000.00","2019-05-07T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1403",,"R4","24 2 AVENUE, 2B","2B","10003","1","0","1","0","0","2017","2","R4","1450000.00","2019-06-11T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1406",,"R4","24 2 AVENUE, 3A","3A","10003","1","0","1","0","0","2017","2","R4","2966381.00","2019-05-03T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1407",,"R4","24 2 AVENUE, 3B","3B","10003","1","0","1","0","0","2017","2","R4","1475000.00","2019-04-22T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1408",,"R4","24 2 AVENUE, 3C","3C","10003","1","0","1","0","0","2017","2","R4","3650000.00","2019-05-20T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1410",,"R4","24 2 AVENUE, 3E","3E","10003","1","0","1","0","0","2017","2","R4","995000.00","2019-03-29T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1411",,"R4","24 2 AVENUE, 4A","4A","10003","1","0","1","0","0","2017","2","R4","2975000.00","2019-05-17T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1412",,"R4","24 SECOND AVENUE, 4B","4B","10003","1","0","1","0","0","2017","2","R4","1501919.00","2019-05-03T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1415",,"R4","24 2 AVENUE, 4E","4E","10003","1","0","1","0","0","2017","2","R4","1100000.00","2019-12-27T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1416",,"R4","24 2 AVENUE, 5A","5A","10003","1","0","1","0","0","2017","2","R4","2950000.00","2019-09-16T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1417",,"R4","24 2 AVENUE, 5B","5B","10003","1","0","1","0","0","2017","2","R4","1552831.00","2019-05-06T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1418",,"R4","24 2 AVENUE, 5C","5C","10003","1","0","1","0","0","2017","2","R4","3835000.00","2019-05-14T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1420",,"R4","24 2 AVENUE, 5E","5E","10003","1","0","1","0","0","2017","2","R4","1198357.00","2019-04-15T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1421",,"R4","24 2 AVENUE, 6A","6A","10003","1","0","1","0","0","2017","2","R4","4327563.00","2019-09-17T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1422",,"R4","24 2 AVENUE, 6C","6C","10003","1","0","1","0","0","2017","2","R4","3614788.00","2019-04-05T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1424",,"R4","24 2 AVENUE, 6E","6E","10003","1","0","1","0","0","2017","2","R4","1237174.00","2019-10-01T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1425",,"R4","24 2 AVENUE, 7A","7A","10003","1","0","1","0","0","2017","2","R4","3517545.00","2019-05-30T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1427",,"R4","24 2 AVENUE, 7D","7D","10003","1","0","1","0","0","2017","2","R4","2952925.00","2019-06-12T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","443","1429",,"R4","24 2 AVENUE, PH8A","PH8A","10003","1","0","1","0","0","2017","2","R4","5956763.00","2019-06-26T00:00:00.000","40.724485","-73.990652","103","2","3602","1090700","1004437505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","444","1006",,"R4","72 EAST 3RD STREET, 2D","2D","10003","1","0","1","0","0","1900","2","R4","925000.00","2019-07-29T00:00:00.000","40.725034","-73.988599","103","2","3602","1006142","1004447501","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","451","1105",,"R4","240 EAST 10TH STREET, 4B","4B","10003","1","0","1","0","0",,"2","R4","1700000.00","2019-04-10T00:00:00.000","40.728967","-73.984922","103","2","40","1085794","1004517502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","451","1109",,"R4","240 EAST 10TH STREET, 5B","5B","10003","1","0","1","0","0",,"2","R4","1550000.00","2019-11-26T00:00:00.000","40.728967","-73.984922","103","2","40","1085794","1004517502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","451","1111",,"R4","240 EAST 10 STREET, 5D","5D","10003","1","0","1","0","0",,"2","R4","1495000.00","2019-05-23T00:00:00.000","40.728967","-73.984922","103","2","40","1085794","1004517502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","451","1118",,"R4","240 EAST 10TH STREET, 8A","8A","10003","1","0","1","0","0",,"2","R4","0.00","2019-09-24T00:00:00.000","40.728967","-73.984922","103","2","40","1085794","1004517502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","451","1121",,"R4","240 EAST 10TH STREET, 9A","9A","10003","1","0","1","0","0",,"2","R4","0.00","2019-12-05T00:00:00.000","40.728967","-73.984922","103","2","40","1085794","1004517502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","451","1134",,"R4","240 EAST 10TH STREET, 15","15","10003","1","0","1","0","0",,"2","R4","6000000.00","2019-08-20T00:00:00.000","40.728967","-73.984922","103","2","40","1085794","1004517502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","451","1136",,"R4","240 EAST 10TH STREET, 16B","16B","10003","1","0","1","0","0",,"2","R4","6600000.00","2019-04-09T00:00:00.000","40.728967","-73.984922","103","2","40","1085794","1004517502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","453","1526",,"R4","311 EAST 11TH STREET, 6B","6B","10003","1","0","1","0","0","2008","2","R4","0.00","2019-09-09T00:00:00.000","40.72999","-73.985438","103","2","40","1088706","1004537501","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","463","1014",,"R4","63 COOPER SQUARE, 3E","3E","10003","1","0","1","0","0","1984","2","R4","970000.00","2019-03-28T00:00:00.000","40.729104","-73.990208","103","2","38","1006698","1004637501","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","463","1032",,"R4","63 COOPER SQUARE, 6C","6C","10003","1","0","1","0","0","1984","2","R4","1230000.00","2019-08-12T00:00:00.000","40.729104","-73.990208","103","2","38","1006698","1004637501","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","464","1202",,"R4","15 ST MARKS PLACE, 2A","2A","10003","1","0","1","0","0","1910","2","R4","129222.00","2019-11-04T00:00:00.000","40.729156","-73.988956","103","2","38","1006756","1004647502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","464","1206",,"R4","15 ST MARKS PLACE, 5A","5A","10003","1","0","1","0","0","1910","2","R4","939000.00","2019-06-19T00:00:00.000","40.729156","-73.988956","103","2","38","1006756","1004647502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","464","1210",,"R4","15 ST MARKS PLACE, PHA","PHA","10003","1","0","1","0","0","1910","2","R4","895000.00","2019-06-28T00:00:00.000","40.729156","-73.988956","103","2","38","1006756","1004647502","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","464","1303",,"R4","133 2 AVENUE, 2","2","10003","1","0","1","0","0","1920","2","R4","1930000.00","2019-12-20T00:00:00.000","40.72869","-73.987617","103","2","38","1006748","1004647503","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","469","1006",,"R4","105 3 AVENUE, 1B","1B","10003","1","0","1","0","0","1920","2","R4","1325000.00","2019-04-23T00:00:00.000","40.732502","-73.987743","103","2","40","1066698","1004697501","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","469","1408",,"R4","123 3 AVENUE, 4A","4A","10003","1","0","1","0","0","2009","2","R4","0.00","2019-06-01T00:00:00.000","40.732977","-73.986841","103","2","40","1088500","1004697505","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","469","1527",,"R4","211 EAST 13TH STREET, 3A","3A","10003","1","0","1","0","0","2012","2","R4","0.00","2019-06-17T00:00:00.000","40.732401","-73.98718","103","2","40","1089710","1004697506","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","469","1542",,"R4","211 EAST 13TH STREET, 4E","4E","10003","1","0","1","0","0","2012","2","R4","1650000.00","2019-08-30T00:00:00.000","40.732401","-73.98718","103","2","40","1089710","1004697506","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","469","1556",,"R4","211 EAST 13TH STREET, 5H","5H","10003","1","0","1","0","0","2012","2","R4","2370000.00","2019-12-11T00:00:00.000","40.732401","-73.98718","103","2","40","1089710","1004697506","East Village",,
"1","EAST VILLAGE","13 CONDOS - ELEVATOR APARTMENTS","2","469","1580",,"R4","211 EAST 13TH STREET, PH B","PH B","10003","1","0","1","0","0","2012","2","R4","1780000.00","2019-08-23T00:00:00.000","40.732401","-73.98718","103","2","40","1089710","1004697506","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","439","28",,"S9","191 AVENUE A",,"10009","3","2","5","2,695","10,730","1900","2","S9","0.00","2019-09-09T00:00:00.000","40.728944","-73.98144","103","2","34","1077670","1004390028","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2B","440","35",,"S9","201 AVENUE A",,"10009","6","2","8","2,575","6,024","1910","2","S9","0.00","2019-06-30T00:00:00.000","40.729378","-73.981123","103","2","34","1005997","1004400035","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","446","5",,"S5","80 2ND AVENUE, 3",,"10003","5","1","6","2,466","8,727","1940","2","S5","1630000.00","2019-02-08T00:00:00.000","40.726508","-73.989176","103","2","38","1006202","1004460005","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","448","33",,"S4","101 1 AVENUE",,"10003","4","1","5","2,208","6,029","1900","2","S4","8000000.00","2019-03-07T00:00:00.000","40.726546","-73.986066","103","2","38","1006289","1004480033","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","452","33",,"S4","171 1 AVENUE",,"10003","4","1","5","2,317","10,425","1900","2","S4","14000000.00","2019-11-25T00:00:00.000","40.729104","-73.984204","103","2","40","1006452","1004520033","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","452","33",,"S4","171 FIRST AVENUE",,"10003","4","1","5","2,317","10,425","1900","2","S4","0.00","2019-05-23T00:00:00.000","40.729104","-73.984204","103","2","40","1006452","1004520033","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","454","41",,"S3","205 1 AVENUE",,"10003","3","1","4","1,295","3,332","1920","2","S3","0.00","2019-09-26T00:00:00.000","40.730289","-73.983345","103","2","40","1006494","1004540041","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","454","42",,"S3","203 1 AVENUE",,"10003","3","1","4","1,295","3,740","1920","2","S3","0.00","2019-09-26T00:00:00.000","40.730243","-73.983378","103","2","40","1006495","1004540042","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","454","43",,"S3","201 1 AVENUE",,"10003","3","1","4","1,295","3,336","1920","2","S3","0.00","2019-09-26T00:00:00.000","40.730199","-73.98341","103","2","40","1006496","1004540043","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","454","44",,"S3","199 1 AVENUE",,"10003","3","1","4","1,295","3,330","1920","2","S3","0.00","2019-09-26T00:00:00.000","40.730152","-73.983443","103","2","40","1006497","1004540044","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","454","45",,"S4","197 1 AVENUE",,"10003","4","1","5","1,505","4,546","1900","2","S4","0.00","2019-09-26T00:00:00.000","40.730108","-73.983475","103","2","40","1006498","1004540045","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2B","454","46",,"S9","349 EAST 12TH STREET",,"10003","6","2","8","3,123","6,164","1920","2","S9","0.00","2019-09-26T00:00:00.000","40.730528","-73.984734","103","2","40","1006499","1004540046","East Village",,
"1","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","460","34",,"S3","85 SECOND AVENUE",,"10003","3","1","4","1,307","5,307","1900","2","S3","7200000.00","2019-04-12T00:00:00.000","40.726694","-73.989061","103","2","38","1077717","1004600034","East Village",,
"1","EAST VILLAGE","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","437","1002",,"R1","272 EAST 10TH STREET, 2","2","10009","1","0","1","0","0",,"2","R1","0.00","2019-04-05T00:00:00.000","40.728299","-73.983335","103","2","34","1005905","1004377501","East Village",,
"1","EAST VILLAGE","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","438","1004",,"R1","436 EAST 11TH STREET, 4","4","10009","1","0","1","0","0",,"2","R1","1395000.00","2019-05-03T00:00:00.000","40.728988","-73.983104","103","2","34","1005943","1004387501","East Village",,
"1","EAST VILLAGE","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","443","1004",,"R1","79 EAST 2ND STREET, R3","R3","10003","1","0","1","0","0",,"2","R1","0.00","2019-06-11T00:00:00.000","40.724175","-73.988628","103","2","3602","1006089","1004437501","East Village",,
"1","EAST VILLAGE","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","457","1008",,"R1","6 EAST 1ST STREET, 4B","4B","10003","1","0","1","0","0","1920","2","R1","3775000.00","2019-07-29T00:00:00.000","40.724757","-73.991947","103","2","3602","1079814","1004577501","East Village",,
"1","EAST VILLAGE","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","468","1104",,"R1","219 EAST 12TH STREET, 2FL","2FL","10003","1","0","1","0","0","1900","2","R1","10.00","2019-08-12T00:00:00.000","40.73153","-73.987097","103","2","40","1075928","1004687502","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2","446","1002",,"R9","125 EAST 4TH STREET, 14",,"10003",,,,,,,"2","R9","575000.00","2019-04-26T00:00:00.000","40.725462","-73.987672","103","2","38","1006220","1004467501","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2","446","1002",,"R9","125 EAST 4TH STREET, 8",,"10003",,,,,,,"2","R9","820000.00","2019-12-17T00:00:00.000","40.725462","-73.987672","103","2","38","1006220","1004467501","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2","446","1102",,"R9","99 EAST 4TH STREET, 2K",,"10003",,,,,,"1928","2","R9","1248000.00","2019-04-03T00:00:00.000","40.7258","-73.98848","103","2","38","1006221","1004467502","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2","446","1102",,"R9","99 EAST 4TH STREET, 5B",,"10003",,,,,,"1928","2","R9","765000.00","2019-06-06T00:00:00.000","40.7258","-73.98848","103","2","38","1006221","1004467502","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2","456","1003",,"R9","21 EAST 1ST STREET, 502",,"10003",,,,,,"2012","2","R9","145049.00","2019-07-03T00:00:00.000","40.724386","-73.99111","103","2","3602","1088698","1004567501","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2","456","1003",,"R9","21 EAST 1ST STREET, 306",,"10003",,,,,,"2012","2","R9","91001.00","2019-07-03T00:00:00.000","40.724386","-73.99111","103","2","3602","1088698","1004567501","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2C","461","1102",,"R9","217 EAST 5TH STREET, 1R/2R",,"10003",,,,,,"1900","2","R9","3485000.00","2019-06-28T00:00:00.000","40.727469","-73.990598","103","2","38","1075925","1004617502","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2","468","1006",,"R9","193 SECOND AVENUE, 12",,"10003",,,,,,"1900","2","R9","1682000.00","2019-05-22T00:00:00.000","40.731056","-73.985896","103","2","40","1006882","1004687501","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2","468","1006",,"R9","193 2 AVENUE, 9",,"10003",,,,,,"1900","2","R9","1130000.00","2019-06-04T00:00:00.000","40.731056","-73.985896","103","2","40","1006882","1004687501","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2","469","1102",,"R9","111 THIRD AVENUE, 4A",,"10003",,,,,,"1900","2","R9","650000.00","2019-10-18T00:00:00.000","40.732823","-73.987508","103","2","40","1066718","1004697502","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2","469","1102",,"R9","111 3 AVENUE, 16B",,"10003",,,,,,"1900","2","R9","660000.00","2019-05-28T00:00:00.000","40.732823","-73.987508","103","2","40","1066718","1004697502","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2","469","1102",,"R9","111 3RD AVENUE, 6DE",,"10003",,,,,,"1900","2","R9","1525000.00","2019-07-26T00:00:00.000","40.732823","-73.987508","103","2","40","1066718","1004697502","East Village",,
"1","EAST VILLAGE","17 CONDO COOPS","2","469","1102",,"R9","105 3RD AVENUE, RES",,"10003",,,,,,"1900","2","R9","655000.00","2019-08-23T00:00:00.000","40.732502","-73.987743","103","2","40","1066698","1004697501","East Village",,
"1","EAST VILLAGE","21 OFFICE BUILDINGS","4","464","37",,"O2","137 2 AVENUE",,"10003","0","1","1","5,980","17,066","1900","4","O2","18000000.00","2019-05-30T00:00:00.000","40.728854","-73.987498","103","2","38","1079843","1004640037","East Village",,
"1","EAST VILLAGE","22 STORE BUILDINGS","4","464","48",,"K2","19-23 ST. MARKS",,"10003","0","5","5","8,801","15,851","1920","4","K2","4760000.00","2019-12-27T00:00:00.000",,,,,,,,,,
"1","EAST VILLAGE","35 INDOOR PUBLIC AND CULTURAL FACILITIES","4","438","32",,"P9","291 EAST 10TH STREET",,"10009","0","3","3","9,067","50,000","1917","4","P9","31725000.00","2019-07-16T00:00:00.000","40.727992","-73.982552","103","2","34","1005949","1004380032","East Village",,
"1","EAST VILLAGE","35 INDOOR PUBLIC AND CULTURAL FACILITIES","4","455","29",,"P3","342 EAST 14TH STREET",,"10003","0","1","1","20,856","48,820","1965","4","P3","0.00","2019-06-13T00:00:00.000","40.731632","-73.983258","103","2","40","1006521","1004550029","East Village",,
"1","EAST VILLAGE","44 CONDO PARKING","4","439","1002",,"RG","438 EAST 12TH STREET, PKG1","PKG1","10009","0","1","1","0","0","2015","4","RG","256391.00","2019-12-27T00:00:00.000","40.729493","-73.982328","103","2","34","1090470","1004397501","East Village",,
"1","EAST VILLAGE","44 CONDO PARKING","4","439","1004",,"RG","438 EAST 12TH STREET, PKG3","PKG3","10009","0","1","1","0","0","2015","4","RG","61072.00","2019-06-27T00:00:00.000","40.729493","-73.982328","103","2","34","1090470","1004397501","East Village",,
"1","EAST VILLAGE","44 CONDO PARKING","4","439","1006",,"RG","438 EAST 12TH STREET, PKG5","PKG5","10009","0","1","1","0","0","2015","4","RG","240825.00","2019-12-19T00:00:00.000","40.729493","-73.982328","103","2","34","1090470","1004397501","East Village",,
"1","EAST VILLAGE","46 CONDO STORE BUILDINGS","4","459","1115",,"RK","52 EAST 4TH STREET, COMM1","COMM1","10003","0","1","1","0","0","2007","4","RK","4600000.00","2019-10-23T00:00:00.000","40.726881","-73.991074","103","2","38","1006566","1004597502","East Village",,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","759","68",,"D0","348 WEST 36TH STREET, 3N",,"10018",,,,,,"1936","2","D0","1075000.00","2019-12-11T00:00:00.000","40.754065","-73.993925","104","3","111","1013584","1007590068","Hudson Yards-Chelsea-Flatiron-Union Square",,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","759","68",,"D0","348 WEST 36TH STREET, 2N",,"10018",,,,,,"1936","2","D0","960000.00","2019-08-14T00:00:00.000","40.754065","-73.993925","104","3","111","1013584","1007590068","Hudson Yards-Chelsea-Flatiron-Union Square",,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","759","72",,"D0","360 WEST 36TH STREET, 6N",,"10018",,,,,,"1926","2","D0","3450000.00","2019-07-08T00:00:00.000","40.75417","-73.994167","104","3","111","1013585","1007590072","Hudson Yards-Chelsea-Flatiron-Union Square",,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","761","59",,"D0","348 WEST 38 STREET, 11E",,"10018",,,,,,"1915","2","D0","965000.00","2019-04-04T00:00:00.000","40.755292","-73.993034","104","3","111","1013628","1007610059","Hudson Yards-Chelsea-Flatiron-Union Square",,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","804","8",,"D0","151 WEST 28TH STREET, 8W",,"10001",,,,,,"1922","2","D0","1775000.00","2019-08-12T00:00:00.000","40.746655","-73.991952","105","3","95","1015098","1008040008","Midtown-Midtown South",,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","804","18",,"D0","131 WEST 28TH STREET, 7A",,"10001",,,,,,"1909","2","D0","1275000.00","2019-04-24T00:00:00.000","40.746482","-73.991544","105","3","95","1015105","1008040018","Midtown-Midtown South",,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","804","18",,"D0","133 WEST 28, 7C",,"10001",,,,,,"1909","2","D0","1760000.00","2019-05-22T00:00:00.000",,,,,,,,,,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","830","74",,"D0","50 WEST 29TH STREET, 11W",,"10001",,,,,,"1924","2","D0","2475000.00","2019-07-25T00:00:00.000","40.746259","-73.989144","105","3","76","1015744","1008300074","Midtown-Midtown South",,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","830","74",,"D0","50 WEST 29TH STREET, 7W",,"10001",,,,,,"1924","2","D0","2425000.00","2019-10-07T00:00:00.000","40.746259","-73.989144","105","3","76","1015744","1008300074","Midtown-Midtown South",,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","831","20",,"D0","1200 BROADWAY, 3E",,"10001",,,,,,"1906","2","D0","1875000.00","2019-10-25T00:00:00.000","40.746059","-73.988408","105","4","76","1015759","1008310020","Midtown-Midtown South",,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","832","32",,"D0","11 WEST 30TH STREET, 14 FL",,"10001",,,,,,"1927","2","D0","2385000.00","2019-09-10T00:00:00.000","40.746229","-73.987098","105","4","76","1015781","1008320032","Midtown-Midtown South",,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","836","64",,"D4","36 WEST 35TH STREET, 5C",,"10001",,,,,,"1930","2","D4","495000.00","2019-06-12T00:00:00.000","40.749673","-73.985459","105","4","76","1015880","1008360064","Midtown-Midtown South",,
"1","FASHION","10 COOPS - ELEVATOR APARTMENTS","2","836","64",,"D4","36 WEST 35TH, 3F",,"10001",,,,,,"1930","2","D4","655000.00","2019-09-06T00:00:00.000",,,,,,,,,,
