"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","location","borough","date_insta","point_x","point_y","femafldz","femafldt","hrcevac","ntaname"
"POINT (-73.77506200013339 40.661188000846025)","4","Queens","413","31","31","10","5","Rockaway Boulevard and 146 Avenue","Queens","2023-01-23T00:00:00.000","-73.775062","40.661188","X","AREA OF MINIMAL FLOOD HAZARD","3","Springfield Gardens (South)-Brookville"
"POINT (-73.90472599990882 40.701056001062874)","4","Queens","405","34","37","12","7","Seneca Avenue and Cornelia Street","Queens","2014-07-25T00:00:00.000","-73.904726","40.701056","X","AREA OF MINIMAL FLOOD HAZARD",,"Ridgewood"
"POINT (-73.88548299999803 40.87906400132575)","2","Bronx","207","11","80","33","15","Jerome Avenue    and Mosholu Parkway South S/R","Bronx","2021-06-22T00:00:00.000","-73.885483","40.879064","X","AREA OF MINIMAL FLOOD HAZARD",,"Norwood"
"POINT (-73.81504900001906 40.73040300121194)","4","Queens","408","24","27","14","6","Kissena Boulevard and  71 Avenue / 70 Road North leg","Queens","2022-08-09T00:00:00.000","-73.815049","40.730403","X","AREA OF MINIMAL FLOOD HAZARD",,"Kew Gardens Hills"
"POINT (-74.01462699976194 40.71544100104924)","1","Manhattan","101","1","61","27","10","Murray Street and 270' West of West Street","Manhattan","2017-01-27T00:00:00.000","-74.014627","40.715441","X","AREA OF MINIMAL FLOOD HAZARD","1","Financial District-Battery Park City"
"POINT (-73.97351100033752 40.743783000826674)","1","Manhattan","106","2","74","59","12","1  Avenue and East  34 Street","Manhattan","2022-06-03T00:00:00.000","-73.973511","40.743783","AE",,"2","Murray Hill-Kips Bay"
"POINT (-73.87063400050741 40.710579001230826)","4","Queens","405","30","28","15","7","80 Street and  68 Road","Queens","2022-02-18T00:00:00.000","-73.870634","40.710579","X","AREA OF MINIMAL FLOOD HAZARD",,"Middle Village"
"POINT (-73.98181600050336 40.687331000585964)","3","Brooklyn","302","33","52","26","10","Schermerhorn Street and Nevins Street","Brooklyn","2013-12-04T00:00:00.000","-73.981816","40.687331","X","AREA OF MINIMAL FLOOD HAZARD",,"Downtown Brooklyn-DUMBO-Boerum Hill"
"POINT (-73.89934199976224 40.813489000787065)","2","Bronx","202","8","84","29","14","Southern Boulevard and Leggett Avenue","Bronx","2020-11-19T00:00:00.000","-73.899342","40.813489","X","AREA OF MINIMAL FLOOD HAZARD",,"Longwood"
"POINT (-74.02763300023112 40.638821000788155)","3","Brooklyn","310","43","51","26","10","Ridge Boulevard and  67 Street","Brooklyn","2020-04-08T00:00:00.000","-74.027633","40.638821","X","AREA OF MINIMAL FLOOD HAZARD",,"Bay Ridge"
"POINT (-73.92518500041191 40.74391800090441)","4","Queens","402","26","37","12","7","Queens Boulevard and  39 Place","Queens","2019-10-22T00:00:00.000","-73.925185","40.743918","X","AREA OF MINIMAL FLOOD HAZARD",,"Sunnyside"
"POINT (-73.74078899980358 40.66339300129429)","4","Queens","413","31","31","10","5","143 Avenue and Brookville Boulevard","Queens","2022-11-03T00:00:00.000","-73.740789","40.663393","X","AREA OF MINIMAL FLOOD HAZARD","5","Rosedale"
"POINT (-73.86503000048724 40.842060000525336)","2","Bronx","211","15","80","33","14","White Plains Road and Unionport Road","Bronx","2020-12-30T00:00:00.000","-73.86503","40.84206","X","AREA OF MINIMAL FLOOD HAZARD",,"Pelham Parkway-Van Nest"
"POINT (-73.94742200051338 40.62426300133335)","3","Brooklyn","314","45","42","21","9","Avenue K and East  29 Street","Brooklyn","2018-06-22T00:00:00.000","-73.947422","40.624263","X","AREA OF MINIMAL FLOOD HAZARD","6","Midwood"
"POINT (-73.91403100020146 40.818954000659495)","2","Bronx","201","17","79","32","15","3rd Avenue and East 154 Street","Bronx","2022-07-30T00:00:00.000","-73.914031","40.818954","X","AREA OF MINIMAL FLOOD HAZARD","6","Melrose"
"POINT (-73.83261300042058 40.753023000948765)","4","Queens","407","20","40","16","6","College Point Boulevard and Pople Avenue","Queens","2020-10-19T00:00:00.000","-73.832613","40.753023","X","AREA OF MINIMAL FLOOD HAZARD","3","Flushing-Willets Point"
"POINT (-73.9771959995307 40.764323000760186)","1","Manhattan","105","4","75","28","12","6 Avenue and West  57 Street","Manhattan","2020-03-15T00:00:00.000","-73.977196","40.764323","X","AREA OF MINIMAL FLOOD HAZARD",,"Midtown-Times Square"
"POINT (-73.93562000046674 40.84672600071485)","1","Manhattan","112","10","72","31","13","Saint Nicholas Avenue and West 177 Street","Manhattan","2022-05-20T00:00:00.000","-73.93562","40.846726","X","AREA OF MINIMAL FLOOD HAZARD",,"Washington Heights (South)"
"POINT (-73.9997210004479 40.605433001301385)","3","Brooklyn","311","47","47","17","11","86 Street and Bay  22 Street","Brooklyn","2015-10-27T00:00:00.000","-73.999721","40.605433","X","AREA OF MINIMAL FLOOD HAZARD","6","Bensonhurst"
"POINT (-73.94401200042255 40.59127500128058)","3","Brooklyn","315","48","41","22","8","Avenue Y and East  26 Street","Brooklyn","2017-08-17T00:00:00.000","-73.944012","40.591275","X","AREA OF MINIMAL FLOOD HAZARD","3","Sheepshead Bay-Manhattan Beach-Gerritsen Beach"
"POINT (-73.85402099997397 40.74815700059881)","4","Queens","481","21","35","13","6","111 Street and  46 Avenue","Queens","2021-01-15T00:00:00.000","-73.854021","40.748157","X","AREA OF MINIMAL FLOOD HAZARD","6","Flushing Meadows-Corona Park"
"POINT (-73.81084400022198 40.68601600076755)","4","Queens","410","28","31","10","5","109 Avenue and 133 Street","Queens","2020-04-17T00:00:00.000","-73.810844","40.686016","X","AREA OF MINIMAL FLOOD HAZARD",,"South Ozone Park"
"POINT (-74.11968800020975 40.62618100119424)","5","Staten Island","501","49","61","24","11","Clove Road and Clove Lake Place","Staten Island","2016-10-24T00:00:00.000","-74.119688","40.626181","X","AREA OF MINIMAL FLOOD HAZARD",,"Westerleigh-Castleton Corners"
"POINT (-73.8980039996544 40.70840200104794)","4","Queens","405","30","37","12","7","Fresh Pond Road and Palmetto Street","Queens","2022-08-19T00:00:00.000","-73.898004","40.708402","X","AREA OF MINIMAL FLOOD HAZARD",,"Ridgewood"
"POINT (-73.77162000000305 40.6994200012831)","4","Queens","412","27","29","14","5","Dunkirk Street and Wood Street","Queens","2021-05-05T00:00:00.000","-73.77162","40.69942","X","AREA OF MINIMAL FLOOD HAZARD",,"St. Albans"
"POINT (-73.9328179998335 40.754210000748664)","4","Queens","401","26","36","59","7","38 Avenue and  30 Street","Queens","2020-03-19T00:00:00.000","-73.932818","40.75421","X","AREA OF MINIMAL FLOOD HAZARD",,"Queensbridge-Ravenswood-Dutch Kills"
"POINT (-73.9695659994207 40.61939700079761)","3","Brooklyn","312","44","48","22","9","Ocean Parkway and Avenue L","Brooklyn","2022-02-15T00:00:00.000","-73.969566","40.619397","X","AREA OF MINIMAL FLOOD HAZARD",,"Mapleton-Midwood (West)"
"POINT (-73.91355999971074 40.67842800096727)","3","Brooklyn","316","41","55","25","8","Fulton Street and Thomas Boyland Street","Brooklyn","2022-02-02T00:00:00.000","-73.91356","40.678428","X","AREA OF MINIMAL FLOOD HAZARD",,"Ocean Hill"
"POINT (-73.88250899971166 40.8741750007559)","2","Bronx","207","11","80","33","15","Mosholu Parkway S/B 100' South of East 206 Street","Bronx","2022-07-15T00:00:00.000","-73.882509","40.874175","X","AREA OF MINIMAL FLOOD HAZARD",,"Norwood"
"POINT (-73.8478009995381 40.84591200130883)","2","Bronx","211","13","82","34","14","Williamsbridge Road and Sackett Avenue","Bronx","2022-05-27T00:00:00.000","-73.847801","40.845912","X","AREA OF MINIMAL FLOOD HAZARD","6","Westchester Square"
"POINT (-73.95825700035502 40.772966000621295)","1","Manhattan","108","4","73","28","12","3 Avenue and East  77 Street","Manhattan","2022-04-14T00:00:00.000","-73.958257","40.772966","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper East Side-Carnegie Hill"
"POINT (-73.86760000054826 40.673430000569745)","3","Brooklyn","305","42","60","19","7","Sutter Avenue and Autumn Avenue","Brooklyn","2021-08-31T00:00:00.000","-73.8676","40.67343","X","AREA OF MINIMAL FLOOD HAZARD","5","East New York-City Line"
"POINT (-73.97944300003607 40.64279600051601)","3","Brooklyn","312","39","44","17","9","Church Avenue and McDonald Avenue","Brooklyn","2013-07-13T00:00:00.000","-73.979443","40.642796","X","AREA OF MINIMAL FLOOD HAZARD",,"Kensington"
"POINT (-73.850590000473 40.85069000057299)","2","Bronx","211","13","80","34","15","Morris Park Avenue and Yates Avenue","Bronx","2021-06-14T00:00:00.000","-73.85059","40.85069","X","AREA OF MINIMAL FLOOD HAZARD",,"Morris Park"
"POINT (-73.96384900008145 40.802973000506185)","1","Manhattan","109","7","69","30","13","Amsterdam Avenue and Cathedral Pkwy / (110 St)","Manhattan","2021-07-22T00:00:00.000","-73.963849","40.802973","X","AREA OF MINIMAL FLOOD HAZARD",,"Morningside Heights"
"POINT (-73.98473399983246 40.76417000064602)","1","Manhattan","104","3","75","47","12","8 Avenue and West  53 Street","Manhattan","2019-10-26T00:00:00.000","-73.984734","40.76417","X","AREA OF MINIMAL FLOOD HAZARD",,"Hell's Kitchen"
"POINT (-73.93813099990425 40.62732800137231)","3","Brooklyn","318","45","41","21","9","Avenue J and East 39 Street","Brooklyn","2023-02-06T00:00:00.000","-73.938131","40.627328","X","AREA OF MINIMAL FLOOD HAZARD","4","Flatlands"
"POINT (-73.87536000002991 40.68274500104407)","3","Brooklyn","305","37","54","18","7","Fulton Street and Chestnut Street","Brooklyn","2020-06-16T00:00:00.000","-73.87536","40.682745","X","AREA OF MINIMAL FLOOD HAZARD",,"Cypress Hills"
"POINT (-73.97468800014231 40.74220500109381)","1","Manhattan","106","2","74","59","12","1  Avenue and 270'  North of East 30 Street (E 32 St)","Manhattan","2016-02-02T00:00:00.000","-73.974688","40.742205","X","AREA OF MINIMAL FLOOD HAZARD","5","Murray Hill-Kips Bay"
"POINT (-73.96711799965688 40.79850300117353)","1","Manhattan","107","7","69","30","13","Amsterdam Avenue and West 103 Street","Manhattan","2022-10-26T00:00:00.000","-73.967118","40.798503","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper West Side-Manhattan Valley"
"POINT (-73.94361000032858 40.624690000883)","3","Brooklyn","318","45","41","21","9","Avenue K and New York Avenue","Brooklyn","2021-04-15T00:00:00.000","-73.94361","40.62469","X","AREA OF MINIMAL FLOOD HAZARD","5","Flatlands"
"POINT (-73.8527700002362 40.8895030012869)","2","Bronx","212","12","83","36","16","Bronxwood Avenue and East 230 Street","Bronx","2022-03-10T00:00:00.000","-73.85277","40.889503","X","AREA OF MINIMAL FLOOD HAZARD",,"Wakefield-Woodlawn"
"POINT (-73.98233700005693 40.64097700120378)","3","Brooklyn","312","39","44","17","9","14 Avenue and  36 Street","Brooklyn","2013-08-18T00:00:00.000","-73.982337","40.640977","X","AREA OF MINIMAL FLOOD HAZARD",,"Borough Park"
"POINT (-73.98198000033591 40.71344100053019)","1","Manhattan","103","2","65","27","10","Madison Street and 300' west of Jackson Street","Manhattan","2017-09-12T00:00:00.000","-73.98198","40.713441","X","AREA OF MINIMAL FLOOD HAZARD",,"Lower East Side"
"POINT (-73.86886599998208 40.73348700130071)","4","Queens","404","25","39","13","6","Horace Harding Expressway and  92 Street","Queens","2019-12-07T00:00:00.000","-73.868866","40.733487","X","AREA OF MINIMAL FLOOD HAZARD","6","Elmhurst"
"POINT (-73.87687599992731 40.75053000063075)","4","Queens","403","21, 25","34","13","14","37 Avenue and  90 Street","Queens","2022-06-28T00:00:00.000","-73.876876","40.75053","X","AREA OF MINIMAL FLOOD HAZARD",,"Jackson Heights"
"POINT (-73.87026999944872 40.7337260008551)","4","Queens","404","25","39","13","6","Woodhaven Boulevard and Queens Boulevard North S/R / 59 Avenue","Queens","2012-03-14T00:00:00.000","-73.87027","40.733726","X","AREA OF MINIMAL FLOOD HAZARD","6","Elmhurst"
"POINT (-73.8478680000312 40.681487000700756)","4","Queens","409","32","23","15","5","Rockaway Boulevard with 103 Avenue and 92 Street","Queens","2022-10-19T00:00:00.000","-73.847868","40.681487","X","AREA OF MINIMAL FLOOD HAZARD","5","Ozone Park (North)"
"POINT (-73.98179599980782 40.65524700074892)","3","Brooklyn","307","38","44","20","10","Mc Donald Avenue and  10 Avenue / 20 Street","Brooklyn","2022-09-01T00:00:00.000","-73.981796","40.655247","X","AREA OF MINIMAL FLOOD HAZARD",,"Windsor Terrace-South Slope"
"POINT (-73.92436500048336 40.61146300124863)","3","Brooklyn","318","46","59","21","8","Flatbush Avenue and Avenue T","Brooklyn","2020-06-02T00:00:00.000","-73.924365","40.611463","X","AREA OF MINIMAL FLOOD HAZARD","3","Marine Park-Mill Basin-Bergen Beach"
"POINT (-73.99144700040044 40.691597000815015)","3","Brooklyn","302","33","52","26","10","Court Street and Livingston Street","Brooklyn","2012-06-16T00:00:00.000","-73.991447","40.691597","X","AREA OF MINIMAL FLOOD HAZARD",,"Brooklyn Heights"
"POINT (-73.9620590000588 40.810535000702465)","1","Manhattan","109","7","69","30","13","Broadway and West 120 Street","Manhattan","2022-10-18T00:00:00.000","-73.962059","40.810535","X","AREA OF MINIMAL FLOOD HAZARD",,"Morningside Heights"
"POINT (-73.85665100033393 40.85810900136669)","2","Bronx","211","13","80","33","15","Williamsbridge Road and Pelham Parkway North","Bronx","2015-10-08T00:00:00.000","-73.856651","40.858109","X","AREA OF MINIMAL FLOOD HAZARD",,"Morris Park"
"POINT (-73.94524399982451 40.774247001121864)","1","Manhattan","108","5","76","28","12","East End Avenue and East  85 Street","Manhattan","2014-07-16T00:00:00.000","-73.945244","40.774247","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper East Side-Yorkville"
"POINT (-73.87489400000517 40.74667700049669)","4","Queens","404","25","34","13","6","Denman Street and Whitney Avenue","Queens","2020-08-26T00:00:00.000","-73.874894","40.746677","X","AREA OF MINIMAL FLOOD HAZARD",,"Elmhurst"
"POINT (-73.85285200033454 40.69754000050427)","4","Queens","482","32","38","15","7","Woodhaven Boulevard and Park Lane Soouth","Queens","2020-01-14T00:00:00.000","-73.852852","40.69754","X","AREA OF MINIMAL FLOOD HAZARD",,"Woodhaven"
"POINT (-73.94352600046696 40.696030000628014)","3","Brooklyn","303","36","56","25","8","Myrtle Avenue and Throop Avenue","Brooklyn","2022-01-04T00:00:00.000","-73.943526","40.69603","X","AREA OF MINIMAL FLOOD HAZARD",,"Bedford-Stuyvesant (West)"
"POINT (-73.99127899974667 40.73244700107276)","1","Manhattan","102","2","66","27","10","Broadway and East  11 Street","Manhattan","2023-04-28T00:00:00.000","-73.991279","40.732447","X","AREA OF MINIMAL FLOOD HAZARD",,"Greenwich Village"
"POINT (-73.96476299987414 40.79666900073701)","1","Manhattan","107","7","69","30","13","Columbus Avenue and West 102 Street","Manhattan","2018-05-16T00:00:00.000","-73.964763","40.796669","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper West Side-Manhattan Valley"
"POINT (-73.94139299991248 40.61763200065646)","3","Brooklyn","318","45","41","21","9","Avenue N with East  34 Street and East 35 Street","Brooklyn","2023-06-20T00:00:00.000","-73.941393","40.617632","X","AREA OF MINIMAL FLOOD HAZARD","5","Flatlands"
"POINT (-73.82686899954122 40.761093000670336)","4","Queens","407","20","40","16","6","Union Street and  39 Avenue","Queens","2023-06-20T00:00:00.000","-73.826869","40.761093","X","AREA OF MINIMAL FLOOD HAZARD",,"Flushing-Willets Point"
"POINT (-73.98382299997387 40.72147300077196)","1","Manhattan","103","2","65","27","10","East Houston Street and Avenue B / Clinton Street","Manhattan","2019-11-03T00:00:00.000","-73.983823","40.721473","X","AREA OF MINIMAL FLOOD HAZARD","4","East Village"
"POINT (-73.863827999555 40.7460040006772)","4","Queens","404","21","39","13","14","44 Avenue and National Street","Queens","2023-05-08T00:00:00.000","-73.863828","40.746004","X","AREA OF MINIMAL FLOOD HAZARD",,"Corona"
"POINT (-73.95835500020743 40.76053800124714)","1","Manhattan","108","5","76","28","12","York Avenue and East  62 Street","Manhattan","2012-07-22T00:00:00.000","-73.958355","40.760538","X","AREA OF MINIMAL FLOOD HAZARD","4","Upper East Side-Lenox Hill-Roosevelt Island"
"POINT (-73.91722800056736 40.811003001082135)","2","Bronx","201","8","84","29","15","Brook Avenue and East 143 Street","Bronx","2023-03-09T00:00:00.000","-73.917228","40.811003","X","AREA OF MINIMAL FLOOD HAZARD","6","Mott Haven-Port Morris"
"POINT (-73.97178599951525 40.79465100094938)","1","Manhattan","107","6","69","47","12","Broadway and West  96 Street","Manhattan","2017-03-01T00:00:00.000","-73.971786","40.794651","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper West Side (Central)"
"POINT (-73.95553300034062 40.68171700105658)","3","Brooklyn","303","36","57","25","8","Franklin Avenue and Hancock Street","Brooklyn","2023-06-14T00:00:00.000","-73.955533","40.681717","X","AREA OF MINIMAL FLOOD HAZARD",,"Bedford-Stuyvesant (West)"
"POINT (-73.92157900001189 40.65064100133202)","3","Brooklyn","317","45","58","21","9","Snyder Avenue and East 59 Street","Brooklyn","2021-10-25T00:00:00.000","-73.921579","40.650641","X","AREA OF MINIMAL FLOOD HAZARD","5","East Flatbush-Rugby"
"POINT (-74.00498500031419 40.68031800126756)","3","Brooklyn","306","38","51","26","10","Hamilton Avenue and Columbia Street","Brooklyn","2023-05-01T00:00:00.000","-74.004985","40.680318","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"POINT (-73.932083000008 40.742660001042914)","4","Queens","402","26","37","12","7","47 Avenue and  33 Street","Queens","2022-03-18T00:00:00.000","-73.932083","40.74266","X","AREA OF MINIMAL FLOOD HAZARD",,"Sunnyside"
"POINT (-73.91856599965513 40.87147800104993)","1","Manhattan","112","10","72","31","13","Seaman Avenue and West 215 Street","Manhattan","2023-03-01T00:00:00.000","-73.918566","40.871478","X","AREA OF MINIMAL FLOOD HAZARD",,"Inwood"
"POINT (-74.18976500010385 40.591838000756425)","5","Staten Island","502","50","62","24","11","Victory Boulevard and Wild Avenue","Staten Island","2023-06-08T00:00:00.000","-74.189765","40.591838","X","AREA OF MINIMAL FLOOD HAZARD","5","New Springville-Willowbrook-Bulls Head-Travis"
"POINT (-73.85976000035953 40.711845000772456)","4","Queens","405","30","28","15","6","Woodhaven Boulevard and Metropolitan Avenue","Queens","2019-09-25T00:00:00.000","-73.85976","40.711845","X","AREA OF MINIMAL FLOOD HAZARD",,"Glendale"
"POINT (-73.96050999965533 40.80758000078749)","1","Manhattan","109","7","69","30","13","Amsterdam Avenue and West 117 Street","Manhattan","2016-11-22T00:00:00.000","-73.96051","40.80758","X","AREA OF MINIMAL FLOOD HAZARD",,"Morningside Heights"
"POINT (-73.93045599946218 40.8486980006247)","1","Manhattan","112","10","72","31","13","Amsterdam Avenue and West 182 Street","Manhattan","2022-07-22T00:00:00.000","-73.930456","40.848698","X","AREA OF MINIMAL FLOOD HAZARD",,"Washington Heights (North)"
"POINT (-73.91329400019958 40.75830100105836)","4","Queens","401","26","34","12","7","45 Street and Newtown Road","Queens","2023-04-22T00:00:00.000","-73.913294","40.758301","X","AREA OF MINIMAL FLOOD HAZARD",,"Astoria (East)-Woodside (North)"
"POINT (-73.95217199973345 40.69341800068022)","3","Brooklyn","303","36","56","25","8","Nostrand Avenue and Willoughby Street","Brooklyn","2022-05-12T00:00:00.000","-73.952172","40.693418","X","AREA OF MINIMAL FLOOD HAZARD","6","Bedford-Stuyvesant (West)"
"POINT (-74.16066199986963 40.545275001016535)","5","Staten Island","503","51","64","24","11","Amboy Road and 680' SW of Armstrong Avenue","Staten Island","2023-02-07T00:00:00.000","-74.160662","40.545275","X","AREA OF MINIMAL FLOOD HAZARD",,"Great Kills-Eltingville"
"POINT (-73.78116199995539 40.72921200131383)","4","Queens","408","24","24","16","5","Union Turnpike and  188 Street","Queens","2023-06-28T00:00:00.000","-73.781162","40.729212","X","AREA OF MINIMAL FLOOD HAZARD",,"Jamaica Estates-Holliswood"
"POINT (-73.99963200005662 40.753917001300294)","1","Manhattan","104","3","75","47","12","10 Avenue and West  33 Street","Manhattan","2022-10-10T00:00:00.000","-73.999632","40.753917","X","AREA OF MINIMAL FLOOD HAZARD","2","Chelsea-Hudson Yards"
"POINT (-73.98616500000698 40.673429001064115)","3","Brooklyn","306","39","52","26","10","4 Avenue and   4 Street","Brooklyn","2019-04-11T00:00:00.000","-73.986165","40.673429","X","AREA OF MINIMAL FLOOD HAZARD","4","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"POINT (-73.94645899981535 40.74198200099772)","4","Queens","402","26","37","59","7","49 Avenue and Skillman Avenue","Queens","2023-05-08T00:00:00.000","-73.946459","40.741982","X","AREA OF MINIMAL FLOOD HAZARD","2","Long Island City-Hunters Point"
"POINT (-73.7968159995402 40.69001600122716)","4","Queens","412","28","32","10","5","Sutphin Boulevard and 110 Avenue","Queens","2016-08-15T00:00:00.000","-73.796816","40.690016","X","AREA OF MINIMAL FLOOD HAZARD","6","South Jamaica"
"POINT (-73.77795300041319 40.72316200052744)","4","Queens","408","23","24","11","6","188 Street with Avon Road and Grand Central Parkway Westbound Ramps","Queens","2022-11-17T00:00:00.000","-73.777953","40.723162","X","AREA OF MINIMAL FLOOD HAZARD",,"Cunningham Park"
"POINT (-73.8337220002888 40.687756001319585)","4","Queens","409","28","38","15","5","101 Avenue and 110 Street","Queens","2022-03-31T00:00:00.000","-73.833722","40.687756","X","AREA OF MINIMAL FLOOD HAZARD",,"South Richmond Hill"
"POINT (-73.88201499969675 40.87446700066815)","2","Bronx","207","11","80","33","15","Mosholu Parkway N/B 100' South of East 206 Street","Bronx","2022-07-07T00:00:00.000","-73.882015","40.874467","X","AREA OF MINIMAL FLOOD HAZARD",,"Norwood"
"POINT (-74.093943999442 40.62433500051413)","5","Staten Island","501","49","63","24","11","Victory Boulevard and Theresa Place","Staten Island","2022-07-18T00:00:00.000","-74.093944","40.624335","X","AREA OF MINIMAL FLOOD HAZARD",,"West New Brighton-Silver Lake-Grymes Hill"
"POINT (-73.87553099965294 40.758682000965216)","4","Queens","403","21","34","13","14","32 Avenue and  93 Street","Queens","2020-05-14T00:00:00.000","-73.875531","40.758682","X","AREA OF MINIMAL FLOOD HAZARD",,"Jackson Heights"
"POINT (-74.00734299941288 40.73358900092489)","1","Manhattan","102","3","66","27","10","Greenwich Street and West  10 Street","Manhattan","2022-01-09T00:00:00.000","-74.007343","40.733589","X","AREA OF MINIMAL FLOOD HAZARD","5","West Village"
"POINT (-74.1122100004936 40.58126500122841)","5","Staten Island","502","50","64","24","11","Richmond Road and Lincoln Avenue","Staten Island","2022-07-29T00:00:00.000","-74.11221","40.581265","X","AREA OF MINIMAL FLOOD HAZARD",,"New Dorp-Midland Beach"
"POINT (-73.78693200024703 40.69837100090964)","4","Queens","412","27","29","14","5","Merrick Boulevard and 108 Avenue","Queens","2021-07-26T00:00:00.000","-73.786932","40.698371","X","AREA OF MINIMAL FLOOD HAZARD","6","South Jamaica"
"POINT (-74.00016000027281 40.61312000113686)","3","Brooklyn","311","43","49","17","11","17th Avenue and 78th Street","Brooklyn","2021-04-05T00:00:00.000","-74.00016","40.61312","X","AREA OF MINIMAL FLOOD HAZARD","6","Bensonhurst"
"POINT (-74.0750309997037 40.625602000569785)","5","Staten Island","501","49","63","23","11","Bay Street and Broad Street","Staten Island","2023-04-26T00:00:00.000","-74.075031","40.625602","X","AREA OF MINIMAL FLOOD HAZARD","4","Tompkinsville-Stapleton-Clifton-Fox Hills"
"POINT (-73.95655199990233 40.68553100070649)","3","Brooklyn","303","35","57","25","8","Franklin Avenue and Gates Avenue","Brooklyn","2022-10-20T00:00:00.000","-73.956552","40.685531","X","AREA OF MINIMAL FLOOD HAZARD",,"Bedford-Stuyvesant (West)"
"POINT (-73.85739599969355 40.74392700099559)","4","Queens","404","21","39","13","14","Corona Avenue and 50th Avenue /106th Street","Queens","2021-02-18T00:00:00.000","-73.857396","40.743927","X","AREA OF MINIMAL FLOOD HAZARD",,"Corona"
"POINT (-73.84609100054716 40.87039100069508)","2","Bronx","212","12","83","36","15","East Gun Hill Road and Seymour Avenue","Bronx","2022-05-07T00:00:00.000","-73.846091","40.870391","X","AREA OF MINIMAL FLOOD HAZARD",,"Eastchester-Edenwald-Baychester"
"POINT (-74.24180099983491 40.51635900077364)","5","Staten Island","503","51","62","24","11","Arthur Kill Road and 320 West Of Lion Street","Staten Island","2023-04-17T00:00:00.000","-74.241801","40.516359","X","AREA OF MINIMAL FLOOD HAZARD","4","Tottenville-Charleston"
"POINT (-74.23937099952599 40.52822500128462)","5","Staten Island","503","51","62","24","11","Arthur Kill Road and Veteran’s Road West","Staten Island","2022-11-01T00:00:00.000","-74.239371","40.528225","X","AREA OF MINIMAL FLOOD HAZARD",,"Tottenville-Charleston"
"POINT (-73.87410499969991 40.68310500063501)","3","Brooklyn","305","37","54","18","7","Fulton Street and Euclid Avenue","Brooklyn","2022-03-31T00:00:00.000","-73.874105","40.683105","X","AREA OF MINIMAL FLOOD HAZARD",,"Cypress Hills"
"POINT (-74.01692099985316 40.62882200129957)","3","Brooklyn","310","43","49","17","11","7 Avenue N/B and  72 Street","Brooklyn","2023-06-23T00:00:00.000","-74.016921","40.628822","X","AREA OF MINIMAL FLOOD HAZARD",,"Dyker Heights"
"POINT (-73.98996000049782 40.711206000630234)","1","Manhattan","103","1","65","27","10","Cherry Street and Rutgers Street","Manhattan","2016-10-26T00:00:00.000","-73.98996","40.711206","X","AREA OF MINIMAL FLOOD HAZARD","1","Chinatown-Two Bridges"
"POINT (-73.87136500043452 40.90004000087515)","2","Bronx","226","11","81","33","15","Van Cortlandt Park East and Between East 239 Street and Oneida Avenue","Bronx","2019-03-11T00:00:00.000","-73.871365","40.90004","X","AREA OF MINIMAL FLOOD HAZARD",,"Van Cortlandt Park"
"POINT (-73.99272700031067 40.60952600063444)","3","Brooklyn","311","47","49","17","11","20 Avenue and  77 Street","Brooklyn","2023-06-14T00:00:00.000","-73.992727","40.609526","X","AREA OF MINIMAL FLOOD HAZARD","6","Bensonhurst"
"POINT (-73.84122300024717 40.86785900057891)","2","Bronx","212","12","83","36","15","East Gun Hill Road and Arnow Avenue","Bronx","2021-11-22T00:00:00.000","-73.841223","40.867859","X","AREA OF MINIMAL FLOOD HAZARD",,"Eastchester-Edenwald-Baychester"
"POINT (-73.85613999979772 40.71903800066447)","4","Queens","406","29","28","15","6","Yellowstone Boulevard and Groton Street","Queens","2020-07-13T00:00:00.000","-73.85614","40.719038","X","AREA OF MINIMAL FLOOD HAZARD",,"Forest Hills"
"POINT (-74.10255400007142 40.63465800098992)","5","Staten Island","501","49","63","23","11","Castleton Avenue and Conyingham Avenue","Staten Island","2022-02-16T00:00:00.000","-74.102554","40.634658","X","AREA OF MINIMAL FLOOD HAZARD",,"West New Brighton-Silver Lake-Grymes Hill"
"POINT (-73.94883300037172 40.633929001020995)","3","Brooklyn","314","45","42","21","9","Flatbush Avenue and Glenwood Road (east leg)","Brooklyn","2016-10-14T00:00:00.000","-73.948833","40.633929","X","AREA OF MINIMAL FLOOD HAZARD","5","Flatbush"
"POINT (-73.92834800010473 40.66864800060817)","3","Brooklyn","308","41","55","20","9","Eastern Parkway and Rochester Avenue","Brooklyn","2023-02-24T00:00:00.000","-73.928348","40.668648","X","AREA OF MINIMAL FLOOD HAZARD",,"Crown Heights (North)"
"POINT (-73.97145199962799 40.757748001233885)","1","Manhattan","105","4","73","28","12","Lexington Avenue and East  52 Street","Manhattan","2012-06-26T00:00:00.000","-73.971452","40.757748","X","AREA OF MINIMAL FLOOD HAZARD",,"East Midtown-Turtle Bay"
