"bldg_id","boro_id","block","lot","housenumber","streetname","borough","vacateagency","vacatenumber","vacatecode","vacatereason","monthlyrelocationtotal","month","year","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"65802","2","2800","63","234","EAST 176 STREET","Bronx","DOB","0073/23","BDV","ILLEGAL DWELLING UNITS","900","4","2023","10457","40.847457","-73.905298","5","15","22901","2007534","2028000063","Mount Hope"
"342118","3","7005","9","3506","NEPTUNE AVENUE","Brooklyn","DOB","1755/22","BDV","ILLEGAL DWELLING UNITS","650","2","2023","11224","40.577091","-74.001307","13","47","328","3188715","3070050009","Coney Island-Sea Gate"
"680756","4","15714","86","22-79","MOTT AVENUE","Queens","DOB","1282/21","BDV","STRUCTURAL","6384.22","5","2022","11691","40.605884","-73.758089","14","31","100803","4300289","4157140086","Far Rockaway-Bayswater"
"108944","2","3596","23","1771","SEWARD AVENUE","Bronx","HPD","0133/23","CEV","ILLEGAL DWELLING UNITS","780","6","2023","10473","40.818951","-73.86474","9","18","2002","2022083","2035960023","Soundview-Clason Point"
"344450","3","3600","7","125","NEWPORT STREET","Brooklyn","DOB","1846/22","BDV","ILLEGAL DWELLING UNITS","825","1","2023","11212","40.659117","-73.910618","16","41","916","3082334","3036000007","Brownsville"
"702067","4","9595","11","105-28","VAN WYCK EXPRESSWAY SR WEST","Queens","HPD","0928/22","CEV","ILLEGAL DWELLING UNITS","4575","10","2022","11419","40.689865","-73.809886","10","28","15801","4205248","4095950011","South Ozone Park"
"283361","3","4597","60","69","EAST 94 STREET","Brooklyn","HPD","1213/22","CEV","ILLEGAL DWELLING UNITS","2015","7","2023","11212","40.663344","-73.926692","17","41","884","3099476","3045970060","East Flatbush-Remsen Village"
"612013","4","13494","95","144-48","225 STREET","Queens","DOB","0052/23","BDV","ILLEGAL DWELLING UNITS","1032","4","2023","11413","40.663814","-73.753445","13","31","680","4287151","4134940095","Springfield Gardens (South)-Brookville"
"104814","2","3948","22","1538","PURDY STREET","Bronx","DOB","1468/21","BDV","ILLEGAL DWELLING UNITS","1050.42","6","2022","10462","40.837256","-73.853399","9","18","222","2041238","2039480022","Parkchester"
"119581","2","4424","4","611","WARING AVENUE","Bronx","HPD","0015/22","CEV","ILLEGAL DWELLING UNITS","2325","12","2022","10467","40.861407","-73.870239","11","15","33202","2051211","2044240004","Allerton"
"523695","4","9317","10","91-46","111 STREET","Queens","DOB","1233/22","BDV","ILLEGAL DWELLING UNITS","2015","5","2023","11418","40.693352","-73.835458","9","28","12601","4195530","4093170010","Richmond Hill"
"531422","4","9348","32","91-54","117 STREET","Queens","DOB","1765/22","BDV","ILLEGAL DWELLING UNITS","2015","3","2023","11418","40.694459","-73.830143","9","29","122","4196582","4093480032","Richmond Hill"
"112773","2","2431","12","1256","TELLER AVENUE","Bronx","HPD","0296/23","CEV","ILLEGAL DWELLING UNITS","1950","6","2023","10456","40.833645","-73.910796","4","16","17701","2002168","2024310012","Concourse-Concourse Village"
"46670","2","3287","38","2702","BAINBRIDGE AVENUE","Bronx","DOB","1203/22","BDV","ILLEGAL DWELLING UNITS","3965","1","2023","10458","40.865848","-73.891099","7","15","40502","2016622","2032870038","Bedford Park"
"65814","2","2802","44","265","EAST 176 STREET","Bronx","DOB","0553/23","BDV","ILLEGAL DWELLING UNITS","4640","6","2023","10457","40.847382","-73.904373","5","15","23302","2007568","2028020044","Mount Hope"
"49744","2","3799","53","2063","BLACKROCK AVENUE","Bronx","HPD","1653/21","CEV","ILLEGAL DWELLING UNITS","2151.22","12","2022","10472","40.82848","-73.854676","9","18","78","2026067","2037990053","Castle Hill-Unionport"
"443868","4","5671","6","185-16","56 AVENUE","Queens","HPD(EFO)","0266/22","BDV","ILLEGAL DWELLING UNITS","2015","7","2023","11365","40.743509","-73.790711","11","20","1417","4128158","4056710006","Auburndale"
"643009","4","2293","35","50-17","CELTIC AVENUE","Queens","HPD","1096/22","CEV","ILLEGAL DWELLING UNITS","437.89","8","2022","11377","40.737423","-73.92227","2","26","187","4053122","4022930035","Sunnyside"
"64261","2","2406","33","371","EAST 159 STREET","Bronx","DOB","1304/21","BDV","STRUCTURAL","5376.07","1","2022","10451","40.82321","-73.915344","3","17","141","2001780","2024060033","Morrisania"
"535974","4","11850","48","150-22","122 PLACE","Queens","HPD","1695/21","CEV","ILLEGAL DWELLING UNITS","1050.42","6","2022","11420","40.666005","-73.818414","10","28","84601","4257220","4118500048","South Ozone Park"
"94700","2","5082","11","4616","MATILDA AVENUE","Bronx","HPD","0197/23","CEV","ILLEGAL DWELLING UNITS","437.89","2","2023","10470","40.903205","-73.852971","12","11","414","2071069","2050820011","Wakefield-Woodlawn"
"465247","4","3536","31","60-91","70 AVENUE","Queens","HPD","1640/21","CEV","ESSENTIAL SERVICES","6825","3","2023","11385","40.702458","-73.895701","5","30","583","4085254","4035360031","Ridgewood"
"71530","2","4878","8","1065","EAST 231 STREET","Bronx","DOB","1577/21","BDV","ILLEGAL DWELLING UNITS","2422.54","4","2022","10466","40.888756","-73.847763","12","12","424","2065273","2048780008","Wakefield-Woodlawn"
"69262","2","4668","76","736","EAST 221 STREET","Bronx","HPD","0581/22","CEV","ILLEGAL DWELLING UNITS","1950.62","3","2023","10467","40.884606","-73.860864","12","12","396","2058148","2046680076","Williamsbridge-Olinville"
"61017","2","3355","101","3344","DECATUR AVENUE","Bronx","HPD","1550/21","CEV","ILLEGAL DWELLING UNITS","1350","6","2022","10467","40.877541","-73.872931","7","11","42902","2018608","2033550101","Norwood"
"100333","2","4544","34","3011","OLINVILLE AVENUE","Bronx","HPD","0272/22","CEV","ILLEGAL DWELLING UNITS","2015","5","2023","10467","40.869952","-73.868241","12","12","33602","2054748","2045440034","Williamsbridge-Olinville"
"69075","2","4678","63","844","EAST 220 STREET","Bronx","DOB","1718/21","BDV","ILLEGAL DWELLING UNITS","2015","2","2023","10467","40.882867","-73.858007","12","12","396","2058547","2046780063","Williamsbridge-Olinville"
"100333","2","4544","34","3011","OLINVILLE AVENUE","Bronx","HPD","0272/22","CEV","ILLEGAL DWELLING UNITS","2015","7","2022","10467","40.869952","-73.868241","12","12","33602","2054748","2045440034","Williamsbridge-Olinville"
"670979","4","1507","78","42-41","KETCHAM STREET","Queens","HPD","0117/22","CEV","ILLEGAL DWELLING UNITS","2536.26","2","2023","11373","40.74457","-73.882806","4","25","26902","4037271","4015070078","Elmhurst"
"97429","2","2826","76","1820","MORRIS AVENUE","Bronx","DOB","1269/21","BDV","ILLEGAL DWELLING UNITS","1878.71","4","2022","10453","40.847515","-73.908742","5","14","22701","2007895","2028260076","Mount Hope"
"282383","3","4612","63","129","EAST 93 STREET","Brooklyn","DOB","1403/22","BDV","ILLEGAL DWELLING UNITS","2245","11","2022","11212","40.661796","-73.9262","17","41","884","3099981","3046120063","East Flatbush-Remsen Village"
"465247","4","3536","31","60-91","70 AVENUE","Queens","HPD","1640/21","CEV","ESSENTIAL SERVICES","1950","6","2023","11385","40.702458","-73.895701","5","30","583","4085254","4035360031","Ridgewood"
"38348","1","1831","53","240","WEST 116 STREET","Manhattan","HPD","0079/22","CEV","STRUCTURAL","780","4","2022","10026","40.803915","-73.954192","10","9","218","1081574","1018310053","Harlem (South)"
"837769","3","3538","101","131","BLAKE AVENUE","Brooklyn","HPD","0137/22","CEV","ESSENTIAL SERVICES","2015","9","2022","11212","40.664865","-73.914882","16","41","902","3388271","3035380101","Brownsville"
"81651","2","2472","11","1075","GRAND CONCOURSE","Bronx","HPD(EFO)","1006/23","EFO","ILLEGAL DWELLING UNITS","437.89","6","2023","10452","40.831448","-73.920162","4","16","195","2002889","2024720011","Concourse-Concourse Village"
"670979","4","1507","78","42-41","KETCHAM STREET","Queens","HPD","0117/22","CEV","ILLEGAL DWELLING UNITS","2154.14","4","2023","11373","40.74457","-73.882806","4","25","26902","4037271","4015070078","Elmhurst"
"523393","4","1755","2","34-03","111 STREET","Queens","DOB","1675/21","BDV","ILLEGAL DWELLING UNITS","2325","7","2022","11368","40.756248","-73.857692","3","21","381","4043762","4017550002","North Corona"
"107533","2","3914","10","1480","ROSEDALE AVENUE","Bronx","HPD","0835/22","CEV","ILLEGAL DWELLING UNITS","6133.37","10","2022","10460","40.837344","-73.870004","9","18","218","2028447","2039140010","Soundview-Bruckner-Bronx River"
"523393","4","1755","2","34-03","111 STREET","Queens","DOB","1675/21","BDV","ILLEGAL DWELLING UNITS","2325","2","2023","11368","40.756248","-73.857692","3","21","381","4043762","4017550002","North Corona"
"53975","2","4577","27","1038","BURKE AVENUE","Bronx","DOB","1215/22","BDV","ILLEGAL DWELLING UNITS","4180.42","10","2022","10469","40.871265","-73.857825","12","12","344","2055872","2045770027","Pelham Gardens"
"525689","4","9551","75","107-11","113 STREET","Queens","HPD","0194/22","CEV","ILLEGAL DWELLING UNITS","1829.05","1","2023","11419","40.682637","-73.82806","10","28","104","4203490","4095510075","South Ozone Park"
"80789","2","3972","17","2354","GLEBE AVENUE","Bronx","HPD","0351/23","CEV","ILLEGAL DWELLING UNITS","1600","4","2023","10462","40.838217","-73.849869","10","18","202","2041668","2039720017","Westchester Square"
"363638","3","5213","46","1242","ROGERS AVENUE","Brooklyn","DOB","0064/23","BDV","ILLEGAL DWELLING UNITS","4340","7","2023","11226","40.639412","-73.951274","17","45","79002","3120414","3052130046","East Flatbush-Erasmus"
"615492","4","13178","18","138-35","230 STREET","Queens","DOB","1322/21","BDV","ILLEGAL DWELLING UNITS","875.78","10","2021","11413","40.670458","-73.743922","13","31","650","4283249","4131780018","Laurelton"
"241370","3","5378","85","315","EAST 9 STREET","Brooklyn","DOB","0406/22","BDV","ILLEGAL DWELLING UNITS","1950","6","2023","11218","40.640793","-73.970161","12","40","492","3126357","3053780085","Kensington"
"633404","4","16081","15","345","BEACH 69 STREET","Queens","DOB","1896/22","BDV","ILLEGAL DWELLING UNITS","1950","6","2023","11692","40.592106","-73.79807","14","31","954","4303289","4160810015","Rockaway Beach-Arverne-Edgemere"
"219327","3","5310","15","102","CHESTER AVENUE","Brooklyn","HPD","1214/22","CEV","ILLEGAL DWELLING UNITS","74.14","10","2022","11218","40.642995","-73.983439","12","39","496","3123813","3053100015","Kensington"
"428720","4","1495","34","75-16","41 AVENUE","Queens","DOB","1272/21","BDV","ILLEGAL DWELLING UNITS","3835","3","2022","11373","40.745329","-73.889914","4","25","267","4307382","4014950034","Elmhurst"
"79504","2","3747","71","1111","FTELEY AVENUE","Bronx","DOB","0059/23","BDV","ILLEGAL DWELLING UNITS","875.78","1","2023","10472","40.827522","-73.871158","9","18","68","2024057","2037470071","Soundview-Bruckner-Bronx River"
"51022","2","3741","13","1120","BOYNTON AVENUE","Bronx","DOB","1177/22","BDV","ILLEGAL DWELLING UNITS","3835","3","2023","10472","40.826701","-73.877769","9","18","5002","2023886","2037410013","Soundview-Bruckner-Bronx River"
"448577","4","2329","27","48-08","59 PLACE","Queens","HPD","1559/21","CEV","ILLEGAL DWELLING UNITS","5076.84","10","2022","11377","40.738426","-73.905547","2","26","245","4053778","4023290027","Woodside"
"118342","2","3768","56","1267","VIRGINIA AVENUE","Bronx","HPD","1288/22","CEV","ILLEGAL DWELLING UNITS","597","11","2022","10472","40.832311","-73.861334","9","18","72","2024907","2037680056","Castle Hill-Unionport"
"52437","2","4634","55","3338","BRONXWOOD AVENUE","Bronx","DOB","1011/23","BDV","ILLEGAL DWELLING UNITS","437.89","6","2023","10469","40.874121","-73.861265","12","12","370","2057094","2046340055","Williamsbridge-Olinville"
"523393","4","1755","2","34-03","111 STREET","Queens","DOB","1675/21","BDV","ILLEGAL DWELLING UNITS","2325","12","2022","11368","40.756248","-73.857692","3","21","381","4043762","4017550002","North Corona"
"69075","2","4678","63","844","EAST 220 STREET","Bronx","DOB","1718/21","BDV","ILLEGAL DWELLING UNITS","2015","7","2022","10467","40.882867","-73.858007","12","12","396","2058547","2046780063","Williamsbridge-Olinville"
"103521","2","2522","36","1319","PLIMPTON AVENUE","Bronx","DOB","1701/21","BDV","ILLEGAL DWELLING UNITS","12155","3","2022","10452","40.840604","-73.924408","4","16","211","2003372","2025220036","Highbridge"
"599597","4","10880","12","99-63","211 PLACE","Queens","DOB","0437/23","BDV","ILLEGAL DWELLING UNITS","65","5","2023","11429","40.713762","-73.747557","13","27","540","4232769","4108800012","Queens Village"
"61017","2","3355","101","3344","DECATUR AVENUE","Bronx","HPD","1550/21","CEV","ILLEGAL DWELLING UNITS","1395","5","2023","10467","40.877541","-73.872931","7","11","42902","2018608","2033550101","Norwood"
"310604","3","4305","33","752","HENDRIX STREET","Brooklyn","HPD","0166/22","CEV","ESSENTIAL SERVICES","2015","7","2023","11207","40.663106","-73.886478","5","42","1122","3096808","3043050033","East New York-New Lots"
"686155","4","3468","1","689","ONDERDONK AVENUE","Queens","HPD","1110/22","CEV","ILLEGAL DWELLING UNITS","2192.99","1","2023","11385","40.703917","-73.907085","5","34","549","4082921","4034680001","Ridgewood"
"875513","2","5348","32","2700","LATTING STREET","Bronx","HPD","1380/21","CEV","ILLEGAL DWELLING UNITS","3965","1","2023","10461","40.837929","-73.837398","10","13","194","2073490","2053480032","Throgs Neck-Schuylerville"
"118980","2","4598","24","3209","WALLACE AVENUE","Bronx","HPD","1245/21","CEV","ILLEGAL DWELLING UNITS","45","11","2021","10467","40.871564","-73.864272","12","12","372","2056280","2045980024","Williamsbridge-Olinville"
"535974","4","11850","48","150-22","122 PLACE","Queens","HPD","1695/21","CEV","ILLEGAL DWELLING UNITS","2916.9","3","2023","11420","40.666005","-73.818414","10","32","84601","4257220","4118500048","South Ozone Park"
"112778","2","2436","87","1261","TELLER AVENUE","Bronx","DOB","1155/22","BDV","STRUCTURAL","841.86","9","2022","10456","40.83376","-73.910749","4","16","17701","2002367","2024360087","Concourse-Concourse Village"
"579374","4","13306","145","146-30","177 STREET","Queens","HPD","1653/22","CEV","ILLEGAL DWELLING UNITS","3835","3","2023","11434","40.662214","-73.76922","13","31","320","4285411","4133060145","Springfield Gardens (South)-Brookville"
"573982","4","12350","112","116-12","169 STREET","Queens","HPD","0429/23","CEV","ESSENTIAL SERVICES","4720","6","2023","11434","40.687196","-73.778566","12","27","280","4267525","4123500112","Baisley Park"
"526827","4","11255","24","227-42","114 ROAD","Queens","HPD","0757/22","CEV","ILLEGAL DWELLING UNITS","2015","5","2023","11411","40.700882","-73.729988","13","27","592","4242699","4112550024","Cambria Heights"
"571877","4","10183","21","109-18","167 STREET","Queens","DOB","0061/22","BDV","ILLEGAL DWELLING UNITS","7531.9","3","2023","11433","40.695673","-73.786418","12","27","258","4216744","4101830021","South Jamaica"
"49744","2","3799","53","2063","BLACKROCK AVENUE","Bronx","HPD","1653/21","CEV","ILLEGAL DWELLING UNITS","2508.51","3","2022","10472","40.82848","-73.854676","9","18","78","2026067","2037990053","Castle Hill-Unionport"
"53671","2","3000","10","1474","BRYANT AVENUE","Bronx","HPD","0456/22","CEV","ESSENTIAL SERVICES","5954.3","5","2023","10460","40.832175","-73.887667","3","17","157","2010847","2030000010","Crotona Park East"
"545160","4","11730","11","122-27","133 AVENUE","Queens","HPD","1145/22","CEV","ILLEGAL DWELLING UNITS","3018.84","2","2023","11420","40.671675","-73.816473","10","28","840","4254138","4117300011","South Ozone Park"
"269459","3","4724","22","428","EAST 53 STREET","Brooklyn","HPD","0462/22","CEV","ILLEGAL DWELLING UNITS","1950","6","2023","11203","40.649305","-73.927201","17","45","862","3103867","3047240022","East Flatbush-Rugby"
"612013","4","13494","95","144-48","225 STREET","Queens","DOB","0052/23","BDV","ILLEGAL DWELLING UNITS","1885","3","2023","11413","40.663814","-73.753445","13","31","680","4287151","4134940095","Springfield Gardens (South)-Brookville"
"100114","2","2512","9","1020","OGDEN AVENUE","Bronx","HPD","0198/23","CEV","ILLEGAL DWELLING UNITS","4043.87","6","2023","10452","40.833501","-73.929045","4","8","189","2003203","2025120009","Highbridge"
"448577","4","2329","27","48-08","59 PLACE","Queens","HPD","1559/21","CEV","ILLEGAL DWELLING UNITS","437.89","12","2021","11377","40.738426","-73.905547","2","26","245","4053778","4023290027","Woodside"
"523695","4","9317","10","91-46","111 STREET","Queens","DOB","1233/22","BDV","ILLEGAL DWELLING UNITS","1950","6","2023","11418","40.693352","-73.835458","9","28","12601","4195530","4093170010","Richmond Hill"
"61017","2","3355","101","3344","DECATUR AVENUE","Bronx","HPD","1550/21","CEV","ILLEGAL DWELLING UNITS","2375","5","2022","10467","40.877541","-73.872931","7","11","42902","2018608","2033550101","Norwood"
"665200","4","9670","2","138-04","HOOVER AVENUE","Queens","HPD","0704/22","CEV","ILLEGAL DWELLING UNITS","3564.16","9","2022","11435","40.714217","-73.820476","8","24","22001","4206590","4096700002","Jamaica Hills-Briarwood"
"51022","2","3741","13","1120","BOYNTON AVENUE","Bronx","DOB","1177/22","BDV","ILLEGAL DWELLING UNITS","1400","11","2022","10472","40.826701","-73.877769","9","18","5002","2023886","2037410013","Soundview-Bruckner-Bronx River"
"703388","4","13659","10","149-52","WELLER LANE","Queens","DOB","0212/23","BDV","ILLEGAL DWELLING UNITS","437.89","2","2023","11422","40.651293","-73.733994","13","31","66403","4290216","4136590010","Rosedale"
"87022","2","4611","50","3239","HONE AVENUE","Bronx","HPD","0307/23","CEV","ILLEGAL DWELLING UNITS","437.89","3","2023","10469","40.87202","-73.857535","12","12","370","2056610","2046110050","Williamsbridge-Olinville"
"247803","3","5079","45","27","EAST 18 STREET","Brooklyn","HPD","0458/22","CEV","ILLEGAL DWELLING UNITS","5079.62","5","2023","11226","40.650637","-73.963292","14","40","506","3116526","3050790045","Flatbush (West)-Ditmas Park-Parkville"
"122885","2","3733","24","1064","WHITE PLAINS ROAD","Bronx","HPD","1378/21","CEV","ILLEGAL DWELLING UNITS","1950","1","2022","10472","40.827578","-73.860282","9","18","4001","2023676","2037330024","Castle Hill-Unionport"
"107533","2","3914","10","1480","ROSEDALE AVENUE","Bronx","HPD","0835/22","CEV","ILLEGAL DWELLING UNITS","9754.56","9","2022","10460","40.837344","-73.870004","9","17","218","2028447","2039140010","Soundview-Bruckner-Bronx River"
"290539","3","4281","17","659","EUCLID AVENUE","Brooklyn","HPD","1697/22","CEV","ILLEGAL DWELLING UNITS","5020","5","2023","11208","40.67067","-73.870755","5","42","120801","3095994","3042810017","East New York-City Line"
"241370","3","5378","85","315","EAST 9 STREET","Brooklyn","DOB","0406/22","BDV","ILLEGAL DWELLING UNITS","3965","10","2022","11218","40.640793","-73.970161","12","39","492","3126357","3053780085","Kensington"
"53655","2","2999","24","1452","BRYANT AVENUE","Bronx","DOB","0316/22","BDV","ILLEGAL DWELLING UNITS","13637.44","12","2022","10459","40.831276","-73.888203","3","17","123","2010824","2029990024","Crotona Park East"
"657069","4","5123","51","134-40","FRANKLIN AVENUE","Queens","DOB","0503/23","BDV","STRUCTURAL","3542","6","2023","11355","40.753621","-73.829505","7","20","79702","4445336","4051230051","Flushing-Willets Point"
"79544","2","3748","102","1154","FTELEY AVENUE","Bronx","HPD","1383/21","CEV","ILLEGAL DWELLING UNITS","3000","8","2022","10472","40.828195","-73.871291","9","18","68","2024143","2037480102","Soundview-Bruckner-Bronx River"
"535974","4","11850","48","150-22","122 PLACE","Queens","HPD","1695/21","CEV","ILLEGAL DWELLING UNITS","2374.19","8","2022","11420","40.666005","-73.818414","10","28","84601","4257220","4118500048","South Ozone Park"
"109265","2","4741","53","3244","SEYMOUR AVENUE","Bronx","HPD","0615/23","CEV","ILLEGAL DWELLING UNITS","715","6","2023","10469","40.872992","-73.8473","12","12","364","2060984","2047410053","Eastchester-Edenwald-Baychester"
"49744","2","3799","53","2063","BLACKROCK AVENUE","Bronx","HPD","1653/21","CEV","ILLEGAL DWELLING UNITS","664.31","1","2023","10472","40.82848","-73.854676","9","18","78","2026067","2037990053","Castle Hill-Unionport"
"680756","4","15714","86","22-79","MOTT AVENUE","Queens","DOB","1282/21","BDV","STRUCTURAL","3674.99","2","2023","11691","40.605884","-73.758089","14","31","100803","4300289","4157140086","Far Rockaway-Bayswater"
"523393","4","1755","2","34-03","111 STREET","Queens","DOB","1675/21","BDV","ILLEGAL DWELLING UNITS","2325","5","2023","11368","40.756248","-73.857692","3","21","381","4043762","4017550002","North Corona"
"97429","2","2826","76","1820","MORRIS AVENUE","Bronx","DOB","1269/21","BDV","ILLEGAL DWELLING UNITS","2890.36","2","2022","10453","40.847515","-73.908742","5","14","22701","2007895","2028260076","Mount Hope"
"571877","4","10183","21","109-18","167 STREET","Queens","DOB","0061/22","BDV","ILLEGAL DWELLING UNITS","2730.42","6","2022","11433","40.695673","-73.786418","12","27","258","4216744","4101830021","South Jamaica"
"855154","3","1703","39","859","HERKIMER STREET","Brooklyn","HPD","1285/22","CEV","ILLEGAL DWELLING UNITS","1966.9","2","2023","11233","40.678299","-73.924891","3","36","299","3390063","3017030039","Bedford-Stuyvesant (East)"
"832364","2","2439","124","1228","MORRIS AVENUE","Bronx","DOB","1762/21","BDV","ILLEGAL DWELLING UNITS","2154.14","4","2023","10456","40.833801","-73.91377","4","16","17701","2102800","2024390124","Concourse-Concourse Village"
"55880","2","2881","6","1812","CEDAR AVENUE","Bronx","DOB","1413/21","BDV","ILLEGAL DWELLING UNITS","1751.56","10","2021","10453","40.852722","-73.920151","5","16","20502","2009228","2028810006","University Heights (South)-Morris Heights"
"38348","1","1831","53","240","WEST 116 STREET","Manhattan","HPD","0079/22","CEV","STRUCTURAL","1950","8","2022","10026","40.803915","-73.954192","10","9","218","1081574","1018310053","Harlem (South)"
"107533","2","3914","10","1480","ROSEDALE AVENUE","Bronx","HPD","0835/22","CEV","ILLEGAL DWELLING UNITS","4572.04","4","2023","10460","40.837344","-73.870004","9","17","218","2028447","2039140010","Soundview-Bruckner-Bronx River"
"678692","4","6532","22","144-28","MELBOURNE AVENUE","Queens","DOB","0764/22","CEV","ILLEGAL DWELLING UNITS","3835","3","2023","11367","40.734334","-73.824365","8","24","809","4141933","4065320022","Kew Gardens Hills"
"527770","4","12340","5","165-10","115 AVENUE","Queens","HPD","1815/22","CEV","ILLEGAL DWELLING UNITS","1768.87","6","2023","11434","40.688176","-73.783006","12","27","278","4267231","4123400005","Baisley Park"
"100333","2","4544","34","3011","OLINVILLE AVENUE","Bronx","HPD","0272/22","CEV","ILLEGAL DWELLING UNITS","3350","8","2022","10467","40.869952","-73.868241","12","12","33602","2054748","2045440034","Williamsbridge-Olinville"
"64552","2","2690","93","871","EAST 162 STREET","Bronx","DOB","1359/22","BDV","ILLEGAL DWELLING UNITS","2015","5","2023","10459","40.82134","-73.899999","2","17","12901","2005205","2026900093","Longwood"
"362546","3","1442","5","221","ROCKAWAY AVENUE","Brooklyn","DOB","1318/22","BDV","STRUCTURAL","4766.6","2","2023","11233","40.675059","-73.911037","16","37","36501","3038724","3014420005","Ocean Hill"
"575295","4","6923","45","67-22","170 STREET","Queens","DOB","0513/22","BDV","ILLEGAL DWELLING UNITS","1105","6","2022","11365","40.734425","-73.79937","8","24","1223","4149600","4069230045","Fresh Meadows-Utopia"
"615492","4","13178","18","138-35","230 STREET","Queens","DOB","1322/21","BDV","ILLEGAL DWELLING UNITS","2340","6","2023","11413","40.670458","-73.743922","13","31","650","4283249","4131780018","Laurelton"
"318022","3","4030","137","437","JEROME STREET","Brooklyn","DOB","1360/21","BDV","ILLEGAL DWELLING UNITS","437.89","10","2021","11207","40.670939","-73.886125","5","42","1162","3089460","3040300137","East New York (North)"
"599464","4","10559","53","90-28","210 STREET","Queens","HPD","0215/23","CEV","ESSENTIAL SERVICES","437.89","2","2023","11428","40.71902","-73.753533","13","23","496","4225177","4105590053","Queens Village"
"676156","4","12251","39","121-06","LONG STREET","Queens","DOB","0714/22","BDV","ILLEGAL DWELLING UNITS","667.65","6","2022","11434","40.67921","-73.782051","12","28","28802","4265821","4122510039","Baisley Park"
"837769","3","3538","101","131","BLAKE AVENUE","Brooklyn","HPD","0137/22","CEV","ESSENTIAL SERVICES","2015","5","2022","11212","40.664865","-73.914882","16","41","902","3388271","3035380101","Brownsville"
"116657","2","3213","1","2412","UNIVERSITY AVENUE","Bronx","DOB","0292/22","BDV","ILLEGAL DWELLING UNITS","2015","5","2022","10468","40.863206","-73.904636","7","14","263","2014623","2032130001","University Heights (North)-Fordham"
"639569","4","7945","96","221-51","BRADDOCK AVENUE","Queens","HPD","1587/22","CEV","ILLEGAL DWELLING UNITS","2049.19","7","2023","11427","40.729246","-73.739366","13","23","1301","4166355","4079450096","Bellerose"
"71530","2","4878","8","1065","EAST 231 STREET","Bronx","DOB","1577/21","BDV","ILLEGAL DWELLING UNITS","2773.94","12","2022","10466","40.888756","-73.847763","12","12","424","2065273","2048780008","Wakefield-Woodlawn"
"676156","4","12251","39","121-06","LONG STREET","Queens","DOB","0714/22","BDV","ILLEGAL DWELLING UNITS","3341.45","8","2022","11434","40.67921","-73.782051","12","28","28802","4265821","4122510039","Baisley Park"
"347221","3","7584","19","1439","OCEAN AVENUE","Brooklyn","DOB","0541/22","BDV","STRUCTURAL","2015","9","2022","11230","40.627013","-73.956626","14","45","762","3206619","3075840019","Midwood"
"170113","3","6208","18","2144","73 STREET","Brooklyn","HPD","0307/22","CEV","ILLEGAL DWELLING UNITS","1170","5","2022","11204","40.610044","-73.987333","11","44","268","3159255","3062080018","Bensonhurst"
"344601","3","4122","10","155","NICHOLS AVENUE","Brooklyn","DOB","1447/21","BDV","ILLEGAL DWELLING UNITS","8114.89","6","2022","11208","40.687003","-73.869234","5","37","118202","3091889","3041220010","Cypress Hills"
"634213","4","16187","19","175","BEACH 114 STREET","Queens","HPD","1302/22","CEV","ESSENTIAL SERVICES","13320","3","2023","11694","40.579717","-73.835089","14","32","938","4303918","4161870019","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"670979","4","1507","78","42-41","KETCHAM STREET","Queens","HPD","0117/22","CEV","ILLEGAL DWELLING UNITS","4863.58","6","2022","11373","40.74457","-73.882806","4","25","26902","4037271","4015070078","Elmhurst"
"60058","2","2985","13","1890","CROTONA PARKWAY","Bronx","DOB","0020/23","BDV","ILLEGAL DWELLING UNITS","437.89","1","2023","10460","40.840635","-73.885658","6","15","359","2010617","2029850013","West Farms"
"136623","3","5737","39","6308","11 AVENUE","Brooklyn","HPD","0294/23","CEV","ESSENTIAL SERVICES","1000","5","2023","11219","40.629695","-74.004849","10","38","212","3141743","3057370039","Dyker Heights"
"471120","4","8941","133","93-19","74 PLACE","Queens","HPD","0448/23","CEV","ILLEGAL DWELLING UNITS","437.89","3","2023","11421","40.684171","-73.865648","9","30","6","4184556","4089410133","Woodhaven"
"633404","4","16081","15","345","BEACH 69 STREET","Queens","DOB","1896/22","BDV","ILLEGAL DWELLING UNITS","3835","3","2023","11692","40.592106","-73.79807","14","31","954","4303289","4160810015","Rockaway Beach-Arverne-Edgemere"
"850794","3","2437","21","360","SOUTH 3 STREET","Brooklyn","DOB","0516/22","BDV","ILLEGAL DWELLING UNITS","3573","8","2022","11211","40.70907","-73.953113","1","34","527","3347321","3024370020","Williamsburg"
"832364","2","2439","124","1228","MORRIS AVENUE","Bronx","DOB","1762/21","BDV","ILLEGAL DWELLING UNITS","2100","5","2022","10456","40.833801","-73.91377","4","16","17701","2102800","2024390124","Concourse-Concourse Village"
"546875","4","11689","18","116-28","134 STREET","Queens","DOB","0995/22","BDV","ILLEGAL DWELLING UNITS","2151.22","12","2022","11420","40.67818","-73.806029","10","28","178","4252910","4116890018","South Ozone Park"
"104814","2","3948","22","1538","PURDY STREET","Bronx","DOB","1468/21","BDV","ILLEGAL DWELLING UNITS","1782.36","3","2022","10462","40.837256","-73.853399","9","18","222","2041238","2039480022","Parkchester"
