"oid","hotspot_dataset_object_id","public_space_open_space_name","public_space_open_space","borough_name","neighborhood_tabulation_area","neighborhood_tabulation_area_1","number_of_access_points_per","provider","ssid","latitude","longitude","published_date"
"475","9450","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6923099999999","-74.01475","2019-05-30T00:00:00.000"
"476","9451","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6903399999999","-74.01314","2019-05-30T00:00:00.000"
"477","9452","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6904099999999","-74.0176699999999","2019-05-30T00:00:00.000"
"478","9453","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6891999999999","-74.0169599999999","2019-05-30T00:00:00.000"
"479","9454","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6903199999999","-74.01331","2019-05-30T00:00:00.000"
"480","9433","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6865499999999","-74.0209799999999","2019-05-30T00:00:00.000"
"481","9434","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6884599999999","-74.0225499999999","2019-05-30T00:00:00.000"
"482","9435","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.68923","-74.02185","2019-05-30T00:00:00.000"
"483","9436","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.68726","-74.0225099999999","2019-05-30T00:00:00.000"
"484","9437","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6863","-74.0240199999999","2019-05-30T00:00:00.000"
"485","9438","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6851699999999","-74.02526","2019-05-30T00:00:00.000"
"486","1608","Gravesend Park","Near","Brooklyn","BK88","Borough Park","3","ALTICEUSA","GuestWiFi","40.623001","-73.984689","2019-05-30T00:00:00.000"
"487","1611","Gravesend Park","Near","Brooklyn","BK88","Borough Park","3","ALTICEUSA","GuestWiFi","40.6242439999999","-73.9844039999999","2019-05-30T00:00:00.000"
"488","1614","Gun Hill Playground","Near","Bronx","BX44","Williamsbridge-Olinville","1","ALTICEUSA","GuestWiFi","40.8747789999999","-73.8650049999999","2019-05-30T00:00:00.000"
"489","1615","Haffen Park","Near","Bronx","BX03","Eastchester-Edenwald-Baychester","5","ALTICEUSA","GuestWiFi","40.87322","-73.8378249999999","2019-05-30T00:00:00.000"
"490","1616","Haffen Park","Near","Bronx","BX03","Eastchester-Edenwald-Baychester","5","ALTICEUSA","GuestWiFi","40.8726759999999","-73.8394779999999","2019-05-30T00:00:00.000"
"491","1617","Haffen Park","Near","Bronx","BX03","Eastchester-Edenwald-Baychester","5","ALTICEUSA","GuestWiFi","40.87364","-73.840586","2019-05-30T00:00:00.000"
"492","1618","Haffen Park","Near","Bronx","BX03","Eastchester-Edenwald-Baychester","5","ALTICEUSA","GuestWiFi","40.874777","-73.8391809999999","2019-05-30T00:00:00.000"
"493","2124","Haffen Park","Near","Bronx","BX03","Eastchester-Edenwald-Baychester","5","ALTICEUSA","GuestWiFi","40.872936","-73.838671","2019-05-30T00:00:00.000"
"494","55","Hansborough Recreation Center","Near","Manhattan","MN03","Central Harlem North-Polo Grounds","8","SPECTRUM","GuestWiFi","40.8126809999999","-73.939357","2019-05-30T00:00:00.000"
"495","56","Hansborough Recreation Center","Near","Manhattan","MN03","Central Harlem North-Polo Grounds","8","SPECTRUM","GuestWiFi","40.8126809999999","-73.939357","2019-05-30T00:00:00.000"
"496","57","Hansborough Recreation Center","Near","Manhattan","MN03","Central Harlem North-Polo Grounds","8","SPECTRUM","GuestWiFi","40.8126809999999","-73.939357","2019-05-30T00:00:00.000"
"497","58","Hansborough Recreation Center","Near","Manhattan","MN03","Central Harlem North-Polo Grounds","8","SPECTRUM","GuestWiFi","40.8126809999999","-73.939357","2019-05-30T00:00:00.000"
"498","59","Hansborough Recreation Center","Near","Manhattan","MN03","Central Harlem North-Polo Grounds","8","SPECTRUM","GuestWiFi","40.8126809999999","-73.939357","2019-05-30T00:00:00.000"
"499","60","Hansborough Recreation Center","Near","Manhattan","MN03","Central Harlem North-Polo Grounds","8","SPECTRUM","GuestWiFi","40.8126809999999","-73.939357","2019-05-30T00:00:00.000"
"500","61","Hansborough Recreation Center","Near","Manhattan","MN03","Central Harlem North-Polo Grounds","8","SPECTRUM","GuestWiFi","40.8126809999999","-73.939357","2019-05-30T00:00:00.000"
"501","2111","Hansborough Recreation Center","Near","Manhattan","MN03","Central Harlem North-Polo Grounds","8","SPECTRUM","GuestWiFi","40.8126809999999","-73.939357","2019-05-30T00:00:00.000"
"502","62","Hoffman Park","Near","Queens","QN29","Elmhurst","2","SPECTRUM","GuestWiFi","40.733142","-73.870981","2019-05-30T00:00:00.000"
"503","63","Hoffman Park","Near","Queens","QN29","Elmhurst","2","SPECTRUM","GuestWiFi","40.733186","-73.8711279999999","2019-05-30T00:00:00.000"
"504","1622","Horseshoe Playground","Near","Bronx","BX33","Longwood","1","ALTICEUSA","GuestWiFi","40.824255","-73.8979099999999","2019-05-30T00:00:00.000"
"505","64","Hunter's Point South Park","Near","Queens","QN31","Hunters Point-Sunnyside-West Maspeth","2","SPECTRUM","GuestWiFi","40.742094","-73.9612649999999","2019-05-30T00:00:00.000"
"506","65","Hunter's Point South Park","Near","Queens","QN31","Hunters Point-Sunnyside-West Maspeth","2","SPECTRUM","GuestWiFi","40.7419939999999","-73.961256","2019-05-30T00:00:00.000"
"507","132","J. Hood Wright Park","Near","Manhattan","MN36","Washington Heights South","6","SPECTRUM","GuestWiFi","40.8464439999999","-73.939981","2019-05-30T00:00:00.000"
"508","176","Juniper Valley Park","Near","Queens","QN21","Middle Village","3","SPECTRUM","GuestWiFi","40.7188119999999","-73.88536","2019-05-30T00:00:00.000"
"509","180","Juniper Valley Park","Near","Queens","QN21","Middle Village","3","SPECTRUM","GuestWiFi","40.7192099999999","-73.8853349999999","2019-05-30T00:00:00.000"
"510","1222","Juniper Valley Park","Near","Queens","QN21","Middle Village","3","SPECTRUM","GuestWiFi","40.720508","-73.884938","2019-05-30T00:00:00.000"
"511","1223","Juniper Valley Park","Near","Queens","QN21","Middle Village","3","SPECTRUM","GuestWiFi","40.7182239999999","-73.882524","2019-05-30T00:00:00.000"
"512","1224","Juniper Valley Park","Near","Queens","QN21","Middle Village","3","SPECTRUM","GuestWiFi","40.7197","-73.8771189999999","2019-05-30T00:00:00.000"
"513","1643","Kissena Park","Near","Queens","QN62","Queensboro Hill","13","SPECTRUM","GuestWiFi","40.7436999999999","-73.8173199999999","2019-05-30T00:00:00.000"
"514","1644","Kissena Park","Near","Queens","QN99","park-cemetery-etc-Queens","13","SPECTRUM","GuestWiFi","40.7436599999999","-73.8139599999999","2019-05-30T00:00:00.000"
"515","1647","Kissena Park","Near","Queens","QN99","park-cemetery-etc-Queens","13","SPECTRUM","GuestWiFi","40.7454899999999","-73.8135699999999","2019-05-30T00:00:00.000"
"516","1648","Kissena Park","Near","Queens","QN62","Queensboro Hill","13","SPECTRUM","GuestWiFi","40.7424299999999","-73.8115099999999","2019-05-30T00:00:00.000"
"517","1650","Kissena Park","Near","Queens","QN99","park-cemetery-etc-Queens","13","SPECTRUM","GuestWiFi","40.74381","-73.80419","2019-05-30T00:00:00.000"
"518","1651","Kissena Park","Near","Queens","QN62","Queensboro Hill","13","SPECTRUM","GuestWiFi","40.7419099999999","-73.80816","2019-05-30T00:00:00.000"
"519","1652","Kissena Park","Near","Queens","QN99","park-cemetery-etc-Queens","13","SPECTRUM","GuestWiFi","40.74589","-73.80342","2019-05-30T00:00:00.000"
"520","925","Kissena Park","Near","Queens","QN52","East Flushing","13","SPECTRUM","GuestWiFi","40.7472599999999","-73.8028599999999","2019-05-30T00:00:00.000"
"521","926","Kissena Park","Near","Queens","QN52","East Flushing","13","SPECTRUM","GuestWiFi","40.7491399999999","-73.8027","2019-05-30T00:00:00.000"
"522","927","Kissena Park","Near","Queens","QN52","East Flushing","13","SPECTRUM","GuestWiFi","40.75","-73.8050599999999","2019-05-30T00:00:00.000"
"523","928","Kissena Park","Near","Queens","QN52","East Flushing","13","SPECTRUM","GuestWiFi","40.7501699999999","-73.80719","2019-05-30T00:00:00.000"
"524","929","Kissena Park","Near","Queens","QN99","park-cemetery-etc-Queens","13","SPECTRUM","GuestWiFi","40.74761","-73.8117","2019-05-30T00:00:00.000"
"525","932","Kissena Park","Near","Queens","QN22","Flushing","13","SPECTRUM","GuestWiFi","40.74756","-73.81815","2019-05-30T00:00:00.000"
"526","1331","Lawrence Virgilio Playground /Windmuller Park","Near","Queens","QN63","Woodside","4","SPECTRUM","GuestWiFi","40.7462379999999","-73.9094149999999","2019-05-30T00:00:00.000"
"527","1332","Lawrence Virgilio Playground /Windmuller Park","Near","Queens","QN63","Woodside","4","SPECTRUM","GuestWiFi","40.745691","-73.907408","2019-05-30T00:00:00.000"
"528","1333","Lawrence Virgilio Playground /Windmuller Park","Near","Queens","QN63","Woodside","4","SPECTRUM","GuestWiFi","40.746853","-73.9088799999999","2019-05-30T00:00:00.000"
"529","1334","Lawrence Virgilio Playground /Windmuller Park","Near","Queens","QN63","Woodside","4","SPECTRUM","GuestWiFi","40.74745","-73.9095319999999","2019-05-30T00:00:00.000"
"530","1225","London Planetree Playground","Near","Queens","QN53","Woodhaven","4","SPECTRUM","GuestWiFi","40.685616","-73.8528819999999","2019-05-30T00:00:00.000"
"531","1226","London Planetree Playground","Near","Queens","QN53","Woodhaven","4","SPECTRUM","GuestWiFi","40.6862449999999","-73.8538539999999","2019-05-30T00:00:00.000"
"532","1227","London Planetree Playground","Near","Queens","QN53","Woodhaven","4","SPECTRUM","GuestWiFi","40.6870729999999","-73.853153","2019-05-30T00:00:00.000"
"533","1228","London Planetree Playground","Near","Queens","QN53","Woodhaven","4","SPECTRUM","GuestWiFi","40.686889","-73.8540349999999","2019-05-30T00:00:00.000"
"534","1230","Lost Battalion Hall Recreation Center","Near","Queens","QN18","Rego Park","3","SPECTRUM","GuestWiFi","40.732253","-73.8656229999999","2019-05-30T00:00:00.000"
"535","1231","Lost Battalion Hall Recreation Center","Near","Queens","QN18","Rego Park","3","SPECTRUM","GuestWiFi","40.732686","-73.865119","2019-05-30T00:00:00.000"
"536","729","Macombs Dam Park","Near","Bronx","BX63","West Concourse","6","ALTICEUSA","GuestWiFi","40.827868","-73.9269029999999","2019-05-30T00:00:00.000"
"537","730","Macombs Dam Park","Near","Bronx","BX63","West Concourse","6","ALTICEUSA","GuestWiFi","40.828149","-73.927457","2019-05-30T00:00:00.000"
"538","733","Manhattan Beach Park","Near","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.5777599999999","-73.94556","2019-05-30T00:00:00.000"
"539","734","Manhattan Beach Park","Near","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.5779799999999","-73.94355","2019-05-30T00:00:00.000"
"540","737","Manhattan Beach Park","Near","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.57817","-73.94182","2019-05-30T00:00:00.000"
"541","738","Manhattan Beach Park","Near","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.57829","-73.94091","2019-05-30T00:00:00.000"
"542","739","Manhattan Beach Park","Near","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.5784299999999","-73.93907","2019-05-30T00:00:00.000"
"543","740","Manhattan Beach Park","Near","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.57838","-73.93992","2019-05-30T00:00:00.000"
"544","741","Manhattan Beach Park","Near","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.57811","-73.9427299999999","2019-05-30T00:00:00.000"
"545","742","Manhattan Beach Park","Near","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.5778699999999","-73.9445999999999","2019-05-30T00:00:00.000"
"546","744","Manhattan Beach Park","Near","Brooklyn","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","6","ALTICEUSA","GuestWiFi","40.5760999999999","-73.9469799999999","2019-05-30T00:00:00.000"
"547","839","Marine Park","Near","Brooklyn","BK99","park-cemetery-etc-Brooklyn","3","ALTICEUSA","GuestWiFi","40.6050079999999","-73.9300269999999","2019-05-30T00:00:00.000"
"548","840","Marine Park","Near","Brooklyn","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin","3","ALTICEUSA","GuestWiFi","40.6060289999999","-73.928466","2019-05-30T00:00:00.000"
"549","841","Marine Park","Near","Brooklyn","BK99","park-cemetery-etc-Brooklyn","3","ALTICEUSA","GuestWiFi","40.6043829999999","-73.9310629999999","2019-05-30T00:00:00.000"
"550","898","McKinley Park","Near","Brooklyn","BK30","Dyker Heights","1","SPECTRUM","GuestWiFi","40.6253129999999","-74.0173439999999","2019-05-30T00:00:00.000"
"551","899","McKinley Park","Near","Brooklyn","BK30","Dyker Heights","1","SPECTRUM","GuestWiFi","40.62588","-74.0165089999999","2019-05-30T00:00:00.000"
"552","900","McKinley Park","Near","Brooklyn","BK30","Dyker Heights","1","SPECTRUM","GuestWiFi","40.6263799999999","-74.0157899999999","2019-05-30T00:00:00.000"
"553","1347","NYC - Detective Keith Williams Park","Near","Queens","QN01","South Jamaica","6","SPECTRUM","GuestWiFi","40.70389","-73.7857049999999","2019-05-30T00:00:00.000"
"554","1348","NYC - Detective Keith Williams Park","Near","Queens","QN01","South Jamaica","6","SPECTRUM","GuestWiFi","40.7029819999999","-73.785122","2019-05-30T00:00:00.000"
"555","1349","NYC - Detective Keith Williams Park","Near","Queens","QN01","South Jamaica","6","SPECTRUM","GuestWiFi","40.702057","-73.784529","2019-05-30T00:00:00.000"
"556","1350","NYC - Detective Keith Williams Park","Near","Queens","QN01","South Jamaica","6","SPECTRUM","GuestWiFi","40.7027069999999","-73.7835939999999","2019-05-30T00:00:00.000"
"557","1351","NYC - Detective Keith Williams Park","Near","Queens","QN01","South Jamaica","6","SPECTRUM","GuestWiFi","40.7033729999999","-73.7839239999999","2019-05-30T00:00:00.000"
"558","1352","NYC - Detective Keith Williams Park","Near","Queens","QN01","South Jamaica","6","SPECTRUM","GuestWiFi","40.7042649999999","-73.7845619999999","2019-05-30T00:00:00.000"
"559","6","Pelham Bay Park","Near","Bronx","BX10","Pelham Bay-Country Club-City Island","4","ALTICEUSA","GuestWiFi","40.8463139999999","-73.824472","2019-05-30T00:00:00.000"
"560","7","Pelham Bay Park","Near","Bronx","BX99","park-cemetery-etc-Bronx","4","ALTICEUSA","GuestWiFi","40.847596","-73.82223","2019-05-30T00:00:00.000"
"561","8","Pelham Bay Park","Near","Bronx","BX10","Pelham Bay-Country Club-City Island","4","ALTICEUSA","GuestWiFi","40.848159","-73.821071","2019-05-30T00:00:00.000"
"562","9","Pelham Bay Park","Near","Bronx","BX10","Pelham Bay-Country Club-City Island","4","ALTICEUSA","GuestWiFi","40.848322","-73.82075","2019-05-30T00:00:00.000"
"563","2098","Pelham Bay Park","Near","Bronx","BX10","Pelham Bay-Country Club-City Island","4","ALTICEUSA","GuestWiFi","40.8470999999999","-73.8229919999999","2019-05-30T00:00:00.000"
"564","2110","Pelham Bay Park","Near","Bronx","BX10","Pelham Bay-Country Club-City Island","4","ALTICEUSA","GuestWiFi","40.846606","-73.823952","2019-05-30T00:00:00.000"
"565","845","Pelham Bay Park","Near","Bronx","BX10","Pelham Bay-Country Club-City Island","4","ALTICEUSA","GuestWiFi","40.846052","-73.82495","2019-05-30T00:00:00.000"
"566","1340","Phil ""Scooter"" Rizzuto Park","Near","Queens","QN54","Richmond Hill","5","SPECTRUM","GuestWiFi","40.6940949999999","-73.8213339999999","2019-05-30T00:00:00.000"
"567","1341","Phil ""Scooter"" Rizzuto Park","Near","Queens","QN54","Richmond Hill","5","SPECTRUM","GuestWiFi","40.6941649999999","-73.8223679999999","2019-05-30T00:00:00.000"
"568","1342","Phil ""Scooter"" Rizzuto Park","Near","Queens","QN54","Richmond Hill","5","SPECTRUM","GuestWiFi","40.6950769999999","-73.822817","2019-05-30T00:00:00.000"
"569","1343","Phil ""Scooter"" Rizzuto Park","Near","Queens","QN54","Richmond Hill","5","SPECTRUM","GuestWiFi","40.6946239999999","-73.820593","2019-05-30T00:00:00.000"
"570","1344","Phil ""Scooter"" Rizzuto Park","Near","Queens","QN54","Richmond Hill","5","SPECTRUM","GuestWiFi","40.695132","-73.820841","2019-05-30T00:00:00.000"
"571","1743","Railroad Park","Near","Queens","QN08","St. Albans","3","SPECTRUM","GuestWiFi","40.6759789999999","-73.765364","2019-05-30T00:00:00.000"
"572","1744","Railroad Park","Near","Queens","QN08","St. Albans","3","SPECTRUM","GuestWiFi","40.6794719999999","-73.7706929999999","2019-05-30T00:00:00.000"
"573","1745","Railroad Park","Near","Queens","QN08","St. Albans","3","SPECTRUM","GuestWiFi","40.679963","-73.767752","2019-05-30T00:00:00.000"
"574","32","Ranaqua Park","Near","Bronx","BX37","Van Nest-Morris Park-Westchester Square","2","ALTICEUSA","GuestWiFi","40.8445899999999","-73.8598","2019-05-30T00:00:00.000"
"575","33","Ranaqua Park","Near","Bronx","BX37","Van Nest-Morris Park-Westchester Square","2","ALTICEUSA","GuestWiFi","40.8445899999999","-73.8598","2019-05-30T00:00:00.000"
"576","1244","Recreation Center 54","Near","Manhattan","MN19","Turtle Bay-East Midtown","3","SPECTRUM","GuestWiFi","40.757418","-73.965084","2019-05-30T00:00:00.000"
"577","1245","Recreation Center 54","Near","Manhattan","MN19","Turtle Bay-East Midtown","3","SPECTRUM","GuestWiFi","40.757418","-73.965084","2019-05-30T00:00:00.000"
"578","2529","Recreation Center 54","Near","Manhattan","MN19","Turtle Bay-East Midtown","3","SPECTRUM","GuestWiFi","40.757418","-73.965084","2019-05-30T00:00:00.000"
"579","552","Red Hook Park","Near","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","6","SPECTRUM","GuestWiFi","40.672583","-74.005544","2019-05-30T00:00:00.000"
"580","553","Red Hook Park","Near","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","6","SPECTRUM","GuestWiFi","40.673349","-74.0082349999999","2019-05-30T00:00:00.000"
"581","554","Red Hook Park","Near","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","6","SPECTRUM","GuestWiFi","40.673031","-74.00485","2019-05-30T00:00:00.000"
"582","555","Red Hook Park","Near","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","6","SPECTRUM","GuestWiFi","40.672969","-74.006915","2019-05-30T00:00:00.000"
"583","556","Red Hook Park","Near","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","6","SPECTRUM","GuestWiFi","40.6722139999999","-74.0041449999999","2019-05-30T00:00:00.000"
"584","557","Red Hook Park","Near","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","6","SPECTRUM","GuestWiFi","40.6711669999999","-74.0036879999999","2019-05-30T00:00:00.000"
"585","563","Richard Tucker Square","Near","Manhattan","MN14","Lincoln Square","1","SPECTRUM","GuestWiFi","40.7735419999999","-73.981774","2019-05-30T00:00:00.000"
"586","567","Rockaway Beach and Boardwalk","Near","Queens","QN12","Hammels-Arverne-Edgemere","2","SPECTRUM","GuestWiFi","40.5845509999999","-73.8110029999999","2019-05-30T00:00:00.000"
"587","569","Rockaway Beach and Boardwalk","Near","Queens","QN12","Hammels-Arverne-Edgemere","2","SPECTRUM","GuestWiFi","40.584727","-73.8106829999999","2019-05-30T00:00:00.000"
"588","1256","Rockaway Beach and Boardwalk","Near","Queens","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","2","SPECTRUM","GuestWiFi","40.5799859999999","-73.8298549999999","2019-05-30T00:00:00.000"
"589","1261","Rockaway Beach and Boardwalk","Near","Queens","QN15","Far Rockaway-Bayswater","2","SPECTRUM","GuestWiFi","40.596479","-73.744988","2019-05-30T00:00:00.000"
"590","1262","Rockaway Beach and Boardwalk","Near","Queens","QN15","Far Rockaway-Bayswater","2","SPECTRUM","GuestWiFi","40.5963739999999","-73.745389","2019-05-30T00:00:00.000"
"591","1263","Rockaway Beach and Boardwalk","Near","Queens","QN15","Far Rockaway-Bayswater","2","SPECTRUM","GuestWiFi","40.596321","-73.7457909999999","2019-05-30T00:00:00.000"
"592","1264","Rockaway Beach and Boardwalk","Near","Queens","QN15","Far Rockaway-Bayswater","2","SPECTRUM","GuestWiFi","40.5961969999999","-73.746262","2019-05-30T00:00:00.000"
"593","1265","Rockaway Beach and Boardwalk","Near","Queens","QN15","Far Rockaway-Bayswater","2","SPECTRUM","GuestWiFi","40.595714","-73.747247","2019-05-30T00:00:00.000"
"594","1266","Rockaway Beach and Boardwalk","Near","Queens","QN15","Far Rockaway-Bayswater","2","SPECTRUM","GuestWiFi","40.595592","-73.747612","2019-05-30T00:00:00.000"
"595","36","Seton Falls Park","Near","Bronx","BX03","Eastchester-Edenwald-Baychester","4","ALTICEUSA","GuestWiFi","40.8876369999999","-73.8359509999999","2019-05-30T00:00:00.000"
"596","37","Seton Falls Park","Near","Bronx","BX62","Woodlawn-Wakefield","4","ALTICEUSA","GuestWiFi","40.8887829999999","-73.8401329999999","2019-05-30T00:00:00.000"
"597","38","Seton Falls Park","Near","Bronx","BX03","Eastchester-Edenwald-Baychester","4","ALTICEUSA","GuestWiFi","40.8852839999999","-73.838521","2019-05-30T00:00:00.000"
"598","39","Seton Falls Park","Near","Bronx","BX03","Eastchester-Edenwald-Baychester","4","ALTICEUSA","GuestWiFi","40.886622","-73.8349699999999","2019-05-30T00:00:00.000"
"599","1286","Snug Harbor Cultural Center","Near","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.6448159999999","-74.1004429999999","2019-05-30T00:00:00.000"
"600","1287","Snug Harbor Cultural Center","Near","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.644885","-74.101038","2019-05-30T00:00:00.000"
"601","1288","Snug Harbor Cultural Center","Near","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.6451229999999","-74.101629","2019-05-30T00:00:00.000"
"602","1290","Snug Harbor Cultural Center","Near","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.645439","-74.1028799999999","2019-05-30T00:00:00.000"
"603","1291","Snug Harbor Cultural Center","Near","Staten Island","SI22","West New Brighton-New Brighton-St. George","9","SPECTRUM","GuestWiFi","40.645453","-74.1033979999999","2019-05-30T00:00:00.000"
"604","1300","Sorrentino Recreation Center","Near","Queens","QN15","Far Rockaway-Bayswater","4","SPECTRUM","GuestWiFi","40.6023489999999","-73.7514019999999","2019-05-30T00:00:00.000"
"605","1301","Sorrentino Recreation Center","Near","Queens","QN15","Far Rockaway-Bayswater","4","SPECTRUM","GuestWiFi","40.6023489999999","-73.7514019999999","2019-05-30T00:00:00.000"
"606","1302","Sorrentino Recreation Center","Near","Queens","QN15","Far Rockaway-Bayswater","4","SPECTRUM","GuestWiFi","40.6023489999999","-73.7514019999999","2019-05-30T00:00:00.000"
"607","1303","Sorrentino Recreation Center","Near","Queens","QN15","Far Rockaway-Bayswater","4","SPECTRUM","GuestWiFi","40.6023489999999","-73.7514019999999","2019-05-30T00:00:00.000"
"608","45","St. John's Recreation Center","Near","Brooklyn","BK61","Crown Heights North","10","ALTICEUSA","GuestWiFi","40.67343","-73.9346299999999","2019-05-30T00:00:00.000"
"609","1283","Staten Island Zoo","Near","Staten Island","SI22","West New Brighton-New Brighton-St. George","3","SPECTRUM","GuestWiFi","40.625382","-74.11457","2019-05-30T00:00:00.000"
"610","1284","Staten Island Zoo","Near","Staten Island","SI22","West New Brighton-New Brighton-St. George","3","SPECTRUM","GuestWiFi","40.625756","-74.114738","2019-05-30T00:00:00.000"
"611","1285","Staten Island Zoo","Near","Staten Island","SI22","West New Brighton-New Brighton-St. George","3","SPECTRUM","GuestWiFi","40.624698","-74.1142109999999","2019-05-30T00:00:00.000"
"612","960","Steeplechase Park","Near","Brooklyn","BK21","Seagate-Coney Island","3","ALTICEUSA","GuestWiFi","40.5761109999999","-73.984734","2019-05-30T00:00:00.000"
"613","961","Steeplechase Park","Near","Brooklyn","BK21","Seagate-Coney Island","3","ALTICEUSA","GuestWiFi","40.57585","-73.9835","2019-05-30T00:00:00.000"
"614","962","Steeplechase Park","Near","Brooklyn","BK21","Seagate-Coney Island","3","ALTICEUSA","GuestWiFi","40.5756399999999","-73.9856699999999","2019-05-30T00:00:00.000"
"615","1304","Tappen Park","Near","Staten Island","SI37","Stapleton-Rosebank","3","SPECTRUM","GuestWiFi","40.6270889999999","-74.0772919999999","2019-05-30T00:00:00.000"
"616","1305","Tappen Park","Near","Staten Island","SI37","Stapleton-Rosebank","3","SPECTRUM","GuestWiFi","40.62686","-74.0758479999999","2019-05-30T00:00:00.000"
"617","1306","Tappen Park","Near","Staten Island","SI37","Stapleton-Rosebank","3","SPECTRUM","GuestWiFi","40.6265789999999","-74.0761729999999","2019-05-30T00:00:00.000"
"618","1315","Tompkinsville Park","Near","Staten Island","SI37","Stapleton-Rosebank","1","SPECTRUM","GuestWiFi","40.637317","-74.0767629999999","2019-05-30T00:00:00.000"
"619","848","Vidalia Park","Near","Bronx","BX17","East Tremont","2","ALTICEUSA","GuestWiFi","40.8444679999999","-73.88169","2019-05-30T00:00:00.000"
"620","849","Vidalia Park","Near","Bronx","BX17","East Tremont","2","ALTICEUSA","GuestWiFi","40.844141","-73.881968","2019-05-30T00:00:00.000"
"621","2105","Washington Square Park","Near","Manhattan","MN23","West Village","8","SPECTRUM","GuestWiFi","40.7302549999999","-73.9979909999999","2019-05-30T00:00:00.000"
"622","1320","Washington Square Park","Near","Manhattan","MN23","West Village","8","SPECTRUM","GuestWiFi","40.732142","-73.9986289999999","2019-05-30T00:00:00.000"
"623","1321","Washington Square Park","Near","Manhattan","MN23","West Village","8","SPECTRUM","GuestWiFi","40.7318629999999","-73.9977779999999","2019-05-30T00:00:00.000"
"624","1322","Washington Square Park","Near","Manhattan","MN23","West Village","8","SPECTRUM","GuestWiFi","40.7313509999999","-73.99684","2019-05-30T00:00:00.000"
"625","1323","Washington Square Park","Near","Manhattan","MN23","West Village","8","SPECTRUM","GuestWiFi","40.730975","-73.9960789999999","2019-05-30T00:00:00.000"
"626","1324","Washington Square Park","Near","Manhattan","MN23","West Village","8","SPECTRUM","GuestWiFi","40.7298559999999","-73.997476","2019-05-30T00:00:00.000"
"627","1325","Washington Square Park","Near","Manhattan","MN23","West Village","8","SPECTRUM","GuestWiFi","40.7303939999999","-73.9984759999999","2019-05-30T00:00:00.000"
"628","1326","Washington Square Park","Near","Manhattan","MN23","West Village","8","SPECTRUM","GuestWiFi","40.731844","-73.999042","2019-05-30T00:00:00.000"
"629","1746","West 79th Street Boat Basin","Near","Manhattan","MN12","Upper West Side","1","SPECTRUM","GuestWiFi","40.785958","-73.9850749999999","2019-05-30T00:00:00.000"
"630","1327","West Harlem Piers","Near","Manhattan","MN06","Manhattanville","2","SPECTRUM","GuestWiFi","40.818499","-73.9596899999999","2019-05-30T00:00:00.000"
