"site","location","sample_date","analysis_date_tthm_g_l_a","result_tthm_g_l_a","lraa_tthm_g_l_a","oel_tthm_g_l_a","analysis_date_haa5_g_l_b","result_haa5_g_l_b","lraa_haa5_g_l_b","oel_haa5_g_l_b"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2018-02-06T00:00:00.000","2018-02-07T16:57:00.000","16","31","29","2018-02-09T20:01:31.000","29","39","37"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2018-02-06T00:00:00.000","2018-02-06T18:53:00.000","21","39","34","2018-02-09T01:41:04.000","35","43","39"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2018-02-06T00:00:00.000","2018-02-06T18:33:00.000","21","38","34","2018-02-09T00:58:42.000","39","39","37"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2018-02-06T00:00:00.000","2018-02-06T17:52:00.000","21","39","35","2018-02-08T23:33:40.000","35","36","32"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2018-02-06T00:00:00.000","2018-02-06T19:14:00.000","18","37","34","2018-02-09T00:16:08.000","30","40","36"
"77650","SS - OPP 110-52 E/S 207th St","2018-02-06T00:00:00.000","2018-02-06T23:01:00.000","14","29","26","2018-02-10T03:53:47.000","28","35","31"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2018-02-06T00:00:00.000","2018-02-06T22:40:00.000","22","36","36","2018-02-10T03:10:50.000","34","41","38"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2018-02-06T00:00:00.000","2018-02-06T18:12:00.000","21","38","34","2018-02-09T03:05:59.000","35","36","34"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2018-02-06T00:00:00.000","2018-02-06T21:59:00.000","23","40","37","2018-02-09T22:53:21.000","39","44","40"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2018-02-06T00:00:00.000","2018-02-07T14:30:00.000","14","27","22","2018-02-08T03:15:33.000","27","33","30"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2017-11-08T00:00:00.000","2017-11-08T21:28:00.000","45","40","45","2017-11-14T02:29:38.000","36","43","45"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2017-11-08T00:00:00.000","2017-11-08T20:29:00.000","44","39","44","2017-11-14T00:24:32.000","39","40","42"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2017-11-08T00:00:00.000","2017-11-08T19:11:00.000","37","39","42","2017-11-13T23:01:03.000","44","41","45"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2017-11-08T00:00:00.000","2017-11-08T15:32:00.000","31","32","34","2017-11-13T22:19:18.000","31","33","34"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2017-11-08T00:00:00.000","2017-11-08T22:26:00.000","31","34","34","2017-11-13T17:56:31.000","32","40","40"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2017-11-08T00:00:00.000","2017-11-08T22:07:00.000","37","36","39","2017-11-14T03:52:58.000","34","42","43"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2017-11-08T00:00:00.000","2017-11-08T22:45:00.000","49","42","46","2017-11-13T19:20:27.000","39","43","44"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2017-11-08T00:00:00.000","2017-11-08T20:49:00.000","45","40","44","2017-11-14T01:06:15.000","33","38","38"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2017-11-08T00:00:00.000","2017-11-09T12:10:00.000","35","33","37","2017-11-13T22:08:01.000","39","39","43"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2017-11-08T00:00:00.000","2017-11-09T12:50:00.000","52","37","44","2017-11-13T23:31:38.000","35","39","41"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2017-11-08T00:00:00.000","2017-11-08T20:10:00.000","46","42","45","2017-11-13T23:42:49.000","25","35","33"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2017-11-08T00:00:00.000","2017-11-08T21:47:00.000","48","40","45","2017-11-14T03:11:20.000","32","35","36"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2017-11-08T00:00:00.000","2017-11-08T23:05:00.000","32","33","35","2017-11-13T20:02:21.000","37","35","39"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2017-11-08T00:00:00.000","2017-11-09T11:31:00.000","33","28","32","2017-11-13T20:44:18.000","39","36","40"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2017-11-08T00:00:00.000","2017-11-09T11:50:00.000","50","38","44","2017-11-13T21:26:07.000","30","36","36"
"77650","SS - OPP 110-52 E/S 207th St","2017-11-08T00:00:00.000","2017-11-09T13:10:00.000","36","30","34","2017-11-14T00:13:35.000","34","33","36"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2017-11-08T00:00:00.000","2017-11-08T15:12:00.000","32","29","32","2017-11-09T22:40:27.000","35","34","35"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2017-11-08T00:00:00.000","2017-11-08T13:23:00.000","39","34","39","2017-11-13T20:13:48.000","37","36","39"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2017-11-08T00:00:00.000","2017-11-09T12:30:00.000","39","31","36","2017-11-13T22:49:46.000","43","40","45"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2017-11-08T00:00:00.000","2017-11-08T21:08:00.000","42","40","44","2017-11-14T01:47:56.000","36","41","43"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2017-08-01T00:00:00.000","2017-08-02T17:12:00.000","35","33","33","2017-08-03T00:16:30.000","34","33","34"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2017-08-01T00:00:00.000","2017-08-01T18:28:00.000","53","37","39","2017-08-03T04:28:58.000","57","42","46"
"77650","SS - OPP 110-52 E/S 207th St","2017-08-01T00:00:00.000","2017-08-02T11:16:00.000","40","29","31","2017-08-03T20:10:16.000","35","34","34"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2017-08-01T00:00:00.000","2017-08-01T12:50:00.000","42","35","35","2017-08-04T00:23:05.000","41","36","37"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2017-08-01T00:00:00.000","2017-08-02T13:38:00.000","47","35","36","2017-08-03T22:58:45.000","46","39","41"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2017-08-01T00:00:00.000","2017-08-02T15:33:00.000","46","38","35","2017-08-02T21:28:11.000","49","37","43"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2017-08-01T00:00:00.000","2017-08-01T17:40:00.000","51","38","40","2017-08-03T03:46:54.000","59","46","48"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2017-08-01T00:00:00.000","2017-08-02T11:36:00.000","50","35","37","2017-08-04T00:51:00.000","35","34","35"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2017-08-01T00:00:00.000","2017-08-01T18:47:00.000","27","31","28","2017-08-03T04:16:11.000","32","34","33"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2017-08-01T00:00:00.000","2017-08-02T10:37:00.000","55","42","42","2017-08-03T22:44:26.000","43","39","41"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2017-08-01T00:00:00.000","2017-08-01T18:08:00.000","56","35","43","2017-08-03T03:04:47.000","53","42","48"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2017-08-01T00:00:00.000","2017-08-01T20:45:00.000","50","41","43","2017-08-03T22:02:17.000","31","36","37"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2017-08-01T00:00:00.000","2017-08-01T20:26:00.000","42","32","32","2017-08-03T21:20:02.000","48","40","42"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2017-08-01T00:00:00.000","2017-08-01T13:10:00.000","54","42","43","2017-08-03T03:34:08.000","44","43","44"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2017-08-01T00:00:00.000","2017-08-01T13:29:00.000","51","35","42","2017-08-03T02:22:40.000","51","40","45"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2017-08-01T00:00:00.000","2017-08-01T20:06:00.000","38","30","29","2017-08-03T20:37:55.000","42","37","37"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2017-08-01T00:00:00.000","2017-08-02T13:18:00.000","50","39","38","2017-08-03T22:16:35.000","39","38","38"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2017-08-01T00:00:00.000","2017-08-02T11:55:00.000","44","41","39","2017-08-04T00:08:45.000","32","36","35"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2017-08-01T00:00:00.000","2017-08-01T19:46:00.000","50","41","42","2017-08-03T19:55:41.000","44","41","41"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2017-08-01T00:00:00.000","2017-08-02T10:56:00.000","49","41","41","2017-08-03T23:26:39.000","37","38","39"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2017-05-02T00:00:00.000","2017-05-05T18:22:00.000","22","39","29","2017-05-05T20:13:00.000","39","39","37"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2017-05-02T00:00:00.000","2017-05-05T20:37:00.000","30","38","31","2017-05-08T23:50:41.000","47","39","39"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2017-05-02T00:00:00.000","2017-05-05T14:18:00.000","34","32","30","2017-05-05T18:07:14.000","53","37","42"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2017-05-02T00:00:00.000","2017-05-05T21:16:00.000","24","45","32","2017-05-09T01:14:15.000","44","33","36"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2017-05-02T00:00:00.000","2017-05-02T19:20:00.000","31","42","36","2017-05-05T16:01:24.000","47","36","40"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2017-05-02T00:00:00.000","2017-05-05T18:03:00.000","30","42","33","2017-05-05T19:31:07.000","45","44","42"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2017-05-02T00:00:00.000","2017-05-04T16:43:00.000","40","33","33","2017-05-05T17:25:15.000","49","35","39"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2017-05-02T00:00:00.000","2017-05-02T18:22:00.000","35","40","34","2017-05-05T13:55:40.000","41","34","36"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2017-05-02T00:00:00.000","2017-05-02T00:00:00.000","37","34","33","2017-05-06T10:12:00.000","38","32","34"
"77650","SS - OPP 110-52 E/S 207th St","2017-05-02T00:00:00.000","2017-05-05T21:35:00.000","24","31","25","2017-05-09T01:55:55.000","42","34","35"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2017-05-02T00:00:00.000","2017-05-05T14:37:00.000","40","45","40","2017-05-05T18:49:08.000","46","37","40"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2017-05-02T00:00:00.000","2017-05-04T16:23:00.000","37","42","38","2017-05-05T16:43:23.000","48","37","40"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2017-05-02T00:00:00.000","2017-05-05T19:20:00.000","32","45","36","2017-05-08T21:02:52.000","55","45","46"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2017-05-02T00:00:00.000","2017-05-02T18:41:00.000","45","44","39","2017-05-05T14:37:30.000","48","44","42"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2017-05-02T00:00:00.000","2017-05-05T20:18:00.000","27","41","33","2017-05-08T23:08:47.000","45","38","39"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2017-05-02T00:00:00.000","2017-05-05T19:59:00.000","22","33","26","2017-05-08T22:26:40.000","40","39","36"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2017-05-02T00:00:00.000","2017-05-02T15:47:00.000","35","39","33","2017-05-06T09:30:10.000","39","39","36"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2017-05-02T00:00:00.000","2017-05-05T20:57:00.000","22","36","27","2017-05-09T00:32:25.000","45","39","39"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2017-05-02T00:00:00.000","2017-05-05T19:39:00.000","27","36","30","2017-05-08T21:44:43.000","45","37","36"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2017-05-02T00:00:00.000","2017-05-02T19:01:00.000","38","42","38","2017-05-05T15:19:29.000","51","35","41"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2017-02-07T00:00:00.000","2017-02-10T00:00:00.000","21","40","36","2017-02-15T00:00:00.000","25","41","34"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2017-02-07T00:00:00.000","2017-02-10T00:00:00.000","18","37","32","2017-02-14T00:00:00.000","22","42","35"
"77650","SS - OPP 110-52 E/S 207th St","2017-02-07T00:00:00.000","2017-02-10T00:00:00.000","18","34","30","2017-02-15T00:00:00.000","22","35","29"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2017-02-07T00:00:00.000","2017-02-09T00:00:00.000","28","47","42","2017-02-13T00:00:00.000","31","38","33"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2017-02-07T00:00:00.000","2017-02-10T00:00:00.000","25","50","45","2017-02-15T00:00:00.000","28","35","29"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2017-02-07T00:00:00.000","2017-02-09T00:00:00.000","25","29","29","2017-02-13T00:00:00.000","31","31","31"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2017-02-07T00:00:00.000","2017-02-09T00:00:00.000","28","44","40","2017-02-11T00:00:00.000","35","37","34"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2017-02-07T00:00:00.000","2017-02-09T00:00:00.000","19","42","36","2017-02-11T00:00:00.000","25","35","30"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2017-02-07T00:00:00.000","2017-02-09T00:00:00.000","25","47","41","2017-02-11T00:00:00.000","31","34","32"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2017-02-07T00:00:00.000","2017-02-10T00:00:00.000","33","49","45","2017-02-14T00:00:00.000","33","45","39"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2017-02-07T00:00:00.000","2017-02-09T00:00:00.000","32","44","41","2017-02-11T00:00:00.000","33","33","31"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2017-02-07T00:00:00.000","2017-02-09T00:00:00.000","23","44","38","2017-02-11T00:00:00.000","29","45","39"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2017-02-07T00:00:00.000","2017-02-09T00:00:00.000","25","29","29","2017-02-13T00:00:00.000","29","30","30"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2017-02-07T00:00:00.000","2017-02-09T00:00:00.000","25","33","31","2017-02-11T00:00:00.000","29","32","30"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2017-02-07T00:00:00.000","2017-02-10T00:00:00.000","28","45","41","2017-02-14T00:00:00.000","32","43","37"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2017-02-07T00:00:00.000","2017-02-09T00:00:00.000","26","47","41","2017-02-13T00:00:00.000","30","47","40"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2017-02-07T00:00:00.000","2017-02-10T00:00:00.000","19","41","35","2017-02-15T00:00:00.000","23","41","33"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2017-02-07T00:00:00.000","2017-02-10T00:00:00.000","26","45","41","2017-02-14T00:00:00.000","28","40","34"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2017-02-07T00:00:00.000","2017-02-08T00:00:00.000","21","42","35","2017-02-10T00:00:00.000","30","42","37"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2017-02-07T00:00:00.000","2017-02-10T00:00:00.000","21","40","35","2017-02-14T00:00:00.000","23","36","31"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2016-11-01T00:00:00.000","2016-11-01T00:00:00.000","44","48","49","2016-11-04T00:00:00.000","43","47","48"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2016-11-01T00:00:00.000","2016-11-01T00:00:00.000","33","33","35","2016-11-04T00:00:00.000","30","31","32"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2016-11-01T00:00:00.000","2016-11-02T00:00:00.000","58","51","56","2016-11-04T00:00:00.000","33","34","35"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2016-11-01T00:00:00.000","2016-11-01T00:00:00.000","45","50","52","2016-11-05T00:00:00.000","48","49","51"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2016-11-01T00:00:00.000","2016-11-02T00:00:00.000","44","43","47","2016-11-08T00:00:00.000","40","43","45"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2016-11-01T00:00:00.000","2016-11-01T00:00:00.000","43","41","45","2016-11-07T00:00:00.000","32","38","38"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2016-11-01T00:00:00.000","2016-11-03T00:00:00.000","55","52","58","2016-11-08T00:00:00.000","27","37","35"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2016-11-01T00:00:00.000","2016-11-01T00:00:00.000","39","45","46","2016-11-03T00:00:00.000","35","43","43"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2016-11-01T00:00:00.000","2016-11-02T00:00:00.000","53","50","53","2016-11-05T00:00:00.000","36","39","39"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2016-11-01T00:00:00.000","2016-11-01T00:00:00.000","45","44","48","2016-11-04T00:00:00.000","37","36","38"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2016-11-01T00:00:00.000","2016-11-02T00:00:00.000","48","47","49","2016-11-04T00:00:00.000","30","37","36"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2016-11-01T00:00:00.000","2016-11-01T00:00:00.000","26","29","30","2016-11-05T00:00:00.000","29","29","31"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2016-11-01T00:00:00.000","2016-11-02T00:00:00.000","44","45","47","2016-11-04T00:00:00.000","27","32","32"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2016-11-01T00:00:00.000","2016-11-01T00:00:00.000","44","47","49","2016-11-07T00:00:00.000","38","44","44"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2016-11-01T00:00:00.000","2016-11-01T00:00:00.000","25","29","29","2016-11-05T00:00:00.000","29","29","30"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2016-11-01T00:00:00.000","2016-11-02T00:00:00.000","47","51","53","2016-11-07T00:00:00.000","41","47","47"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2016-11-01T00:00:00.000","2016-11-02T00:00:00.000","42","39","43","2016-11-07T00:00:00.000","43","45","48"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2016-11-01T00:00:00.000","2016-11-02T00:00:00.000","53","46","52","2016-11-07T00:00:00.000","39","42","43"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2016-11-01T00:00:00.000","2016-11-02T00:00:00.000","42","42","45","2016-11-08T00:00:00.000","41","43","45"
"77650","SS - OPP 110-52 E/S 207th St","2016-11-01T00:00:00.000","2016-11-03T00:00:00.000","33","36","38","2016-11-08T00:00:00.000","35","37","38"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2016-08-10T00:00:00.000","2016-08-15T00:00:00.000","58","43","46","2016-08-16T00:00:00.000","46","39","44"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2016-08-09T00:00:00.000","2016-08-10T00:00:00.000","63","46","52","2016-08-11T00:00:00.000","55","45","50"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2016-08-09T00:00:00.000","2016-08-10T00:00:00.000","55","49","50","2016-08-12T00:00:00.000","32","34","33"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2016-08-09T00:00:00.000","2016-08-11T00:00:00.000","59","45","48","2016-08-13T00:00:00.000","40","38","42"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2016-08-09T00:00:00.000","2016-08-12T00:00:00.000","60","46","50","2016-08-15T00:00:00.000","51","46","47"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2016-08-09T00:00:00.000","2016-08-10T00:00:00.000","42","33","35","2016-08-11T00:00:00.000","31","32","31"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2016-08-09T00:00:00.000","2016-08-11T00:00:00.000","40","32","33","2016-08-12T00:00:00.000","32","28","29"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2016-08-09T00:00:00.000","2016-08-12T00:00:00.000","59","43","47","2016-08-13T00:00:00.000","46","42","45"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2016-08-09T00:00:00.000","2016-08-10T00:00:00.000","60","42","47","2016-08-11T00:00:00.000","32","36","35"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2016-08-09T00:00:00.000","2016-08-11T00:00:00.000","66","52","55","2016-08-12T00:00:00.000","53","50","50"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2016-08-09T00:00:00.000","2016-08-10T00:00:00.000","55","46","48","2016-08-11T00:00:00.000","29","31","32"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2016-08-09T00:00:00.000","2016-08-11T00:00:00.000","41","32","33","2016-08-12T00:00:00.000","33","29","30"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2016-08-09T00:00:00.000","2016-08-10T00:00:00.000","55","46","48","2016-08-12T00:00:00.000","35","37","38"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2016-08-09T00:00:00.000","2016-08-11T00:00:00.000","57","49","51","2016-08-12T00:00:00.000","33","37","38"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2016-08-09T00:00:00.000","2016-08-11T00:00:00.000","54","39","44","2016-08-13T00:00:00.000","46","38","41"
"77650","SS - OPP 110-52 E/S 207th St","2016-08-09T00:00:00.000","2016-08-12T00:00:00.000","49","37","40","2016-08-15T00:00:00.000","36","36","37"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2016-08-09T00:00:00.000","2016-08-11T00:00:00.000","50","38","41","2016-08-13T00:00:00.000","52","43","47"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2016-08-09T00:00:00.000","2016-08-11T00:00:00.000","68","48","57","2016-08-13T00:00:00.000","49","46","49"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2016-08-09T00:00:00.000","2016-08-12T00:00:00.000","76","50","58","2016-08-15T00:00:00.000","33","38","38"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2016-08-09T00:00:00.000","2016-08-11T00:00:00.000","62","48","52","2016-08-13T00:00:00.000","46","45","46"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2016-05-18T00:00:00.000","2016-05-18T00:00:00.000","41","39","36","2016-05-25T00:00:00.000","41","33","37"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","42","41","39","2016-05-07T00:00:00.000","54","39","44"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2016-05-03T00:00:00.000","2016-05-04T00:00:00.000","42","40","37","2016-05-05T00:00:00.000","47","36","40"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","38","42","38","2016-05-07T00:00:00.000","51","35","40"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","47","46","43","2016-05-05T00:00:00.000","51","40","46"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2016-05-03T00:00:00.000","2016-05-04T00:00:00.000","50","49","48","2016-05-06T00:00:00.000","55","45","50"
"77650","SS - OPP 110-52 E/S 207th St","2016-05-03T00:00:00.000","2016-05-04T00:00:00.000","36","35","33","2016-05-07T00:00:00.000","46","35","39"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","46","47","44","2016-05-06T00:00:00.000","47","35","40"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","45","45","44","2016-05-06T00:00:00.000","55","42","47"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","37","36","35","2016-05-07T00:00:00.000","52","41","43"
